jap,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p13_jap_main_001,0.357881916,0.427831527,0.316405752,0.25788536,0.240777055,0.212398968,0.047895936,0.048418177,0.04766537,0.510926036,0.85742993,0.753478762
p13_jap_main_002,0.348045644,0.443714155,0.314727642,0.280350098,0.23947504,0.205842566,0.047828955,0.048294068,0.047628984,0.523997887,0.859010773,0.758506907
p13_jap_main_003,0.358832875,0.50046377,0.305713659,0.249238004,0.24523737,0.179682962,0.047680669,0.047770201,0.047619051,0.552105756,0.80333266,0.727964589
p13_jap_main_004,0.358527734,0.491135904,0.33689191,0.286001173,0.249544036,0.20725274,0.047889935,0.048871864,0.047631022,0.567281715,0.882103817,0.787657186
p13_jap_main_005,0.365921398,0.498871062,0.346344642,0.296182748,0.24478653,0.211515304,0.047946665,0.049134412,0.047636108,0.592198183,0.883247657,0.795932815
p13_jap_main_006,0.366528481,0.499180473,0.336396383,0.274847737,0.249247755,0.212491793,0.047934747,0.048857137,0.047628114,0.575597835,0.874233746,0.784642972
p13_jap_main_007,0.362042991,0.49525268,0.333648636,0.286205416,0.242866788,0.206800052,0.047873634,0.048436531,0.04762372,0.568361678,0.874943981,0.78296929
p13_jap_main_008,0.366751211,0.496946487,0.331994526,0.290880636,0.245640895,0.215658102,0.047881365,0.048789097,0.047625529,0.585713151,0.874463601,0.787838466
p13_jap_main_009,0.361199033,0.508153383,0.357396265,0.270865785,0.230531074,0.279197662,0.047674628,0.047841112,0.047626791,0.636381125,0.884486807,0.810055103
p13_jap_main_010,0.360543117,0.49921173,0.329108862,0.293620877,0.244988311,0.228876007,0.047936098,0.049618786,0.047631927,0.587367961,0.881760023,0.793442404
p13_jap_main_011,0.35967947,0.497734564,0.338663646,0.292985843,0.244479258,0.244742153,0.047915291,0.049561393,0.047629695,0.598765085,0.89318409,0.804858389
p13_jap_main_012,0.357031103,0.490005237,0.328583155,0.294478355,0.249212787,0.242838357,0.04789064,0.049438232,0.047627535,0.60857609,0.871802783,0.792834775
p13_jap_main_013,0.354413992,0.487736906,0.334807468,0.290136916,0.243940361,0.253640391,0.047863208,0.049008135,0.047640934,0.596086952,0.890547486,0.802209326
p13_jap_main_014,0.353445679,0.487046146,0.328227095,0.289931508,0.245758175,0.247177094,0.047898781,0.048789065,0.04762797,0.596893681,0.877019195,0.792981541
p13_jap_main_015,0.362890028,0.497705405,0.331640487,0.281803998,0.240309446,0.266866304,0.04777209,0.047995667,0.047643787,0.649049024,0.848147564,0.788418002
p13_jap_main_016,0.344710728,0.487973932,0.32339238,0.297602818,0.243118523,0.264814044,0.047873922,0.048925061,0.047621634,0.630316717,0.858567136,0.79009201
p13_jap_main_017,0.353347203,0.492608187,0.311487631,0.276445587,0.24323333,0.247905801,0.047715453,0.048203102,0.047626977,0.620587946,0.826658763,0.764837518
p13_jap_main_018,0.367959413,0.499598947,0.337978077,0.265725652,0.241002644,0.276146027,0.04767579,0.04789135,0.047619592,0.64048414,0.861168272,0.794963033
p13_jap_main_019,0.361997549,0.500019424,0.340636426,0.297623182,0.244599672,0.294493016,0.04773129,0.048463375,0.047623494,0.668055009,0.884270618,0.819405935
p13_jap_main_020,0.357341368,0.492799656,0.338423195,0.29911343,0.249817128,0.257884051,0.047945623,0.049218116,0.047648512,0.601809214,0.911312525,0.818461532
p13_jap_main_021,0.355340997,0.491468346,0.335193613,0.301113415,0.250102142,0.251177428,0.047935192,0.049137646,0.047646039,0.608622494,0.894749358,0.808911298
