uppercut_right,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall,,
p13_uppercut_right_main_001,0.234748885,0.394865032,0.226895821,0.257747427,0.160402197,0.181582599,0.051389186,0.047891043,0.047623454,0.435166254,0.640882748,0.5791678,0.572081869,-0.036004585
p13_uppercut_right_main_002,0.213014696,0.369491909,0.202844581,0.236673928,0.144619974,0.171113372,0.051239572,0.047912535,0.047620652,0.429968925,0.548155806,0.512699742,0.499376818,
p13_uppercut_right_main_003,0.21476501,0.378569547,0.217824712,0.227967642,0.145240394,0.188067716,0.05237582,0.047870226,0.047620601,0.424528273,0.584964067,0.536833329,0.535381403,
p13_uppercut_right_main_004,0.222261643,0.376789624,0.216921679,0.23637365,0.14983439,0.18999204,0.05335159,0.047966885,0.04762193,0.420782454,0.602751751,0.548160962,,
p13_uppercut_right_main_005,0.239566847,0.381679787,0.224301663,0.239380843,0.144615215,0.194680017,0.051307165,0.047974602,0.047621134,0.43848571,0.607677811,0.556920181,,
p13_uppercut_right_main_006,0.22809464,0.383698892,0.217142192,0.232271035,0.142598047,0.198909325,0.051804646,0.04794461,0.047621692,0.44299165,0.585648102,0.542851166,,
p13_uppercut_right_main_007,0.237886289,0.431403588,0.321083117,0.284729821,0.198749329,0.209671298,0.051399078,0.048255323,0.047623597,0.546604929,0.73747297,0.680212558,,
p13_uppercut_right_main_008,0.211636157,0.384917508,0.217774313,0.223940355,0.124007478,0.184994872,0.052988296,0.048234546,0.047620663,0.433031363,0.546905366,0.512743165,,
p13_uppercut_right_main_009,0.232500799,0.372362464,0.219949386,0.232970748,0.142680866,0.181645511,0.053621363,0.048264618,0.047619968,0.437582885,0.572097237,0.531742932,,
p13_uppercut_right_main_010,0.222441005,0.371544108,0.225445069,0.218202422,0.142998238,0.192335936,0.052296448,0.047856024,0.047619842,0.433228406,0.574224546,0.531925704,,
p13_uppercut_right_main_011,0.264792754,0.429586736,0.317408978,0.260334705,0.201805098,0.201579682,0.053500401,0.048362296,0.047639801,0.52651252,0.7336194,0.671487336,,
p13_uppercut_right_main_012,0.252366384,0.424492133,0.313391362,0.273159916,0.205204603,0.197423317,0.05269049,0.048116281,0.047626351,0.529215337,0.731606277,0.670888995,,
p13_uppercut_right_main_013,0.218978976,0.380920515,0.237115365,0.236736182,0.12596972,0.191173661,0.051625466,0.048056727,0.047621528,0.412118779,0.613300184,0.552945762,,
p13_uppercut_right_main_014,0.239500669,0.433135695,0.307804576,0.26978206,0.211622936,0.20515502,0.052229712,0.048321231,0.047690445,0.507591182,0.75746851,0.682505312,,
p13_uppercut_right_main_015,0.220005441,0.363931501,0.21688951,0.213204232,0.135859205,0.188566134,0.052741619,0.047886529,0.047619616,0.418579675,0.560464421,0.517898997,,
p13_uppercut_right_main_016,0.235577631,0.395208709,0.230595078,0.227678229,0.149955955,0.202808076,0.051823791,0.04794088,0.047624616,0.402271686,0.656161962,0.579994879,,
p13_uppercut_right_main_017,0.224634937,0.374382941,0.215067502,0.224831037,0.145052929,0.187260473,0.051587682,0.047842848,0.047620518,0.406582837,0.597483301,0.540213162,,
p13_uppercut_right_main_018,0.230259335,0.37991964,0.210753381,0.230233333,0.141440069,0.194258922,0.053155613,0.047894558,0.047620158,0.416857135,0.597786379,0.543507606,,
p13_uppercut_right_main_019,0.237840495,0.376800115,0.218686486,0.221161224,0.147801018,0.19345237,0.053545135,0.048055793,0.047621444,0.405209803,0.614539389,0.551740513,,
p13_uppercut_right_main_020,0.257696549,0.430670022,0.329753166,0.291876257,0.205676801,0.213752262,0.057361458,0.048370317,0.047635318,0.535394896,0.779799024,0.706477786,,
p13_uppercut_right_main_021,0.229458547,0.367092944,0.212210846,0.221034786,0.133630506,0.184449397,0.054643684,0.047883249,0.047619793,0.427919853,0.55295716,0.515445968,,
p13_uppercut_right_main_022,0.257977719,0.428513235,0.334584649,0.291982059,0.199686059,0.218094551,0.054733673,0.048477068,0.047642239,0.530055679,0.788580078,0.711022758,,
p13_uppercut_right_main_023,0.245419946,0.423402831,0.315113884,0.286413017,0.200804365,0.218621096,0.053331968,0.048200549,0.047632675,0.520512408,0.767754129,0.693581613,,
p13_uppercut_right_main_024,0.216437853,0.371423349,0.223950126,0.227645066,0.139965609,0.190819631,0.053067362,0.048060676,0.047620317,0.436876265,0.571524349,0.531129924,,
p13_uppercut_right_main_025,0.217246854,0.369003545,0.223495914,0.212417345,0.127506621,0.182352396,0.052177741,0.047967928,0.047619796,0.419393867,0.550864736,0.511423475,,
p13_uppercut_right_main_026,0.220554835,0.367636848,0.208495,0.213818434,0.135151147,0.185320456,0.051852338,0.04779226,0.047619978,0.407326885,0.562967156,0.516275075,,
p13_uppercut_right_main_027,0.21469518,0.388864331,0.223117287,0.226834635,0.127303395,0.188592451,0.051420792,0.048008814,0.047621722,0.425472156,0.576731005,0.531353351,,
p13_uppercut_right_main_028,0.227796378,0.376616704,0.21639295,0.228941589,0.144781091,0.180734886,0.052771048,0.047904362,0.047620191,0.436700529,0.56888409,0.529229022,,
p13_uppercut_right_main_029,0.227861217,0.376567121,0.231859617,0.22791483,0.138981409,0.184321794,0.05116572,0.047944833,0.047620359,0.44388286,0.577137292,0.537160962,,
p13_uppercut_right_main_030,0.223043606,0.383313874,0.22199389,0.225306199,0.138088247,0.181534865,0.051518387,0.048012091,0.047620919,0.420493195,0.583954417,0.534916051,,
p13_uppercut_right_post_001,0.129460491,0.269890333,0.108581585,0.102027864,0.030835503,0.081291351,0.051322382,0.048063443,0.047619049,0.444320975,0.012719814,0.142200162,,
p13_uppercut_right_post_002,0.240584905,0.386992991,0.222099225,0.212875761,0.131686919,0.189381796,0.051495113,0.048009544,0.047620621,0.435082493,0.567203578,0.527567253,,
p13_uppercut_right_post_003,0.215302044,0.378862542,0.216209959,0.199174385,0.119652512,0.179501262,0.050993662,0.048123886,0.047619854,0.430882514,0.513043937,0.48839551,,
p13_uppercut_right_post_004,0.204455868,0.370098884,0.213679817,0.1979711,0.119229315,0.16423152,0.051908057,0.048140191,0.047619793,0.420060778,0.494408391,0.472104107,,
p13_uppercut_right_post_005,0.222054069,0.423790576,0.315252479,0.277721464,0.199293481,0.19285219,0.052883154,0.048158605,0.047644469,0.517980762,0.724700932,0.662684881,,
p13_uppercut_right_post_006,0.207606136,0.368853653,0.220493461,0.220251002,0.139696504,0.184823386,0.051636602,0.047905587,0.047620941,0.434605,0.549192781,0.514816446,,
p13_uppercut_right_post_007,0.225312233,0.389141816,0.226876197,0.227123068,0.153529178,0.206456763,0.051552662,0.047886937,0.047622149,0.431074661,0.622887698,0.565343787,,
p13_uppercut_right_post_008,0.221380719,0.38610276,0.223329334,0.223443072,0.153573875,0.207768235,0.051578687,0.047980289,0.047623033,0.427348283,0.616846164,0.5599968,,
p13_uppercut_right_post_009,0.206842748,0.371325492,0.200248801,0.210055626,0.147102513,0.17836525,0.051712839,0.04780254,0.04761994,0.409961564,0.547041859,0.50591777,,
p13_uppercut_right_post_010,0.221572106,0.388774557,0.228344901,0.233858731,0.149224815,0.181238243,0.051747638,0.048037996,0.047621785,0.415433499,0.614444872,0.55474146,,
p13_uppercut_right_pre_001,0.234836306,0.372999626,0.193302795,0.193007013,0.144181073,0.152729859,0.051245859,0.047872494,0.047619465,0.426712674,0.493483535,0.473452276,,
p13_uppercut_right_pre_002,0.229863396,0.365137762,0.205895126,0.210636794,0.1497854,0.162151615,0.052784494,0.048105486,0.047619285,0.447794234,0.507804974,0.489801752,,
p13_uppercut_right_pre_003,0.234932775,0.377020507,0.19614274,0.205716891,0.154284027,0.174045716,0.052407428,0.048081252,0.047619486,0.435586307,0.533092078,0.503840346,,
p13_uppercut_right_pre_004,0.215906937,0.372837184,0.188277288,0.212528115,0.142282057,0.168287332,0.051422467,0.048062616,0.047620307,0.423227059,0.51432064,0.486992566,,
p13_uppercut_right_pre_005,0.222728132,0.366908325,0.198593635,0.223537904,0.155942387,0.165510793,0.051956825,0.047993365,0.047620535,0.426134327,0.54471048,0.509137634,,
p13_uppercut_right_pre_006,0.205947277,0.42003241,0.261147917,0.235922835,0.148030719,0.20681665,0.052074012,0.04793469,0.047620512,0.462930679,0.644574309,0.59008122,,
p13_uppercut_right_pre_007,0.222849775,0.423652714,0.311754964,0.281334631,0.198468226,0.185635661,0.052667688,0.048127666,0.047638792,0.51752123,0.717450838,0.657471955,,
p13_uppercut_right_pre_008,0.231686518,0.418219068,0.23360732,0.226367828,0.159378053,0.22101594,0.051530703,0.05095182,0.047621877,0.427843905,0.66804303,0.595983292,,
p13_uppercut_right_pre_009,0.197774024,0.361622007,0.202115198,0.194118919,0.119471037,0.160449305,0.050633513,0.048053137,0.047619661,0.404917963,0.484777614,0.460819719,,
