hook_right,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall,,
p05_hook_right_main_001,0.202627724,0.426457871,0.261124158,0.26802078,0.328997496,0.176172628,0.053168504,0.048528883,0.047623779,0.593455868,0.685917524,0.658179027,0.624484057,0.006629243
p05_hook_right_main_002,0.170422936,0.411137401,0.259476125,0.25637983,0.294058598,0.172629914,0.052350277,0.048952847,0.047620382,0.597139646,0.604319671,0.602165664,0.567131929,
p05_hook_right_main_003,0.189572863,0.41834262,0.245465306,0.250331545,0.327260536,0.246248638,0.052575349,0.049022194,0.047631826,0.581759008,0.716850446,0.676323015,0.560502685,
p05_hook_right_main_004,0.191592455,0.388975548,0.229064615,0.227653772,0.161911941,0.237157645,0.055459749,0.047872165,0.047620827,0.403980296,0.683476356,0.599627538,,
p05_hook_right_main_005,0.17497095,0.386180432,0.233312571,0.239897931,0.285951195,0.235499287,0.05286831,0.04814552,0.047624077,0.579946754,0.620992433,0.60867873,,
p05_hook_right_main_006,0.203642672,0.379680595,0.222980295,0.219012648,0.160878687,0.24266965,0.055267722,0.047858018,0.047619459,0.397159554,0.683382639,0.597515714,,
p05_hook_right_main_007,0.165824805,0.401814532,0.255622345,0.237363532,0.294170753,0.23599702,0.052805406,0.049788006,0.047624989,0.574568782,0.655331892,0.631102959,,
p05_hook_right_main_008,0.226828939,0.399677573,0.213256891,0.222547282,0.214376201,0.119998774,0.076733709,0.050345668,0.04762044,0.313971363,0.680125193,0.570279044,,
p05_hook_right_main_009,0.200777597,0.410760342,0.257078919,0.248673757,0.284088218,0.184997265,0.053885915,0.04794836,0.047619724,0.570217262,0.634500375,0.615215441,,
p05_hook_right_main_010,0.211128227,0.372659604,0.203405825,0.209191551,0.142798668,0.169078345,0.054375208,0.047750918,0.047619503,0.385005285,0.577903691,0.520034169,,
p05_hook_right_main_011,0.190245481,0.412473409,0.272464178,0.240647767,0.3236342,0.167892809,0.052726345,0.049549386,0.047620985,0.587900693,0.644517799,0.627532667,,
p05_hook_right_main_012,0.218646601,0.475404101,0.267618732,0.249797879,0.315625112,0.172368132,0.056644948,0.060533753,0.047632657,0.516333556,0.753812106,0.682568541,,
p05_hook_right_main_013,0.204227613,0.431501938,0.290040601,0.276981156,0.333532605,0.168939653,0.05354642,0.051098923,0.047622268,0.617738469,0.693625832,0.670859623,,
p05_hook_right_main_014,0.218262468,0.464015662,0.295895447,0.30588017,0.348725939,0.181858492,0.052760145,0.05102698,0.047637879,0.604854782,0.79619509,0.738792997,,
p05_hook_right_main_015,0.19028759,0.378503165,0.21980616,0.198856317,0.140060664,0.165869477,0.055258884,0.047812079,0.047619244,0.387692294,0.564687425,0.511588886,,
p05_hook_right_main_016,0.190228508,0.395254983,0.25207344,0.22438634,0.301085353,0.158430048,0.053082851,0.049026941,0.047619929,0.622292584,0.533468006,0.560115379,,
p05_hook_right_main_017,0.187160779,0.380313214,0.226077402,0.233571251,0.150438015,0.151045198,0.055014649,0.047757398,0.047619873,0.377036603,0.60832024,0.538935149,,
p05_hook_right_main_018,0.227967673,0.437596075,0.301540151,0.297494852,0.340324259,0.171727724,0.052013712,0.049732657,0.047632615,0.627328227,0.744549535,0.709383143,,
p05_hook_right_main_019,0.177111676,0.40145775,0.273794551,0.255334787,0.302324604,0.17768606,0.055203981,0.047926117,0.047619818,0.632035335,0.587645751,0.600962626,,
p05_hook_right_main_020,0.207811009,0.39450822,0.278006334,0.24666697,0.296339876,0.191935995,0.055791702,0.048171659,0.047626626,0.637339649,0.603425299,0.613599604,,
p05_hook_right_main_021,0.204615948,0.42729402,0.313693369,0.278782026,0.311883531,0.189841812,0.0533053,0.048582124,0.047624873,0.625294479,0.709598928,0.684307593,,
p05_hook_right_main_022,0.214980119,0.426187994,0.291954128,0.280180374,0.311157086,0.180444358,0.053825263,0.049037788,0.047622428,0.617303828,0.692119634,0.669674892,,
p05_hook_right_main_023,0.212635655,0.427885036,0.281645047,0.285288868,0.325773925,0.168037526,0.053185697,0.050412721,0.047623095,0.611172256,0.695353821,0.670099352,,
p05_hook_right_main_024,0.229923374,0.449245875,0.305082105,0.29688191,0.337147065,0.170310725,0.053580864,0.051304943,0.047630367,0.614657137,0.76135556,0.717346033,,
p05_hook_right_main_025,0.188841457,0.375925108,0.203140754,0.249445495,0.153620422,0.151981434,0.054271269,0.047762744,0.047619538,0.376275111,0.597690634,0.531265977,,
p05_hook_right_main_026,0.198308085,0.395663883,0.26996313,0.247585305,0.284016782,0.197055285,0.056042129,0.047940178,0.047620972,0.650838648,0.571303541,0.595164073,,
p05_hook_right_main_027,0.183560888,0.379527331,0.24107138,0.246612874,0.154846097,0.151330774,0.056290054,0.047846602,0.04761928,0.395207667,0.612817831,0.547534781,,
p05_hook_right_main_028,0.211245484,0.424609627,0.280229552,0.280678399,0.309264437,0.169294225,0.052913312,0.048921107,0.047623444,0.609689642,0.674984232,0.655395855,,
p05_hook_right_main_029,0.215675581,0.4544821,0.284194909,0.270323963,0.290153026,0.146477779,0.058460498,0.05491495,0.047667783,0.537125075,0.709003111,0.6574397,,
p05_hook_right_main_030,0.219285039,0.42990084,0.279687444,0.290001184,0.321628916,0.168030438,0.053562471,0.050113986,0.047624625,0.611585163,0.699082862,0.672833552,,
p05_hook_right_post_001,0.211580999,0.419831508,0.254754616,0.247302596,0.311478762,0.188977311,0.053630792,0.048698079,0.047631086,0.597448628,0.650233953,0.634398355,,
p05_hook_right_post_002,0.232133172,0.423498559,0.273784167,0.263104081,0.31547681,0.177142922,0.053299182,0.04774282,0.047622584,0.579787516,0.708585388,0.669946026,,
p05_hook_right_post_003,0.222699215,0.38155313,0.238242123,0.212328676,0.271696169,0.148508836,0.052864995,0.047735798,0.047620664,0.55881524,0.546737478,0.550360807,,
p05_hook_right_post_004,0.209009883,0.364195841,0.20869778,0.194841991,0.153995395,0.141530367,0.05400585,0.047744292,0.047619451,0.391515379,0.530965302,0.489130325,,
p05_hook_right_post_005,0.168009961,0.368922036,0.243212462,0.231220736,0.272610903,0.144654322,0.053145122,0.048843221,0.047619821,0.60086294,0.486339977,0.520696865,,
p05_hook_right_post_006,0.212260421,0.359431426,0.191828495,0.197056907,0.123018488,0.138221247,0.054191104,0.047740572,0.047619755,0.373695058,0.509749668,0.468933285,,
p05_hook_right_post_007,0.212959894,0.384185358,0.199300805,0.217314797,0.137915098,0.178123364,0.05523537,0.047769459,0.047619614,0.387551111,0.593745333,0.531887066,,
p05_hook_right_post_008,0.195854299,0.412900411,0.25598129,0.260168051,0.299964034,0.19882847,0.055807715,0.047879598,0.047619997,0.652266044,0.593222523,0.610935579,,
p05_hook_right_post_009,0.225588526,0.413939822,0.271663876,0.269808252,0.296865764,0.192402864,0.053779999,0.047862672,0.047620037,0.627516237,0.64950531,0.642908588,,
p05_hook_right_post_010,0.201054992,0.413070825,0.196762166,0.253346073,0.121987898,0.171722852,0.054750894,0.047766745,0.047620867,0.379904388,0.625930106,0.55212239,,
p05_hook_right_pre_001,0.207560106,0.424779845,0.231662035,0.257546612,0.287920099,0.255828949,0.053148042,0.049338369,0.047628511,0.540904748,0.735535425,0.677146222,,
p05_hook_right_pre_002,0.253317988,0.471200086,0.278144788,0.295874016,0.289654397,0.254955007,0.052253404,0.049158424,0.047629335,0.593985815,0.819912285,0.752134344,,
p05_hook_right_pre_003,0.19051927,0.404756834,0.252704224,0.225324565,0.25307414,0.250321799,0.053431251,0.048633585,0.047624551,0.584109486,0.625029821,0.61275372,,
p05_hook_right_pre_004,0.198040209,0.440456017,0.275569086,0.251085294,0.29562603,0.281079895,0.053980407,0.049131447,0.047627861,0.602553911,0.748477743,0.704700594,,
p05_hook_right_pre_005,0.194518782,0.427929104,0.26968693,0.239017997,0.294667866,0.241255359,0.053649332,0.050152967,0.047620883,0.575989471,0.709028303,0.669116654,,
p05_hook_right_pre_006,0.162763664,0.39764852,0.249696035,0.201914204,0.290054036,0.231662109,0.053616912,0.048746267,0.047619814,0.579813433,0.603959635,0.596715774,,
p05_hook_right_pre_007,0.115421803,0.311786879,0.160870228,0.10075344,0.130117647,0.083725482,0.057558677,0.048326167,0.047619054,0.572108907,0.046036907,0.203858507,,
p05_hook_right_pre_008,0.182649659,0.381677971,0.210091165,0.217141676,0.115835091,0.175349976,0.054403468,0.04773127,0.047619522,0.346116733,0.605844087,0.527925881,,
p05_hook_right_pre_009,0.228719394,0.440148501,0.263997099,0.188409236,0.266138684,0.21825492,0.057462693,0.052322784,0.047621391,0.569902104,0.62858586,0.610980733,,
p05_hook_right_pre_010,0.142282625,0.329837699,0.154038067,0.106512404,0.150805913,0.108178864,0.056974964,0.04832247,0.047619069,0.577468847,0.109219674,0.249694426,,
AVG,0.199907101,0.406583744,0.249789066,0.241290842,0.256499549,0.184034641,0.054683216,0.049146652,0.047623943,0.53898442,0.626460045,0.600217357,,
