jap|p04_Global|jap_005,LShoulder,LUArm,LFArm,LHand,RShoulder,RUArm,RFArm,RHand,LThigh,LShin,LFoot,LToe,RThigh,RShin,RFoot,RToe,Hip,Ab,Chest,Neck,Head,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p04_jap_main_001,0.2476921900969457,0.15527392874279852,0.16746824428232027,0.11216756849829437,0.31387652861384735,0.15493655340925394,0.16797868665293977,0.14562474047124035,0.18074447323347045,0.3171618846291476,0.25153131322497096,0.18926843099749951,0.1898983492466521,0.3405417417268777,0.3246766582670797,0.17854783860432646,0.9800448582086728,0.37611564012886295,0.3806221911350575,0.30108351114577664,0.2843497901099491,0.04849468418643659,0.04799660319035853,0.04762103081863901,0.514162294137565,0.8689969125321323,0.45830897167538565
p04_jap_main_002,0.2471575953347694,0.127137619504527,0.16925959735163792,0.07621328420792464,0.2910272243773472,0.16645646317385937,0.15007965489191663,0.12421672972180384,0.155466938568755,0.23640097151242861,0.25240935383358115,0.1762009860621085,0.16166634997327475,0.28402575579772965,0.31533752945515975,0.1357103222566819,0.9627140663412417,0.3618437217196296,0.36871961860801283,0.25576432372081503,0.23704455838460303,0.04889362721188085,0.0487273623994277,0.0476193509922432,0.5033853519691316,0.7587939346515774,0.4032066428219103
p04_jap_main_003,0.21450204280338162,0.17041259467131314,0.28442935606556946,0.1080511527087458,0.2644853014367189,0.1700311113382874,0.17409345390004216,0.14265238639711694,0.1695397012285198,0.26408760886498783,0.22710797320771858,0.1863073624549308,0.185305841912088,0.33332111002395093,0.33749145004956116,0.1804907221918744,0.9641846050951546,0.35540174606349867,0.3646297532544237,0.2938147155989304,0.2819739164797685,0.04803537630585432,0.04853014552399061,0.047620112035816925,0.4859859350717525,0.8660412160861761,0.45683066406099654
p04_jap_main_004,0.2883915577592974,0.15389538381010207,0.2246341417781666,0.07497593745739607,0.29438022891485316,0.1762635141737766,0.15339607382948323,0.13261803692897334,0.16169937537110485,0.2236360336815845,0.3000739180004139,0.1885957727926228,0.16952421858475397,0.2334503685907897,0.28756247270305685,0.15617507555903506,0.9554848221459744,0.3556478677160717,0.36152246979779534,0.25459116236156626,0.23741785892306416,0.0490245674105348,0.04796139440385602,0.047660363086000135,0.46457235483555454,0.817685626943408,0.432672995014704
p04_jap_main_005,0.28164287137591903,0.17382758629260708,0.3160894593103429,0.11254353395659418,0.30418393315770526,0.1766657723269524,0.162643800378726,0.1441995958091233,0.17509485578104317,0.24834078972472856,0.2939140495633039,0.1849703053839079,0.1865321925604102,0.2646552278563849,0.3170003219978831,0.17472491994982103,0.9797414664673164,0.3779717358459776,0.3819249101648429,0.24997443353681134,0.2371590090362959,0.04847282204301484,0.04817968782964239,0.04762064544119148,0.5116496010901748,0.8773863508289556,0.4625034981350735
p04_jap_main_006,0.25768195930337046,0.1940206976204319,0.32674523648786746,0.12494303599444187,0.31920291995223843,0.18495021486370516,0.1782106907633561,0.1542301288464862,0.18398329259669682,0.3058253916190511,0.25919646652969086,0.18309982413158105,0.18223661264766225,0.2668033635458196,0.36100388405089745,0.17503599037438217,0.9745793259955036,0.37483288340764165,0.37655018373003346,0.25110476669531956,0.24300621664577976,0.04876363668597202,0.04938467509705429,0.04763258936402411,0.5400563823960614,0.8960154328103054,0.47182401108716476
p04_jap_main_007,0.2673330502715546,0.19400513481864906,0.3426043781478363,0.1316295507203062,0.3115687056722193,0.18418397685312243,0.1730479396019588,0.15327735163330064,0.18949014498738637,0.2863353520530786,0.2807619194804355,0.17828178052099963,0.18823362584026765,0.2717377287303281,0.3676020415143942,0.18308928690107518,0.9777054155653794,0.3763198602154824,0.3784068658427565,0.2503918490565735,0.2423727631601567,0.04827722755855392,0.0483806649626322,0.047664440121094144,0.5438174636255626,0.9080850927148779,0.47787476641798604
p04_jap_main_008,0.2682125831108818,0.17978424729327636,0.227403352171901,0.11934005726878794,0.34800116091282485,0.15823107910902912,0.1807680232342167,0.16351095330670087,0.18605314033494938,0.2671227064583245,0.2490289631472345,0.17811107723706726,0.19421704557009659,0.24709658281621927,0.34292643498153036,0.19296910217109836,0.9615452911173323,0.35746943857101793,0.3613657588189416,0.23109582436356296,0.21795818319929278,0.0480730997948747,0.047955040594207486,0.04763060366069177,0.4341411365758706,0.9035854204488947,0.4756080120547932
p04_jap_main_009,0.27968059511309706,0.17595711054597357,0.23410443002060402,0.10297794409569372,0.3346615513913796,0.14735579414519268,0.1618951621732631,0.13879717723477744,0.17228749429024617,0.23831256687087637,0.3004134417592206,0.18675857848121466,0.18247551290973651,0.2316448613475462,0.30367743165640443,0.17008372187069917,0.9675449198022708,0.36660267230066024,0.3696236880076584,0.23455102446664072,0.22465161904601563,0.04863574426365023,0.04785535654958352,0.04761926302049254,0.4573888699512425,0.8595725100784345,0.45359588654946353
p04_jap_main_010,0.2695814182159177,0.1679557625603924,0.2813116075023248,0.08567219772768579,0.2979466974180387,0.18964333791231225,0.161616309225415,0.12237238327722719,0.16725633241610927,0.22595232077527502,0.27950844434500693,0.18656715243794414,0.16380511764423927,0.22538894424103956,0.30845666004433014,0.15136032840990163,0.9737609429238813,0.37524715348878357,0.3786779575288187,0.23662163691170884,0.22879411460260535,0.04934840570591433,0.048504112658527235,0.04761922533024249,0.4837677003606705,0.8265463464279597,0.4370827858791011
p04_jap_main_011,0.28971726345813664,0.18642336086268244,0.2462638147250747,0.13297918587204094,0.31682644628929485,0.14803375366856567,0.15465309587820622,0.1418889767056547,0.18902041662340566,0.25558242384372654,0.27664278014524896,0.16898367539025366,0.1928226382722697,0.25449873188920114,0.3454026209414357,0.18675791716376106,0.9680864065317012,0.3648707953692173,0.36663934517430385,0.24012057780972623,0.23061625190687457,0.048905540712283486,0.04789919011135145,0.04762190274439295,0.46674687884089455,0.8877253577280481,0.4676736302362205
p04_jap_main_012,0.28036517673261113,0.17767399867774752,0.18397909415530017,0.09061168876393598,0.30132590829563377,0.1784055800456024,0.15080211405696836,0.12553924743676817,0.17947659981774963,0.2477772843670286,0.28529432077984185,0.18249824850261726,0.18481975834294753,0.24404987108194395,0.2995040654230941,0.17030432311064994,0.9661796179259905,0.36354713055577453,0.36684841598774587,0.2314754301347029,0.22489093666555257,0.04896842779212464,0.048415210009232906,0.04762017402324603,0.4149739781922984,0.8604002028878737,0.45401018845555985
p04_jap_main_013,0.2804562311431016,0.18005663797889176,0.20703153713519057,0.11365665663587518,0.31611323730336116,0.15293696941787152,0.1587481771339983,0.14024953503114893,0.1927509720047695,0.256522542280002,0.25402030443437823,0.15073951120878898,0.19496752125572164,0.26086574276784186,0.35283989122703463,0.19711758196221554,0.9693033748266815,0.3628663125810365,0.36739208349994756,0.23020451385577217,0.22597066195292131,0.04860000423006532,0.04782938340384589,0.04762375046217195,0.4403485149422014,0.8798386181512823,0.4637311843067271
p04_jap_main_014,0.27197553050057277,0.18177046984544065,0.22950648911395075,0.12019208096073337,0.3262379635269193,0.15316345684206262,0.1554422512357683,0.12767348498883507,0.1929020125664316,0.2497434969454156,0.26020898364970646,0.14659234310990527,0.19473982824179564,0.2693434927589845,0.3646897745429677,0.1955157409668087,0.9635016540448268,0.3570787030658442,0.36174867720375276,0.2306414423728767,0.22600385388529803,0.049058529364157055,0.047818111009282654,0.04761953012208896,0.4717177059054765,0.8684630273919198,0.4580412787570044
p04_jap_main_015,0.26379622959291626,0.1780675370936124,0.2072161366209564,0.11452399770193551,0.2917968355562491,0.1466758126152516,0.15637369683598185,0.1324837881620412,0.18992840810894396,0.26091445840267286,0.27107023969761673,0.1638740678859883,0.19503086273206507,0.25136929942923675,0.30419255429663083,0.19316889530754855,0.9674970352284189,0.35765695781266454,0.36670528183904166,0.24554033767038055,0.2371563401984289,0.048542661087090766,0.047823809105970595,0.04762015625290475,0.4164498713333451,0.871813910061518,0.45971703315721135
p04_jap_main_016,0.22865596918835754,0.18665069561843903,0.3414768688240913,0.15150940919755676,0.2781244173762571,0.17289324898151234,0.1976272842557643,0.1291771462403172,0.19585209177219914,0.2951737393284543,0.25123968540279296,0.166750243185192,0.19823721363336563,0.34697579968682596,0.35117812851657176,0.1974550332000577,0.9796759689347988,0.37009938466959424,0.37740851531985564,0.2652939861088007,0.2524983439988369,0.04890519364169185,0.04881654532584508,0.04764619568595136,0.5427428107357355,0.904610211199442,0.4761282034426967
p04_jap_main_017,0.2102943350116698,0.17104296066631813,0.2921559065890794,0.16533195218864927,0.26925086051327474,0.17328322048071645,0.2190889740276102,0.12052954711734339,0.195973771522883,0.2967487066433983,0.2429656381297967,0.1560584623594617,0.19615565617991343,0.3555986765804497,0.36269870936977466,0.20047362497366011,0.9798194429843432,0.367866816017124,0.37700938742120127,0.25643524363322545,0.23778318114628508,0.0497955188841714,0.04906028660838761,0.0476485345693206,0.5259316383251589,0.8908884527633096,0.4692684936663151
p04_jap_main_018,0.2505896028321682,0.18602967977932106,0.3318137710064466,0.14925661222167208,0.3013870390356388,0.17243108487617248,0.16925675856252148,0.12076000749356605,0.19686354227517538,0.3024244109444892,0.27438948663913987,0.1623390240467384,0.19641777915573008,0.33002944643626836,0.3726484448298989,0.19314806169661752,0.9866252640805262,0.3804226796464743,0.3850165339316818,0.2487372500195756,0.2344004501056942,0.04916616334199809,0.04849243567368398,0.04762375805664652,0.5693645344758427,0.895878780839994,0.47175126944832024
