hook_right|p10_Global|hook_right_002,LShoulder,LUArm,LFArm,LHand,RShoulder,RUArm,RFArm,RHand,LThigh,LShin,LFoot,LToe,RThigh,RShin,RFoot,RToe,Hip,Ab,Chest,Neck,Head,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p10_hook_right_main_001,0.3497643444253688,0.16989486159662087,0.35438313178125896,0.16263441295369885,0.1952586740622454,0.05694291256904751,0.10604817988338608,0.1250691781061702,0.1943070338940966,0.3412843475677524,0.29188150788848277,0.17188357802345283,0.19069953051081368,0.23037204574548134,0.20442736720443494,0.12017264722182294,0.9197977165166888,0.3195454245952017,0.3195647695233993,0.28380865733926813,0.2689629465351674,0.05000585659275222,0.04784089705947463,0.04813708618615332,0.5008322095743506,0.8168108506040073,0.4324739683950803
p10_hook_right_main_002,0.3296426216442794,0.1795702086505804,0.2592596480939798,0.1568278445149596,0.2373668632373752,0.06646585852689849,0.12246566271009621,0.12449303940160139,0.1927765631607348,0.35610702939065375,0.2801375291443424,0.15344434193329598,0.18997578353528408,0.19931020496693477,0.25092885911869367,0.12911196563665556,0.9259768667506251,0.2879790823228786,0.30249655156254474,0.27437905805159746,0.2629335492443814,0.07217173418526178,0.05173104221206678,0.047627381595449325,0.4876241162716747,0.7738888565557954,0.4107581190756224
p10_hook_right_main_003,0.3182060096323962,0.18209893257095092,0.29501019330455086,0.16950690863809584,0.3043910998170284,0.04734163818452557,0.19125101135361153,0.16090673461595842,0.18979007183065247,0.3687065219680295,0.314329271451285,0.168041020027422,0.1765820464770173,0.2436739205600805,0.3534255409377047,0.19268187618233812,0.9363604757527128,0.33473849184207644,0.3313144916275699,0.26969662911917885,0.2596418212321407,0.05296198393076536,0.05017474971219958,0.04763700544267552,0.6206242444992973,0.8445616817019458,0.4460993435723106
p10_hook_right_main_004,0.29073021103231367,0.15648817571095056,0.2308455565843215,0.11446179756278149,0.18203828530175015,0.07103485674127848,0.1484127392298638,0.12839242907815443,0.1677590834848316,0.365048374229932,0.2801142073286229,0.1851836930522445,0.19218474348180128,0.1965736735538987,0.22011056363995812,0.13116744774074782,0.8815514235384493,0.27462260616722106,0.275062950131811,0.24235630996334487,0.25031532083005886,0.05799883783269187,0.047884632141125025,0.047798135176204175,0.4373058966007412,0.7442601633982536,0.3960291492872289
p10_hook_right_main_005,0.2989019388843498,0.1870357709721824,0.3477464872238962,0.14954603351530033,0.347369286268756,0.02104348813612792,0.12775411894433128,0.15015456671055338,0.19136830154808335,0.36335186019135807,0.27911950751818376,0.17530636942875158,0.19125847784997468,0.35686597376130963,0.38502462968068835,0.19244114300027487,0.9249861100031371,0.32429304627308936,0.3226158165429781,0.28432332698471086,0.2700286288498529,0.05596650981063121,0.05272575586175575,0.048234673625164745,0.6724586334469841,0.8425141552547882,0.4453744144399765
p10_hook_right_main_006,0.19269358692421132,0.1739133426922397,0.25743964906636435,0.1414584258871797,0.25821848824555244,0.010159219367183553,0.07820064133827342,0.10590967788668912,0.1659146268102622,0.34857700919725526,0.2834551207319943,0.1697550789718128,0.16076438256209474,0.2872339341853711,0.32443921285340566,0.18059228730761615,0.857342480880716,0.25803277628654825,0.2542253870114085,0.27859681070785536,0.2812433684592512,0.050809836807491786,0.048839383006354105,0.04769563308224285,0.5015204105160059,0.7488709544678412,0.39828329377504207
p10_hook_right_main_007,0.3027858269975473,0.17866112044325302,0.30880893221316164,0.1509352043665019,0.3549517477493495,0.016945950946707544,0.11312251536530345,0.13127632408857032,0.18113065753166172,0.3399874923553183,0.24837831493826493,0.15015058207184642,0.18420775160611247,0.3462947249170136,0.35129160786891067,0.19108697351076454,0.9023484070001173,0.30317591526489185,0.3039657119234158,0.27943046334951505,0.2685093782596546,0.05336404388558651,0.05190950783402972,0.047738417692249895,0.6205623104605649,0.8119811482368117,0.42985978296453076
p10_hook_right_main_008,0.3190548277340855,0.17307657819221842,0.32347639405743545,0.13957849089209357,0.3562140709173202,0.01904238616672429,0.14146120070495122,0.1549009654490497,0.18842752045951133,0.32915726106864585,0.2662758236071802,0.16128473336709143,0.19283127962427682,0.3463305045097863,0.373096145045755,0.18883152920772375,0.9298179996082279,0.32711553493631323,0.327164972154513,0.28741410275528617,0.2764173652533343,0.05280867731498671,0.051761718748695874,0.04814584941183362,0.6651734311761321,0.8287552836156216,0.4384505665137276
p10_hook_right_main_009,0.3201900431238441,0.16474038323709866,0.2742290641694357,0.1411041144186515,0.22697181797272395,0.07525902314263724,0.15001766399912733,0.12345048603481443,0.1743113225677321,0.2919311659308602,0.2978913134937102,0.17997432717902778,0.14707468566218473,0.1714682890002463,0.24999933358729023,0.09547420778014278,0.892119024140541,0.28956350749555243,0.2889504451724437,0.29687261433032974,0.3024044133221353,0.055228467432665816,0.04792190112821823,0.04786328800718474,0.5002285792543907,0.748314698577351,0.3980889932922679
p10_hook_right_main_010,0.17381213644605645,0.1491970861783711,0.23479140250651467,0.1591020285132565,0.24819988286858638,0.012440722450164223,0.07701119922678475,0.06662555854676387,0.07574390028085067,0.26623380875102043,0.22777597704275757,0.11254095873705139,0.05567671842439439,0.1949551476287552,0.20747666376224377,0.06130004386377672,0.7452782840704989,0.1630859212710154,0.16903542202492894,0.23118895261656996,0.2292415074863941,0.05452802337370981,0.05136282844310784,0.04762537560600322,0.5181673296005876,0.4650969879081853,0.25636118175709427
p10_hook_right_main_011,0.3382256402644143,0.1702831608844622,0.259376976497934,0.16539828271803467,0.29057979684793456,0.060908293789608214,0.1430163241969275,0.12831120328392867,0.1904854494750972,0.32319878877647273,0.2646508824447743,0.1630654288052621,0.18646507963220202,0.23852251897873877,0.24115936121853604,0.11536170707953475,0.9024570254988887,0.3021801891259665,0.301878190739748,0.2927541340523565,0.28456435135382036,0.054344498280220976,0.047829068914618356,0.04782697569529573,0.5083013568791376,0.8110749069366632,0.42945094131597944
