uppercut_right|p10_Global|uppercut_right_003,LShoulder,LUArm,LFArm,LHand,RShoulder,RUArm,RFArm,RHand,LThigh,LShin,LFoot,LToe,RThigh,RShin,RFoot,RToe,Hip,Ab,Chest,Neck,Head,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p10_uppercut_right_main_001,0.33010573649509134,0.1642242829980104,0.29673218775162596,0.11860620045822376,0.2856240088448948,0.163146883035354,0.25126493149354356,0.18002722184897474,0.19543154016236358,0.3582691242705217,0.28190975338993507,0.17349702042093212,0.18867029432015575,0.24152368188148543,0.3300275713251043,0.18348481751717247,0.9479568191729365,0.3455355164992139,0.34210890895375906,0.36631502576777786,0.36106524696698533,0.05989756418835956,0.048916138016853745,0.047995161328052385,0.6144741631092254,0.8917162245414435,0.46985569293474794
p10_uppercut_right_main_002,0.3200406168920454,0.16792531057173857,0.2918450654364423,0.1266307809867646,0.31360733647305244,0.1644483172321905,0.22028021927934122,0.15335640043675186,0.20143706969955794,0.3476704121639461,0.32876496118492365,0.1933721207463664,0.19040204030790817,0.21544234388278358,0.33924708002941484,0.1767678693399713,0.9637363269118244,0.3635286499522309,0.3636246545742872,0.34724135828222014,0.3336988855080395,0.060569417672588284,0.04999146747382125,0.048137645270484274,0.6114414987057367,0.8927612918387947,0.4704494685546395
p10_uppercut_right_main_003,0.3304766976293938,0.16286403265817556,0.3111837324449252,0.10695380446857357,0.29716949703165446,0.16967709987421514,0.2861313155573547,0.14042213420850064,0.1959395670935832,0.3525492881720046,0.32307256503897064,0.18752594327701233,0.18284953114971544,0.2438212051177096,0.265680415481933,0.17237436727764638,0.9433475747160232,0.3420463079837453,0.33828836794285183,0.3579936680917024,0.3490179642920276,0.05491431748413794,0.04799960806286766,0.047951105246704595,0.6400039302158518,0.8768575357602302,0.46240432050346736
p10_uppercut_right_main_004,0.2748860359181425,0.15298814738082217,0.23952153766254253,0.15454297698133285,0.26446687870951935,0.12408223178403402,0.20137384399911945,0.08767291048409778,0.15576585258771097,0.2634748128522614,0.3360160041512487,0.16987894286549418,0.15271811980836175,0.16524633052985255,0.2685664774670666,0.14569647968005955,0.86441376392542,0.2557144782376784,0.23428590459528795,0.30888617277657343,0.33066801398444695,0.05504617876145341,0.04796954849589864,0.04762308495577451,0.5578320675872253,0.7207259546693574,0.38417451981256595
p10_uppercut_right_main_005,0.3435493162757758,0.20376894027939613,0.3222642271231716,0.13423336041352688,0.3733110838523458,0.19887799562690975,0.20444674649430122,0.15689546989374592,0.1952249288098522,0.34562263062160714,0.3141572712511831,0.16769120507195356,0.1875732343546433,0.23204267195371447,0.3338410758095267,0.1887920833286953,0.9667083804547387,0.3675942982739556,0.370658834642884,0.4096146787969624,0.3834631779780463,0.10810950470454449,0.06130721670535241,0.04765273732725036,0.6362346313602013,0.8831508546874018,0.4654017960073261
p10_uppercut_right_main_006,0.31097316512472056,0.17488988045349196,0.2682549454380525,0.12434856092196034,0.25926706795414295,0.12827642460168331,0.3176431795104707,0.12936435453594353,0.18290119814010508,0.2842741519585353,0.29909357539507075,0.16398709252898214,0.16954555188102563,0.28331574409844923,0.30951489287364753,0.17994679210311337,0.873993045363074,0.27131662039645776,0.2677537570626323,0.3338621145218029,0.32112071330892644,0.06803169480955626,0.05040101517205507,0.04801956466792272,0.5908716476855532,0.8183779034955078,0.4331987340817152
p10_uppercut_right_main_007,0.32007316797066376,0.1637634725246632,0.30437072530850273,0.12944102312612787,0.277088561774627,0.1426069542437169,0.2792992179348067,0.13251174260979975,0.17443867275112804,0.25086529556410464,0.26650559703833326,0.11115631170938267,0.16062754614197278,0.24526491859589053,0.2902250412483803,0.1596761234555687,0.9305842804647796,0.3328157147993641,0.3299101614571064,0.3392609329829076,0.3331910334493068,0.05399879584104784,0.04809459279010856,0.047738562164532726,0.6628364555804753,0.7745642438961626,0.4111514030303477
p10_uppercut_right_main_008,0.3148465182485189,0.1629045816911082,0.30632067550486475,0.14370625090099157,0.326961813983245,0.13384755277577198,0.20949174808144572,0.13521528471721023,0.17874560199366926,0.32581178916749065,0.2558213962179942,0.12691386078801942,0.1707724599551696,0.18845395257652522,0.30612974258281245,0.15599314775767104,0.9514111943843634,0.3517912251317001,0.3546936496503078,0.35071605437948944,0.3357329659474625,0.06265328311623364,0.05510476902511056,0.04768051782589654,0.641793430310086,0.7871354694253829,0.41740799362563974
p10_uppercut_right_main_009,0.3257056604304648,0.15666776572448485,0.26323426482812595,0.11674583387021933,0.3018095164825502,0.15774720299948308,0.2875849479398521,0.1518933257893745,0.18003087412673618,0.28398799982203426,0.26436342188818135,0.10734828622015158,0.17076825805810616,0.256773953618542,0.2917357214819385,0.1710518238299249,0.9265399260512373,0.3279118460322786,0.32686571661244984,0.3331791442066224,0.32709500690558524,0.053869938204871876,0.048759822290195404,0.047937877602060294,0.6571794035279438,0.797881189622169,0.42290953361211464
p10_uppercut_right_main_010,0.3286129669045093,0.16215823231570942,0.26325302863681493,0.12081997455909008,0.3158876977560894,0.16669392447697912,0.22235132872637958,0.1473812216223766,0.18654969939192798,0.2783222541213134,0.28215875977545235,0.11976406987188656,0.17768841817756018,0.22315759244149608,0.3513605635691871,0.18211545394871886,0.9524406292872465,0.35360668705635684,0.3530197691475773,0.33638747228231874,0.3347197509494377,0.057029540206843816,0.05032500470031135,0.047746864808047504,0.6171431218583812,0.8337506302291176,0.4407487475185825
