hook_left|p04_Global|hook_left_003,LShoulder,LUArm,LFArm,LHand,RShoulder,RUArm,RFArm,RHand,LThigh,LShin,LFoot,LToe,RThigh,RShin,RFoot,RToe,Hip,Ab,Chest,Neck,Head,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p04_hook_left_main_001,0.2763224725469845,0.19335688926355005,0.21636024785217028,0.1493084587643701,0.20538401737054263,0.31553463855728514,0.18822730959544576,0.14653968548214286,0.1860140025741516,0.2976581238061401,0.22856093316698328,0.1328493721077338,0.18093211861055897,0.24446951123626923,0.3509168935917758,0.17987483733499504,0.9534222512620119,0.3545545601609966,0.3558807538446855,0.23002267270638047,0.2248586193286938,0.072068492539966,0.07341624460919711,0.047657251440731976,0.39586381030504747,0.8667845054392044,0.45722087843996817
p04_hook_left_main_002,0.2414747895212707,0.17680064821233282,0.23953016850296033,0.12026750348547524,0.18769075984675954,0.26535737747188676,0.18924482940881943,0.11999690432767518,0.1801985130178621,0.32789132000627175,0.2192919609877853,0.12012090620891895,0.15373515948864871,0.21084169583696694,0.28290366274938117,0.1384565112023698,0.9664282331404926,0.3647387093433833,0.36617678190070196,0.22315430614889492,0.21391502059853065,0.06465703631273605,0.061279061398332745,0.047626985250508666,0.40723867831667554,0.80198806958925,0.4248075274198793
p04_hook_left_main_003,0.21338342148073677,0.14736583050623178,0.17607491893458221,0.09728202147031542,0.17200890616651932,0.28409129821546175,0.202409479154893,0.10643242024240926,0.15794606255546764,0.23980511321773662,0.25193554561284526,0.13870871136305657,0.1521191098845318,0.2192756837337015,0.289110286331807,0.12976031665696752,0.9313738985991982,0.3295656846642849,0.330897793203021,0.20430465505783152,0.2009021209545335,0.06818511955331277,0.06208784830590837,0.04762247725856508,0.35222605261434686,0.7530612109981758,0.4003418441283704
p04_hook_left_main_004,0.1998957503787663,0.16844836478499736,0.21417002692704173,0.08422717397658798,0.16577790919822,0.2693176892616201,0.2012087040319611,0.09936936459932372,0.15403908473549227,0.2887922797711294,0.23734144747562497,0.13590313533212767,0.14687968421723147,0.20779006166908381,0.2749462457759514,0.12324782351310544,0.9184762052189642,0.3168155065627575,0.31688813303367425,0.20593986876058995,0.20274035168724297,0.06534053128689163,0.06153904503989714,0.04762078836278079,0.37110285439507096,0.7414541402779989,0.3945374643203899
p04_hook_left_main_005,0.24657994458930704,0.1743016114623862,0.241536378526975,0.12511924463615653,0.1873536523466898,0.2688712438614573,0.19009032438624734,0.09573965740956684,0.18016522040140537,0.31508385826260366,0.20910961574117798,0.12262769007085843,0.15020900135040488,0.20934285014984821,0.26497318009049814,0.12551723537049952,0.9636831940948625,0.36199923692587116,0.3635667564396317,0.23012260667756976,0.21980001083180395,0.06506199460549361,0.06019485725883099,0.047630656034690494,0.4043934648947003,0.7881619870544214,0.41789632154455597
p04_hook_left_main_006,0.2630770793191951,0.17330422257666958,0.17268058765992103,0.11795462177622378,0.1868308646300179,0.3117626906619435,0.18738238161380366,0.08840258110664549,0.18609335066383967,0.26527680423548666,0.2831739427081611,0.15839356179382075,0.17349243004851464,0.2434284758589073,0.32107411865856195,0.1484185016800083,0.959783234018543,0.35757896532599487,0.35933603573881656,0.21048529792017262,0.19658089305779192,0.07222837250969467,0.06654229537601133,0.04764144560463178,0.39315114533299317,0.815681412260283,0.4316614289324574
p04_hook_left_main_007,0.2301089670186653,0.16638778385765135,0.21496129821518534,0.12188176163495616,0.19261901321611385,0.32653607162609466,0.19779087729354505,0.12534260790739565,0.18544679647581397,0.31511204063919235,0.24964089136758263,0.14420679168633704,0.1721869075438238,0.24085124210905134,0.30882403699142325,0.14193924918396955,0.9171045982997855,0.3136282964147239,0.3143893588181216,0.2085754574753981,0.2149791009874238,0.07182143739924281,0.06965097052543162,0.04762774628662067,0.38019984979855614,0.8228650257380488,0.43524638601233473
p04_hook_left_main_008,0.22797731942846605,0.17083287534557595,0.260837370596614,0.13104200730735754,0.18553184616850701,0.2881004878991037,0.1922123363034264,0.11692797773926314,0.1802931070045655,0.32631822922832887,0.1652623633561374,0.11664138660314076,0.16512640890484268,0.21480414866432468,0.2829122593207841,0.14583513034691398,0.9163006750196798,0.3147892306015764,0.3134084900648165,0.22906508014298552,0.22767768370191305,0.06701658445259746,0.062463469253133716,0.047624413712928935,0.35923834356089557,0.8106244164765212,0.42912441509472504
p04_hook_left_main_009,0.23434298552798669,0.18165655542069944,0.2503711866854936,0.13108816906301632,0.18181127775613282,0.3004551270029584,0.19621502487311876,0.11592876183309267,0.17969463176662195,0.3320168201367403,0.14935694506388755,0.10970625766995992,0.15794849467493544,0.19459532002437593,0.2606462916755062,0.1341847544412546,0.9208794837662893,0.31950511361116607,0.3195824969899256,0.22666092999356166,0.21878074880878398,0.06524127421961168,0.06440310791269135,0.04763530513047454,0.34580078918642254,0.802889773913216,0.4252625395218453
p04_hook_left_main_010,0.2610210675958484,0.18973544927443653,0.22287711620072267,0.14958586880953437,0.19667397449779878,0.28733703221285584,0.20804316804996742,0.12429119838019165,0.1876113055475998,0.31568084414606395,0.1957617232761081,0.13018753004440495,0.16915367775408,0.2277588028357207,0.3102270129903355,0.15815051435542848,0.9312960072501728,0.33032678954924233,0.33049156117136397,0.23577999528603702,0.23034197623538147,0.06850074252364977,0.06271467729857969,0.04774078086511699,0.3701384836651158,0.8520321211211647,0.44988645099314084
p04_hook_left_main_011,0.2634947632971015,0.17691891491542658,0.21156178047975954,0.1423955525762402,0.18423851876909086,0.3128619942220097,0.18916162270698295,0.12624263106481448,0.18603749410174236,0.28743236028943836,0.23498956912692406,0.13848614243531626,0.18164578167015819,0.2498709054816121,0.3204195674659605,0.16215005047518724,0.9098639033716935,0.30530586200722365,0.30667474979911424,0.22773854208839012,0.2187986346430751,0.07112868553222156,0.066546417127682,0.047645730126458403,0.36915504073030353,0.8425857229501991,0.44511572653832876
p04_hook_left_main_012,0.27656106280188675,0.19351111532267878,0.24122634844759921,0.16694271298617708,0.20400790843900837,0.29437686786061096,0.21018075166292371,0.12869246858660024,0.1881238196160594,0.30653986569543096,0.2149688707268262,0.13174097204271185,0.186862400776779,0.2538103043794185,0.3577113454539692,0.18113789634735067,0.9250519145696525,0.3253967086338635,0.3261677850397664,0.21342671525083504,0.21987039654145257,0.06913034436799687,0.06723165061247476,0.047760784331698704,0.38469807339020073,0.8839097081122314,0.46583524622196504
p04_hook_left_main_013,0.2684622158031127,0.1935088198738396,0.23444310934077434,0.1681640340363044,0.20548020525557006,0.31028440681017805,0.20555203124527427,0.1352486409361667,0.1877071802786604,0.32326123571243653,0.20109335256708433,0.1268065373744466,0.18476718284871516,0.239293108390372,0.34479955125911105,0.18308031595786817,0.9620136693258772,0.36303251234311895,0.3636120482793458,0.21328242135797737,0.21712382559193402,0.07242722792542085,0.07016186163516311,0.04765973455834675,0.38751742275857415,0.8784264497764906,0.4630430921674187
p04_hook_left_main_014,0.23734055818786493,0.18640608910798148,0.25846204942541173,0.1534005473662537,0.18810216060184487,0.2706381527251407,0.18945518901458422,0.11155197975575559,0.18217392012376385,0.34180916274635464,0.1483679883626572,0.10515430177866159,0.16746605862122926,0.19639738772095788,0.261424573984619,0.1571738236508708,0.9269304592097422,0.32686974535208374,0.3270022567321572,0.22015740541269468,0.22122664552146354,0.06559474234295393,0.06128024091784127,0.047653190859577324,0.33431873608920504,0.8257025151117525,0.4366778529856649
p04_hook_left_main_015,0.24517133485697223,0.19372849179837143,0.24079089105586346,0.1692527374385635,0.19678149652113047,0.31814074782572577,0.20081022989794978,0.1232332515523922,0.1913059380005414,0.27942001750969897,0.23094011462047076,0.1326504528853866,0.19269688027861098,0.2619185395401925,0.3443673979180574,0.181123218144688,0.9389108647268971,0.3371667849080052,0.3389215022583416,0.21981421136534735,0.22205651018662956,0.07061046037449284,0.06805207346589148,0.047735156586857036,0.3686271315138133,0.8852989870010488,0.4665170717939529
