hook_left|p08_Global|hook_left_003,LShoulder,LUArm,LFArm,LHand,RShoulder,RUArm,RFArm,RHand,LThigh,LShin,LFoot,LToe,RThigh,RShin,RFoot,RToe,Hip,Ab,Chest,Neck,Head,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p08_hook_left_main_001,0.2503696278947575,0.09704359454698208,0.09026058004460466,0.06626567241820522,0.20288483486625003,0.3258285892576175,0.2037343353716654,0.19299853962643815,0.17252945998983854,0.32679659980826675,0.2602318886725782,0.1648986222834606,0.18391302841918727,0.3037450963014588,0.30314494996101027,0.17988662101635758,0.8921695737583736,0.2870738561158084,0.2889112232044318,0.33420502234436955,0.3258907619512577,0.07074442832611541,0.06342622682413948,0.04771291656473139,0.4224950271677882,0.8289599463614843,0.43833643146310786
p08_hook_left_main_002,0.24825293229424972,0.11828888408410312,0.11321455909717928,0.0821887829256365,0.21207933560467906,0.33526217776382483,0.20364351670194725,0.19128886519441748,0.17708559426533166,0.23859512511859943,0.20628806551117954,0.11094880569739785,0.1833024316708423,0.2928570285321607,0.3490370238531457,0.1957761994326489,0.8951149629580675,0.28697689887054834,0.28532777896962735,0.3212644743555487,0.3251214520261144,0.072915263374897,0.06527162821196282,0.04762772744588557,0.4010469803412957,0.8142003309651723,0.43091402920552896
p08_hook_left_main_003,0.29706051060016997,0.1639572083765179,0.2381328457191465,0.1374058797568332,0.1990449491802733,0.28207393997396435,0.17250760316421082,0.18787806857476186,0.19693151782212734,0.3283207354067854,0.2426640313293062,0.15286396360396773,0.1890329595229669,0.2604359474540569,0.3573895544563347,0.19601591074309827,0.8447037937224063,0.2367216929983189,0.2312739174279359,0.22784174263059728,0.24244542092469304,0.06511890840523671,0.062185855480060864,0.04770177840734397,0.39636489297156124,0.8794077967963178,0.4635547876018309
p08_hook_left_main_004,0.2854423570259573,0.09561022836719082,0.1590160941368971,0.10874777958314344,0.20524915382633582,0.29658397528391217,0.18765129970175617,0.19635226548120366,0.19612454033417948,0.2864687282081446,0.2705811992319536,0.16439534146407322,0.18293921746968855,0.2565223353039591,0.33319102001753576,0.16847840779185863,0.8456844406800338,0.24208038474263724,0.23653620834601763,0.30664802528241275,0.30543096405087117,0.0656204004994469,0.06315980681134525,0.04782752490859773,0.39528944965979196,0.852428748784547,0.4501281368465724
p08_hook_left_main_005,0.2436919222845247,0.10691395580989657,0.10837342506307386,0.08090360217628527,0.19964933935846813,0.3185200454814004,0.19774128762527637,0.19101744668967677,0.198498737709981,0.2845074083565627,0.3040463228217326,0.17587296416807066,0.17910987276704088,0.302561830866956,0.30977098486328536,0.16825879465783342,0.8496417313547152,0.26676757696598996,0.2610661162825205,0.3288915237588358,0.32546492390758613,0.07069637548797207,0.06246802186206512,0.04765645111932684,0.39108168095815643,0.8479222600346517,0.44778935557698923
p08_hook_left_main_006,0.29878473631083013,0.1596276929966569,0.20410096299088815,0.12038850392618754,0.2042494478853457,0.28807935098842585,0.18758159978297057,0.1946466724684043,0.1973676042587013,0.2952285512982379,0.2513141208538607,0.1585240765298802,0.1922092740180239,0.2796317912009276,0.3303666754584998,0.18291568545441986,0.8375208842598629,0.23012838053792958,0.2280899977769736,0.3151603667004306,0.3105826438969517,0.06567076790087645,0.06061145726695496,0.04784853079515291,0.39948885422127234,0.8865086373392831,0.467178584067218
p08_hook_left_main_007,0.31689930060121485,0.09706561472477346,0.09204218724244148,0.06475617705381577,0.2017844742169317,0.32686879886759196,0.20451560141107478,0.1985820852260825,0.19633162507336055,0.3497813508084177,0.2661911464019893,0.17027134711740993,0.18051081620462375,0.2934417334475631,0.3065202833031755,0.16753414648787943,0.8697561537593848,0.2668775276844758,0.26139283329220314,0.3375282233549425,0.32898217713332334,0.07112808823404412,0.06341013273185131,0.0477020299880358,0.4376671471514685,0.8482459978096437,0.44797401389883973
p08_hook_left_main_008,0.28709688222612345,0.17513184568260093,0.1871226031982985,0.1341023382310229,0.19855224956659742,0.2795359405497241,0.18963931408758328,0.19318383001387893,0.1972653697243704,0.33972494365802647,0.23490964788099133,0.15797856006214483,0.1930007600922907,0.31642029522185033,0.33746646803019165,0.19546048118475232,0.839473186366611,0.23028726519380133,0.22171929244202807,0.2910692552980537,0.29458651086833026,0.06735661210112069,0.06007996609689514,0.04769484384884018,0.41199509815656343,0.8858800636073945,0.4667874537281173
p08_hook_left_main_009,0.23764743293524812,0.10931062121383076,0.09329584688937473,0.0789754618502784,0.20973942431678153,0.3373602758894945,0.21531776850616033,0.19261188320033823,0.17537054574481062,0.3132961494527257,0.1905907569028305,0.11011115727963687,0.1857270965304327,0.3052591553801478,0.3339100753983608,0.1832034423488764,0.8772228961443049,0.26889975643433034,0.26366676570857595,0.324241960575087,0.32913325745036837,0.07348602550171737,0.06449224082905819,0.04762696679089779,0.4235524435810413,0.8017806975269222,0.42470383215891
p08_hook_left_main_010,0.30135014966919116,0.14908871305285087,0.16443590315389028,0.11473941155674787,0.20472763122150067,0.28613857882619953,0.18598942937319043,0.19299176962244932,0.1969866779910851,0.3083664331154786,0.24721043849530272,0.16092528081071852,0.1927330608047697,0.2894058441362055,0.340585386527595,0.18042745768143917,0.8477705809772373,0.24260498917479262,0.2339077266455465,0.3001416453533288,0.3000373640631552,0.06580997490396107,0.06025043473193546,0.047945912703791456,0.40977679822992313,0.8717444818442126,0.459845197274002
p08_hook_left_main_011,0.33450545109527086,0.1461037585638928,0.17131586124611559,0.10776028753250981,0.23449248318556193,0.34222142536527456,0.20067871411781768,0.18495261971920932,0.20228667856766233,0.3433808400434776,0.2513104439021444,0.17680831661256433,0.19615370516147534,0.300084786494139,0.35462904676660034,0.18714197443723393,0.8936814412243219,0.2853489043572792,0.2770923685142814,0.24525192866894727,0.26290878093585623,0.07481056389120046,0.07252331293634799,0.048057601133376884,0.45087425125577046,0.8825647171562139,0.46531115914479537
