hook_right|p23_Global|hook_right_001,LShoulder,LUArm,LFArm,LHand,RShoulder,RUArm,RFArm,RHand,LThigh,LShin,LFoot,LToe,RThigh,RShin,RFoot,RToe,Hip,Ab,Chest,Neck,Head,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p23_hook_right_main_001,0.1730745925609439,0.07482442630690941,0.03714195979587363,0.015986875551481285,0.14514481622980682,0.05037174956972229,0.04857748459666815,0.008957359311518271,0.14814288864934524,0.22757865831531668,0.3339174018233787,0.18800183699194267,0.1290674072445234,0.20511728682308247,0.18648106911545756,0.10008357844880574,0.8559160734108436,0.2428940706440283,0.24360983980058765,0.24621882320046992,0.24691214018371427,0.055967447540262484,0.04824752897562593,0.047619115450236796,0.37614634307775435,0.5101348572813131,0.27887698636577496
p23_hook_right_main_002,0.180406361777171,0.08985741703563935,0.1590088596374249,0.07816852571336985,0.12941601143222806,0.04862539919633975,0.08066331722374344,0.07126576564629802,0.14307244554054938,0.2507764521624941,0.34295293866790216,0.19490569897139567,0.12033749571724806,0.1964763062627625,0.1765086371837046,0.08979463892765807,0.8222857366315657,0.2066431577126963,0.20390521179416474,0.27790877890407595,0.2936846200281657,0.05338737398964531,0.04810294367935864,0.04761911812326214,0.41044177634299495,0.5573161390236381,0.3024676285734501
p23_hook_right_main_003,0.13740785206462672,0.04481550901882868,0.10517080757315007,0.029023762068655295,0.1892129168686318,0.03363256898721209,0.05631764003325614,0.03924326836137594,0.10821712214326448,0.22561809079975803,0.3284900813685473,0.17278269509035568,0.08149390456915233,0.15511158841890618,0.12688303107268506,0.04747138828762606,0.7880526309956716,0.17618949619912186,0.17423839272346392,0.24048330470713256,0.24958908938314756,0.053069411129987115,0.04794341420868954,0.0476190769459672,0.4480679226721921,0.3861871970525628,0.216903136999265
p23_hook_right_main_004,0.18334020426445594,0.06034196785267056,0.031530568888708047,0.006461814164475205,0.12479396489813324,0.04420421410890521,0.03901627460578164,0.009312874260710119,0.14064888015203486,0.23348497107448524,0.3344191988738053,0.18568075054569444,0.11146105754683869,0.18590080824869332,0.15438415720779314,0.06582411629892855,0.8244097487621213,0.20849174085330652,0.2035967907018633,0.22826497390560352,0.2382160853392039,0.05150806534495322,0.04791476144917672,0.04761905820811215,0.37996573488573443,0.4540422910232556,0.25083067461568387
p23_hook_right_main_005,0.18443704102554165,0.07198974329646578,0.030815937160504393,0.005075187738893589,0.20892964620782273,0.04027119600990946,0.04418924088113581,0.003993082651675259,0.14253034583868338,0.23237500890587653,0.3353296349975979,0.18800358154158217,0.11323986686146663,0.18662885468591175,0.16469209687493774,0.06835259653273695,0.8377245203224228,0.22442878245248893,0.2219772712325779,0.2192407132377682,0.2241038556387862,0.05259229341104132,0.04801968131920068,0.047619059708309985,0.42209491628251133,0.4622139004578992,0.2549164800831046
p23_hook_right_main_006,0.18621108006116677,0.10473129415948446,0.03711793568086015,0.021417311962463943,0.23436660124792916,0.041438515645935224,0.06595593388782033,0.01024650987947898,0.15280218732459042,0.25331123220678936,0.3293755327397395,0.1933013666734782,0.12401201329115112,0.18956076403589614,0.21889644126746113,0.07887684655276286,0.8396220468941543,0.22447433316712867,0.22013870988457657,0.2547418334675382,0.26751335603664883,0.053083006445540676,0.04795269330180719,0.047619216737285225,0.45335289821716823,0.5168734701753325,0.28224634345630883
p23_hook_right_main_007,0.16877600606680532,0.06426353953113279,0.031865596410328885,0.015605888483545832,0.20080873060929924,0.035799722983767344,0.04251661602365215,0.005284488881689315,0.11865031551137666,0.2374263885235391,0.2942441965423628,0.16394466668250102,0.10138216633748494,0.1863753399576613,0.16056425781656966,0.07944937415011735,0.8162478116378346,0.20395261243913657,0.1999785094031512,0.23137123238608437,0.23940013291725312,0.052303784890539565,0.047883952964695074,0.047619063852692066,0.4400038231748741,0.41246889621867294,0.2300439800356825
p23_hook_right_main_008,0.16602249738748692,0.07125797111438725,0.08131138904652888,0.021320235875110193,0.09784088802493615,0.041491647182391636,0.041158680307933265,0.018355314559867685,0.13249173496017858,0.23203325278967785,0.3492528484165775,0.18302172900545594,0.11592783855858668,0.19744446965461582,0.17175493671534378,0.08676820879909519,0.8160933001662969,0.20003266750550672,0.19738320548699834,0.22875460009098555,0.22505245213216235,0.05344157232102876,0.04801238079874628,0.0476190978719336,0.40363427977511257,0.4508701800635963,0.24924463896776494
p23_hook_right_main_009,0.16583379794081257,0.09024456846234027,0.04801261512897735,0.0178105839361175,0.2223767644853411,0.04055987398432936,0.048692914607547155,0.007172035211236057,0.1333782853603365,0.2274530104677892,0.3317169438685625,0.17889765014278974,0.11968388537475425,0.20726942850493332,0.22650183324313536,0.09590657397272644,0.8338406458777617,0.21959484219244146,0.217742410033343,0.24832195050871725,0.2511350695946324,0.05271651082692664,0.04795383414761338,0.047619132775313995,0.47066108284791836,0.4744189765221472,0.2610190546487306
p23_hook_right_main_010,0.1805744295485685,0.09331002315414821,0.05453237331617827,0.014253553604619792,0.13120081550370644,0.04750776849290624,0.045627439736112496,0.007790767939540669,0.14593728680472878,0.23755885555245002,0.3422155534407508,0.18746020586137938,0.12453906776515858,0.201297810361834,0.172344644476811,0.09092783338313379,0.834604735581015,0.21878357783728947,0.21652724480599864,0.2414512419278469,0.2498896486122968,0.05303066071063496,0.047950574859531775,0.04761909845968127,0.3920030247216073,0.4968083690302667,0.272213733744974
