uppercut_right|p24_Global|uppercut_right_005,LShoulder,LUArm,LFArm,LHand,RShoulder,RUArm,RFArm,RHand,LThigh,LShin,LFoot,LToe,RThigh,RShin,RFoot,RToe,Hip,Ab,Chest,Neck,Head,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p24_uppercut_right_main_001,0.3291945710876135,0.10651681177201244,0.19219123277761985,0.0854465677371519,0.139240575661983,0.17141366880605247,0.11830543765514548,0.10420320691288558,0.1971107975368101,0.30778074512621323,0.3039492111455842,0.1925090194275243,0.193917877071649,0.3176413579189612,0.2849063205257193,0.17216120324326714,0.831939208868494,0.23210206965696703,0.23022367040883088,0.2538571075771535,0.27151663218372246,0.047995084426733635,0.04789575424991634,0.047637650726286104,0.45334691720928166,0.7959019329107041,0.4217697918184951
p24_uppercut_right_main_002,0.3319619252355078,0.10410056343703789,0.25643795793596713,0.07753164917529148,0.23089409401103453,0.17128887094353878,0.21798619713055337,0.15700622649836124,0.18631111913361106,0.33205380376447663,0.26107364844472947,0.17952328769378606,0.18599294951657847,0.3600321329941372,0.19056263033331527,0.090917975076545,0.8616770422978979,0.25362247445878283,0.2474172269813617,0.3114912078678162,0.31888284690028157,0.04888771667061357,0.050176234764889624,0.047808115876138195,0.5841767392576641,0.7740539331117511,0.41093102449394464
p24_uppercut_right_main_003,0.26113915217554995,0.06967848714561098,0.28704464210377234,0.10441835332146614,0.12313471169968744,0.1799408880988477,0.13961781148333247,0.17724838537789483,0.18354453327858658,0.30564051876587434,0.2898107830534752,0.1779199206471596,0.19269321134992334,0.35843291629545704,0.202976258750099,0.10930449709556751,0.8294821546874912,0.15472293154192282,0.14039304787367324,0.24332741741712968,0.26671054973162245,0.04806562253750853,0.047926579250433414,0.04766643203890987,0.5364553727405498,0.6910262699780867,0.3693463510084983
p24_uppercut_right_main_004,0.25008117788212847,0.05564925875338263,0.15077981164852086,0.036295127119773216,0.12140908267691708,0.11000922857297446,0.1231264577242261,0.09985178301888385,0.13955221668934,0.2484578178033893,0.25994176552939574,0.14791244072249093,0.17854465650330267,0.30594869752683385,0.183896483093898,0.06211962591680131,0.7689407727130372,0.13703054824157798,0.12666026517944778,0.25556432592796485,0.26026676459421844,0.04811143236572623,0.0476698193676259,0.04761921737945011,0.5023488901382903,0.5212508784310087,0.2844350479052294
p24_uppercut_right_main_005,0.1874313473504733,0.005452038343893138,0.12108453292491017,0.007645086628620128,0.07694952171368287,0.032957538401517675,0.05175518871100828,0.04108246064757919,0.019932886718707143,0.18483277199114204,0.13356198877072192,0.019773260651391417,0.036358303497725265,0.22504900626971067,0.10616810247511729,0.01016055367327714,0.7417346759769367,0.13691309469246565,0.134782949773596,0.14013500356451397,0.14478196675427707,0.048109731671073984,0.047766247899602585,0.047619056244582,0.5658068031112726,0.11121567903974239,0.0794173676421622
p24_uppercut_right_main_006,0.16488811917798868,0.025642786397422825,0.08500248274716149,0.0031702441770031244,0.1168327545212248,0.04455284302764211,0.07960035870302608,0.007525025470803843,0.10214179983885305,0.1670545336257414,0.19175018858282972,0.14309178507465242,0.17862309190507966,0.2577996073602534,0.10540633531743934,0.050855495557060704,0.7568515456658238,0.13015512620744402,0.12531523173936718,0.1621757489888938,0.1696996619353715,0.047956286287407265,0.047717215181481414,0.04762332444033078,0.37332413258449304,0.3489357057418644,0.1982795150910976
p24_uppercut_right_main_007,0.317864659302301,0.0653350818444046,0.28091288636350675,0.06576328467638858,0.2361337303589306,0.1601481293036004,0.1567416211733768,0.14983664999247517,0.14851388960084494,0.30320839496543844,0.2828372767092344,0.14970760825481483,0.17136456719040719,0.3624668648035906,0.17701223785958958,0.08665377432755628,0.8927833622805267,0.2804454714531094,0.2761877676951145,0.23160617755665505,0.2475707901456255,0.0480990402883351,0.04948515207426504,0.04763294108110032,0.6189588262426209,0.675322296091374,0.3614776185862371
p24_uppercut_right_main_008,0.2653538179524251,0.06538507437874305,0.10378274289727125,0.017880416103956374,0.09947652318178105,0.072429352659034,0.05929550566189181,0.02409922323722456,0.17628331909960027,0.19360175410319896,0.2772310700924697,0.15943131986173695,0.1891828230235993,0.272183600967715,0.22911701304513848,0.1364060192069459,0.8389565528335474,0.14415974199411688,0.13366239285097833,0.16068324275614684,0.16161624964754168,0.04798139412104304,0.0477164264116377,0.04762423800737037,0.42669536948729564,0.5051749342273882,0.2763995861173793
p24_uppercut_right_main_009,0.314867758005344,0.06526036969614878,0.27518422491312167,0.02617165839229526,0.24333727682684322,0.1459462899368622,0.21944086753842457,0.14424363476264604,0.16445457558735296,0.2980917796138171,0.2574902558354334,0.16776004616816673,0.1696025685266087,0.33802354787490796,0.19787474083984838,0.07620325278989054,0.8464537428389234,0.23481249406736757,0.226949468680728,0.2439361833671215,0.25618733599899424,0.04835251618728547,0.048699144011493854,0.047646785554509796,0.6386553311490142,0.6568091048597628,0.3522279452071363
p24_uppercut_right_main_010,0.23909085518870424,0.06927710440596076,0.10417963048383991,0.0036168840502763706,0.10454783457309513,0.07434879332925487,0.03218258512677112,0.014109683067567288,0.13705071733085003,0.2038872127177865,0.28164769499778386,0.18115023192934648,0.18773061267776486,0.2487716327835503,0.16249179772407868,0.07431666600804228,0.7644842439046171,0.14714120599588934,0.13192896339813887,0.2492257259909599,0.24615575179918253,0.0551089621921552,0.048046736626262077,0.047619886311390074,0.4255293311354181,0.4513089011629169,0.24946439373715348
p24_uppercut_right_main_011,0.3047494419470402,0.08155551108195838,0.2964193871778953,0.08783337060643204,0.2314831284948548,0.16349078753283902,0.18290112507900363,0.16834924458023132,0.18753397750477901,0.29621935013493916,0.3027751909605424,0.18302739555157427,0.19248372974637287,0.350447322351546,0.23545243465414237,0.13458842881624694,0.8576718411143587,0.24632845730268854,0.23963537201761537,0.2790414870115227,0.29081321530065163,0.04778724194020333,0.04826761167814545,0.047642390863846085,0.5331705985168838,0.8088098690947246,0.42822612997928533
p24_uppercut_right_main_012,0.24731638781433585,0.04165152167811025,0.13843596783720952,0.0150610845271587,0.09918302480381724,0.05835238401214885,0.03863336655224756,0.031495827514618026,0.13614767863203206,0.17343173931572312,0.24737434357144386,0.13070644724588384,0.162407523934586,0.23754435931935897,0.17165134304304783,0.09048505959093024,0.7878102865964987,0.11913886062922888,0.11023207438862595,0.15895023906278155,0.1595474183629087,0.04788516849368646,0.047755210564971576,0.04761997660512499,0.4057181643288173,0.41894512602504674,0.23328255131508588
p24_uppercut_right_main_013,0.18994214942734589,0.002565493176910261,0.07708650136893269,0.0006913271601063062,0.06410459242510101,0.005759535937517735,0.013644250267089774,0.0076770653140349615,0.01005287463931145,0.055312754835775434,0.13508923164151382,0.012910189179430967,0.018176354533475256,0.12187103054642442,0.09023446485048678,0.005558378696378459,0.6792403555840429,0.07683757145909578,0.0761449634936799,0.09531559280254821,0.09543288303622888,0.047788114145019656,0.04767676971365179,0.04761904801896741,0.4078222082474473,0.04506120605397843,0.04634012703647292
p24_uppercut_right_main_014,0.16975116038639987,0.000630121609312798,0.06116872270168676,0.00031759720357964704,0.055553520020424685,0.0018672518890928956,0.011196095431029554,0.0027393201945025147,0.0009742324100092433,0.05595542737862904,0.12167425565478515,0.0010419490374892104,0.0024251035445874186,0.0786062622901599,0.087715067370027,0.0015150549935355779,0.660691588062012,0.06094554189909781,0.061669204187226365,0.09751538859110441,0.09723383048669347,0.04780999914322198,0.047671714086023505,0.0476190476568973,0.3896461430047006,0.008565542753941408,0.02809229520541935
p24_uppercut_right_main_015,0.30466682479444557,0.07063734937990722,0.18942932513144378,0.06630168284183494,0.2038120000371114,0.1459221644549684,0.15489298372630983,0.14425425723803506,0.15404716247877687,0.21770029811149305,0.28849861829359086,0.1662393857175401,0.15777379246668205,0.24753004508900195,0.24601324983045908,0.08923447449104341,0.8404850015270899,0.2237763966257349,0.21701307163346728,0.22503757900900326,0.24125943804955327,0.0480384475875608,0.04780456563956823,0.047619617541361625,0.47320404810847744,0.6621734952093754,0.35489655637536854
