uppercut_left|p26_Global|uppercut_left_004,LShoulder,LUArm,LFArm,LHand,RShoulder,RUArm,RFArm,RHand,LThigh,LShin,LFoot,LToe,RThigh,RShin,RFoot,RToe,Hip,Ab,Chest,Neck,Head,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p26_uppercut_left_main_001,0.19547223961512025,0.13064190621803895,0.24885943934227414,0.11555619984453931,0.3071590161808742,0.11633315223436066,0.12396214232662132,0.1413219281195018,0.1810497655742827,0.29756793915750634,0.28888410361065153,0.1450116926592812,0.17527836977180714,0.20000704295246452,0.3398637109522623,0.16700111593421418,0.9013817716811188,0.2924364414991232,0.2809066127725561,0.1656877251771616,0.19461632226154846,0.05173679531846987,0.04794267094880841,0.047622341118584266,0.4736447966918142,0.7538604372106023,0.40074138916459323
p26_uppercut_left_main_002,0.2678362913869641,0.12610524239419052,0.18399853453791976,0.0894879243364665,0.30452872246701557,0.0974653264384446,0.10052692022857639,0.1381583672769323,0.14473923128839647,0.1876587138607813,0.24897569064885353,0.08455788761399849,0.15294247683310622,0.12488006004937202,0.26649667171748326,0.09341823626762637,0.9130714159689403,0.3147449742258157,0.3091398739531604,0.1361526280019645,0.15890077888846832,0.05392830799892229,0.04782583758034539,0.04762472929221754,0.4604696047564413,0.6107335641115167,0.3291791467018671
p26_uppercut_left_main_003,0.10466639904351398,0.00199708078641045,0.1286597978492708,0.005878536345843269,0.16170335931590907,0.012864769582492256,0.017527962909253743,0.002309242539902776,0.005819222976672439,0.0516521389440742,0.16715167888706806,0.007802684267775255,0.00598358926977878,0.03427016640361556,0.1854208168564441,0.0010091133085002968,0.7648445521522697,0.17572693662663136,0.16589256131389601,0.015374233025829836,0.014460097639454019,0.054268945987611325,0.04777931303614021,0.047619379430612806,0.4980145062798743,0.016321246731130855,0.03197031308087183
p26_uppercut_left_main_004,0.24846468146232223,0.14435039077338127,0.27730540725935715,0.1545428364149809,0.2885019203891563,0.10728135297360239,0.12336617667600155,0.1452010045462727,0.18504280946959714,0.29901853311587,0.28231583375935415,0.1521760332084511,0.17371371539312222,0.23000127673897391,0.3176777962233547,0.16385715676338253,0.9044458631783133,0.2883842648185391,0.28304945436066103,0.16004717936648147,0.18705813684562078,0.05176027564881425,0.04798419257876377,0.047624851760462335,0.4870054049502436,0.7743287130855856,0.410976782423024
p26_uppercut_left_main_005,0.12532518417096247,0.019666433120087222,0.15935300545980535,0.049128478076494994,0.15682219332068958,0.10656764387870798,0.04946847406846248,0.035801213393142434,0.036606919723674296,0.12480845427283485,0.21844932181310367,0.08103473562763168,0.055404570073452376,0.13123708171224652,0.2221685285476934,0.06782163250191989,0.7739623328188067,0.17847319767522102,0.1728870250926177,0.05853129174739948,0.06423916642601403,0.05157801940925257,0.04800341201485641,0.047619672027281214,0.47177684058414016,0.2457298403091838,0.1466747561682325
p26_uppercut_left_main_006,0.29605155640918807,0.0876974769190855,0.2331783066558022,0.12896337140308015,0.3170560397788173,0.1732462696887589,0.1130192517734026,0.12689155535750055,0.16538980443535883,0.14573920975405671,0.2908770637621564,0.1450004577265246,0.16949196155289054,0.20105499966534807,0.32698948858785115,0.15348805395768142,0.8957103261020679,0.2940474578110835,0.28944274925300034,0.14606112211619926,0.16766692805334885,0.054445464776499246,0.04772723428686326,0.04762165754581783,0.44650668815834393,0.7308522023937112,0.3892369299697645
p26_uppercut_left_main_007,0.21523595095656808,0.12643165372246584,0.2601493911522057,0.1359122321465655,0.29932805305096816,0.11284767827678051,0.12364707893444812,0.14810686858604055,0.18149956322021454,0.31790930188654454,0.23166363918117566,0.11341523025273759,0.1804285022079305,0.2025286640478942,0.33283678586235144,0.1587945913407702,0.9039983058914698,0.29282954233849134,0.2816853538480085,0.16008066217311115,0.1878903588230239,0.051848693359167385,0.048132899627851534,0.04762487283850187,0.47416666606820546,0.743790839600597,0.39570785621954946
p26_uppercut_left_main_008,0.21984878663438173,0.11424016460751651,0.2735822019017674,0.12005177474145697,0.281700432035349,0.1275685681256019,0.1254272708096303,0.13548029368657422,0.17433289746632524,0.30825692516303044,0.24508649161362822,0.15120269849402587,0.18287823314619547,0.21431600777303345,0.3545151757616712,0.18649968864410613,0.8954786995300786,0.28711401295167915,0.27495653261705516,0.15088390806618704,0.18674598454960784,0.05185162873019789,0.04814526327073833,0.04763065536905432,0.4535706650933581,0.7654955474908034,0.40656310142992885
p26_uppercut_left_main_009,0.22450744412534562,0.12084717706662884,0.25723544700535583,0.12701196401800277,0.2760982048887838,0.11445281609530185,0.12375606450968599,0.14201287151642367,0.18105274360153895,0.3145984262876122,0.26051703964424355,0.14502882196037198,0.18257947887785772,0.20862716586785085,0.3447587954828376,0.17970458816962523,0.886121306962208,0.2720405127021988,0.2655596711340443,0.15626873620268458,0.19124333227308105,0.05167418159387789,0.04805191965467805,0.047635692083133986,0.44131775505518467,0.7698513715062182,0.4087435317946761
p26_uppercut_left_main_010,0.1442128674719474,0.04544850827482443,0.25882761120640374,0.09153943496366913,0.20432200594206681,0.1542319406266049,0.08630242217044619,0.07247924558433926,0.08736924866610964,0.21277447798081212,0.29930923654451347,0.15136192692154482,0.11786007851571075,0.17173537030269928,0.30736420355600985,0.14608336418129544,0.8115627117008536,0.20685358967856735,0.20146098574345644,0.09773887617733396,0.10524182683316774,0.05191430158311694,0.047932619006614836,0.04762140020195464,0.4776580718276491,0.5093697402004236,0.2784955702011891
