uppercut_left|p25_Global|uppercut_left_001,LShoulder,LUArm,LFArm,LHand,RShoulder,RUArm,RFArm,RHand,LThigh,LShin,LFoot,LToe,RThigh,RShin,RFoot,RToe,Hip,Ab,Chest,Neck,Head,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p25_uppercut_left_post_001,0.22636261888548842,0.14629187788278272,0.22798819641099294,0.1205540296902381,0.28010733136418725,0.13096910190762232,0.12347398082490413,0.09023106890289773,0.19083604865408835,0.22152220861503333,0.3012864069900143,0.17391989593735038,0.18566444568255314,0.289943576644404,0.33371728526930855,0.19162232988139105,0.984019450999012,0.3669385215328933,0.3600483850405952,0.25571703495491604,0.2474867479745088,0.05087198917671136,0.04939019924545915,0.04767075108654893,0.48697612225424364,0.8080047413180987,0.42783774620232384
p25_uppercut_left_post_002,0.20780943089297707,0.1533173511753008,0.2227652771260865,0.13705406881466586,0.2803237645893515,0.1277668159325609,0.1568214872181002,0.10781888713628292,0.18485888985624252,0.22392043142654033,0.2639845968755024,0.1528924322518632,0.1908969746209692,0.28906944881304397,0.32125696450901453,0.1967293824708151,0.9653013016035249,0.36775052869186337,0.3596778725908414,0.2881496583688624,0.2800591229252196,0.04870338439885234,0.049369588772327014,0.04764849477857318,0.483986629738443,0.8172912013245679,0.4324698480515705
p25_uppercut_left_post_003,0.20114981014418362,0.14874118217403393,0.2777444704072682,0.16202361992234576,0.26127626748244204,0.15589139698090448,0.19120844987944077,0.13580964716289354,0.19477878166751988,0.2734730867092237,0.2481763372802633,0.16313026805198538,0.19401737139017775,0.3098324799150797,0.3040258510920894,0.18001097913845793,0.969301999711182,0.36812475431661024,0.3565520000471286,0.31021325617107953,0.29603207745368304,0.05019263326974978,0.049360610987350596,0.04776187452400683,0.5084591381559352,0.8541725949544592,0.450967234739233
p25_uppercut_left_post_004,0.21545995307277216,0.1421327801748594,0.15420553871201567,0.08971497793931342,0.28673136734198346,0.1154442526721785,0.11230048102480723,0.06305564655910086,0.19031709062839625,0.21517442149049398,0.29557786094936345,0.1677656203730345,0.19451784877478423,0.2875162632728464,0.3327758946451408,0.19609599415148884,0.978934738466528,0.38020409997114657,0.36849700442493777,0.28351006891554675,0.26627224081124795,0.05060180387409579,0.04948434913794225,0.04764588802963718,0.4800648494942113,0.7822284930545546,0.4149371905420959
p25_uppercut_left_post_005,0.19337514059061076,0.13655580446722804,0.24633448848201683,0.13689740996687372,0.26653772259945435,0.14151055816031258,0.14746224390335122,0.10636229128704684,0.19405790054416325,0.22933002601361716,0.2957050639005356,0.171405535377952,0.1861976596008367,0.2953743693913869,0.3409637206423559,0.1869700684456881,0.9618080175949932,0.3601962681493226,0.349102743384214,0.265589147605522,0.2599605687100591,0.05357458085875114,0.05046503316911993,0.04765136069839343,0.4950103994940219,0.8061211264116442,0.4268862435550188
p25_uppercut_left_post_006,0.22523067574599204,0.15698574531273282,0.06591123845424254,0.02856128136890178,0.2875080705338233,0.09291222800747821,0.09967767567820814,0.022626733607150777,0.18660343943423652,0.21388306797267503,0.28489788027975776,0.16776790201662636,0.19304156149501223,0.3123832295990189,0.34551673158906543,0.1965960906696142,0.9744769883613952,0.3760827471623952,0.349217684369996,0.2565669129245284,0.24718003713598669,0.050585682524166134,0.04920215960839729,0.04762503294798456,0.4798442167056999,0.7278707055816279,0.38774786926480626
p25_uppercut_left_post_007,0.21083673210374942,0.14153738025639637,0.22993248683166376,0.14406753772163103,0.2689497336952848,0.12141949356913884,0.16225874823948067,0.10494291202883199,0.19340443456455797,0.21872765442034098,0.2877601708124849,0.17161286377364565,0.19361110280631713,0.29570100891911066,0.3278750589969318,0.19308856398027738,0.9827761893500682,0.38371681269270497,0.3713302248320437,0.2838268369830629,0.2739329904898737,0.05132218962331755,0.049184449502826466,0.047647100776320735,0.47882885120141766,0.834073483370609,0.4408602920734649
p25_uppercut_left_post_008,0.21407528644417181,0.13308801843714319,0.2574240552462456,0.14079726261268427,0.31843154698965126,0.12127821857789955,0.16908558294846493,0.11349382265609724,0.19260602690108497,0.2238429949970334,0.3109501270625108,0.17488865350251317,0.19157593903608278,0.3121300551394976,0.34193091842452733,0.19079116099537835,0.9849211757227462,0.3846645950733231,0.3524988780634534,0.2561195711718035,0.254572411674462,0.05109238758246269,0.04893798494259351,0.04763414909506961,0.5389429409049733,0.8268863521420897,0.43726025061857965
p25_uppercut_left_post_009,0.1958940468988933,0.11656977063721377,0.27065964110610413,0.13124998634054943,0.30263512268177983,0.14443766003999192,0.16509554621860478,0.1045718392467494,0.17828030265483896,0.21304219530527088,0.3079341819853346,0.170826669493475,0.1785066426662176,0.29087687105933774,0.31586609123854714,0.17091604561422724,0.9721317155034725,0.3687370898337982,0.3573950137737867,0.2537375823675453,0.24710857866637376,0.051669799049889026,0.04881208843280088,0.04762148391301606,0.52376282987738,0.7905420159665734,0.4190817499397947
p25_uppercut_left_post_010,0.19871436097506873,0.13576097019995975,0.2630090446699812,0.1534172788941292,0.28625829999290914,0.13536047015921407,0.17444067372436542,0.12404668805238687,0.19275787926083393,0.23421428633686175,0.28204415421815254,0.16920797155132886,0.1909355144895586,0.3307872151824373,0.29725198819176474,0.1792982386727976,0.9781109533665873,0.3773937553466099,0.3642710560146473,0.30698645812271563,0.2929526984585785,0.05034580371996965,0.04920891439093406,0.04763296439815747,0.5220224474787885,0.8360776773994413,0.44185532089879936
