straight|p19_Global|straight_005,LShoulder,LUArm,LFArm,LHand,RShoulder,RUArm,RFArm,RHand,LThigh,LShin,LFoot,LToe,RThigh,RShin,RFoot,RToe,Hip,Ab,Chest,Neck,Head,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p19_straight_main_001,0.17167692583666924,0.06240125683165846,0.202147022398334,0.13239249899574987,0.2834382762431865,0.13611278592249576,0.18239691803895877,0.10643534944836126,0.11938210122343347,0.25047645356209836,0.32947426598477103,0.17071562101901266,0.14674674833128715,0.2175577625900862,0.28566985151748503,0.11943434193408844,0.8781805087371509,0.27910730902888825,0.28341630462660783,0.2978552657273864,0.2816952906778296,0.049388660486027254,0.04802533539606484,0.04761937865112455,0.5872889069687334,0.6406440356960632,0.34413170717359387
p19_straight_main_002,0.23743921723716666,0.13296392347784242,0.21353112130139268,0.17308886277876162,0.2862636448828479,0.18366368268651106,0.31263388041171725,0.1273855328672976,0.18715516030047988,0.2603058358809876,0.3681867378389605,0.1970982027463099,0.19292902997380482,0.3418642536078872,0.3531866516786767,0.18007708565780262,0.9180796067464867,0.31625732696171127,0.3235482397829113,0.3531209140046857,0.3449083479366347,0.048291245909008025,0.04982001537201854,0.048630519118569776,0.6189363541764699,0.8890427861083016,0.46883665261343566
p19_straight_main_003,0.22184979805181898,0.07492207215282534,0.19945364517295477,0.13579196909754648,0.24767735528487805,0.16116961309210687,0.25563495347751647,0.08441424300446851,0.1522658898731116,0.21489705533833953,0.32207822832589683,0.1800463933355988,0.18389722896952046,0.3389062003298543,0.2923672952167462,0.16173602343885796,0.9309950874716545,0.332456890063212,0.33904030213986064,0.33909834182131476,0.29180016423221133,0.048696184502277445,0.047696768868693507,0.047646132518801246,0.6069628988006054,0.7512680279235344,0.3994570802211678
p19_straight_main_004,0.2359043211158977,0.12732510416784848,0.2081291209987409,0.15764558508761536,0.2665617773875306,0.1794709868065373,0.2939137760153634,0.12102652418199897,0.18622337366566322,0.23522180719935623,0.37925355969497226,0.1958714950374428,0.19060720404202214,0.3224853896392779,0.31899618551849895,0.15323203875987437,0.9372907920309798,0.3349468508493789,0.3413347788678445,0.3336203458987058,0.3203443926765462,0.04812862283606945,0.04869417727021943,0.04845132243867482,0.5869984868618602,0.8613846587152078,0.45491799057694127
p19_straight_main_005,0.254722753880996,0.13085337107628311,0.2082718661487136,0.14552639895263478,0.2763552677872492,0.17763474466087129,0.30263997623696676,0.11340337580030509,0.18556344492582805,0.251217293452764,0.3786758684057597,0.1935603015543238,0.19227622473069117,0.3357871517837516,0.3159350558734154,0.13901915753758864,0.9377614397345502,0.335352607220679,0.34135469482466235,0.35369783842612257,0.34669155743598223,0.04818302680560459,0.04917270906810681,0.04920219879781162,0.634434208033509,0.8521666796927556,0.4506844392452836
p19_straight_main_006,0.2511742268018883,0.12159613863992427,0.20806126479251916,0.14654084085618863,0.24979013851193693,0.17654379473423817,0.2951682384235092,0.11419429724575811,0.18238003402883443,0.23983129593169578,0.3693265946955896,0.1932656054173552,0.18932482498671388,0.34377395239914776,0.30055748819146244,0.13121395387966756,0.9433694309044924,0.3409094757718899,0.34914204617789535,0.34896808041489435,0.3314921595765177,0.04824012296683599,0.048240575926106144,0.04844260749316692,0.6185018502502452,0.8360639617981026,0.44225328464563474
p19_straight_main_007,0.24091133969755738,0.11021123618940394,0.20556488405605755,0.1369812327658696,0.24777518973103754,0.16742598200920217,0.2708860688308398,0.105565330225539,0.1745408084956625,0.23108298302332453,0.3436638887311059,0.1866164344762968,0.1835332235319997,0.34458137294661817,0.2921218348812894,0.12121850585766569,0.9388758034092473,0.3354008141607429,0.34369722593389235,0.33840840545952744,0.31787422224464923,0.04821550163055222,0.04899435805528835,0.04821046405900327,0.6115395380553942,0.7938812804720524,0.42104587226552787
p19_straight_main_008,0.22993522734148386,0.0800575453474427,0.18224367277899434,0.12408382409000598,0.3039468654182452,0.17566815182098663,0.3040590539554838,0.11673030002324761,0.15138872786334207,0.23202431283069794,0.36427824035145495,0.17874027647192225,0.18103086183189912,0.295421713505931,0.2742054485909167,0.13180365765198385,0.9010526534690786,0.30693630519393805,0.3150837303810264,0.3505074467117005,0.3276042026508595,0.049681740003901874,0.05290073155278176,0.04805654081322037,0.6220476081850139,0.7646121336085702,0.4063343372108953
p19_straight_main_009,0.22452796905432731,0.07026432726993379,0.15863940828266374,0.07490612142746461,0.19848464949623096,0.12375547061975614,0.21539595763650027,0.047098364824596124,0.1373967496387406,0.19188119724771835,0.27748592677303624,0.13223625508325448,0.15590696221042905,0.2963483916534285,0.23881759145190212,0.0808578762080019,0.9045043070922072,0.30574498155528546,0.313613236705103,0.3159589705947222,0.2772633988183351,0.04809192852089396,0.04794363768937465,0.047645926182476574,0.5846468643168823,0.5977297469369638,0.32268783655972016
p19_straight_main_010,0.17445380410176212,0.0358692216244537,0.14132051791863992,0.07086044297590646,0.2577084339102078,0.1361529698149691,0.2576154480918193,0.0699790514732507,0.09255776963660248,0.1866811390361927,0.28081811301208176,0.12958147334265274,0.13730506832795528,0.3303816172937052,0.24853849380469323,0.0825631729791313,0.8572641570341071,0.26644748927067113,0.2762887533582302,0.29774131234664786,0.2705376692795801,0.050021236436501214,0.051831596243734186,0.047625403225888346,0.6583157332452411,0.522342551284423,0.2849839772551557
