uppercut_right|p06_Global|uppercut_right_002,LShoulder,LUArm,LFArm,LHand,RShoulder,RUArm,RFArm,RHand,LThigh,LShin,LFoot,LToe,RThigh,RShin,RFoot,RToe,Hip,Ab,Chest,Neck,Head,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p06_uppercut_right_main_001,0.2951276103326711,0.004345743641067835,0.12052527671677715,0.14039869257934356,0.2862646464524881,0.0039315134078470055,0.08807542865581422,0.18943661811732382,0.2223407575068182,0.3835559363996793,0.2996157305108705,0.19893773386787517,0.21572344247990283,0.27922474657042995,0.366018826298723,0.17729017969871994,0.9700971229265628,0.37237444122595326,0.36976728405431114,0.3771317727967467,0.37098658156310754,0.060736019343815666,0.057511023091038296,0.04810947556807558,0.617945350300857,0.7783310077359575,0.41322024165201654
p06_uppercut_right_main_002,0.3071458474428123,0.0025465927325065063,0.07359623044148006,0.15285603059546468,0.2882793529015107,0.003059729162106279,0.05714005639666324,0.12342188637149795,0.17020962947652402,0.3579317797243541,0.3096749760447358,0.19912234831011255,0.1554308833591957,0.197291448138667,0.29730042054303674,0.13013222929581741,0.8643005903572523,0.31169993355920467,0.3089225767078731,0.3736991284381785,0.35034407069474915,0.05339891711641981,0.0478131541004906,0.04767267178766364,0.5334300002729095,0.6969242014001531,0.3722984365939084
p06_uppercut_right_main_003,0.2546462111212987,0.0016178395231459361,0.07940307914066363,0.13526998054763267,0.31490273377044653,0.0016188218395298039,0.11384497442217349,0.1631770919277869,0.20487206490919432,0.36037215113274484,0.33286881038549493,0.1933616156477403,0.19706577842448858,0.29994107542878434,0.3324092794268207,0.16399788694066064,0.9586991543397471,0.35869954945674404,0.35523368242182557,0.3679591215187864,0.36645604864580716,0.0545408612915316,0.05083309506863854,0.04804378518501801,0.6329424356880661,0.7482113508125166,0.3981275679987673
p06_uppercut_right_main_004,0.2544544155076299,0.0014854589591384853,0.08771002196029377,0.1144219506310689,0.3146833269603066,0.0009820042137179876,0.11236136536796634,0.15807950309356084,0.20366265617180765,0.3597001658420863,0.31934788925440033,0.1856290556689325,0.1920242973442011,0.302144757335404,0.32051186552253685,0.15325110472094527,0.9562358712503922,0.35701868847273494,0.3513940309611777,0.3690196539785583,0.3638262137745924,0.05364875340372357,0.04914323773785677,0.04800853200958379,0.6425821894757442,0.7281863948339866,0.3880974634217852
p06_uppercut_right_main_005,0.24051796757860916,0.0024618861139996833,0.04421569942765637,0.1399114429435177,0.24372371796836387,0.002907928133765081,0.05788891407667196,0.15872675971890043,0.17083898908268047,0.3027699094975926,0.32267948950421815,0.20024226719591587,0.19302465074238132,0.2246131109447274,0.3308343884284256,0.18264854393008828,0.8821352659206505,0.2740768773722163,0.2687557699230872,0.31523299230182483,0.32508943155642117,0.05464661452353657,0.04779903247640479,0.047628577545173766,0.4726847606862267,0.690328498699069,0.3689785381221214
p06_uppercut_right_main_006,0.28293815653526005,0.0022185923683461406,0.037884044396674456,0.12139880485963613,0.24527832765914243,0.0019690266786173576,0.0723408107902694,0.1382118897777663,0.1803596094342266,0.2470274556688643,0.3269154070059198,0.19440311620596823,0.16337586997488623,0.17480073684444775,0.29113733658459046,0.13993743037076525,0.9006612505174646,0.29451867072346427,0.2898600264047465,0.32848581406498384,0.3317204259553246,0.053629086856075835,0.04788435659690693,0.047629036330154,0.46567225988703376,0.6621670482529102,0.3548980422915321
p06_uppercut_right_main_007,0.26527036975019574,0.0018259767027021384,0.04358606033434185,0.14428670859838355,0.2355283030544247,0.001448646137150397,0.06789704819380714,0.13005593706176855,0.18889566747919334,0.3255610785294055,0.32433994636490987,0.19841191610278522,0.1772411532457061,0.18722441123794095,0.29802287115575704,0.14671316824934472,0.8948316446445628,0.2867878983191434,0.28313659550537873,0.33853157292662667,0.3470387449572671,0.052920026625584864,0.05190521128615194,0.047951331285341715,0.49162556162114035,0.6732989259286499,0.3606251286069958
p06_uppercut_right_main_008,0.257613419306011,0.002024553960603126,0.025888749606338947,0.1386404885925127,0.26597141146753567,0.001815757574909723,0.06142916239811334,0.1627698355587029,0.1723475682122366,0.25121897958493006,0.3420918192265575,0.19820346240548747,0.15793001195304035,0.17178634984797408,0.2991234844046109,0.13625563299174934,0.884391657406151,0.27766438613406474,0.27071006268821546,0.2999128712756185,0.31052233712283855,0.05377625993540064,0.04781669097456994,0.047624477665333655,0.45984520819359076,0.653761078466068,0.3506927780657008
p06_uppercut_right_main_009,0.27464537164636454,0.002697081923345207,0.03736255263615329,0.1412293374838009,0.24831101250529936,0.0010142134602655702,0.09168372045326978,0.14361117988526567,0.1869961986701347,0.2680417014329957,0.313302111128783,0.18820145388005424,0.16781343321814926,0.17301037264710425,0.31016351808785114,0.14261881380937447,0.9119728273567332,0.3083352031257919,0.300191146131159,0.32746806159431807,0.33310547896466913,0.054943807946023646,0.05300569406926127,0.04762657421044721,0.47909535693575034,0.6693839096412029,0.35850524192582506
p06_uppercut_right_main_010,0.1504130621220095,0.01363194160150916,0.052755712655787414,0.02047872301229451,0.12779465426777772,0.010673652962328082,0.09763913466574466,0.033407378863356776,0.0417406743352341,0.09638193558176593,0.16411021012433266,0.030689885161630803,0.027506298271139845,0.04447940804615822,0.13147918536467765,0.02046700817033579,0.759384823469011,0.16221261783413454,0.1594754616795516,0.20317381692595374,0.20134092067840484,0.05543960428499749,0.04783070266774647,0.047619516366610035,0.45706543198623306,0.13669467978268204,0.09215709807464603
