straight|p12_Global|straight_003,LShoulder,LUArm,LFArm,LHand,RShoulder,RUArm,RFArm,RHand,LThigh,LShin,LFoot,LToe,RThigh,RShin,RFoot,RToe,Hip,Ab,Chest,Neck,Head,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p12_straight_main_001,0.12040964558242648,0.0625511876275762,0.18403031619145913,0.1527385643366376,0.3907029606336469,0.2005205265003271,0.3902627071973046,0.19228159586974264,0.1971389146023333,0.24444375923408718,0.2836808432180513,0.1905584082826217,0.18758996600377933,0.28927264366449557,0.3051496261655623,0.17507231209729263,0.9194501649416518,0.320391070591113,0.32407057067906686,0.2651013950795571,0.26722624060153954,0.04890645675116145,0.05962299361223694,0.06123753943133322,0.4573659271440283,0.886041528945633,0.47363953418848315
p12_straight_main_002,0.3678413740919638,0.18475280506760564,0.3515829761291813,0.14842527852541848,0.357639208484221,0.21972469658263707,0.3878023428498726,0.1966430249218484,0.19811993777642076,0.250190592852647,0.2783184614812214,0.19575064219555233,0.18357990812884134,0.2331357948732801,0.3110653491519539,0.15889405114126182,0.929303547701571,0.32963373145609526,0.3328564138055195,0.27146405557944997,0.26905114870254565,0.049154540379546606,0.06051153726739308,0.06084216876195568,0.6038186696346102,0.9255765230539151,0.4932093459079354
p12_straight_main_003,0.144750186929894,0.1651925347675492,0.19079118707014256,0.13175947455449558,0.3293452648982843,0.21400534657600906,0.3292066159315016,0.18483327953192003,0.20132950990782567,0.25393452483968226,0.31944943701561856,0.1958573968271119,0.19188530588119998,0.2564368414022362,0.3563245199227305,0.1865600072482371,0.9246130955484932,0.3225497770399536,0.32506106482445224,0.27037790344564205,0.2727403102713394,0.053182902444662394,0.05396935161198338,0.058621890888643516,0.4575104678325732,0.9114454579082192,0.48503367439843137
p12_straight_main_004,0.0647573477469103,0.045929667523858096,0.17744038930909886,0.14582828509563237,0.2313621871245995,0.1486899673811523,0.1740579401508536,0.12150538562609133,0.19848910317819668,0.3019522534279603,0.32598868527408414,0.1769798270756837,0.18692297609547975,0.29715084778607276,0.17569376028620973,0.09923387388478191,0.8396197646247897,0.2272996351200196,0.22528717788742608,0.21442690683445562,0.2333993478201589,0.04984143159481279,0.04846996922179568,0.04766034536172735,0.37568564750524536,0.7110895005414181,0.3793749229515727
p12_straight_main_005,0.07402795568388824,0.0432153351863485,0.16759656030695397,0.15813277265070946,0.2723156580979908,0.14724768252670134,0.20597037953882147,0.14501266930104212,0.18306302585194684,0.272994462218484,0.33733613634551396,0.18943255977612417,0.17231566773903154,0.29001981637026264,0.27678889982904586,0.16722793610508058,0.8803136003757551,0.26898891949868065,0.2673066717070428,0.23812748453561516,0.23617941535147136,0.048163458064945146,0.047859018607682484,0.04767245225392243,0.40529980750578326,0.7845942085194311,0.41613333038667677
p12_straight_main_006,0.09279969183064363,0.04016416974977571,0.1743708770495387,0.1533557789386452,0.2835638787450546,0.19572015141586346,0.2725616657200516,0.19330785153756572,0.19697506355307465,0.27555110189325865,0.31347638858841864,0.1868039087296783,0.18489004794341554,0.28700120614303304,0.2663194893054004,0.18822500786802096,0.8778069754034146,0.2775529714953019,0.27693379342095187,0.22751190733122603,0.228848892129948,0.04848266500023306,0.04826741769990559,0.05260524647323797,0.391800426873759,0.8452759753631421,0.44894061091819004
p12_straight_main_007,0.08619130738906862,0.06767533818778163,0.1678050634710477,0.18363189644151418,0.35538218883148887,0.2329135071104423,0.29121093451854596,0.19342774408376828,0.19938308050767128,0.27244985011844924,0.29110883254541153,0.16345554174854546,0.18759977735859024,0.27839463820886534,0.3518070035750785,0.19479843426571888,0.8815305404993834,0.2796555334449289,0.2797630527605667,0.27549920341612155,0.27547152506625405,0.04854517460443345,0.04826246512350846,0.06524939531872372,0.4298693725222374,0.8861744651558704,0.4757119302372971
p12_straight_main_008,0.11858837026415883,0.09366293575394419,0.19686489182020775,0.13965607000628863,0.35005449784771575,0.21594207547220257,0.3695293433361452,0.2022687573699875,0.19858583044853728,0.2334787862612988,0.2558694337737384,0.17419180695382624,0.1852098335149845,0.2534826826120902,0.3696362783038972,0.18777337639786856,0.9487776115709463,0.34910631396383757,0.3594327635424141,0.30293667444460537,0.29445387203773116,0.05242970639775823,0.05956196256290746,0.06324325996786116,0.46107502634546094,0.8907211197048975,0.47698218983637936
p12_straight_main_009,0.11903520515794204,0.08618783336661434,0.19767591693771094,0.14533520206203646,0.3461817003393503,0.21264170361206597,0.3755265788930047,0.19128192753313145,0.1965068256221044,0.2338520397042681,0.26906411432347255,0.19476070055006398,0.1831533287699444,0.24568659628357578,0.27481165886840814,0.14471890087240408,0.9448853611226479,0.3457436649804751,0.34860972737185264,0.2750716537657115,0.2636385515065466,0.04898725075710634,0.05903808278521447,0.05697395725459954,0.4189981300525858,0.8789702856990965,0.467972121476848
p12_straight_main_010,0.06493354265510684,0.04745262748267263,0.15889557211960625,0.17640138357899587,0.2695650980148723,0.1332790657492831,0.20854871406692777,0.19523938520605413,0.1674058745285322,0.27977156164227723,0.3216703844692255,0.1833787230682176,0.14257219341217128,0.2893355799141052,0.21990217476357019,0.11143125032533227,0.835628224926926,0.21987134074122636,0.2171384478704322,0.21185577097877029,0.24250231252606938,0.0485122841505427,0.048306283110355154,0.04771657598700378,0.39335858969435855,0.7267488854327833,0.3872327307098935
