uppercut_left|p02_Global|uppercut_left_002,LShoulder,LUArm,LFArm,LHand,RShoulder,RUArm,RFArm,RHand,LThigh,LShin,LFoot,LToe,RThigh,RShin,RFoot,RToe,Hip,Ab,Chest,Neck,Head,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p02_uppercut_left_main_001,0.22715150707262458,0.0035141565601869195,0.06213220380399639,0.1588414003008922,0.2940006630330254,0.18530187483503177,0.3360310697770023,0.18427475802084486,0.18745026647718468,0.32745353559138735,0.26440746861384934,0.16755335513861153,0.19183030526999664,0.3086462756451728,0.2930764875970004,0.1831477443823295,0.9466234923627365,0.3415722897351421,0.3430145093392095,0.24955794197685108,0.24310656132481556,0.04855335514489846,0.048453523566324895,0.047770749161007486,0.5305886433674039,0.8204186613870581,0.4340947052740328
p02_uppercut_left_main_002,0.22380832278613633,0.005158231672852793,0.03976128151521764,0.12567396871802994,0.280664197783383,0.17873234193641352,0.31127672738587975,0.17205920172618688,0.17506761417980352,0.32680671407718564,0.2910930277003235,0.1663012177765381,0.175198405663412,0.2867621264375767,0.2938731396729453,0.14822681049099226,0.9327395115986317,0.3342840962465124,0.3371324359105091,0.23141139907735045,0.22192312922025134,0.04853511383522673,0.048401076997335514,0.0477821716124001,0.546526295456511,0.7584000736077269,0.40309112261006347
p02_uppercut_left_main_003,0.23666845306229262,0.007525194567081786,0.03554102034651464,0.1266815506686866,0.2710988792956669,0.17511973991502808,0.29896345962442455,0.1713032330653228,0.17621814143630737,0.34433964873134315,0.3017546883429577,0.1663745791005574,0.17830192630548006,0.2878011943572218,0.2994656533630756,0.15102129946375958,0.9412238039320762,0.33944481022726053,0.34305811413218856,0.2192036051510696,0.2104104830138481,0.04885030611841629,0.04831213887498318,0.04769092600326337,0.5601579587975125,0.7560413281327345,0.40186612706799896
p02_uppercut_left_main_004,0.23902225186381565,0.005400952161512639,0.06150667316282088,0.13141088174855622,0.29851737514851034,0.1889923163334049,0.3201676051810679,0.19398750179356755,0.18819444295191962,0.3542210961196607,0.25536369785991647,0.16793977593742157,0.19219687948414627,0.31445477970223507,0.27900658568769543,0.1745237755245049,0.9472662988433459,0.34499916197686453,0.3453740009677911,0.23582497660586074,0.2281761445386608,0.05042681517009351,0.04912121465799254,0.04774746250577994,0.5297157404099272,0.8139148886080566,0.4308311755569183
p02_uppercut_left_main_005,0.24611058903765254,0.0069590081694125405,0.0469947959441711,0.09855293717607552,0.2888747708887266,0.18643754440852173,0.31422170779618563,0.1836553979837293,0.1685480042633324,0.3350954040930699,0.2652709149836292,0.16026854577436556,0.17658219260064162,0.30734203174994235,0.24028402826137568,0.1338269095727311,0.9307976674269453,0.3331137003239458,0.336803117683907,0.22824377769658827,0.21748465558974756,0.049727754709269434,0.048963898980410224,0.047813232503477285,0.554428552182511,0.7415361619154,0.3946746972094386
p02_uppercut_left_main_006,0.2533983579512449,0.005008468835858826,0.050328941147802064,0.1118438395972989,0.2859166630553084,0.18815765061415746,0.31172386925961365,0.19080387129071294,0.18677175651777617,0.3393408372701902,0.27762129392743684,0.16766696421986002,0.19060379673417402,0.3230704606816387,0.2819562425469805,0.16906618465448275,0.9541597276549153,0.35231291100592366,0.35467309864466456,0.23737303561902384,0.22863842048112143,0.050118870093647364,0.04909766428028291,0.04790480202746572,0.5447952370125879,0.8007394820154419,0.4243221420214538
p02_uppercut_left_main_007,0.2544097564147413,0.0069724955703557925,0.0343590390335473,0.0885042800478342,0.2682695698432399,0.17616611070843835,0.2950335646439485,0.1766829697591567,0.15328142764975636,0.32493846545250493,0.33077345967480537,0.16108397832800794,0.1546025601941721,0.24910708723503977,0.26751873377898466,0.12143878267287853,0.8774778042367448,0.2859012260476982,0.29294952019881526,0.21486037914393838,0.20060256629589004,0.04853427004709091,0.04835660676308395,0.04776486314174465,0.5544755169908149,0.6980361523470512,0.3729005077443979
p02_uppercut_left_main_008,0.22190926811482453,0.006983779596680681,0.05560418437521243,0.09820859163664464,0.2962918410252688,0.18873439654374116,0.31838249812508107,0.1949699142501197,0.18213635582372564,0.298227509403105,0.2778192646805765,0.16835097388618042,0.18594275686354064,0.30867256039791424,0.23781076328471018,0.15163643236645144,0.9442943306511088,0.34453336417840275,0.34553626831125833,0.23124797596446972,0.22107270625799086,0.050711672988897796,0.049843449249691626,0.047900864607894,0.4990873022710085,0.7837472021144795,0.41582403336118673
p02_uppercut_left_main_009,0.2572833111496625,0.004387761045101934,0.03670817312893322,0.06526610359962755,0.28710135391898656,0.18203136903914738,0.29515860073953715,0.19151156044665457,0.17399397618647444,0.28147538990605153,0.27810480337758553,0.1601522570312068,0.18302111322242784,0.3178910822684567,0.2634445005733525,0.14954248523805502,0.923811413456556,0.3218152681186466,0.32689935711646856,0.2158245731886641,0.20064328831382747,0.050120367983660194,0.048264802937411165,0.0477321785599904,0.5140631244651475,0.749223175480317,0.3984776770201537
p02_uppercut_left_main_010,0.2260892722202695,0.005623996996776494,0.054778243851731266,0.08151561225493918,0.29038131228181907,0.18550269248135343,0.29276820355089467,0.1886308270558285,0.17656416047089446,0.29280861491794574,0.28210158597010765,0.16534429754887844,0.1778184295817143,0.2993229509587801,0.2472165876604277,0.14584413147623693,0.9338538369262814,0.33524288899528143,0.3374226165714665,0.21393060399021432,0.2039760408803631,0.05205817857387104,0.04955280753318908,0.04782806054761059,0.4948439599306863,0.7555527250185811,0.4016903927830958
