subject_id,motion,record_id,feature,condition,value
p08,Global,uppercut_right_p08_Global_002_similarity_matrix,Acceleration,Main,0.05644981770886466
p08,Global,hook_left_p08_Global_002_similarity_matrix,Acceleration,Post,0.0695133910757665
p08,Global,hook_right_p08_Global_001_similarity_matrix,Acceleration,Post,0.060886579037338594
p08,Global,jap_p08_Global_similarity_matrix,Acceleration,Post,0.04795146058361578
p08,Global,straight_p08_Global_003_similarity_matrix,Acceleration,Post,0.055787667475856506
p08,Global,uppercut_left_p08_Global_003_similarity_matrix,Acceleration,Post,0.050003312346409964
p08,Global,uppercut_right_p08_Global_002_similarity_matrix,Acceleration,Post,0.05556865780286811
p08,Global,hook_left_p08_Global_002_similarity_matrix,Core,Pre,0.3955452903125319
p08,Global,hook_right_p08_Global_001_similarity_matrix,Core,Pre,0.3459924624039924
p08,Global,jap_p08_Global_similarity_matrix,Core,Pre,0.43814381429417965
p08,Global,straight_p08_Global_003_similarity_matrix,Core,Pre,0.35543179152297794
p08,Global,uppercut_left_p08_Global_003_similarity_matrix,Core,Pre,0.3930468847898613
p08,Global,uppercut_right_p08_Global_002_similarity_matrix,Core,Pre,0.4140366249597537
p08,Global,hook_left_p08_Global_002_similarity_matrix,Core,Main,0.380837122510345
p08,Global,hook_right_p08_Global_001_similarity_matrix,Core,Main,0.3593728333693944
p08,Global,jap_p08_Global_similarity_matrix,Core,Main,0.4879800451764242
p08,Global,straight_p08_Global_003_similarity_matrix,Core,Main,0.3596729149002771
p08,Global,uppercut_left_p08_Global_003_similarity_matrix,Core,Main,0.3943028704588845
p08,Global,uppercut_right_p08_Global_002_similarity_matrix,Core,Main,0.41263740634622903
p08,Global,hook_left_p08_Global_002_similarity_matrix,Core,Post,0.3870834182984756
p08,Global,hook_right_p08_Global_001_similarity_matrix,Core,Post,0.35874581257405175
p08,Global,jap_p08_Global_similarity_matrix,Core,Post,0.4579585816204957
p08,Global,straight_p08_Global_003_similarity_matrix,Core,Post,0.3694728874822179
p08,Global,uppercut_left_p08_Global_003_similarity_matrix,Core,Post,0.391987527592666
p08,Global,uppercut_right_p08_Global_002_similarity_matrix,Core,Post,0.4061836885384479
p08,Global,hook_left_p08_Global_002_similarity_matrix,Head,Pre,0.3329453471664813
p08,Global,hook_right_p08_Global_001_similarity_matrix,Head,Pre,0.25940791033489113
p08,Global,jap_p08_Global_similarity_matrix,Head,Pre,0.23252919038012232
p08,Global,straight_p08_Global_003_similarity_matrix,Head,Pre,0.287069800756985
p08,Global,uppercut_left_p08_Global_003_similarity_matrix,Head,Pre,0.3241823687406652
p08,Global,uppercut_right_p08_Global_002_similarity_matrix,Head,Pre,0.3348256595758864
p08,Global,hook_left_p08_Global_002_similarity_matrix,Head,Main,0.3042947079076764
p08,Global,hook_right_p08_Global_001_similarity_matrix,Head,Main,0.27573856208713987
p08,Global,jap_p08_Global_similarity_matrix,Head,Main,0.27321452822868136
p08,Global,straight_p08_Global_003_similarity_matrix,Head,Main,0.30078269863320894
p08,Global,uppercut_left_p08_Global_003_similarity_matrix,Head,Main,0.3431180347559525
p08,Global,uppercut_right_p08_Global_002_similarity_matrix,Head,Main,0.33243038441077194
p08,Global,hook_left_p08_Global_002_similarity_matrix,Head,Post,0.29483846518372303
p08,Global,hook_right_p08_Global_001_similarity_matrix,Head,Post,0.27657463282885775
p08,Global,jap_p08_Global_similarity_matrix,Head,Post,0.2557832423812376
p08,Global,straight_p08_Global_003_similarity_matrix,Head,Post,0.2954768035342658
p08,Global,uppercut_left_p08_Global_003_similarity_matrix,Head,Post,0.33606271730331094
p08,Global,uppercut_right_p08_Global_002_similarity_matrix,Head,Post,0.33480828040750715
p08,Global,hook_left_p08_Global_002_similarity_matrix,Joint Angle,Pre,0.47249154697864826
p08,Global,hook_right_p08_Global_001_similarity_matrix,Joint Angle,Pre,0.5234332676099559
p08,Global,jap_p08_Global_similarity_matrix,Joint Angle,Pre,0.31438764748992915
p08,Global,straight_p08_Global_003_similarity_matrix,Joint Angle,Pre,0.479190152794971
p08,Global,uppercut_left_p08_Global_003_similarity_matrix,Joint Angle,Pre,0.4932585239146753
p08,Global,uppercut_right_p08_Global_002_similarity_matrix,Joint Angle,Pre,0.5387860315340924
p08,Global,hook_left_p08_Global_002_similarity_matrix,Joint Angle,Main,0.4030221203502748
p08,Global,hook_right_p08_Global_001_similarity_matrix,Joint Angle,Main,0.49469038535086496
p08,Global,jap_p08_Global_similarity_matrix,Joint Angle,Main,0.5517417541880195
p08,Global,straight_p08_Global_003_similarity_matrix,Joint Angle,Main,0.41893398096925305
p08,Global,uppercut_left_p08_Global_003_similarity_matrix,Joint Angle,Main,0.5529888965641214
p08,Global,uppercut_right_p08_Global_002_similarity_matrix,Joint Angle,Main,0.5440385781510133
p08,Global,hook_left_p08_Global_002_similarity_matrix,Joint Angle,Post,0.41351673771073527
p08,Global,hook_right_p08_Global_001_similarity_matrix,Joint Angle,Post,0.506696947731509
p08,Global,jap_p08_Global_similarity_matrix,Joint Angle,Post,0.5590134286716907
p08,Global,straight_p08_Global_003_similarity_matrix,Joint Angle,Post,0.3801689511467882
p08,Global,uppercut_left_p08_Global_003_similarity_matrix,Joint Angle,Post,0.5227409823987371
p08,Global,uppercut_right_p08_Global_002_similarity_matrix,Joint Angle,Post,0.5206888940465254
p08,Global,hook_left_p08_Global_002_similarity_matrix,Left_Arm,Pre,0.2395822907125369
p08,Global,hook_right_p08_Global_001_similarity_matrix,Left_Arm,Pre,0.20383802323966496
p08,Global,jap_p08_Global_similarity_matrix,Left_Arm,Pre,0.23243892699928334
p08,Global,straight_p08_Global_003_similarity_matrix,Left_Arm,Pre,0.19478644437189793
p08,Global,uppercut_left_p08_Global_003_similarity_matrix,Left_Arm,Pre,0.21305598193639042
p08,Global,uppercut_right_p08_Global_002_similarity_matrix,Left_Arm,Pre,0.2400427127031366
p08,Global,hook_left_p08_Global_002_similarity_matrix,Left_Arm,Main,0.20886648796669519
p08,Global,hook_right_p08_Global_001_similarity_matrix,Left_Arm,Main,0.21131285274735476
p08,Global,jap_p08_Global_similarity_matrix,Left_Arm,Main,0.21598129372682712
p08,Global,straight_p08_Global_003_similarity_matrix,Left_Arm,Main,0.1944194541542535
p08,Global,uppercut_left_p08_Global_003_similarity_matrix,Left_Arm,Main,0.23375303407408593
p08,Global,uppercut_right_p08_Global_002_similarity_matrix,Left_Arm,Main,0.23946819740801295
p08,Global,hook_left_p08_Global_002_similarity_matrix,Left_Arm,Post,0.19478147152618108
p08,Global,hook_right_p08_Global_001_similarity_matrix,Left_Arm,Post,0.21791595813392245
p08,Global,jap_p08_Global_similarity_matrix,Left_Arm,Post,0.2022028901214398
p08,Global,straight_p08_Global_003_similarity_matrix,Left_Arm,Post,0.0953318769509374
p08,Global,uppercut_left_p08_Global_003_similarity_matrix,Left_Arm,Post,0.2271438702408391
p08,Global,uppercut_right_p08_Global_002_similarity_matrix,Left_Arm,Post,0.21713655105791574
p08,Global,hook_left_p08_Global_002_similarity_matrix,Left_Leg,Pre,0.2527875593267157
p08,Global,hook_right_p08_Global_001_similarity_matrix,Left_Leg,Pre,0.22736202375888787
p08,Global,jap_p08_Global_similarity_matrix,Left_Leg,Pre,0.23659306166843486
p08,Global,straight_p08_Global_003_similarity_matrix,Left_Leg,Pre,0.18351418142717227
p08,Global,uppercut_left_p08_Global_003_similarity_matrix,Left_Leg,Pre,0.23874960436062748
p08,Global,uppercut_right_p08_Global_002_similarity_matrix,Left_Leg,Pre,0.2801693934091146
p08,Global,hook_left_p08_Global_002_similarity_matrix,Left_Leg,Main,0.2738695822459722
p08,Global,hook_right_p08_Global_001_similarity_matrix,Left_Leg,Main,0.23069839477008217
p08,Global,jap_p08_Global_similarity_matrix,Left_Leg,Main,0.3160925175511826
p08,Global,straight_p08_Global_003_similarity_matrix,Left_Leg,Main,0.23480732236570306
p08,Global,uppercut_left_p08_Global_003_similarity_matrix,Left_Leg,Main,0.2901346343537046
p08,Global,uppercut_right_p08_Global_002_similarity_matrix,Left_Leg,Main,0.2595858368167781
p08,Global,hook_left_p08_Global_002_similarity_matrix,Left_Leg,Post,0.2855579947994501
p08,Global,hook_right_p08_Global_001_similarity_matrix,Left_Leg,Post,0.23212264007120212
p08,Global,jap_p08_Global_similarity_matrix,Left_Leg,Post,0.2920156357469036
p08,Global,straight_p08_Global_003_similarity_matrix,Left_Leg,Post,0.24043487309227088
p08,Global,uppercut_left_p08_Global_003_similarity_matrix,Left_Leg,Post,0.2849595595523531
p08,Global,uppercut_right_p08_Global_002_similarity_matrix,Left_Leg,Post,0.26307809580025665
p08,Global,hook_left_p08_Global_002_similarity_matrix,Overall,Pre,0.2023550408077394
p08,Global,hook_right_p08_Global_001_similarity_matrix,Overall,Pre,0.20985150317715381
p08,Global,jap_p08_Global_similarity_matrix,Overall,Pre,0.13680455948738315
p08,Global,straight_p08_Global_003_similarity_matrix,Overall,Pre,0.19392192405792574
p08,Global,uppercut_left_p08_Global_003_similarity_matrix,Overall,Pre,0.19677415603204432
p08,Global,uppercut_right_p08_Global_002_similarity_matrix,Overall,Pre,0.21533173541490572
p08,Global,hook_left_p08_Global_002_similarity_matrix,Overall,Main,0.1802056743216648
p08,Global,hook_right_p08_Global_001_similarity_matrix,Overall,Main,0.20167384009811207
p08,Global,jap_p08_Global_similarity_matrix,Overall,Main,0.21690308573648645
p08,Global,straight_p08_Global_003_similarity_matrix,Overall,Main,0.17415368109996715
p08,Global,uppercut_left_p08_Global_003_similarity_matrix,Overall,Main,0.2171002060227488
p08,Global,uppercut_right_p08_Global_002_similarity_matrix,Overall,Main,0.21648371381914658
p08,Global,hook_left_p08_Global_002_similarity_matrix,Overall,Post,0.18389871127391544
p08,Global,hook_right_p08_Global_001_similarity_matrix,Overall,Post,0.20569550551454388
p08,Global,jap_p08_Global_similarity_matrix,Overall,Post,0.2188323107344455
p08,Global,straight_p08_Global_003_similarity_matrix,Overall,Post,0.1639936603313486
p08,Global,uppercut_left_p08_Global_003_similarity_matrix,Overall,Post,0.20693319173440144
p08,Global,uppercut_right_p08_Global_002_similarity_matrix,Overall,Post,0.2085253342920717
p08,Global,hook_left_p08_Global_002_similarity_matrix,Position,Pre,0.04769131194122092
p08,Global,hook_right_p08_Global_001_similarity_matrix,Position,Pre,0.04766127332243835
p08,Global,jap_p08_Global_similarity_matrix,Position,Pre,0.0476429509357967
p08,Global,straight_p08_Global_003_similarity_matrix,Position,Pre,0.050487577342157655
p08,Global,uppercut_left_p08_Global_003_similarity_matrix,Position,Pre,0.0476255341725159
p08,Global,uppercut_right_p08_Global_002_similarity_matrix,Position,Pre,0.0480509853985018
p08,Global,hook_left_p08_Global_002_similarity_matrix,Position,Main,0.04780080474381991
p08,Global,hook_right_p08_Global_001_similarity_matrix,Position,Main,0.04767697565049782
p08,Global,jap_p08_Global_similarity_matrix,Position,Main,0.047689812518021464
p08,Global,straight_p08_Global_003_similarity_matrix,Position,Main,0.04911119887093796
p08,Global,uppercut_left_p08_Global_003_similarity_matrix,Position,Main,0.04765032882981637
p08,Global,uppercut_right_p08_Global_002_similarity_matrix,Position,Main,0.04870173232316445
p08,Global,hook_left_p08_Global_002_similarity_matrix,Position,Post,0.04767850237160372
p08,Global,hook_right_p08_Global_001_similarity_matrix,Position,Post,0.04764526049322641
p08,Global,jap_p08_Global_similarity_matrix,Position,Post,0.047663636330971135
p08,Global,straight_p08_Global_003_similarity_matrix,Position,Post,0.04937381413666919
p08,Global,uppercut_left_p08_Global_003_similarity_matrix,Position,Post,0.04764523798494602
p08,Global,uppercut_right_p08_Global_002_similarity_matrix,Position,Post,0.04878449412848868
p08,Global,hook_left_p08_Global_002_similarity_matrix,Right_Arm,Pre,0.19754878703690731
p08,Global,hook_right_p08_Global_001_similarity_matrix,Right_Arm,Pre,0.1963822812224639
p08,Global,jap_p08_Global_similarity_matrix,Right_Arm,Pre,0.2259768064620077
p08,Global,straight_p08_Global_003_similarity_matrix,Right_Arm,Pre,0.31323108130731503
p08,Global,uppercut_left_p08_Global_003_similarity_matrix,Right_Arm,Pre,0.2565714091360824
p08,Global,uppercut_right_p08_Global_002_similarity_matrix,Right_Arm,Pre,0.30260212323929736
p08,Global,hook_left_p08_Global_002_similarity_matrix,Right_Arm,Main,0.20653336847444334
p08,Global,hook_right_p08_Global_001_similarity_matrix,Right_Arm,Main,0.17234680135836777
p08,Global,jap_p08_Global_similarity_matrix,Right_Arm,Main,0.2861681459942862
p08,Global,straight_p08_Global_003_similarity_matrix,Right_Arm,Main,0.3041447982531604
p08,Global,uppercut_left_p08_Global_003_similarity_matrix,Right_Arm,Main,0.2936036357727234
p08,Global,uppercut_right_p08_Global_002_similarity_matrix,Right_Arm,Main,0.3065570294030261
p08,Global,hook_left_p08_Global_002_similarity_matrix,Right_Arm,Post,0.20472389110016773
p08,Global,hook_right_p08_Global_001_similarity_matrix,Right_Arm,Post,0.17978692887807424
p08,Global,jap_p08_Global_similarity_matrix,Right_Arm,Post,0.2730060217957927
p08,Global,straight_p08_Global_003_similarity_matrix,Right_Arm,Post,0.3044471297123197
p08,Global,uppercut_left_p08_Global_003_similarity_matrix,Right_Arm,Post,0.2735983526697296
p08,Global,uppercut_right_p08_Global_002_similarity_matrix,Right_Arm,Post,0.30700908696263773
p08,Global,hook_left_p08_Global_002_similarity_matrix,Right_Leg,Pre,0.3168101100464384
p08,Global,hook_right_p08_Global_001_similarity_matrix,Right_Leg,Pre,0.2563104053416843
p08,Global,jap_p08_Global_similarity_matrix,Right_Leg,Pre,0.23390975775585976
p08,Global,straight_p08_Global_003_similarity_matrix,Right_Leg,Pre,0.29619321846126295
p08,Global,uppercut_left_p08_Global_003_similarity_matrix,Right_Leg,Pre,0.32581600036591957
p08,Global,uppercut_right_p08_Global_002_similarity_matrix,Right_Leg,Pre,0.2719218371661848
p08,Global,hook_left_p08_Global_002_similarity_matrix,Right_Leg,Main,0.3089088845214817
p08,Global,hook_right_p08_Global_001_similarity_matrix,Right_Leg,Main,0.2136227398814924
p08,Global,jap_p08_Global_similarity_matrix,Right_Leg,Main,0.3250464316667026
p08,Global,straight_p08_Global_003_similarity_matrix,Right_Leg,Main,0.2681245862200631
p08,Global,uppercut_left_p08_Global_003_similarity_matrix,Right_Leg,Main,0.30472584305111355
p08,Global,uppercut_right_p08_Global_002_similarity_matrix,Right_Leg,Main,0.30489782579598423
p08,Global,hook_left_p08_Global_002_similarity_matrix,Right_Leg,Post,0.3204659632513479
p08,Global,hook_right_p08_Global_001_similarity_matrix,Right_Leg,Post,0.20432052035446796
p08,Global,jap_p08_Global_similarity_matrix,Right_Leg,Post,0.31505890934933595
p08,Global,straight_p08_Global_003_similarity_matrix,Right_Leg,Post,0.28359147937132706
p08,Global,uppercut_left_p08_Global_003_similarity_matrix,Right_Leg,Post,0.31515447832173715
p08,Global,uppercut_right_p08_Global_002_similarity_matrix,Right_Leg,Post,0.31104940013988874
p08,Global,hook_left_p08_Global_002_similarity_matrix,rotation,Pre,0.7981818526043194
p08,Global,hook_right_p08_Global_001_similarity_matrix,rotation,Pre,0.6037921018664756
p08,Global,jap_p08_Global_similarity_matrix,rotation,Pre,0.8941869366123727
p08,Global,straight_p08_Global_003_similarity_matrix,rotation,Pre,0.7737124703107852
p08,Global,uppercut_left_p08_Global_003_similarity_matrix,rotation,Pre,0.8346258641381465
p08,Global,uppercut_right_p08_Global_002_similarity_matrix,rotation,Pre,0.8573023944432385
p08,Global,hook_left_p08_Global_002_similarity_matrix,rotation,Main,0.8333736159043191
p08,Global,hook_right_p08_Global_001_similarity_matrix,rotation,Main,0.5875240552109626
p08,Global,jap_p08_Global_similarity_matrix,rotation,Main,0.910858496737588
p08,Global,straight_p08_Global_003_similarity_matrix,rotation,Main,0.8519989218376753
p08,Global,uppercut_left_p08_Global_003_similarity_matrix,rotation,Main,0.8738737989507952
p08,Global,uppercut_right_p08_Global_002_similarity_matrix,rotation,Main,0.8671576811596708
p08,Global,hook_left_p08_Global_002_similarity_matrix,rotation,Post,0.8278655015042728
p08,Global,hook_right_p08_Global_001_similarity_matrix,rotation,Post,0.5822286107981581
p08,Global,jap_p08_Global_similarity_matrix,rotation,Post,0.8189541513647157
p08,Global,straight_p08_Global_003_similarity_matrix,rotation,Post,0.81799194507772
p08,Global,uppercut_left_p08_Global_003_similarity_matrix,rotation,Post,0.8764288338349289
p08,Global,uppercut_right_p08_Global_002_similarity_matrix,rotation,Post,0.8748328451639882
p08,Global,hook_left_p08_Global_002_similarity_matrix,Velocity,Pre,0.06752858345252157
p08,Global,hook_right_p08_Global_001_similarity_matrix,Velocity,Pre,0.048894295051009215
p08,Global,jap_p08_Global_similarity_matrix,Velocity,Pre,0.04813862212477747
p08,Global,straight_p08_Global_003_similarity_matrix,Velocity,Pre,0.05359550758898561
p08,Global,uppercut_left_p08_Global_003_similarity_matrix,Velocity,Pre,0.047826259183401235
p08,Global,uppercut_right_p08_Global_002_similarity_matrix,Velocity,Pre,0.04975731870488724
p08,Global,hook_left_p08_Global_002_similarity_matrix,Velocity,Main,0.06854419735816468
p08,Global,hook_right_p08_Global_001_similarity_matrix,Velocity,Main,0.049133029134864635
p08,Global,jap_p08_Global_similarity_matrix,Velocity,Main,0.05008991613822133
p08,Global,straight_p08_Global_003_similarity_matrix,Velocity,Main,0.05370471735060979
p08,Global,uppercut_left_p08_Global_003_similarity_matrix,Velocity,Main,0.048038399285886116
p08,Global,uppercut_right_p08_Global_002_similarity_matrix,Velocity,Main,0.0489627455975618
p08,Global,hook_left_p08_Global_002_similarity_matrix,Velocity,Post,0.06866600503524455
p08,Global,hook_right_p08_Global_001_similarity_matrix,Velocity,Post,0.049502989774784144
p08,Global,jap_p08_Global_similarity_matrix,Velocity,Post,0.04953204294803018
p08,Global,straight_p08_Global_003_similarity_matrix,Velocity,Post,0.05602436237140098
p08,Global,uppercut_left_p08_Global_003_similarity_matrix,Velocity,Post,0.04805528045805724
p08,Global,uppercut_right_p08_Global_002_similarity_matrix,Velocity,Post,0.0493184510268216
p09,Global,hook_left_p09_Global_002_similarity_matrix,Acceleration,Pre,0.06800917039934398
p09,Global,hook_right_p09_Global_001_similarity_matrix,Acceleration,Pre,0.060766639519920285
p09,Global,jap_p09_Global_similarity_matrix,Acceleration,Pre,0.04892469908374038
p09,Global,straight_p09_Global_003_similarity_matrix,Acceleration,Pre,0.04842542077343961
p09,Global,uppercut_left_p09_Global_003_similarity_matrix,Acceleration,Pre,0.049874181015278005
p09,Global,uppercut_right_p09_Global_002_similarity_matrix,Acceleration,Pre,0.05761832199898378
p09,Global,hook_left_p09_Global_002_similarity_matrix,Acceleration,Main,0.07004913866797288
p09,Global,hook_right_p09_Global_001_similarity_matrix,Acceleration,Main,0.06084924413896323
p09,Global,jap_p09_Global_similarity_matrix,Acceleration,Main,0.04834907061095273
p09,Global,straight_p09_Global_003_similarity_matrix,Acceleration,Main,0.04855725034382595
p09,Global,uppercut_left_p09_Global_003_similarity_matrix,Acceleration,Main,0.04977194186387144
p09,Global,uppercut_right_p09_Global_002_similarity_matrix,Acceleration,Main,0.05685995270068723
p09,Global,hook_left_p09_Global_002_similarity_matrix,Acceleration,Post,0.06918748147923141
p09,Global,hook_right_p09_Global_001_similarity_matrix,Acceleration,Post,0.06124156655617961
p09,Global,jap_p09_Global_similarity_matrix,Acceleration,Post,0.048431188545288044
p09,Global,straight_p09_Global_003_similarity_matrix,Acceleration,Post,0.04931801351562875
p09,Global,uppercut_left_p09_Global_003_similarity_matrix,Acceleration,Post,0.04956768602043039
p09,Global,uppercut_right_p09_Global_002_similarity_matrix,Acceleration,Post,0.056492181259452864
p09,Global,hook_left_p09_Global_002_similarity_matrix,Core,Pre,0.4498348272149064
p09,Global,hook_right_p09_Global_001_similarity_matrix,Core,Pre,0.45514380014820477
p09,Global,jap_p09_Global_similarity_matrix,Core,Pre,0.4276672074549544
p09,Global,straight_p09_Global_003_similarity_matrix,Core,Pre,0.46048929568578156
p09,Global,uppercut_left_p09_Global_003_similarity_matrix,Core,Pre,0.46828756929975757
p09,Global,uppercut_right_p09_Global_002_similarity_matrix,Core,Pre,0.4306654059972339
p09,Global,hook_left_p09_Global_002_similarity_matrix,Core,Main,0.4511567364021287
p09,Global,hook_right_p09_Global_001_similarity_matrix,Core,Main,0.4319201137096817
p09,Global,jap_p09_Global_similarity_matrix,Core,Main,0.4949188734235296
p09,Global,straight_p09_Global_003_similarity_matrix,Core,Main,0.47261506602795883
p09,Global,uppercut_left_p09_Global_003_similarity_matrix,Core,Main,0.4620291818352059
p09,Global,uppercut_right_p09_Global_002_similarity_matrix,Core,Main,0.43522807308671596
p09,Global,hook_left_p09_Global_002_similarity_matrix,Core,Post,0.4371277968298564
p09,Global,hook_right_p09_Global_001_similarity_matrix,Core,Post,0.41125170257368787
p09,Global,jap_p09_Global_similarity_matrix,Core,Post,0.48743957285748934
p09,Global,straight_p09_Global_003_similarity_matrix,Core,Post,0.4624675703343376
p09,Global,uppercut_left_p09_Global_003_similarity_matrix,Core,Post,0.44148157925286713
p09,Global,uppercut_right_p09_Global_002_similarity_matrix,Core,Post,0.4257198691866934
p09,Global,hook_left_p09_Global_002_similarity_matrix,Head,Pre,0.29357782541912536
p09,Global,hook_right_p09_Global_001_similarity_matrix,Head,Pre,0.3353843314281063
p09,Global,jap_p09_Global_similarity_matrix,Head,Pre,0.2438241840871076
p09,Global,straight_p09_Global_003_similarity_matrix,Head,Pre,0.35374699369437773
p09,Global,uppercut_left_p09_Global_003_similarity_matrix,Head,Pre,0.3265326214215687
p09,Global,uppercut_right_p09_Global_002_similarity_matrix,Head,Pre,0.33855335119716823
p09,Global,hook_left_p09_Global_002_similarity_matrix,Head,Main,0.34272334564199325
p09,Global,hook_right_p09_Global_001_similarity_matrix,Head,Main,0.3022897748065939
p09,Global,jap_p09_Global_similarity_matrix,Head,Main,0.29941635244939985
p09,Global,straight_p09_Global_003_similarity_matrix,Head,Main,0.33630868851197004
p09,Global,uppercut_left_p09_Global_003_similarity_matrix,Head,Main,0.33950793530818385
p09,Global,uppercut_right_p09_Global_002_similarity_matrix,Head,Main,0.2848244331821657
p09,Global,hook_left_p09_Global_002_similarity_matrix,Head,Post,0.3545117718395335
p09,Global,hook_right_p09_Global_001_similarity_matrix,Head,Post,0.28577940325666684
p09,Global,jap_p09_Global_similarity_matrix,Head,Post,0.3031534061552623
p09,Global,straight_p09_Global_003_similarity_matrix,Head,Post,0.3403276325390939
p09,Global,uppercut_left_p09_Global_003_similarity_matrix,Head,Post,0.3259786734989705
p09,Global,uppercut_right_p09_Global_002_similarity_matrix,Head,Post,0.2767173030950384
p09,Global,hook_left_p09_Global_002_similarity_matrix,Joint Angle,Pre,0.42171179722242336
p09,Global,hook_right_p09_Global_001_similarity_matrix,Joint Angle,Pre,0.6415939536914601
p09,Global,jap_p09_Global_similarity_matrix,Joint Angle,Pre,0.4295300804540633
p09,Global,straight_p09_Global_003_similarity_matrix,Joint Angle,Pre,0.6545353484710029
p09,Global,uppercut_left_p09_Global_003_similarity_matrix,Joint Angle,Pre,0.6194141214761307
p09,Global,uppercut_right_p09_Global_002_similarity_matrix,Joint Angle,Pre,0.5930511613485472
p09,Global,hook_left_p09_Global_002_similarity_matrix,Joint Angle,Main,0.504406060997336
p09,Global,hook_right_p09_Global_001_similarity_matrix,Joint Angle,Main,0.6357727684403962
p09,Global,jap_p09_Global_similarity_matrix,Joint Angle,Main,0.5757284519701235
p09,Global,straight_p09_Global_003_similarity_matrix,Joint Angle,Main,0.7023129341906603
p09,Global,uppercut_left_p09_Global_003_similarity_matrix,Joint Angle,Main,0.6092196686388716
p09,Global,uppercut_right_p09_Global_002_similarity_matrix,Joint Angle,Main,0.5457573918940885
p09,Global,hook_left_p09_Global_002_similarity_matrix,Joint Angle,Post,0.5133914104746375
p09,Global,hook_right_p09_Global_001_similarity_matrix,Joint Angle,Post,0.5760286263490317
p09,Global,jap_p09_Global_similarity_matrix,Joint Angle,Post,0.5749984407750023
p09,Global,straight_p09_Global_003_similarity_matrix,Joint Angle,Post,0.6690651619558581
p09,Global,uppercut_left_p09_Global_003_similarity_matrix,Joint Angle,Post,0.5785804722825352
p09,Global,uppercut_right_p09_Global_002_similarity_matrix,Joint Angle,Post,0.5313919474561762
p09,Global,hook_left_p09_Global_002_similarity_matrix,Left_Arm,Pre,0.19688397521976095
p09,Global,hook_right_p09_Global_001_similarity_matrix,Left_Arm,Pre,0.22343013433342898
p09,Global,jap_p09_Global_similarity_matrix,Left_Arm,Pre,0.2109532673550735
p09,Global,straight_p09_Global_003_similarity_matrix,Left_Arm,Pre,0.2846572552822083
p09,Global,uppercut_left_p09_Global_003_similarity_matrix,Left_Arm,Pre,0.2634917456049478
p09,Global,uppercut_right_p09_Global_002_similarity_matrix,Left_Arm,Pre,0.25863545400652155
p09,Global,hook_left_p09_Global_002_similarity_matrix,Left_Arm,Main,0.20896642551742045
p09,Global,hook_right_p09_Global_001_similarity_matrix,Left_Arm,Main,0.23321558257242436
p09,Global,jap_p09_Global_similarity_matrix,Left_Arm,Main,0.2411702801643106
p09,Global,straight_p09_Global_003_similarity_matrix,Left_Arm,Main,0.2865073571229999
p09,Global,uppercut_left_p09_Global_003_similarity_matrix,Left_Arm,Main,0.2612892341920329
p09,Global,uppercut_right_p09_Global_002_similarity_matrix,Left_Arm,Main,0.2622201614807652
p09,Global,hook_left_p09_Global_002_similarity_matrix,Left_Arm,Post,0.2052028358000942
p09,Global,hook_right_p09_Global_001_similarity_matrix,Left_Arm,Post,0.21650296181568404
p09,Global,jap_p09_Global_similarity_matrix,Left_Arm,Post,0.23941377418571735
p09,Global,straight_p09_Global_003_similarity_matrix,Left_Arm,Post,0.28738565749734357
p09,Global,uppercut_left_p09_Global_003_similarity_matrix,Left_Arm,Post,0.24569634327220097
p09,Global,uppercut_right_p09_Global_002_similarity_matrix,Left_Arm,Post,0.25975553873576296
p09,Global,hook_left_p09_Global_002_similarity_matrix,Left_Leg,Pre,0.21108408516772298
p09,Global,hook_right_p09_Global_001_similarity_matrix,Left_Leg,Pre,0.31933757830288034
p09,Global,jap_p09_Global_similarity_matrix,Left_Leg,Pre,0.21771513453899347
p09,Global,straight_p09_Global_003_similarity_matrix,Left_Leg,Pre,0.2852711496738586
p09,Global,uppercut_left_p09_Global_003_similarity_matrix,Left_Leg,Pre,0.3069150938282632
p09,Global,uppercut_right_p09_Global_002_similarity_matrix,Left_Leg,Pre,0.3058149314535437
p09,Global,hook_left_p09_Global_002_similarity_matrix,Left_Leg,Main,0.29178738475930827
p09,Global,hook_right_p09_Global_001_similarity_matrix,Left_Leg,Main,0.2941276393769414
p09,Global,jap_p09_Global_similarity_matrix,Left_Leg,Main,0.2773047136732612
p09,Global,straight_p09_Global_003_similarity_matrix,Left_Leg,Main,0.3278571172956289
p09,Global,uppercut_left_p09_Global_003_similarity_matrix,Left_Leg,Main,0.30607176176552375
p09,Global,uppercut_right_p09_Global_002_similarity_matrix,Left_Leg,Main,0.3116335813826143
p09,Global,hook_left_p09_Global_002_similarity_matrix,Left_Leg,Post,0.2930083708849656
p09,Global,hook_right_p09_Global_001_similarity_matrix,Left_Leg,Post,0.2829046621293694
p09,Global,jap_p09_Global_similarity_matrix,Left_Leg,Post,0.2697888345855338
p09,Global,straight_p09_Global_003_similarity_matrix,Left_Leg,Post,0.308588289509837
p09,Global,uppercut_left_p09_Global_003_similarity_matrix,Left_Leg,Post,0.286816652352441
p09,Global,uppercut_right_p09_Global_002_similarity_matrix,Left_Leg,Post,0.3058771728448507
p09,Global,hook_left_p09_Global_002_similarity_matrix,Overall,Pre,0.18623286004621725
p09,Global,hook_right_p09_Global_001_similarity_matrix,Overall,Pre,0.2510588609806076
