subject_id,motion,record_id,feature,condition,value
p13,Global,hook_left_p13_Global_002_similarity_matrix,Joint Angle,Pre,0.4809155903883416
p13,Global,hook_right_p13_Global_001_similarity_matrix,Joint Angle,Pre,0.43275885803361025
p13,Global,jap_p13_Global_similarity_matrix,Joint Angle,Pre,0.5172241624744889
p13,Global,straight_p13_Global_003_similarity_matrix,Joint Angle,Pre,0.5693939578970005
p13,Global,uppercut_left_p13_Global_003_similarity_matrix,Joint Angle,Pre,0.5465824073088217
p13,Global,uppercut_right_p13_Global_002_similarity_matrix,Joint Angle,Pre,0.43932600384270415
p13,Global,hook_left_p13_Global_002_similarity_matrix,Joint Angle,Main,0.5015524728586629
p13,Global,hook_right_p13_Global_001_similarity_matrix,Joint Angle,Main,0.49080248479118116
p13,Global,jap_p13_Global_similarity_matrix,Joint Angle,Main,0.5955476603929665
p13,Global,straight_p13_Global_003_similarity_matrix,Joint Angle,Main,0.5263085357310004
p13,Global,uppercut_left_p13_Global_003_similarity_matrix,Joint Angle,Main,0.5291483822609818
p13,Global,uppercut_right_p13_Global_002_similarity_matrix,Joint Angle,Main,0.4490446132683555
p13,Global,hook_left_p13_Global_002_similarity_matrix,Joint Angle,Post,0.45288163511679985
p13,Global,hook_right_p13_Global_001_similarity_matrix,Joint Angle,Post,0.4393870559752858
p13,Global,jap_p13_Global_similarity_matrix,Joint Angle,Post,0.6050796607065927
p13,Global,straight_p13_Global_003_similarity_matrix,Joint Angle,Post,0.5001129098535154
p13,Global,uppercut_left_p13_Global_003_similarity_matrix,Joint Angle,Post,0.5034504215668234
p13,Global,uppercut_right_p13_Global_002_similarity_matrix,Joint Angle,Post,0.4366750528352041
p13,Global,hook_left_p13_Global_002_similarity_matrix,Left_Arm,Pre,0.22100897597709696
p13,Global,hook_right_p13_Global_001_similarity_matrix,Left_Arm,Pre,0.11802845966766462
p13,Global,jap_p13_Global_similarity_matrix,Left_Arm,Pre,0.18800087685778474
p13,Global,straight_p13_Global_003_similarity_matrix,Left_Arm,Pre,0.2554139207082188
p13,Global,uppercut_left_p13_Global_003_similarity_matrix,Left_Arm,Pre,0.21902245028154116
p13,Global,uppercut_right_p13_Global_002_similarity_matrix,Left_Arm,Pre,0.17721156398666527
p13,Global,hook_left_p13_Global_002_similarity_matrix,Left_Arm,Main,0.2188493310598301
p13,Global,hook_right_p13_Global_001_similarity_matrix,Left_Arm,Main,0.13575290938337686
p13,Global,jap_p13_Global_similarity_matrix,Left_Arm,Main,0.24188818775710402
p13,Global,straight_p13_Global_003_similarity_matrix,Left_Arm,Main,0.21645457958756487
p13,Global,uppercut_left_p13_Global_003_similarity_matrix,Left_Arm,Main,0.21408236754437301
p13,Global,uppercut_right_p13_Global_002_similarity_matrix,Left_Arm,Main,0.1927754708679009
p13,Global,hook_left_p13_Global_002_similarity_matrix,Left_Arm,Post,0.18454641714892495
p13,Global,hook_right_p13_Global_001_similarity_matrix,Left_Arm,Post,0.10512342843351688
p13,Global,jap_p13_Global_similarity_matrix,Left_Arm,Post,0.24929386965784342
p13,Global,straight_p13_Global_003_similarity_matrix,Left_Arm,Post,0.19709181744626617
p13,Global,uppercut_left_p13_Global_003_similarity_matrix,Left_Arm,Post,0.21312045248382322
p13,Global,uppercut_right_p13_Global_002_similarity_matrix,Left_Arm,Post,0.1765909997667025
p13,Global,hook_left_p13_Global_002_similarity_matrix,Left_Leg,Pre,0.2824184394686841
p13,Global,hook_right_p13_Global_001_similarity_matrix,Left_Leg,Pre,0.18623203401901908
p13,Global,jap_p13_Global_similarity_matrix,Left_Leg,Pre,0.26220311557445164
p13,Global,straight_p13_Global_003_similarity_matrix,Left_Leg,Pre,0.2803628783652949
p13,Global,uppercut_left_p13_Global_003_similarity_matrix,Left_Leg,Pre,0.2708607230562636
p13,Global,uppercut_right_p13_Global_002_similarity_matrix,Left_Leg,Pre,0.22250161143494288
p13,Global,hook_left_p13_Global_002_similarity_matrix,Left_Leg,Main,0.2963324029169621
p13,Global,hook_right_p13_Global_001_similarity_matrix,Left_Leg,Main,0.19389682092877542
p13,Global,jap_p13_Global_similarity_matrix,Left_Leg,Main,0.28734653675122834
p13,Global,straight_p13_Global_003_similarity_matrix,Left_Leg,Main,0.2874322448397846
p13,Global,uppercut_left_p13_Global_003_similarity_matrix,Left_Leg,Main,0.2861949913050716
p13,Global,uppercut_right_p13_Global_002_similarity_matrix,Left_Leg,Main,0.24005210026659551
p13,Global,hook_left_p13_Global_002_similarity_matrix,Left_Leg,Post,0.2531377715685443
p13,Global,hook_right_p13_Global_001_similarity_matrix,Left_Leg,Post,0.16248956629542474
p13,Global,jap_p13_Global_similarity_matrix,Left_Leg,Post,0.29500058833329873
p13,Global,straight_p13_Global_003_similarity_matrix,Left_Leg,Post,0.2825560335074354
p13,Global,uppercut_left_p13_Global_003_similarity_matrix,Left_Leg,Post,0.26058842174278074
p13,Global,uppercut_right_p13_Global_002_similarity_matrix,Left_Leg,Post,0.2104502072613757
p13,Global,hook_left_p13_Global_002_similarity_matrix,Overall,Pre,0.20546264838193395
p13,Global,hook_right_p13_Global_001_similarity_matrix,Overall,Pre,0.17819138640820426
p13,Global,jap_p13_Global_similarity_matrix,Overall,Pre,0.20449135403627902
p13,Global,straight_p13_Global_003_similarity_matrix,Overall,Pre,0.222915043450263
p13,Global,uppercut_left_p13_Global_003_similarity_matrix,Overall,Pre,0.21493775516244215
p13,Global,uppercut_right_p13_Global_002_similarity_matrix,Overall,Pre,0.179841890030895
p13,Global,hook_left_p13_Global_002_similarity_matrix,Overall,Main,0.21266301143493158
p13,Global,hook_right_p13_Global_001_similarity_matrix,Overall,Main,0.19811470801978728
p13,Global,jap_p13_Global_similarity_matrix,Overall,Main,0.23075045144291229
p13,Global,straight_p13_Global_003_similarity_matrix,Overall,Main,0.2082252631771014
