uppercut_left,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation
p06_uppercut_left_post_004,0.3368738739669733,0.4590451916243093,0.3310505020304088,0.29661595762867604,0.2721592029313716,0.14437103447843888,0.05089934772857808,0.049017839735733384,0.04762235177285644,0.5516373869331865,0.8292697338788939
p06_uppercut_left_post_005,0.3180548071543191,0.4622390558956203,0.3280761884208354,0.283295037118228,0.2716246792101066,0.1218973128781529,0.05035822216146206,0.04837224695013293,0.04762517828906815,0.5079087356059959,0.8284072225056021
p06_uppercut_left_post_006,0.33152661042662546,0.4633062225521781,0.3211021831849442,0.32532278771623224,0.27727740087855485,0.14503632735364938,0.05092013454701014,0.04794321684553985,0.04761955601662132,0.5901022447237697,0.818026336078015
p06_uppercut_left_post_007,0.3220693671578699,0.45855472523477464,0.2935188140760168,0.2818998259770236,0.2777494237276425,0.10994825763599067,0.05098936323582977,0.04844899209821644,0.04761931338972286,0.4775355290561058,0.8172627377786544
p06_uppercut_left_post_008,0.3391111488211012,0.4728281058188659,0.32439665386697525,0.32130541148746045,0.27904619882548815,0.14358393106010575,0.05118236353836727,0.04810113868299594,0.04762457257968275,0.5781044269129352,0.8374604254424105
p06_uppercut_left_post_009,0.3328901333939095,0.4674498405053608,0.2917030857908582,0.2905635748257972,0.2788145860576821,0.1320933591554358,0.051226942573201005,0.04868296099895293,0.047621581513243715,0.5018715091872634,0.8326989486467815
p06_uppercut_left_post_010,0.3102821336745677,0.45842262774606546,0.3121359456205612,0.2826289376881233,0.20827192842970352,0.07832727320959318,0.049936654042464994,0.048000364104485556,0.04762583695955919,0.5241407184376543,0.6946705871968443
p06_uppercut_left_pre_001,0.33222614960619923,0.4799226044469366,0.29273961269551074,0.290343116727512,0.2327603776608597,0.1941325793707891,0.04966579580286057,0.04868676578533081,0.04768343581188046,0.5334049961882288,0.8284400821236113
p06_uppercut_left_pre_002,0.32191870567470543,0.4822686950854709,0.2947164363858605,0.2802735542012787,0.24032063248007246,0.21117591581181133,0.04810679959673449,0.048798554595341506,0.04777040791505906,0.5154480437282534,0.8600978387842763
p06_uppercut_left_pre_003,0.3091581522866108,0.41907842476042034,0.21662438186913327,0.1910367626964595,0.20524659419758146,0.21787394113464167,0.050813408503189196,0.048415074267587004,0.04761974036136438,0.47696346254092425,0.6593091913540485
p06_uppercut_left_pre_004,0.3423372273694515,0.4972965873665194,0.2903985019856319,0.30989097279297395,0.2588296291757568,0.20580545784058604,0.04995747855969013,0.04983126762895839,0.047981795792188336,0.538926363312674,0.8881630910623779
p06_uppercut_left_pre_005,0.2832510996523881,0.48779761828234713,0.28821429759966266,0.2854130153260213,0.2533071901329752,0.19739566370182574,0.05077485921052095,0.04896714081797856,0.04764746762242464,0.5012308764663651,0.8511433712430796
p06_uppercut_left_pre_006,0.2716460091700088,0.3667692441519187,0.2000931469851046,0.16425676579000476,0.19897057465276038,0.18005407714770616,0.05004458911687121,0.04801239381276753,0.04762494021164262,0.4324254390266861,0.5717494371590643
p06_uppercut_left_pre_007,0.3295674316977212,0.47653014573784347,0.2786041101834634,0.294802955252079,0.25919163473011964,0.20543237627938246,0.05044959544768447,0.04975370452561738,0.04777522629532052,0.5232785912341009,0.8589943507855399
p06_uppercut_left_pre_008,0.3316452668291599,0.46975963255667785,0.29507444722191,0.2926752701998053,0.25724107085293924,0.19175957799437512,0.04825258254966857,0.04892231557149489,0.04775362380722857,0.540793483782638,0.8440184030194774
p06_uppercut_left_pre_009,0.21638255534120526,0.3230897997855434,0.13366092981417155,0.12216021564600432,0.13366593214073713,0.1741035528005319,0.05079869644102959,0.04799785105495943,0.047619134333099326,0.4990848879913049,0.2740447848825075
p06_uppercut_left_pre_010,0.2745348118430227,0.4672709897318266,0.28125712085181426,0.3062008777279833,0.22022747547230695,0.16505984812467162,0.05065136835150817,0.04863974702626854,0.04768607697288812,0.5240424430109476,0.7656598991587377
AVG,0.33568178606216503,0.45168784164594883,0.30074637938979293,0.28928535718708986,0.24546101352878857,0.17345207752637296,0.05090504922432037,0.048563492893287076,0.0476500331953642,0.5397292625119499,0.804812690332755
