hook_right,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation
p06_hook_right_main_001,0.3460916627961579,0.45133985207571303,0.12653018699421623,0.238956276945078,0.20730683780720865,0.15370695831668288,0.06832587465929729,0.0529189101509409,0.04762614539014349,0.41438971407583247,0.6362861120474503
p06_hook_right_main_002,0.31205675226783297,0.4438868428450416,0.11620485133436662,0.26232361321023034,0.16275064854052118,0.20427928678996138,0.05600563388538233,0.048616773493706106,0.04762368078697145,0.48453936755313604,0.577430729150876
p06_hook_right_main_003,0.2790574359723599,0.34684557009507655,0.11346080956691658,0.2176770403270572,0.11193976232314887,0.12496353417924677,0.05927563389844842,0.048200182582091654,0.04761909450437339,0.4008035730328869,0.4163862375253543
p06_hook_right_main_004,0.3309745034165422,0.3876937886614433,0.11295427903348818,0.2524952724874563,0.12938331087137753,0.1432675945376724,0.06070394784938156,0.048437057965413664,0.04761936785986291,0.37737872591607546,0.5574603666439663
p06_hook_right_main_005,0.3422806253173327,0.46029996478505575,0.11689072761604413,0.2877896793936134,0.1734523470345374,0.22483661100357857,0.056313190389787736,0.04885496695154701,0.04764877085210254,0.4814973982363915,0.6642646908952932
p06_hook_right_main_006,0.30742479909070364,0.4420492231021271,0.10767689200969266,0.2582649153146258,0.14083588869042754,0.19832557743227708,0.05501424642064055,0.04840043151082335,0.047624927639562026,0.47193613390967776,0.5472719626626885
p06_hook_right_main_007,0.2501384177550222,0.3514264371481853,0.1146926747389326,0.20637474511396253,0.09726229093272462,0.10340831563679842,0.0568976371722038,0.04799543229715406,0.047619092619221565,0.36633922580065587,0.39215206910971917
p06_hook_right_main_008,0.2989407293334729,0.3568736199937531,0.11920295136414964,0.2283311346208797,0.12931420560575752,0.1552366889298586,0.05937878458837305,0.04799857842059835,0.04761923910453831,0.4011000523163279,0.49761388773215115
p06_hook_right_main_009,0.3146439963098511,0.4705405987446751,0.11645394397037043,0.29743174780331766,0.19681319747477083,0.25474366472335913,0.056360876812541226,0.04884852011796853,0.04764173506409538,0.5184343092199377,0.6802724084972757
p06_hook_right_main_010,0.3096785632796979,0.47271639243414326,0.1280870198653145,0.3033285017130038,0.1945634574817264,0.2499337068799244,0.05657887541435181,0.04931022286823276,0.04763322168477819,0.5138529746375885,0.6928112655975417
p06_hook_right_main_011,0.2630199672578753,0.42900111011376685,0.11099231120714277,0.26097940626116917,0.16767730947016318,0.1963578375512154,0.056090840948612414,0.048275554874844424,0.047619845469789535,0.5005092551738162,0.5209817074340153
p06_hook_right_main_012,0.26923236068336837,0.34153359124536803,0.11017115020542811,0.21827426481821818,0.09143427704449662,0.1163338166171004,0.059952736607358066,0.048074951409764116,0.047619191361186634,0.3345390151350612,0.44007077210475415
p06_hook_right_main_013,0.3029131629462988,0.4577946756904973,0.11920231755584598,0.2774674868913207,0.17606272627207437,0.2337089919104757,0.05629339748823535,0.04854669423464664,0.04762783996923532,0.5029479192440516,0.6250850470125424
p06_hook_right_main_014,0.19144065020223594,0.28513713421644765,0.09222604577937502,0.13976946469080792,0.06919731645633166,0.10071236087390534,0.05814713555025753,0.04826448121233084,0.047619089253669145,0.38676605495012994,0.18183763617380802
p06_hook_right_main_015,0.2942271081805828,0.3812772259219242,0.11345752169757106,0.2325262733058179,0.17141014990486925,0.17930118030212827,0.06404903785834784,0.049395117019502104,0.047619063134154226,0.43355582089915323,0.5299866278359954
p06_hook_right_main_016,0.3421635345186457,0.4579371213664304,0.10702051143294633,0.28938997073525224,0.19057207003017723,0.26228400906000027,0.05725884258976173,0.04926192058771797,0.04769406676985874,0.4922025922215843,0.6971074658670813
p06_hook_right_main_017,0.2227969358168563,0.327834813823597,0.1097852818969713,0.18305259323667405,0.08298077996773263,0.12785327158170573,0.058637840321251,0.04838500256556696,0.04761912417787422,0.36382939820143634,0.3466908242097423
p06_hook_right_main_018,0.3254713850246395,0.44904734827798853,0.11160423142705918,0.2764997365034624,0.1845780742291615,0.24132667459494864,0.05677461705824543,0.048600916283720916,0.04763977246662151,0.5206337402248887,0.6207498026451967
p06_hook_right_main_019,0.1992865177701155,0.22420158569401988,0.038354085235575486,0.1278741172597331,0.0387967403384919,0.09891484984131478,0.05483921696103889,0.047920839650155325,0.04761905317834498,0.347554803749594,0.10064443405200282
p06_hook_right_main_020,0.2789790629027884,0.3674903013870658,0.10987511277769191,0.1849103022945739,0.1283995910650492,0.1080764803590547,0.06762537571768912,0.052121383639379015,0.04761905038671431,0.348366090005324,0.4281165635407942
p06_hook_right_main_021,0.3184759483922505,0.4508057703731484,0.12290046990821676,0.26470187079152163,0.1943591214143908,0.2346788359576421,0.05702899283409215,0.048635161427724324,0.04762335105372208,0.5311503927816003,0.6070521810939294
p06_hook_right_main_022,0.26464933098573784,0.3431270274174478,0.11480282865235689,0.24421970793477982,0.10066137698960669,0.14786069281235897,0.05846721592371823,0.048354341737714614,0.0476194234603764,0.38051651898520866,0.46407707472384485
p06_hook_right_main_023,0.3127999179230214,0.4108784655381902,0.11526910325854353,0.25468446588725435,0.1885203455678826,0.21812921169862792,0.0636135844614347,0.05188903335094628,0.047624510164350375,0.48936472643914114,0.5782364256185188
p06_hook_right_main_024,0.29759398248498253,0.3366264589804658,0.1095746858228965,0.23118981563040908,0.11236193819889657,0.18014264132032998,0.05881614242826155,0.04812725733322718,0.047619360526746146,0.3841629049854717,0.5001481217979039
p06_hook_right_main_025,0.32570345572745873,0.4577800619883665,0.11192462405794472,0.28737476399930034,0.1827397960571981,0.2666031538298034,0.05683012461397645,0.048564259084826374,0.04763137969216696,0.5197497814220381,0.6602077456559199
p06_hook_right_main_026,0.27537579121394523,0.35367663480405354,0.11275970208210906,0.22798372265088798,0.13060715306981718,0.150964743416481,0.06359592713091525,0.04889217389548724,0.04761937487342333,0.3849026776737543,0.48000507333281756
p06_hook_right_main_027,0.3461218289379752,0.46314011504799907,0.13516586713172768,0.29101499588003266,0.18763412160902876,0.2976833564250956,0.05569854557386343,0.04887769863734989,0.04767041027783383,0.5502667654880252,0.7072264264343507
p06_hook_right_main_028,0.2635365086189988,0.3669030757117796,0.11691378198226096,0.21338279881043004,0.14572241170370753,0.1472428694629157,0.05927065187214656,0.04871765751367964,0.0476191796823754,0.397466478174625,0.4753512155905173
p06_hook_right_main_029,0.3050212740136313,0.46435903137514367,0.127823541331307,0.2631563092242769,0.21454357856041426,0.12184999400248424,0.07573437149661623,0.05709347036438851,0.04763252519048231,0.4076621912589801,0.6254803002178609
p06_hook_right_main_030,0.2636034166434845,0.3929526380786261,0.1240842383618435,0.23055013961225312,0.07905967667371883,0.12123433896426686,0.057407232599127646,0.0481810203433349,0.04761999120719268,0.3080270070875334,0.5206029374805572
p06_hook_right_post_001,0.3106211402707669,0.4559346687284046,0.10883728494698479,0.27401507738983233,0.19014286637888042,0.25599158102492237,0.057839847189663306,0.0490271711149606,0.047712374335403374,0.46204275830383146,0.6890756492703652
p06_hook_right_post_002,0.2720382685518861,0.4160257068617521,0.10766590792707513,0.2204475238787002,0.17494843781766145,0.23289458801866014,0.0562081121899198,0.04819602872560445,0.04762262832793249,0.5286734177845818,0.48997212385231714
p06_hook_right_post_003,0.2881418717859098,0.4120258634342672,0.12037154934196181,0.2830264735050291,0.13564506867251205,0.23082234807647506,0.05780676953480769,0.048325737299308544,0.0476216426790658,0.3606193231781585,0.6947382111339206
p06_hook_right_post_004,0.29943182647963057,0.410010911000869,0.12109235154195859,0.2516958988471747,0.1606544980006969,0.1412789688369332,0.060049093720085066,0.04819731782146166,0.04762285319990401,0.3651155748081697,0.6024749560165125
p06_hook_right_post_005,0.28000724433617763,0.4495580858905486,0.13114861635725666,0.26606932552564616,0.20082351566672957,0.2170268259625257,0.0693968447919571,0.059190905707769956,0.047638588860487184,0.44585229504589974,0.6502241341305022
p06_hook_right_post_006,0.2575999906978331,0.34371187742165105,0.11566384780026998,0.1927262677229285,0.084950582559691,0.12398598757854189,0.06391259657787414,0.048729155087311446,0.04761923419268584,0.308884037172901,0.43873963207406
p06_hook_right_post_007,0.162796488463459,0.2637729395048537,0.0879414029119548,0.07186857345232857,0.06016662817281891,0.058852714871317734,0.06440906595547721,0.04934863638100338,0.04761905002194503,0.2975646704131185,0.11335261934680259
p06_hook_right_post_008,0.19283479725976507,0.3733251927909117,0.10680314037814617,0.17119592864340466,0.09990753823967861,0.05543878969518303,0.058442825077810165,0.04881821134854017,0.04761908878113878,0.27368368996333503,0.37699677992798764
p06_hook_right_post_009,0.2810637510172679,0.42994327795645254,0.12939003715079425,0.23361573549816753,0.1997592837786662,0.18997788497577314,0.06095070012088894,0.04872683355019887,0.04762129644154258,0.4438552743955616,0.6007523202608791
p06_hook_right_post_010,0.21543817389887626,0.3764121705383424,0.1144090316673128,0.21024276911836254,0.07634164679504653,0.061996820095817515,0.058620548134165285,0.04889809389369519,0.04761946659011734,0.2592722723215751,0.4505101789954341
p06_hook_right_pre_001,0.2650803586823097,0.35482845717672856,0.2166055127626453,0.15501889693865367,0.14873058562599265,0.09147191750410931,0.0595981576969515,0.048248808426062405,0.0476190517360123,0.4293543406410283,0.43082076526383145
p06_hook_right_pre_002,0.28108720647917645,0.3400841846008967,0.2018091676266885,0.19619997488173824,0.10612080549445217,0.09490792737592077,0.06089173375378235,0.048064412487153485,0.04761922091553544,0.39141493585138426,0.45119638551788477
p06_hook_right_pre_003,0.2790228612938896,0.3577005612185482,0.1936145368105317,0.2372587634584984,0.144010314730805,0.10756280246013068,0.0606011167425224,0.04812392222041637,0.04761924235374067,0.4505414357216922,0.48590716592278876
p06_hook_right_pre_004,0.27419858716072076,0.33963377449494014,0.11560291577593347,0.2102170796853325,0.10790601031376894,0.09878870072920143,0.0620524349287257,0.04828880033384129,0.04761908217316324,0.36863928204986934,0.4040623495942525
p06_hook_right_pre_005,0.32089434784928367,0.43478431415328045,0.10996726827028158,0.26581116280891154,0.16107520587754384,0.1525555904879048,0.05835818946147252,0.048937248593413404,0.04762393377801652,0.4377940409884718,0.5690216267738479
p06_hook_right_pre_006,0.28572259278737044,0.3318446519534455,0.10998828319440576,0.23152713671997388,0.11410666084924415,0.10342251772349328,0.06275941251604296,0.04849262653397955,0.047619071933301595,0.375853683644229,0.4253130085438077
p06_hook_right_pre_007,0.32941880400573986,0.41229650889688463,0.1087216161335582,0.2613010828077039,0.16913023267865263,0.15895404758864876,0.058522881340150525,0.04893021339276838,0.047622916192805335,0.43227818715009014,0.575318855666124
p06_hook_right_pre_008,0.31229934387888575,0.3680328933189355,0.1187433728168121,0.25327440979047855,0.13085171761198522,0.11559715427397743,0.06320503049841755,0.048649278953545316,0.04761919349394529,0.37050201680707673,0.5224059057087176
p06_hook_right_pre_009,0.2111879169366299,0.2740456877806102,0.09003896727410102,0.10159030595505454,0.0795713318173464,0.06119376098913233,0.059432458180772176,0.048532936354684676,0.047619048786174206,0.3377304272453527,0.16495435244413384
p06_hook_right_pre_010,0.23704495062581135,0.326490695379964,0.10807119573003773,0.1467841670260771,0.07932560068992653,0.08878424331418237,0.05842190869114596,0.04831533295939047,0.0476190735712241,0.318725989496969,0.3225970142495836
AVG,0.2821926029649051,0.38831277800079644,0.11805095509434028,0.22971723374002792,0.14010218066315017,0.1601093284118813,0.05984932516455979,0.04915603365419787,0.047627338723318174,0.4134568652356645,0.5046008429475645
