jap,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation
p06_jap_main_001,0.2783093070834706,0.5057444733982278,0.2401819165009793,0.26390059015698586,0.24729619665911473,0.22343996280797107,0.04813236886140263,0.04948463527430983,0.04768189094696041,0.39406418311959224,0.9138110365762541
p06_jap_main_002,0.2599922085071925,0.4951366178535751,0.2705109278012947,0.25827824639402835,0.22731935837580522,0.24198237620124424,0.04805710522674305,0.04959593401763011,0.047669849156798824,0.43011994579165336,0.8817306468146613
p06_jap_main_003,0.2644451073239633,0.5010099050201349,0.328678003778143,0.3012637548139718,0.23973745354135384,0.24220384321339455,0.048133190989332254,0.05274364700741184,0.04887684284395325,0.5200298101202205,0.9079840073453243
p06_jap_main_004,0.26404297641959407,0.49524787427293776,0.2864178614474805,0.28850369774382145,0.24164196095801724,0.20801889052726047,0.04794363080315876,0.051234477245797445,0.04762950487350101,0.4896746534888557,0.8564174037757898
p06_jap_main_005,0.2674477639756454,0.4961137204386228,0.3076674448077198,0.29792537752644765,0.2521531255455228,0.19648219898897323,0.04797561188866456,0.04962077311002692,0.04763122968864493,0.5283615578476628,0.8509958118916374
p06_jap_main_006,0.2783218719305283,0.5040992740930363,0.2930813589050273,0.3060401272292887,0.24508432311509015,0.2241494489072211,0.04812300632611997,0.050996203143477206,0.047720234660411996,0.49984227398608827,0.8999093158503749
p06_jap_main_007,0.2890912873235932,0.5045462185575763,0.2889123920937843,0.31286048255946924,0.2484789275500907,0.21357655957204208,0.04807619850931485,0.05001886547531587,0.04765383818427099,0.5321406616677737,0.8714377627873098
p06_jap_main_008,0.2996907250577436,0.5019697864533315,0.28810197814347427,0.2753255262008808,0.24469050495047417,0.22770269460947565,0.04804325314866661,0.04886169637932601,0.047658119385198025,0.503419366929042,0.877347999749477
p06_jap_main_009,0.3072010660754406,0.47908069097829065,0.2444697148055114,0.26159261829701325,0.23265032636532487,0.18493894527207005,0.04782380553422562,0.04779269672137526,0.04761910241951563,0.4511931387443046,0.8154179071084662
p06_jap_main_010,0.3053680965750812,0.49114290230622315,0.2852113056201917,0.3056012387276178,0.24697536940619919,0.19395287252511864,0.04798137917170488,0.04869138465283815,0.04762502746405021,0.5542508995472212,0.8215623951333141
p06_jap_main_011,0.2764811660399983,0.46788083221466614,0.22554529394974265,0.2422557153304663,0.2339889425324845,0.15758104027551054,0.04777015364094977,0.04773851056430199,0.047619063873628055,0.44958903909667935,0.7327041033069038
p06_jap_main_012,0.3289836928984881,0.4818476856584528,0.2828856698767201,0.2986346945386379,0.2398791128670475,0.20020049269558243,0.047996074474677984,0.048513783547948816,0.04762392777066978,0.5808817478310592,0.792265342606043
p06_jap_main_013,0.3546982892656879,0.4939549605257004,0.291991208579792,0.3016785420152631,0.21439880853719448,0.2056763925153743,0.047890321217682476,0.048228693222041444,0.047623223833231906,0.5019860470474088,0.8806311259973929
p06_jap_main_014,0.3461104832949099,0.5035764723187739,0.2751892326582849,0.290913552314909,0.2196924709599528,0.19593646139408777,0.04784744642512375,0.0488077930943269,0.04762068909514371,0.4913596025101419,0.8601541418235822
p06_jap_main_015,0.325297685462318,0.4807464334533555,0.24267284240548434,0.25172575876244985,0.19565116579175187,0.15641962063005277,0.04776688700042537,0.04789259600083691,0.04761912458238073,0.4712133621723849,0.7306239574329633
p06_jap_main_016,0.3702220782953949,0.4997383774221724,0.28533463674725923,0.31116296873806315,0.21131741745178578,0.18843483524149554,0.04806602254060837,0.04939509022196398,0.04762240942678001,0.5053325234346052,0.8703822401552492
p06_jap_main_017,0.2883156729998408,0.4641968199312211,0.22309563353420625,0.23543784070121426,0.20246432572020928,0.12612385417696353,0.0478860572074722,0.04804363017801472,0.04761909381744916,0.48900203316518515,0.6260517547990377
p06_jap_main_018,0.3321731829245936,0.46778870686550383,0.2594768846012228,0.26102687872109237,0.20902713680064178,0.14719350284235655,0.0479320823954143,0.04811807997828781,0.04761948559966257,0.5371790564165635,0.6883428534849437
p06_jap_main_019,0.3031241415448215,0.47626461236199036,0.24566263698949725,0.24685770309580626,0.21035473598682883,0.12304076874168794,0.04786995318762862,0.04807210416794051,0.04761913925814657,0.5072057691077397,0.6589563269276729
p06_jap_main_020,0.30618518519657484,0.4451962871631567,0.20410526306183213,0.22991878380667746,0.20934137027982472,0.13070773254057708,0.04774925447227579,0.047966469145494045,0.04761906494323089,0.4930602979962275,0.6068149202969767
p06_jap_main_021,0.26874866475888215,0.4986406084064554,0.23485966872886413,0.26239558501741744,0.20356671872625567,0.14886692240929827,0.047848525737856897,0.04821913609319537,0.04762239593080001,0.4597753647747195,0.7258158811781807
p06_jap_main_022,0.2672719149607395,0.4888544543687619,0.23915120415805963,0.23827265267974154,0.18582920392107222,0.1443308922489152,0.049529074107661775,0.047779313059062974,0.04761927353642646,0.41977921636212756,0.7176884414663531
