uppercut_left,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall,,
p21_uppercut_left_main_001,0.34766109,0.462150768,0.323481257,0.295358953,0.32963598,0.288369652,0.05055366,0.048262123,0.047639735,0.6651928,0.914396672,0.83963551,0.785537042,-0.112854682
p21_uppercut_left_main_002,0.323146724,0.482024939,0.328763926,0.294969862,0.324009519,0.305990912,0.049921706,0.049917126,0.047813407,0.654650423,0.937850806,0.852890691,0.632797419,
p21_uppercut_left_main_003,0.309374957,0.487341272,0.312824609,0.307807556,0.349636433,0.314513729,0.05060466,0.048967461,0.047663211,0.683772502,0.935949629,0.860296491,0.745652101,
p21_uppercut_left_main_004,0.272619475,0.451978607,0.267673246,0.261397628,0.306888018,0.236374428,0.050350219,0.048531234,0.047625583,0.641049893,0.731845207,0.704606613,,
p21_uppercut_left_main_005,0.301611009,0.462954336,0.298132133,0.294791006,0.322972173,0.318231834,0.050680047,0.048816984,0.047624481,0.678071417,0.874940518,0.815879788,,
p21_uppercut_left_main_006,0.326146035,0.484212362,0.322210313,0.298687051,0.331225014,0.323037347,0.050707558,0.050366883,0.047676493,0.693432366,0.921290588,0.852933121,,
p21_uppercut_left_main_007,0.295844473,0.461258413,0.352659154,0.29762391,0.310584859,0.313176693,0.049189022,0.04907574,0.047793686,0.668116226,0.922487389,0.84617604,,
p21_uppercut_left_main_008,0.301261956,0.482522435,0.342372852,0.301414383,0.33469564,0.276505443,0.050317414,0.048076629,0.047636721,0.671725054,0.914356824,0.841567293,,
p21_uppercut_left_main_009,0.30100076,0.45567659,0.345945126,0.301558131,0.291412473,0.308618676,0.0492039,0.049011183,0.047702172,0.659160098,0.904177473,0.83067226,,
p21_uppercut_left_main_010,0.28421524,0.474424881,0.305389189,0.301559924,0.298478552,0.336486088,0.050554505,0.049723611,0.047660273,0.658606081,0.899862444,0.827485535,,
p21_uppercut_left_main_011,0.299309191,0.455179865,0.350051204,0.291207687,0.287578294,0.310679921,0.049257752,0.049099219,0.047772264,0.650348692,0.904818723,0.828477714,,
p21_uppercut_left_main_012,0.311846014,0.491453256,0.327060169,0.290679907,0.317315799,0.324146652,0.051107982,0.050631468,0.047751199,0.668414978,0.927456623,0.849744129,,
p21_uppercut_left_main_013,0.303021021,0.460787372,0.330660723,0.306575753,0.284234963,0.291724196,0.049033457,0.048592924,0.047816543,0.62618575,0.908893752,0.824081351,,
p21_uppercut_left_main_014,0.308448584,0.492623327,0.320666906,0.289369987,0.305679904,0.328933991,0.051001072,0.049679137,0.047637749,0.653694587,0.928754304,0.846236389,,
p21_uppercut_left_main_015,0.307189285,0.473076996,0.348592325,0.297370347,0.289160435,0.307287829,0.049223388,0.04936038,0.047909689,0.653510084,0.917425505,0.838250879,,
p21_uppercut_left_main_016,0.305718813,0.486973983,0.348978521,0.312553455,0.292777115,0.315627074,0.049647113,0.050050166,0.047905862,0.677602648,0.926083269,0.851539082,,
p21_uppercut_left_main_017,0.285316717,0.484681661,0.334900767,0.295582849,0.304776253,0.305242357,0.049640478,0.049343821,0.047899767,0.650237564,0.914271432,0.835061272,,
p21_uppercut_left_main_018,0.296869541,0.459417618,0.306838791,0.269580814,0.300061388,0.253394924,0.050274142,0.047754759,0.04762554,0.624488666,0.825991472,0.76554063,,
p21_uppercut_left_main_019,0.316621173,0.495267053,0.318295372,0.293934048,0.317179813,0.308925915,0.050813922,0.050789394,0.047784289,0.651075537,0.929341297,0.845861569,,
p21_uppercut_left_main_020,0.27557598,0.43899937,0.297311631,0.267367051,0.275280754,0.230556593,0.04890345,0.048142745,0.047794021,0.595755872,0.773258786,0.720007912,,
p21_uppercut_left_main_021,0.287631577,0.483937768,0.302026563,0.282031901,0.302811936,0.292074061,0.050871136,0.047796966,0.047630741,0.620707235,0.883658089,0.804772833,,
p21_uppercut_left_main_022,0.210093537,0.352252494,0.152233325,0.185856963,0.229069428,0.182689936,0.050486967,0.047766548,0.047631927,0.675848697,0.296520008,0.410318615,,
p21_uppercut_left_main_023,0.270894434,0.4760715,0.309789666,0.287204818,0.321698843,0.251964969,0.049179055,0.048882488,0.04777185,0.618520561,0.86678,0.792302168,,
p21_uppercut_left_main_024,0.327491275,0.494510669,0.315886778,0.293308126,0.321701449,0.277509105,0.053104266,0.049653364,0.048044259,0.663387981,0.892909216,0.824052845,,
p21_uppercut_left_main_025,0.282333147,0.459302841,0.313436175,0.259859123,0.299797244,0.269054033,0.050174968,0.049317085,0.047650859,0.632264322,0.818320551,0.762503682,,
p21_uppercut_left_main_026,0.278239563,0.450897051,0.320233804,0.262232761,0.305610594,0.213748652,0.049844442,0.048461099,0.047651246,0.591559416,0.821798961,0.752727097,,
p21_uppercut_left_main_027,0.32479139,0.490648691,0.313410602,0.291197932,0.348249766,0.297148332,0.05092407,0.048905741,0.047667506,0.687757926,0.908258317,0.8421082,,
p21_uppercut_left_main_028,0.191878195,0.327545917,0.132311354,0.12054177,0.168496842,0.153471674,0.051935453,0.047779661,0.047619849,0.633380931,0.139626541,0.287752858,,
p21_uppercut_left_main_029,0.329524825,0.481484029,0.333657517,0.291937514,0.310765531,0.297725858,0.049358485,0.049399964,0.047888372,0.664711904,0.913341863,0.838752875,,
p21_uppercut_left_main_030,0.320446511,0.456494859,0.308434098,0.260260098,0.314829154,0.232101075,0.050918511,0.047907908,0.047712198,0.595509941,0.850318332,0.773875815,,
p21_uppercut_left_post_001,0.297758892,0.488263708,0.291240433,0.287676106,0.244472122,0.170820823,0.050768205,0.047832193,0.047626902,0.603863353,0.731169354,0.692977554,,
p21_uppercut_left_post_002,0.344557993,0.488287074,0.303449227,0.291987919,0.301925262,0.24374248,0.050942353,0.047936019,0.047675601,0.665214437,0.833927894,0.783313857,,
p21_uppercut_left_post_003,0.345761576,0.483667428,0.283751107,0.287981592,0.249630701,0.174896771,0.050794951,0.048561567,0.04763282,0.642988736,0.715655943,0.693855781,,
p21_uppercut_left_post_004,0.325517276,0.464633489,0.29869019,0.295365546,0.260506977,0.185176658,0.050767811,0.048915606,0.047673433,0.619929423,0.759201358,0.717419777,,
p21_uppercut_left_post_005,0.338650598,0.484156626,0.288428779,0.291065928,0.247714921,0.188861271,0.049808201,0.048449193,0.047639281,0.623910989,0.752585751,0.713983323,,
p21_uppercut_left_post_006,0.33236447,0.465749207,0.278713086,0.291158065,0.249512265,0.196641345,0.050299815,0.047771459,0.047631232,0.637128897,0.725142786,0.698738619,,
p21_uppercut_left_post_007,0.19098827,0.297916187,0.117990306,0.097854029,0.158743054,0.101432864,0.050599693,0.047713374,0.047619426,0.614594024,0.043577196,0.214882244,,
p21_uppercut_left_post_008,0.329328781,0.485888779,0.299087909,0.290928451,0.261446891,0.181356496,0.050498908,0.048116463,0.047645243,0.627231186,0.75845476,0.719087688,,
p21_uppercut_left_post_009,0.184961911,0.352546484,0.136049623,0.159026225,0.179077101,0.101656868,0.050197357,0.047762638,0.047619718,0.618423917,0.170375172,0.304789795,,
p21_uppercut_left_post_010,0.358779292,0.438180355,0.279354661,0.283819231,0.322275206,0.253811028,0.050232285,0.047766471,0.04762161,0.615078608,0.86343139,0.788925556,,
p21_uppercut_left_pre_001,0.358018273,0.475649873,0.296404099,0.295019555,0.327708049,0.24682704,0.051162835,0.047923521,0.047624387,0.679613553,0.845335565,0.795618961,,
p21_uppercut_left_pre_002,0.368339751,0.480794077,0.296037687,0.303505125,0.323862208,0.250593554,0.050920005,0.048565991,0.047636413,0.682707984,0.856339378,0.80424996,,
p21_uppercut_left_pre_003,0.324842489,0.480550002,0.301089125,0.301000739,0.257893461,0.195662672,0.050701998,0.048188729,0.047628774,0.638844931,0.765480714,0.727489979,,
p21_uppercut_left_pre_004,0.351493609,0.47207655,0.298153317,0.301243487,0.277342737,0.211528923,0.05059291,0.048240941,0.047660397,0.657993778,0.786363023,0.74785225,,
p21_uppercut_left_pre_005,0.352238457,0.477304514,0.29410915,0.293411487,0.264532596,0.184011027,0.051117883,0.047936281,0.047625193,0.644234555,0.753570164,0.720769481,,
p21_uppercut_left_pre_006,0.363727929,0.476744507,0.303935943,0.303748936,0.256335601,0.185091151,0.050665303,0.04814588,0.047654467,0.642251525,0.772571812,0.733475726,,
p21_uppercut_left_pre_007,0.336908627,0.477898433,0.29468257,0.29689243,0.33107036,0.298253443,0.051309807,0.048416873,0.047625607,0.697954476,0.868320911,0.817210981,,
p21_uppercut_left_pre_008,0.336036339,0.477698401,0.29688223,0.297880313,0.237551554,0.182149263,0.050870768,0.048032512,0.047643862,0.637605852,0.731744154,0.703502663,,
p21_uppercut_left_pre_009,0.333654703,0.475726587,0.298310499,0.293263376,0.25071864,0.177444122,0.050662033,0.048029726,0.04762809,0.624942635,0.746030934,0.709704444,,
p21_uppercut_left_pre_010,0.332995058,0.475917001,0.289902742,0.292192385,0.248225601,0.183119405,0.050921955,0.048008935,0.047729277,0.648624296,0.71722754,0.696646567,,
AVG,0.308060936,0.462716004,0.296609816,0.279176845,0.286943189,0.247567783,0.050432357,0.048647564,0.047696865,0.646637546,0.790029808,0.747012129,,
