hook_left,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p21_hook_left_main_001,0.335503211,0.470820216,0.288202541,0.294977504,0.253891534,0.280889035,0.075221167,0.077621575,0.048304227,0.519992636,0.880508125,0.772353479
p21_hook_left_main_002,0.265024225,0.424468706,0.266133649,0.233426929,0.186541363,0.180935906,0.070926141,0.069446182,0.047624134,0.431099376,0.675066842,0.601876602
p21_hook_left_main_003,0.168789186,0.327092885,0.163498786,0.181773649,0.111068216,0.10388926,0.070679606,0.068637213,0.047621718,0.45000356,0.251034194,0.310725004
p21_hook_left_main_004,0.312012856,0.461639478,0.296499363,0.231500321,0.213832554,0.233155321,0.071702003,0.069699117,0.047632982,0.453086407,0.803655831,0.698485004
p21_hook_left_main_005,0.397979444,0.508268231,0.346550468,0.299555354,0.26212615,0.202189858,0.201793786,0.125205883,0.047706505,0.515239593,0.778215088,0.699322439
p21_hook_left_main_006,0.213043784,0.381567502,0.222560724,0.191522434,0.147301086,0.167187363,0.072531312,0.068894852,0.047620501,0.482598924,0.434780073,0.449125728
p21_hook_left_main_007,0.125247277,0.25078236,0.126166904,0.096466734,0.083729807,0.124723992,0.071968779,0.071505777,0.047619182,0.493702595,0.014383864,0.158179484
p21_hook_left_main_008,0.197288506,0.343167269,0.197124769,0.202044705,0.128857704,0.227247517,0.066469528,0.064927044,0.047619409,0.405629457,0.520573345,0.486090178
p21_hook_left_main_009,0.159019573,0.287903362,0.186337499,0.133975418,0.105756095,0.088966202,0.072086884,0.068645514,0.047620086,0.44498797,0.189180598,0.265922809
p21_hook_left_main_010,0.308200033,0.442336955,0.327968679,0.225100074,0.214087092,0.180988651,0.073380517,0.069617221,0.047629608,0.418626498,0.801606781,0.686712696
p21_hook_left_main_011,0.327043581,0.461213453,0.330928615,0.292324987,0.249165145,0.282292288,0.073700424,0.074815468,0.047631946,0.533221116,0.901315779,0.79088738
p21_hook_left_main_012,0.306346674,0.430119267,0.313284638,0.246784131,0.21119693,0.160898797,0.070386949,0.069312237,0.047630214,0.395207942,0.803450609,0.680977809
p21_hook_left_main_013,0.141721268,0.256574263,0.132831364,0.091952002,0.07758809,0.051489361,0.071301776,0.069598224,0.047619328,0.429451165,0.015448641,0.139649398
p21_hook_left_main_014,0.263145013,0.418459723,0.30204162,0.270351435,0.184809815,0.230915198,0.066553357,0.065079594,0.047620337,0.44132169,0.794511477,0.688554541
p21_hook_left_main_015,0.216434149,0.388656009,0.267130818,0.234483118,0.163605135,0.195233236,0.067507958,0.064700498,0.04761956,0.456525382,0.611660875,0.565120227
p21_hook_left_main_016,0.235444696,0.346442076,0.191827607,0.167815217,0.170450952,0.081545628,0.074829436,0.071361674,0.047623099,0.453741249,0.343347951,0.37646594
p21_hook_left_main_017,0.276365363,0.464912006,0.308837359,0.297464391,0.193084307,0.279436512,0.065416779,0.066188767,0.047642876,0.46252772,0.891538198,0.762835055
p21_hook_left_main_018,0.321175632,0.45444533,0.318618783,0.249153702,0.255430903,0.21048553,0.074163166,0.072414611,0.047675514,0.494080902,0.819400237,0.721804437
p21_hook_left_main_019,0.329909366,0.459379819,0.312610566,0.228077383,0.238108033,0.176905965,0.072333782,0.070220479,0.047643829,0.445369237,0.801945366,0.694972528
p21_hook_left_main_020,0.198919805,0.349264295,0.192126799,0.165118496,0.159818837,0.143925099,0.075751209,0.073401387,0.047619105,0.525697153,0.290386558,0.360979736
p21_hook_left_main_021,0.127691886,0.286053127,0.16003855,0.09268236,0.095920349,0.063686912,0.069309813,0.068312237,0.047620103,0.400335508,0.115564997,0.20099615
p21_hook_left_main_022,0.075431228,0.253188366,0.148889935,0.092981071,0.046810562,0.11096215,0.065419109,0.064380538,0.047619088,0.455438604,0.012529024,0.145401898
