jap,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p16_jap_main_001,0.3070269705423108,0.4958288925509108,0.3294131673381139,0.26835434854051526,0.20891049816317583,0.1674321563173889,0.04973255541182077,0.04859084980424583,0.04765596934986539,0.5544476667652325,0.7684404907732022,0.7042426435708112
p16_jap_main_002,0.3591969301811074,0.5031310315981207,0.3228597940427288,0.3093311669304478,0.2989600811242449,0.22820442010834122,0.04813686538188026,0.05150409942003479,0.04765814368878079,0.6100319631022773,0.9178112953885577,0.8254774957026735
p16_jap_main_003,0.3569429760278235,0.5087043363913302,0.2761091641785479,0.2720775022079378,0.2959926238686935,0.2275971983406643,0.04778510498467876,0.0478717034397803,0.04761942767126028,0.5673108174891915,0.8821399252935258,0.7876911929522256
p16_jap_main_004,0.31332046361483223,0.5080916248159726,0.3116276263775039,0.3118221786304739,0.30528174672442054,0.26078214514439896,0.048048381792447914,0.05318314537137753,0.04771160347160362,0.6046063913674756,0.9320279385244189,0.8338014743773359
p16_jap_main_005,0.37886694974796453,0.5083946525790822,0.3097344392462328,0.3176211630430369,0.30878363867373837,0.25560860244345307,0.05082793488073349,0.05029830492061366,0.047632939605969066,0.6428750791263315,0.9289244392968331,0.8431096312456826
p16_jap_main_006,0.33818329054658564,0.5081605454317597,0.31904401569733326,0.311493688755735,0.298731662489218,0.26330403812456665,0.04809574432123899,0.052407711362369935,0.04768861567407268,0.6152312394507582,0.9374591372279407,0.8407907678947859
p16_jap_main_007,0.33995355926586635,0.5001892742182253,0.32064964458144896,0.31232767228774555,0.2960901101299456,0.27433336637957606,0.04820905221504003,0.052656479304196625,0.047660879271047965,0.6371023536535951,0.9235271584198159,0.8375997169899496
p16_jap_main_008,0.3472930703151983,0.5062938562921817,0.3331844393284533,0.328009770031404,0.30632638317262284,0.2896808965171922,0.048069550052397166,0.05161763934791883,0.04771703773597288,0.6877690625355183,0.933936505025235,0.8600862722783199
p16_jap_main_009,0.32862700374994336,0.49966130037419765,0.3179972888906789,0.31053719105398814,0.2941605399918574,0.27665524001809,0.04797837847930111,0.05068673783323773,0.047655306693428975,0.6210215016536065,0.931379073032828,0.8382718016190615
p16_jap_main_010,0.37443961368536577,0.5065063665376769,0.3227910817487892,0.3128636753357666,0.30397115555593474,0.27474715629267454,0.04783778619409581,0.05158742889300712,0.0476566838968536,0.6527994830842964,0.9393682683388058,0.853397632762453
p16_jap_main_011,0.3451846748654569,0.5022500135062496,0.33584734841476094,0.308182710646132,0.29833994629577115,0.2743662334623232,0.04805004103425396,0.05416221387986592,0.047837223370500774,0.631935902942431,0.9421839349907173,0.8491095253762313
p16_jap_main_012,0.34079259692360464,0.48456607533106644,0.33232003037062074,0.30820964305931575,0.29974022585204113,0.25188769691963575,0.04796110887819767,0.05267849538417881,0.04772486927017075,0.6048318090010899,0.936735130092375,0.8371641337649894
p16_jap_main_013,0.35240599160622677,0.5079484988519263,0.31969336496663425,0.31604987400641227,0.29017960031367007,0.28516897183459144,0.049957963769583245,0.05159407400485709,0.048356069899671915,0.6422669692858878,0.93309176131363,0.8458443237053073
p16_jap_main_014,0.36455355187958405,0.5075666700147707,0.3088360563639025,0.28719983955048994,0.28465800560513355,0.26903054223485007,0.049585739624171954,0.04807688620108789,0.04763403601415335,0.6206842433398735,0.9052681196940819,0.8198929567878193
p16_jap_main_015,0.3169478706858314,0.4959216038347812,0.32850314301589467,0.31582821175935133,0.2960812761254206,0.2900053751570208,0.04797882773708172,0.053247366768012734,0.04788922050454243,0.6292516439168025,0.9428142961022232,0.8487455004465969
p16_jap_main_016,0.30513746213626025,0.5059493005470955,0.30639465330260773,0.2605009409166774,0.2541312304734432,0.16980506741267348,0.04997863728894262,0.047749265898244256,0.04761937562048788,0.5230259217960425,0.8196860136682308,0.7306879861065743
p16_jap_main_017,0.17103120830075125,0.3119069711783985,0.10152862651212322,0.10049671572332004,0.11313171517094052,0.10595951539892048,0.047827894514084014,0.04772833098131994,0.047619047620364514,0.578637146812085,0.024300624923761192,0.19060158149025833
p16_jap_main_018,0.37328914374740696,0.4963192205889843,0.358280956402205,0.3160206291797769,0.3013277142392761,0.28838375802613925,0.04794600655037158,0.0522272108237721,0.047803464824902935,0.6991103479668763,0.9359199172422207,0.8648770464596173
p16_jap_main_019,0.34257593012818943,0.4936720840016079,0.34444301149774836,0.31697342388864824,0.2963734148648155,0.2695655236834697,0.04803169155352505,0.05252685045921688,0.04786521816396568,0.6416665862089687,0.9394265217986936,0.8500985411217761
p16_jap_main_020,0.34888945820096035,0.5019458880680999,0.2755706838957142,0.27455804424400376,0.27956899944113,0.21139550859527162,0.04763893782538279,0.047670029834220466,0.04761912754956231,0.5728750645672248,0.8428486880724337,0.7618566010208709
p16_jap_main_021,0.3625250446064351,0.5067189600589603,0.3268660251379257,0.3008928501128675,0.29554019821170396,0.26191831894049,0.04786696689164612,0.05169659209032799,0.04774234238257772,0.6299699519464825,0.9264362025948233,0.8374963274003211
p16_jap_main_022,0.3548820388612188,0.508189927849725,0.3061564853489927,0.26928993615129565,0.2680108009164276,0.2316446105949431,0.04913350840327827,0.04778549262902628,0.047619327435239465,0.574435943190063,0.8747158579865457,0.7846318835476008
p16_jap_main_023,0.30517036652440244,0.5007508604780473,0.3148128495544853,0.2871358044325896,0.2033792701375731,0.17357941612378877,0.04961569150258568,0.048428849130602615,0.04765106485630434,0.548357673887905,0.7801995442879339,0.7106469831679252
p16_jap_main_024,0.31173167701535986,0.4886719519784707,0.26889674992051393,0.24929212562711095,0.17467120042333623,0.16106975629205605,0.051327076284756995,0.047904151134281404,0.04762071627778247,0.4702269152824635,0.7347291698424838,0.6553784934744776
p16_jap_main_025,0.33808448019264825,0.49491030954562615,0.2848717494393842,0.2631797571443314,0.22370528589692054,0.18284157369359802,0.04937127883354021,0.04780762682822021,0.04764620394948641,0.5178922788184435,0.8000481842418656,0.7154014126148389
p16_jap_main_026,0.33813437302187327,0.5074038892692587,0.30702974262084604,0.2613126942266529,0.22614424080543905,0.1932509146561472,0.04875559513381447,0.04780842171066317,0.04765110808618295,0.5448461545754408,0.8125767228253243,0.7322575523503593
p16_jap_main_027,0.3555440011461498,0.5032517048858404,0.29436992989105404,0.274701509339185,0.2767687495725707,0.2116366044731758,0.04945774522116654,0.04825780657267821,0.04763291440526803,0.5758751302025432,0.8575018828588531,0.7730138570619601
p16_jap_main_028,0.35952892010064896,0.5015053840672186,0.30556786643632006,0.25577129137891896,0.2632855114433382,0.2289328091611278,0.0492709735484284,0.0478792000984873,0.04765113294302966,0.5564029569423805,0.8686717630327404,0.7749911212056324
p16_jap_main_029,0.35225806052724884,0.5001401039426348,0.3100328677479456,0.2548954599622527,0.1637377565163681,0.19746736405851967,0.047658922417195534,0.04783833746372077,0.04763079439197796,0.5366128460340953,0.7647994000034307,0.6963434338126301
p16_jap_main_030,0.35517055170355744,0.5043329678286375,0.34751080732628964,0.30902449950855654,0.1765421508868489,0.26661359695347375,0.04800337935561405,0.05117315834967856,0.047686590323652765,0.6303274240777202,0.8427984028845559,0.7790571092425052
p16_jap_post_001,0.31477976297640203,0.4966009698732473,0.3340279092944013,0.2865777886016846,0.32996497912588413,0.24881517116480117,0.05915247118913683,0.04909000047719065,0.0479394067527091,0.6156616708503624,0.9164040599190715,0.8261813431984587
p16_jap_post_002,0.32739635948798823,0.5049410233897278,0.28537782727777683,0.2474046278111775,0.12565712306315058,0.18701096090307573,0.0491975448462994,0.04792378508675734,0.04762305922055829,0.4002186756766605,0.809062698077665,0.6864094913573636
p16_jap_post_003,0.34150782746340863,0.5038452275525578,0.32835483980856867,0.29084488935261754,0.2496261751796771,0.18186790416272122,0.056945114115242626,0.04888460522679857,0.04768732075263475,0.6251842459814492,0.7865857880314453,0.7381653254164464
p16_jap_post_004,0.32974702252373506,0.5003971343311552,0.2820466415623475,0.27350446891661473,0.11279913288170833,0.15899736216883548,0.08341647516118021,0.06075780263402138,0.047619209632394244,0.44725150525731694,0.7030238924772994,0.6262921763113045
p16_jap_post_005,0.3571779892774267,0.5042360812890632,0.28773402954277155,0.26942925383500504,0.2791243128274207,0.18674378299766703,0.049496215628111045,0.0478072891941273,0.04767634787617693,0.5442457186122118,0.8544651304414901,0.7613993068927065
p16_jap_post_006,0.336848421096418,0.4975382152527187,0.30475021476969233,0.27419138048321406,0.23533430741524156,0.17757024249811618,0.04958266420174901,0.04783303930831999,0.04762113079850654,0.5620715330119136,0.7948376114290371,0.7250077879039001
p16_jap_post_007,0.3409620591690418,0.5007916466792084,0.31071822348371414,0.2812215751308148,0.25150696290649577,0.20320904461720643,0.050706789083758495,0.04794324606187777,0.04764311072045916,0.5755674184886393,0.8357879619691043,0.7577217989249648
p16_jap_post_008,0.3441852103685431,0.4999108292403281,0.31559078517129807,0.27874193493452687,0.24985027821545724,0.17789784799631608,0.04937468121142455,0.047839304469684665,0.04762408378395807,0.5672180855165712,0.8227349724843529,0.7460799063940182
p16_jap_post_009,0.3045818022960171,0.503240449879433,0.2870944776790728,0.26427241732706797,0.18789521706232665,0.17234494880234746,0.0495974679656848,0.04782175787127934,0.04764037543028575,0.5142469937856726,0.7538462299355111,0.6819664590905595
p16_jap_post_010,0.36342772536146056,0.503350609233693,0.29656105633317364,0.26812006497771446,0.2635697087826029,0.18327192598257822,0.04857312476291824,0.048028007915013896,0.04762642248438908,0.5513104240949049,0.8382154339186867,0.7521439309715521
