straight,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation
p05_straight_main_001,0.255865088285286,0.47848823527636003,0.24963259073052918,0.3183677461714985,0.33756353843988834,0.3278782740371824,0.04860789387340585,0.052619342634289655,0.04812151698506139,0.6671353294652621,0.8676307348224659
p05_straight_main_002,0.2563634766602999,0.4759783600815174,0.23356632457884713,0.31779555132491727,0.34488989353718147,0.335365697863111,0.048532103867820746,0.05429479720634099,0.04946065078575476,0.636063023063811,0.8930712426487345
p05_straight_main_003,0.2515944498000684,0.49088072574199304,0.285640809886063,0.314196505609962,0.3272851601202976,0.3252452759682808,0.048749257466114325,0.05514038319565727,0.04836409820951013,0.6410803384826294,0.9119370613422575
p05_straight_main_004,0.2632745558105981,0.47910098051164474,0.264564148269841,0.3051361931109094,0.33065224687444034,0.3117391288681941,0.04863093244860484,0.05213368811277882,0.047910313318605346,0.6369263276283562,0.8807811966879516
p05_straight_main_005,0.2531950662215471,0.4779065363166787,0.26630039535609995,0.3095549335449018,0.3502895503924372,0.3322518828802167,0.04852510018475466,0.05214670031879264,0.0484996255703691,0.6653372316848125,0.8933992210949087
p05_straight_main_006,0.2464556479886247,0.4783774027848298,0.24050670644978914,0.31390803617930463,0.34675824262926713,0.3132785433190687,0.04863680685194088,0.0551816716755105,0.04902550610700148,0.6347366978661958,0.8740336180413143
p05_straight_main_007,0.2355042409324856,0.40083827672203043,0.21178377210948196,0.2877618878654046,0.2174858338462883,0.25930540589155504,0.048327344675095966,0.048127020472217855,0.047620726838961694,0.456130147454724,0.7810845264231607
p05_straight_main_008,0.2503691190558358,0.47657195046788037,0.26124598654720466,0.29698844954749537,0.3409969974404049,0.3341493951274549,0.048445713225445,0.052233907706096275,0.047919989293627785,0.6567435675928632,0.8752403504298766
p05_straight_main_009,0.24928794546360483,0.46588631479369563,0.2565287042558718,0.2955860079148901,0.33219877864922853,0.33049525300475757,0.04849798356909728,0.050652641446772784,0.047693472309042466,0.6492456022586689,0.8596006341191249
p05_straight_main_010,0.2393394085526702,0.47101005911912097,0.24011818749202485,0.2901968365392805,0.32314183674116703,0.33815522705828666,0.04860363225021375,0.050049617980551575,0.04773341302438404,0.6223543969653067,0.8625723739116316
p05_straight_main_011,0.23636780097409704,0.47354670054203163,0.24680866509966942,0.2892156019846449,0.3100712418863914,0.32590649429467855,0.04856858243500381,0.049954683496028704,0.04769287590821237,0.6211834284203399,0.8439706155447966
p05_straight_main_012,0.24661929105144925,0.4828247723359465,0.264372250884787,0.2950174419596682,0.34931822119491673,0.3204935421375842,0.048359943509716875,0.05046345838496016,0.04814806181648203,0.6386713734777986,0.8918884224485213
p05_straight_main_013,0.2415183548970897,0.4769195940312022,0.2340879025023833,0.3063602274589088,0.3179977543321667,0.3371020209530457,0.048618723944827434,0.05230355520693409,0.04794913141528526,0.6225225415125765,0.8677376376896465
p05_straight_main_014,0.25013866651667055,0.4771256450780822,0.24317855099730484,0.30123476030969737,0.321757281758983,0.3324498634958467,0.04870366686221325,0.05175962547605312,0.04778617742463705,0.6339123462826619,0.8636804029846901
p05_straight_main_015,0.24228051430513692,0.4725586341407322,0.24998209975528612,0.2966104285037413,0.33224287116329,0.3312715600731077,0.048422074033879395,0.05001046137143374,0.04765477486517579,0.6696588247558454,0.8372805824425604
p05_straight_main_016,0.2463120557054655,0.4772144244386288,0.23775493878376971,0.3109449538336614,0.34702481286132963,0.3273272939243504,0.04868632486270787,0.05250943848716389,0.04810144630660483,0.6564350514077415,0.8644760272811005
p05_straight_main_017,0.23743966362768498,0.47651964630266425,0.23906465321583675,0.31049691176373406,0.34101983933433627,0.3490797417060084,0.04844872301276026,0.05000661913462018,0.04787356125667168,0.6646621149842149,0.8709511923581797
p05_straight_main_018,0.26012674301198146,0.41411111629240827,0.25025041597690123,0.27882456036110825,0.22332216687976825,0.2766528564726776,0.04837981902867342,0.04792195286310143,0.04789833570002719,0.465744381351365,0.8498001085114426
p05_straight_main_019,0.2503005844986177,0.421458315991298,0.21335859050465955,0.2779360509566323,0.20939345439982143,0.26135218803774496,0.048517847475668556,0.04810047169126521,0.047620967188674646,0.414024709099722,0.8352247696732492
p05_straight_main_020,0.2427636385176734,0.48065872469227305,0.2362264288078356,0.3053785477809663,0.3465721212807426,0.34001955251460303,0.048588347391856225,0.05216110936769228,0.04836258395561356,0.6468106930949751,0.8786462264286495
