uppercut_right,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation
p05_uppercut_right_main_001,0.18478061407632532,0.3783944531431275,0.21047850680498703,0.23697822798852322,0.19892151612109005,0.2338067477120398,0.05372644049571725,0.04783302224678755,0.04763627658572015,0.4138443465687308,0.6804570585942313
p05_uppercut_right_main_002,0.22451127171421525,0.3659723207702568,0.20460782784474238,0.1975439983372258,0.22279271880901946,0.2297870475192243,0.05306144820312815,0.0478198411071276,0.04762066317973738,0.44118718524775796,0.6401020607484043
p05_uppercut_right_main_003,0.16993665455727278,0.41243738457775436,0.2546177082400293,0.21837656676892828,0.2640390863988052,0.24946307911456148,0.05121024091202415,0.048214843675523304,0.047624107613594674,0.5197323004766241,0.682968864081024
p05_uppercut_right_main_004,0.19784378726628962,0.4113146027438862,0.2081512568874973,0.20414689993682092,0.20945316205705558,0.25529454053314954,0.05393881640209108,0.047804028204285795,0.0476203815485826,0.4740963354030684,0.6337685112076672
p05_uppercut_right_main_005,0.1351179470479351,0.36565648145580026,0.24954076384683704,0.2124269138155716,0.21920864812095936,0.21332106954003924,0.0515469537109538,0.04899260651026658,0.04762020948869392,0.49972189009207846,0.567785944768374
p05_uppercut_right_main_006,0.2094784744732062,0.4459882192876721,0.25399194201387576,0.24155099075487724,0.2572913874866895,0.26026443703154367,0.054122489422625084,0.047799978252848464,0.04763067247093097,0.4581728762076687,0.8083314648162431
p05_uppercut_right_main_007,0.2398127995230282,0.4074013805760484,0.2543221771230765,0.2722986478327416,0.28548623439713905,0.26675829751669494,0.05415550558792399,0.04785843744308055,0.04768857720390691,0.48723277020319866,0.8437957614085236
p05_uppercut_right_main_008,0.1778053487144018,0.41268655523132897,0.23400746462919333,0.2783357890026469,0.22378941447991468,0.25390427415883216,0.05504602553240728,0.04789367506708391,0.04766068466653196,0.4611629752637435,0.7488224946313656
p05_uppercut_right_main_009,0.22902232992064525,0.40639409568028617,0.2353166680625801,0.2863876809393164,0.2721881368643342,0.25946212910483385,0.05400876077235265,0.04796214505704673,0.04764173658147558,0.48086756175123674,0.8170583500293661
p05_uppercut_right_main_010,0.2162686176041963,0.389967920491916,0.2139915636948595,0.23770652424214242,0.22020875001902535,0.2522432082673315,0.05423828018374046,0.04785003452765111,0.04762085039089077,0.4675597933909169,0.6890500013934724
p05_uppercut_right_main_011,0.169123636898361,0.42246292493126225,0.2883213290646882,0.2614857482456131,0.2567909818371027,0.22397207442402883,0.051839174780563387,0.04850765940975956,0.04762487000282106,0.5110064981405682,0.7387109555790377
p05_uppercut_right_main_012,0.22581863989003095,0.39651756103372177,0.21118669340944768,0.22644554349326781,0.22741644115919635,0.25005797320982387,0.054255732146874326,0.04779827741592023,0.04761962263710615,0.46236907053729953,0.6946996485246709
p05_uppercut_right_main_013,0.16287799274692896,0.4128391197112169,0.25703343499871484,0.2688203674752646,0.24427213927569053,0.22541066240325147,0.051585576343975204,0.04886385204555231,0.04762362496708757,0.5011637960784879,0.7071951951335366
p05_uppercut_right_main_014,0.23291395974172108,0.410604252129059,0.2711537947863259,0.270288098623441,0.22849097534195897,0.2585450001353982,0.053494237256263316,0.04779801573231522,0.0476210283415618,0.4654317097087505,0.8134629352804572
p05_uppercut_right_main_015,0.17493996890818495,0.4181441115078407,0.3103416858689544,0.27599038368546,0.25509467371315137,0.2210637416590319,0.05126715338029001,0.04789545950690443,0.04762757080815745,0.5391072140116935,0.7453662446996733
p05_uppercut_right_main_016,0.2549367836907395,0.41092898797138594,0.23483391954861998,0.2397018750830225,0.24528077485134406,0.25448116088350947,0.052960764696179975,0.04792113187723479,0.04767585878634856,0.4590814324227305,0.7801826117358317
p05_uppercut_right_main_017,0.19199959291086566,0.4490114295522087,0.2913442848336812,0.2968532784290903,0.28595375415983154,0.22673979387999382,0.05241323661819771,0.049483385943022005,0.04793609661710036,0.5081215542271051,0.8362761106822144
