uppercut_left,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation
p05_uppercut_left_main_001,0.17715105380105242,0.392988731032212,0.22003057691209355,0.23688150921713458,0.21094921848335205,0.21046333958016547,0.048855918262898444,0.047775533749760235,0.04761916972909802,0.46874050021242003,0.6260866573364661
p05_uppercut_left_main_002,0.23476939844083558,0.4368511581408798,0.2633591248294125,0.23862881532018423,0.25667478083176143,0.25740993393760536,0.050058633553823055,0.048062051331807965,0.04762039201926712,0.5138008087382854,0.7725637815768126
p05_uppercut_left_main_003,0.20779328489438412,0.431518196803677,0.26391800921151237,0.22894713574780398,0.25162926294813104,0.25993378410112117,0.05010207699093846,0.04825170314831531,0.04762004225203609,0.519315623561474,0.736687849882518
p05_uppercut_left_main_004,0.21063359819615038,0.44387607941579804,0.2954272972255988,0.3134929750096031,0.26581047005201086,0.22968437792547972,0.04884171985098708,0.047866289716285614,0.04761959390882888,0.5269046597054723,0.8373509712161532
p05_uppercut_left_main_005,0.20562418730316204,0.44320971868371445,0.29057480060258783,0.323545713681611,0.2737988938379253,0.24480379700750757,0.04898240799822656,0.04797193360352531,0.047619801167263394,0.569402868074098,0.8173609921830263
p05_uppercut_left_main_006,0.21795895566716564,0.4509459305586474,0.27789822694412303,0.26395645674751933,0.2729379854545428,0.29916949260930437,0.05046947475583977,0.04841036441805023,0.04762058175198404,0.5736598143781325,0.8050636653858442
p05_uppercut_left_main_007,0.20799761303103934,0.4323606021711434,0.2772023395267743,0.31063068863399856,0.292662998437634,0.27167574568148056,0.04895709491696491,0.04803479746652263,0.047620025788250385,0.5865302895026477,0.8148849102429665
p05_uppercut_left_main_008,0.1934765823158576,0.43033193773288875,0.2925523031960935,0.29343792969543536,0.29203039754113064,0.2408453677781087,0.04893000074490728,0.04796393674193929,0.047619404611019496,0.5399100342082652,0.8205136978442595
p05_uppercut_left_main_009,0.1765245016002186,0.4013086365325618,0.23903931166314632,0.19762867639683238,0.2312393137531077,0.25781253991598535,0.05003265842036873,0.04838751222143637,0.04761956799525626,0.5164938115518221,0.6247659825261848
p05_uppercut_left_main_010,0.25726760748634747,0.43675389463577874,0.27620034798022913,0.2381677884798176,0.2695337920170374,0.24827927108671272,0.0503868573782566,0.04800904726447307,0.04762038472101892,0.5509960811383889,0.7635278123552899
p05_uppercut_left_main_011,0.23141724689611215,0.4425510239243125,0.26623203828779796,0.22707495194327146,0.2627095728126939,0.27356918598145796,0.05046176154174568,0.04829777342759758,0.04761993469255261,0.5347916104074085,0.7657724514829655
p05_uppercut_left_main_012,0.1823425156199982,0.4164815647280034,0.28441353980718403,0.24706461746389002,0.25862441698914057,0.2216438847462757,0.04883565593148426,0.047830431380194535,0.04761919464412269,0.4698729630368274,0.7697611119281055
p05_uppercut_left_main_013,0.22943050307730323,0.4551010697040326,0.2789361129253664,0.24263705628918258,0.2713025609173059,0.2884470767110659,0.050522370252556625,0.04826609249224386,0.04762045583917269,0.5508024040761293,0.8050050627548051
p05_uppercut_left_main_014,0.2035843184141136,0.4620992151377143,0.27440346767977675,0.2350949937756795,0.27207625807911506,0.25499218764751275,0.050629866521849,0.04798721155063449,0.04761980617263374,0.5271457543581801,0.7758481545491679
