hook_right,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall,,
p06_hook_right_main_001,0.334613376,0.454185061,0.12071188,0.263429024,0.17684849,0.211812469,0.054897728,0.047860009,0.047621905,0.413209251,0.693944215,0.609723726,0.661904208,
p06_hook_right_main_002,0.366182527,0.491168536,0.127950295,0.323316919,0.232793629,0.260044248,0.051872587,0.050891852,0.047941725,0.529538003,0.781557889,0.705951923,0.58098751,-0.048415942
p06_hook_right_main_003,0.376786809,0.471263241,0.13560403,0.296686843,0.245538392,0.226901901,0.055544949,0.053661869,0.047916823,0.478007658,0.783527912,0.691871836,0.629403452,
p06_hook_right_main_004,0.359093483,0.480063053,0.112012358,0.283822751,0.255215793,0.195906663,0.056053976,0.053989699,0.047810888,0.453796329,0.746543569,0.658719397,,
p06_hook_right_main_005,0.373070195,0.485778155,0.122978437,0.328199932,0.220398716,0.254092079,0.05194861,0.050830698,0.048145243,0.505565419,0.790384449,0.70493874,,
p06_hook_right_main_006,0.367796073,0.489716027,0.129528913,0.323592393,0.206533809,0.264372945,0.053669747,0.050233739,0.048197475,0.518879997,0.77180038,0.695924265,,
p06_hook_right_main_007,0.338304406,0.484347848,0.136751112,0.302210321,0.235128361,0.180261579,0.054154262,0.05121221,0.047829107,0.446924186,0.756346216,0.663519607,,
p06_hook_right_main_008,0.351556576,0.45545422,0.132009674,0.289454952,0.220116449,0.248612109,0.055527026,0.048932116,0.047662565,0.44912598,0.782965896,0.682813921,,
p06_hook_right_main_009,0.355923074,0.495957918,0.121523301,0.331913287,0.231647862,0.285059276,0.052186804,0.051442519,0.047914964,0.543381267,0.792215589,0.717565293,,
p06_hook_right_main_010,0.334940529,0.491205364,0.130815332,0.334533044,0.227460441,0.274375395,0.051992421,0.051401738,0.048056215,0.514821982,0.804819972,0.717820575,,
p06_hook_right_main_011,0.334405855,0.480402067,0.135456157,0.334300278,0.218840517,0.257208031,0.05218871,0.049916932,0.047785724,0.519533352,0.774636923,0.698105851,,
p06_hook_right_main_012,0.345506144,0.501407451,0.128302108,0.293909835,0.246095406,0.182494781,0.055442872,0.052563871,0.047734185,0.44479835,0.76793016,0.670990617,,
p06_hook_right_main_013,0.350974067,0.493865927,0.133900044,0.332713436,0.224539232,0.276263571,0.052190182,0.050846455,0.048346431,0.531605345,0.798354129,0.718329494,,
p06_hook_right_main_014,0.285877203,0.438582948,0.13756393,0.246999433,0.166415026,0.164942273,0.053915272,0.048690503,0.047619722,0.453843679,0.565980398,0.532339382,,
p06_hook_right_main_015,0.356767458,0.444639325,0.131787448,0.279286983,0.207060708,0.285198677,0.056206757,0.04842903,0.047631327,0.471000272,0.769936836,0.680255867,,
p06_hook_right_main_016,0.380318594,0.481764927,0.115910419,0.315588994,0.221586918,0.275411392,0.052376741,0.050405594,0.047784526,0.520514351,0.779463437,0.701778711,,
p06_hook_right_main_017,0.332691711,0.486995757,0.137864691,0.286164922,0.223687379,0.204107068,0.054487481,0.049904186,0.047686178,0.449564454,0.751431729,0.660871546,,
p06_hook_right_main_018,0.366961552,0.490768579,0.131801699,0.332468998,0.228026636,0.26732594,0.052544602,0.050284855,0.047965921,0.539153011,0.790287092,0.714946867,,
p06_hook_right_main_019,0.230752817,0.345098288,0.089826662,0.183255103,0.111669994,0.161404137,0.05078748,0.047709657,0.047619253,0.433805373,0.3387498,0.367266472,,
p06_hook_right_main_020,0.34432242,0.442678523,0.120667315,0.269045665,0.189555111,0.164277,0.055853851,0.048294175,0.047619633,0.379548722,0.69713386,0.601858319,,
p06_hook_right_main_021,0.368996172,0.487398185,0.136364408,0.326532595,0.246876629,0.27286752,0.05249881,0.050545411,0.04794272,0.551363973,0.797744025,0.723830009,,
p06_hook_right_main_022,0.350550457,0.493342514,0.135794232,0.31280762,0.242408719,0.216414443,0.053952412,0.049577351,0.047887139,0.482137492,0.785890697,0.694764736,,
p06_hook_right_main_023,0.318679778,0.431479016,0.121775956,0.299511659,0.189231501,0.231054534,0.053737808,0.047785047,0.047620504,0.479391756,0.675972552,0.616998313,,
p06_hook_right_main_024,0.378311683,0.485497694,0.122303835,0.294279877,0.23576016,0.284493641,0.054519104,0.05135401,0.048330394,0.495155062,0.809066294,0.714892924,,
p06_hook_right_main_025,0.360049582,0.491561407,0.125509434,0.332087378,0.236461829,0.275579835,0.05199385,0.049965291,0.047753918,0.543923999,0.792163344,0.717691541,,
p06_hook_right_main_026,0.345069474,0.435075785,0.110913686,0.281530466,0.182493642,0.224627292,0.054257988,0.047979058,0.047623019,0.402787871,0.727368725,0.629994469,,
p06_hook_right_main_027,0.371433659,0.493161498,0.141319557,0.329106726,0.231450333,0.304303911,0.052266539,0.049746307,0.048006936,0.564396107,0.813189762,0.738551665,,
p06_hook_right_main_028,0.35164918,0.496507017,0.139598626,0.292942495,0.251326979,0.220715553,0.056525417,0.052547314,0.047914873,0.47532941,0.784498454,0.691747741,,
p06_hook_right_main_029,0.304739477,0.445521855,0.123561509,0.295808127,0.184677341,0.138716927,0.063259944,0.047786024,0.047621039,0.403839296,0.653137399,0.578347968,,
p06_hook_right_main_030,0.318180219,0.485845665,0.12232146,0.280664956,0.168498599,0.115550526,0.054484717,0.049439733,0.047658397,0.428219657,0.60892653,0.554714468,,
p06_hook_right_post_001,0.35935104,0.480415839,0.116030232,0.314866625,0.224117601,0.269726298,0.052699396,0.050225825,0.047851854,0.49778742,0.786633328,0.699979556,,
p06_hook_right_post_002,0.352400373,0.490193949,0.137716568,0.316321359,0.230172277,0.28773176,0.052286344,0.049712447,0.048125385,0.564191767,0.768531938,0.707229887,,
p06_hook_right_post_003,0.31279767,0.460716397,0.121502619,0.254085926,0.203709171,0.230977234,0.054152971,0.048085598,0.047619672,0.454427177,0.683870685,0.615037633,,
p06_hook_right_post_004,0.335239889,0.458443109,0.124359908,0.255120228,0.169147107,0.167841309,0.054890744,0.048068255,0.047621079,0.406766156,0.652148989,0.578534139,,
p06_hook_right_post_005,0.282726546,0.420324566,0.117193457,0.296027782,0.142296948,0.216538403,0.058273685,0.04868575,0.047620096,0.408354364,0.648678569,0.576581308,,
p06_hook_right_post_006,0.361741289,0.500920975,0.122785757,0.266933777,0.19292514,0.176862796,0.063091986,0.054108338,0.047816,0.416036311,0.704969616,0.618289625,,
p06_hook_right_post_007,0.216523707,0.368517243,0.119860529,0.126653796,0.128715154,0.084638815,0.058752757,0.04989107,0.047619056,0.37688354,0.311959651,0.331436817,,
p06_hook_right_post_008,0.285849369,0.441501978,0.110222082,0.236354924,0.144738436,0.091514673,0.054035164,0.048755246,0.047621611,0.299087971,0.594952396,0.506193068,,
p06_hook_right_post_009,0.324590805,0.429907947,0.13272956,0.287992198,0.186325286,0.236289218,0.053956149,0.047757031,0.047622077,0.430970267,0.72454083,0.636469661,,
p06_hook_right_post_010,0.296906708,0.480441549,0.138358754,0.260427135,0.174972936,0.073840527,0.056127956,0.050256779,0.047670838,0.386288427,0.60605268,0.540123404,,
p06_hook_right_pre_001,0.329979871,0.448516907,0.243504824,0.24669363,0.181906848,0.119714771,0.054848196,0.04778982,0.047621062,0.442747655,0.680472688,0.609155178,,
p06_hook_right_pre_002,0.352133203,0.490260668,0.239584451,0.263356037,0.228934039,0.162270733,0.055566638,0.051529584,0.047947646,0.463177503,0.789858896,0.691854478,,
p06_hook_right_pre_003,0.37357982,0.489412389,0.235292088,0.290411639,0.221126418,0.178093866,0.054468857,0.048610892,0.047985382,0.518396291,0.779033479,0.700842323,,
p06_hook_right_pre_004,0.340563748,0.498835802,0.139052123,0.288782934,0.237557849,0.1684835,0.056140243,0.052372997,0.048026148,0.440655994,0.750191473,0.657330829,,
p06_hook_right_pre_005,0.35611392,0.480769104,0.129645737,0.31268628,0.208564477,0.205578577,0.052318843,0.050219321,0.047816945,0.453023652,0.764192405,0.670841779,,
p06_hook_right_pre_006,0.350086065,0.495776378,0.13270426,0.305904612,0.227388198,0.173987802,0.056155625,0.05184481,0.047866356,0.44716632,0.753164525,0.661365064,,
p06_hook_right_pre_007,0.364795174,0.474798473,0.123172566,0.30227479,0.216713933,0.214444815,0.052464659,0.049710377,0.047753143,0.45102011,0.767559841,0.672597921,,
p06_hook_right_pre_008,0.374283905,0.501324119,0.129513192,0.291560786,0.22903934,0.177032564,0.056169842,0.053248677,0.047672317,0.439952376,0.759909186,0.663922143,,
p06_hook_right_pre_009,0.29637851,0.420848281,0.122738054,0.186628035,0.172593005,0.085626552,0.054271868,0.048273177,0.047619075,0.383672546,0.48877508,0.457244319,,
p06_hook_right_pre_010,0.329355626,0.443798841,0.124471197,0.239282815,0.135360874,0.109546673,0.054821601,0.047864834,0.047619812,0.37675964,0.5655037,0.508880482,,
AVG,0.338998036,0.468529167,0.133457329,0.286770606,0.206292993,0.207102732,0.054536643,0.050024762,0.047807286,0.461610542,0.715339364,0.639220717,,
