uppercut_right|p18_Global|uppercut_right_003,LShoulder,LUArm,LFArm,LHand,RShoulder,RUArm,RFArm,RHand,LThigh,LShin,LFoot,LToe,RThigh,RShin,RFoot,RToe,Hip,Ab,Chest,Neck,Head,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p18_uppercut_right_main_001,0.2815535707145208,0.11899296993481105,0.1316259600384467,0.08377544181544092,0.24995714469198643,0.13969668953095654,0.16020617395374487,0.06553907618690365,0.18552699464750078,0.22545482933074107,0.23798370898954188,0.19514199456329115,0.17265065116142359,0.28666768505983736,0.23542580833279883,0.15944604033364862,0.8921917597035325,0.28768621336469063,0.2802975659988956,0.3130543737431708,0.3204104386551775,0.05214869127647919,0.0484938208289017,0.04777585917870517,0.44099834979557295,0.7509194482962169,0.39934765373746106
p18_uppercut_right_main_002,0.2807554831701153,0.12175239575693286,0.23624029865782367,0.15857474278827563,0.29355654111562884,0.16879271447985397,0.27947625055047,0.12514630376440133,0.18721612759622613,0.2204650644450746,0.2395402506022415,0.1971687522441757,0.18622967496527568,0.32228488813219214,0.2556924487032453,0.18414323141747593,0.9334765714583734,0.3314908365022665,0.3323078070652935,0.32483670706105877,0.32213970274852705,0.05327370011573305,0.04813529184755,0.048216404192957446,0.4979151910256975,0.8695861034792612,0.45890125383610936
p18_uppercut_right_main_003,0.2774100954220103,0.1000840569374339,0.15469712225449078,0.09971167269354064,0.2689088576748011,0.13571207911678845,0.22512499794621316,0.09187414844875251,0.18133057192911947,0.23835197558265547,0.1734142274739091,0.1357038910724965,0.17064702417675343,0.2706836533557869,0.22464035072455082,0.14587571600530652,0.9177475305477067,0.3145294524218836,0.2983370608319042,0.3042203305331498,0.31487648890964287,0.05390551121089888,0.04829903383234878,0.0476218346647693,0.4656899156054686,0.732691606826848,0.39015672074580865
p18_uppercut_right_main_004,0.2576963900347329,0.08894569418283048,0.07078527454844045,0.03025674481241093,0.2811135047438581,0.1351241017850735,0.11007255326791945,0.01686178188427948,0.14582539327757094,0.16120206090707573,0.21635560322674818,0.174135658995727,0.17729203920929595,0.2598458987643492,0.2428717451446452,0.15893645515984237,0.9228605759121363,0.3311013671628106,0.3358606298736535,0.3021069908135749,0.28918353809272446,0.054239950847068,0.04802748049375619,0.04762598644592434,0.4416999404853656,0.6579064534348122,0.3527662199403683
p18_uppercut_right_main_005,0.307992231321175,0.11160379437027737,0.15571012059415645,0.09041732893424809,0.30159540402074814,0.16039400952526875,0.1800639357238904,0.0418418697234376,0.20086167383230072,0.20780544740657705,0.2364779781778731,0.19614089617389532,0.20193791608304418,0.2964398988306173,0.24917786148605633,0.18459092854707587,0.9445011544341924,0.3447126502293586,0.3468975109674231,0.32187855723851505,0.31479806793903664,0.05471982864916899,0.048305950999130876,0.05119436666746799,0.45816376487836674,0.8127219323226013,0.43195814949503464
p18_uppercut_right_main_006,0.20251138978244115,0.08319551614565976,0.061813788628251064,0.014141627000149672,0.1972740068329062,0.03703423424621432,0.1636835696465224,0.027867925293395306,0.0679075576050531,0.11066086636539443,0.05184053427338686,0.013255977652276332,0.059264274267188576,0.14301195503631514,0.12014995150575816,0.046140601256007184,0.8415315400523357,0.24265751235227245,0.24292824481858685,0.2265842787278527,0.2255012757500368,0.052894921658141525,0.047959016024555406,0.04761916610465124,0.4719379750886323,0.2743612441428659,0.16099020512375856
p18_uppercut_right_main_007,0.1264067417564809,0.00529839683427592,0.050778658274194574,0.0016743228619477963,0.10864400816917334,0.0022939710345225113,0.14711715659722885,0.008087371062301677,0.002555909280873263,0.03312591249092371,0.03040793751011881,0.0005322320317396126,0.0026565521489914632,0.1255230363420314,0.054550315017349596,0.0022173368756876963,0.7499815554520433,0.15285058870714366,0.15483437136066328,0.16218509545353035,0.1567871966360797,0.05535198787578351,0.04822217167109607,0.04761905455789798,0.4680993668987276,0.013939496740685389,0.030779275649291685
p18_uppercut_right_main_008,0.3007826559467218,0.13341491645414197,0.1693535270199801,0.10156827701995311,0.2920112676419839,0.15453505527002756,0.22810069528129814,0.07000855632908437,0.19781782595874536,0.21936589621290364,0.22596437858144963,0.188948992283807,0.19446858229670677,0.31381551036354427,0.2613473273136554,0.18697807049172938,0.940694454248235,0.339233479107683,0.34062838962031544,0.3375968478127957,0.3280803393396651,0.05426915853276659,0.050245589588744935,0.048076653069702484,0.48349288658687134,0.8307275508582025,0.43940210196395246
p18_uppercut_right_main_009,0.30604566385002874,0.12672833949252443,0.2457698725065173,0.16801461754645178,0.2894878442108282,0.16144400689585106,0.31719879042202276,0.1363226112433307,0.19832182856548305,0.2110997167615766,0.21551492916426165,0.1868984707988251,0.19140331530602506,0.3218626755982922,0.22776005118976134,0.18283211695757298,0.9345206058452291,0.3312533846403706,0.3345784350227743,0.34480392317440345,0.34335946243781124,0.054392009947016214,0.04927391036977002,0.04831327803108479,0.48948881313732695,0.8888542559607928,0.4685837669959388
p18_uppercut_right_main_010,0.29343947114262575,0.1210445852199326,0.12502939250519465,0.0700195070911798,0.2914701445661537,0.1541746134623711,0.21205781215391878,0.04548794763061241,0.193560158805446,0.22409586262949524,0.2414368521563234,0.19644602314013013,0.20286713890261984,0.3021338633285459,0.25553440937825556,0.18426577432807215,0.9643499405588267,0.36292870998658755,0.3673271862366806,0.3248045009321391,0.31747351051582656,0.054514624253098,0.049937112601927534,0.05000693331884173,0.49132458652564237,0.7981777510386504,0.4240923421787461
