hook_left|p09_Global|hook_left_001,LShoulder,LUArm,LFArm,LHand,RShoulder,RUArm,RFArm,RHand,LThigh,LShin,LFoot,LToe,RThigh,RShin,RFoot,RToe,Hip,Ab,Chest,Neck,Head,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p09_hook_left_main_001,0.2882749424210903,0.15730616064576403,0.13325082889196008,0.14858732590543003,0.38634441619097604,0.18306941976983776,0.2999513982838519,0.14817599662622866,0.18625898606711508,0.29797013525948707,0.2808593349735472,0.15955604828636127,0.1871862999750688,0.33365541649029623,0.39031306193857207,0.19900321082181222,0.9269327740302495,0.3298238310561987,0.32907725406182176,0.33325569992201204,0.3290868346251276,0.05275081474707826,0.05408017103939342,0.047645989657001314,0.6382685761628386,0.8771244688937326,0.46238522927536696
p09_hook_left_main_002,0.2494468854975583,0.1666951808140227,0.14721593104696926,0.15495623083532017,0.382500702854604,0.18145320848996838,0.2740107383021732,0.16465568320664797,0.17876898180666503,0.2996585243989918,0.2411731293148857,0.1313138184509172,0.1895209783818081,0.33698289094350564,0.380129402930886,0.1990780427281626,0.9354388304468655,0.3392475006181224,0.33975322891942517,0.3309228062261457,0.32447912078780433,0.051067408485195115,0.050162061177660915,0.04765822932945334,0.6104064896624269,0.8700351948016584,0.45884671206555583
p09_hook_left_main_003,0.23268749889283674,0.1739307695128758,0.18329644178002238,0.17411487813757504,0.3799202911871527,0.1748161224275639,0.257862647368645,0.16545790714946546,0.17094100475326923,0.28068240894973573,0.24258789086164464,0.13325190368370457,0.18367716491880018,0.3186502921549721,0.3800035463946171,0.19745148032262144,0.9119759599002096,0.31808084180036983,0.3179263182412173,0.304010347652762,0.30471544127536965,0.050990857464963485,0.049336506901033556,0.04766997395013047,0.5697970759246062,0.8692456281034159,0.4584578010267732
p09_hook_left_main_004,0.29272560090595257,0.16694809945283826,0.15660237535814808,0.16608108886344833,0.3837264863234817,0.1678092485949413,0.2953198976085508,0.1573226543945842,0.16861114338905034,0.28048807027416117,0.3239121999495909,0.1670247217331141,0.1794479113196177,0.35249830315926334,0.3720446107828546,0.19886699211678657,0.9108079520591608,0.3144680806711283,0.3174757044908437,0.3404357778942274,0.3386942277911886,0.052679731120308375,0.04854139177148655,0.04762924554501319,0.6590959006397934,0.8753923614975315,0.4615108035212724
p09_hook_left_main_005,0.29057213614314287,0.16152360713710764,0.15952269465596905,0.1695492971282231,0.3864242942985364,0.18353863879400706,0.305142434855775,0.1524057902568501,0.18953920024705911,0.29742730623934194,0.2742898661602006,0.1718664195627166,0.18999601552322276,0.33580761067617093,0.387149441558378,0.19889249656764685,0.936549431042636,0.3393904343672592,0.33773677343947306,0.3315254916726114,0.33194548302532645,0.053542342298597785,0.05346037318841967,0.04764167992861842,0.6237995697136182,0.904186166912516,0.4759139234205672
p09_hook_left_main_006,0.2645452294901619,0.15549771133828794,0.16418597397331006,0.16506800670096367,0.38978586636249013,0.17596135428905088,0.3088917485029274,0.14487493317099026,0.17687241989665947,0.2995294670147448,0.24567658731075886,0.13204653783410736,0.18656062299710763,0.33992787261329205,0.39040425695336145,0.19921566682294606,0.9249135628884482,0.32955142471711685,0.32850600066807545,0.30953272059769005,0.3066572929429131,0.053225703252685094,0.054604520819915736,0.04762484206592516,0.6494586495286787,0.8502371077768502,0.4489309749213877
p09_hook_left_main_007,0.2916390626588619,0.1675496007927278,0.14398036676417222,0.1621222711743125,0.38890773324837535,0.16503816300423757,0.2916216443269093,0.14737346321981287,0.1863881557922676,0.2434600106126191,0.30702247877352773,0.16444007983701564,0.18469441941741283,0.3374446744162384,0.35020645919087273,0.19666540457552356,0.914264618141884,0.31798294949778383,0.3192632464494878,0.32749811539942136,0.32404501940127595,0.052629601252210174,0.048612940717009175,0.047627757963756435,0.6130129451875863,0.8709947185343762,0.4593112382490663
p09_hook_left_main_008,0.24075005149377743,0.17982446004096575,0.17036122426350472,0.1724493374025174,0.3812834755171637,0.1558074605770325,0.305148597097875,0.15027006153001743,0.13229061269491438,0.22724720475005675,0.27503986027047395,0.1323108325324222,0.14234173184140883,0.30237371580155953,0.35634192850428414,0.18157585141353916,0.8743583950124194,0.28196490733861346,0.2822900381774635,0.28140181311823564,0.29278537987158526,0.05234665960780176,0.05221496307832766,0.04763925879682476,0.6251744488491545,0.7653846519723192,0.40651195538457197
p09_hook_left_main_009,0.20981164619738463,0.16881792403576643,0.15659734123773153,0.14631611300324163,0.3768447620720859,0.1701558411233453,0.27604345564633115,0.16087259207291388,0.15370773809029384,0.30631793517461936,0.23904402885278167,0.11382212454178402,0.1697164279980381,0.2974393193557442,0.36379693597362855,0.1788937973516013,0.8812011720462276,0.2898354925769236,0.2902813895729107,0.29843303081171035,0.290225347397875,0.05120107630615878,0.04981106005548643,0.047681190442932606,0.6101783136547738,0.789582408743961,0.4186317995934468
p09_hook_left_main_010,0.2811225093413131,0.18689383493911507,0.18850719952850434,0.18436932407575302,0.38101510195337684,0.17554100295122715,0.30523590584938637,0.1608553794031349,0.1632958402311209,0.21535267092982072,0.3009351703976206,0.1419642931569737,0.15263868049715784,0.34016094494755456,0.3663796498333222,0.1914567084310613,0.8932198618392755,0.30109689969494136,0.30326833015602556,0.27281328900747953,0.2817395413171093,0.05346073574633315,0.050245302767237834,0.04805134735388904,0.6304080654007136,0.8335610049225691,0.4408061761382291
