uppercut_right,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall,,
p16_uppercut_right_main_001,0.347373537,0.454305553,0.280738516,0.351685375,0.26835749,0.242612627,0.048012078,0.048558057,0.047834842,0.696529146,0.79465197,0.765215122,0.684779139,
p16_uppercut_right_main_002,0.316632401,0.433692471,0.260472245,0.317464446,0.239863286,0.243709989,0.047719546,0.047647653,0.047742794,0.634686169,0.74715517,0.71341447,0.682393806,0.014603794
p16_uppercut_right_main_003,0.297473575,0.42844279,0.279687433,0.350993427,0.244556199,0.234884928,0.047788538,0.047644657,0.047623642,0.671126172,0.747815286,0.724808552,0.667790012,
p16_uppercut_right_main_004,0.331459177,0.465757936,0.269649,0.324606817,0.226775207,0.206011604,0.047815504,0.048015405,0.04773793,0.646948871,0.728497844,0.704033152,,
p16_uppercut_right_main_005,0.312260455,0.46887224,0.277142271,0.359099719,0.241561664,0.216769794,0.048016163,0.048355973,0.047692509,0.702901033,0.731580496,0.722976657,,
p16_uppercut_right_main_006,0.354987249,0.471762631,0.293626707,0.334288927,0.243108586,0.219449417,0.048087839,0.049072469,0.049079871,0.674103192,0.775703855,0.745223656,,
p16_uppercut_right_main_007,0.287077986,0.415721396,0.249084089,0.297805999,0.220719742,0.195575317,0.047768984,0.047640659,0.047639553,0.583901764,0.676317839,0.648593017,,
p16_uppercut_right_main_008,0.312856855,0.443013818,0.235861217,0.249270625,0.214003495,0.195882418,0.047895595,0.047636639,0.047686781,0.585418839,0.643007772,0.625731093,,
p16_uppercut_right_main_009,0.3060212,0.426466387,0.241390185,0.311540273,0.244181104,0.235196915,0.048467591,0.047663762,0.047766065,0.616771851,0.725718397,0.693034434,,
p16_uppercut_right_main_010,0.296395669,0.40057802,0.25059543,0.322930612,0.217525815,0.222894602,0.047720177,0.047643349,0.047621363,0.618164258,0.691319535,0.669372952,,
p16_uppercut_right_main_011,0.314169909,0.396008596,0.244976017,0.350692301,0.261546845,0.223786548,0.047764387,0.047643517,0.047672037,0.700269591,0.680519304,0.68644439,,
p16_uppercut_right_main_012,0.298562723,0.395892541,0.24511127,0.315042948,0.257220562,0.210452493,0.047735208,0.047646889,0.047623595,0.598934736,0.723148313,0.68588424,,
p16_uppercut_right_main_013,0.309677831,0.428999054,0.245831463,0.330155072,0.237816426,0.21619422,0.047746579,0.047704568,0.047624935,0.642916485,0.704520341,0.686039184,,
p16_uppercut_right_main_014,0.317484458,0.434881045,0.25016556,0.325051099,0.28223302,0.247146228,0.047809528,0.04766041,0.047624877,0.646045548,0.778328978,0.738643949,,
p16_uppercut_right_main_015,0.320558381,0.403212861,0.263987842,0.328933046,0.219996869,0.195285723,0.048025691,0.047667114,0.047620123,0.636489599,0.67976829,0.666784682,,
p16_uppercut_right_main_016,0.309581856,0.430211778,0.25088529,0.313192959,0.203857504,0.193664309,0.047706937,0.047629086,0.047620558,0.615802129,0.66502478,0.650257985,,
p16_uppercut_right_main_017,0.295308284,0.390361436,0.2609943,0.319379444,0.199383478,0.190275856,0.047736098,0.047628748,0.047619951,0.604509821,0.657462673,0.641576817,,
p16_uppercut_right_main_018,0.303489054,0.400755022,0.252403956,0.312268349,0.223010385,0.191819075,0.04775731,0.047640759,0.047621612,0.608115535,0.671303643,0.65234721,,
p16_uppercut_right_main_019,0.309213413,0.402926192,0.253572924,0.307716844,0.207945969,0.196723582,0.047818488,0.047636039,0.047620196,0.60639552,0.66527263,0.647609497,,
p16_uppercut_right_main_020,0.298223637,0.416240762,0.232822139,0.31935303,0.269220375,0.235204241,0.047743756,0.047635648,0.047621456,0.630444204,0.72308732,0.695294385,,
p16_uppercut_right_main_021,0.291933778,0.453278353,0.250665324,0.298492137,0.207567136,0.183450006,0.047721671,0.047635393,0.047626199,0.582592658,0.678501309,0.649728714,,
p16_uppercut_right_main_022,0.289854806,0.394987884,0.243257531,0.333191951,0.226181866,0.204036074,0.047843154,0.04764169,0.047621368,0.615716784,0.682391322,0.662388961,,
p16_uppercut_right_main_023,0.327512628,0.447139335,0.296400844,0.333574762,0.252793449,0.235000771,0.047819017,0.048085669,0.047703943,0.689000259,0.762809553,0.740666765,,
p16_uppercut_right_main_024,0.269008974,0.388244327,0.249317407,0.30331721,0.232056285,0.257795698,0.047756466,0.047645162,0.0476204,0.571859306,0.741873293,0.690869097,,
p16_uppercut_right_main_025,0.295269357,0.398967858,0.2448543,0.310208285,0.230013206,0.244384436,0.047742771,0.047645071,0.047621334,0.582052567,0.739836733,0.692501483,,
p16_uppercut_right_main_026,0.31764751,0.413532307,0.253368736,0.309275254,0.21974988,0.226245681,0.047750632,0.047633511,0.047621448,0.613431062,0.710238743,0.681196439,,
p16_uppercut_right_main_027,0.307126699,0.434195879,0.261658504,0.304163416,0.229903874,0.216324231,0.047823713,0.047642896,0.047699572,0.612959614,0.710466169,0.681214202,,
p16_uppercut_right_main_028,0.268201701,0.398967977,0.239918906,0.308581394,0.254085729,0.253414307,0.047850606,0.047657853,0.047622287,0.591980302,0.741995884,0.69699121,,
p16_uppercut_right_main_029,0.263452992,0.395533933,0.241431894,0.302900728,0.217523838,0.226105024,0.047776826,0.047639354,0.047620766,0.595416695,0.669229166,0.647085425,,
p16_uppercut_right_main_030,0.300083409,0.395654793,0.25029068,0.30433122,0.203233006,0.193679748,0.048073306,0.04764625,0.047620994,0.592622548,0.656656648,0.637446418,,
p16_uppercut_right_post_001,0.311480152,0.400616156,0.238691085,0.312690329,0.20095129,0.195838389,0.04795387,0.047637513,0.047622305,0.592223479,0.661803118,0.640929226,,
p16_uppercut_right_post_002,0.325822624,0.383097573,0.260688703,0.316792889,0.229359528,0.210121603,0.047736851,0.047642392,0.04762386,0.671943161,0.651508728,0.657639058,,
p16_uppercut_right_post_003,0.272363417,0.397571233,0.216172732,0.299542879,0.216381421,0.186582278,0.047691132,0.047628883,0.047619544,0.595726473,0.606017493,0.602930187,,
p16_uppercut_right_post_004,0.282703374,0.407148784,0.247197853,0.291497982,0.264129705,0.248767359,0.047705255,0.047633749,0.047620108,0.5845727,0.756466636,0.704898455,,
p16_uppercut_right_post_005,0.334427779,0.403585194,0.241094627,0.293582475,0.270812352,0.208963053,0.047907344,0.047658287,0.047623882,0.579028756,0.744009272,0.694515118,,
p16_uppercut_right_post_006,0.323940804,0.444565631,0.263876307,0.303579369,0.276242856,0.243323555,0.047752516,0.047679591,0.047653488,0.589219596,0.830870905,0.758375512,,
p16_uppercut_right_post_007,0.302315771,0.410419038,0.24608468,0.299311521,0.216338289,0.183058867,0.047775931,0.047637361,0.047662447,0.563386391,0.686198247,0.64935469,,
p16_uppercut_right_post_008,0.309363256,0.43968963,0.247039092,0.281364354,0.248525541,0.235647274,0.047742615,0.047630881,0.047642692,0.559784154,0.783474647,0.716367499,,
p16_uppercut_right_post_009,0.325914873,0.434329856,0.247242012,0.328873673,0.247250641,0.242178678,0.047725818,0.047639493,0.047677729,0.666743335,0.732808136,0.712988696,,
p16_uppercut_right_post_010,0.327060322,0.422281403,0.253256907,0.323861011,0.234860493,0.200704239,0.047816022,0.047845329,0.047657506,0.62722221,0.711104226,0.685939621,,
p16_uppercut_right_pre_001,0.327901375,0.443143717,0.242516209,0.307211482,0.252191056,0.24456762,0.047805688,0.047632241,0.047804589,0.631805509,0.744769761,0.710880485,,
p16_uppercut_right_pre_002,0.325503096,0.43859093,0.22972065,0.307406852,0.259757499,0.222122743,0.048033665,0.047644404,0.047628748,0.642226112,0.704045311,0.685499552,,
