hook_right,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall,,
p10_hook_right_main_001,0.269289495,0.445155221,0.234536405,0.337183228,0.198648214,0.324743252,0.04950972,0.048156409,0.049292827,0.546434299,0.841216182,0.752781617,0.75443397,0.041338358
p10_hook_right_main_002,0.286909218,0.445640696,0.251465486,0.324426957,0.220442862,0.333231413,0.080718195,0.059203442,0.047652981,0.587917182,0.803162091,0.738588618,0.774482259,
p10_hook_right_main_003,0.256818666,0.418108779,0.208139511,0.33293652,0.170540584,0.288091779,0.049285302,0.047820357,0.047621937,0.522368368,0.759008613,0.688016539,0.7331439,
p10_hook_right_main_004,0.276179048,0.467183219,0.304790394,0.330984887,0.281500354,0.299656854,0.055779716,0.051470027,0.048319031,0.618180496,0.898989012,0.814746457,,
p10_hook_right_main_005,0.291160366,0.436935389,0.360171501,0.32838993,0.296689218,0.30803707,0.05529707,0.048510301,0.047834991,0.697223272,0.894872711,0.835577879,,
p10_hook_right_main_006,0.269639232,0.391829929,0.304561562,0.32242722,0.147907677,0.184343268,0.049973536,0.048178434,0.047628519,0.453206508,0.776305083,0.67937551,,
p10_hook_right_main_007,0.281541326,0.437324536,0.359852231,0.302917705,0.298450305,0.306257746,0.04870187,0.049718474,0.047905432,0.683013639,0.885170475,0.824523424,,
p10_hook_right_main_008,0.294306894,0.467069646,0.36234398,0.324184298,0.318099282,0.308799982,0.048803672,0.049131093,0.048589114,0.736083569,0.898287198,0.84962611,,
p10_hook_right_main_009,0.294503501,0.43177514,0.20658015,0.309218956,0.19861054,0.302575891,0.049204676,0.048267011,0.047626295,0.567589824,0.756810077,0.700044001,,
p10_hook_right_main_010,0.228290419,0.283894757,0.201641904,0.243633091,0.150544325,0.211930897,0.055765642,0.050509171,0.047620741,0.465638713,0.530295912,0.510898752,,
p10_hook_right_main_011,0.292508786,0.463577978,0.332064623,0.315174445,0.275228279,0.344791857,0.049454756,0.049029346,0.048205345,0.669551132,0.917882396,0.843383017,,
p10_hook_right_main_012,0.320891843,0.376448517,0.311231309,0.268348023,0.249913089,0.306465271,0.068289693,0.049962611,0.047697671,0.581123708,0.82180065,0.749597568,,
p10_hook_right_main_013,0.24220643,0.322317153,0.213861186,0.272954866,0.13038088,0.220504315,0.057592854,0.047747811,0.047619129,0.395199618,0.659028621,0.57987992,,
p10_hook_right_main_014,0.307929804,0.446118799,0.335926398,0.308339395,0.320026733,0.333347077,0.050202271,0.047919791,0.049197232,0.710941669,0.902794543,0.845238681,,
p10_hook_right_main_015,0.31074725,0.453012594,0.230092432,0.244602146,0.205277714,0.304980867,0.068884469,0.055743688,0.047633298,0.523534242,0.76616229,0.693373876,,
p10_hook_right_main_016,0.290654894,0.445088531,0.219893468,0.285668411,0.211752094,0.298049511,0.082273442,0.049651297,0.04762478,0.508308113,0.782319415,0.700116025,,
p10_hook_right_main_017,0.318732248,0.432263805,0.217475793,0.271596386,0.261735736,0.292607754,0.075610811,0.059102373,0.047932572,0.527740196,0.792839684,0.713309837,,
p10_hook_right_main_018,0.287082004,0.468405419,0.333194804,0.354958489,0.322367205,0.316647159,0.051096891,0.051347345,0.050872812,0.723829748,0.912707688,0.856044306,,
p10_hook_right_main_019,0.281422311,0.461782231,0.321236177,0.344240161,0.258045769,0.319576712,0.048733059,0.047798686,0.048327549,0.654077765,0.902652232,0.828079892,,
p10_hook_right_main_020,0.316449601,0.452756804,0.32136579,0.32357985,0.317476945,0.304496631,0.051084762,0.047806317,0.048175762,0.693608753,0.898606456,0.837107145,,
p10_hook_right_main_021,0.316412976,0.455751118,0.253961512,0.296664049,0.255878685,0.30565596,0.074827108,0.057111574,0.047687032,0.618684967,0.787526897,0.736874318,,
p10_hook_right_main_022,0.235075965,0.330270113,0.231654456,0.307626704,0.134648656,0.213068181,0.055539177,0.047651521,0.047620381,0.427184125,0.681989085,0.605547597,,
p10_hook_right_main_023,0.298307817,0.456822032,0.254100047,0.32609981,0.219641178,0.286426829,0.068323286,0.050211593,0.047625346,0.584324123,0.802928444,0.737347148,,
p10_hook_right_main_024,0.30117262,0.461474194,0.33584094,0.320524477,0.312763848,0.309042748,0.049220184,0.0496494,0.050284672,0.718460349,0.879477609,0.831172431,,
p10_hook_right_main_025,0.296152798,0.446662434,0.330758109,0.331731818,0.310772812,0.308688288,0.048646407,0.048539854,0.049908476,0.724608529,0.870120425,0.826466856,,
p10_hook_right_main_026,0.289841267,0.444301469,0.298999679,0.312140451,0.205715541,0.305628533,0.049389014,0.047785538,0.047839655,0.57148089,0.859939795,0.773402124,,
p10_hook_right_main_027,0.309122583,0.484412643,0.287914105,0.313057901,0.342365616,0.347143172,0.058575369,0.05497642,0.048603789,0.711688566,0.899865527,0.843412439,,
p10_hook_right_main_028,0.312395215,0.49080229,0.306171567,0.341389555,0.340881398,0.335562102,0.053839228,0.060716701,0.04852154,0.76076825,0.887374541,0.849392654,,
p10_hook_right_main_029,0.274639418,0.441939566,0.263864919,0.314211732,0.248702011,0.285527445,0.049800885,0.048309014,0.047636545,0.624799971,0.785351646,0.737186144,,
p10_hook_right_main_030,0.272703551,0.413197313,0.215752112,0.301355507,0.163391205,0.24383915,0.049082827,0.047731836,0.047622029,0.503341869,0.715579517,0.651908222,,
p10_hook_right_post_001,0.310538941,0.473944819,0.292590013,0.339113825,0.348104124,0.290412491,0.057193448,0.053669123,0.050189353,0.693618388,0.893699507,0.833675171,,
p10_hook_right_post_002,0.259559933,0.404000282,0.210416655,0.296256814,0.163260954,0.259770956,0.048696823,0.047754796,0.047625769,0.468761449,0.734518159,0.654791146,,
p10_hook_right_post_003,0.285080458,0.469808064,0.284318336,0.309439128,0.337393763,0.295160238,0.051981321,0.052708132,0.048315662,0.651656783,0.886355404,0.815945818,,
p10_hook_right_post_004,0.300144928,0.476423862,0.261774737,0.283338789,0.321017037,0.330833205,0.065049703,0.049816515,0.047765252,0.630231325,0.883821649,0.807744551,,
p10_hook_right_post_005,0.273516231,0.447940647,0.271222133,0.291667215,0.3303146,0.323080342,0.050996323,0.048297096,0.047745108,0.670867004,0.847211593,0.794308216,,
p10_hook_right_post_006,0.283760583,0.460479114,0.263381151,0.305289938,0.322727217,0.313911849,0.0492048,0.048698809,0.048678621,0.657913882,0.861249024,0.800248481,,
p10_hook_right_post_007,0.304122181,0.463686896,0.27564949,0.281803306,0.345429363,0.350183388,0.05254372,0.050456617,0.04854714,0.680389394,0.892527457,0.828886038,,
p10_hook_right_post_008,0.312290309,0.477174877,0.274823268,0.280723288,0.354670737,0.359722799,0.054156934,0.055359467,0.04928333,0.686379709,0.906562968,0.84050799,,
p10_hook_right_post_009,0.271482386,0.448207419,0.236061242,0.280319451,0.185985963,0.330318438,0.048785137,0.047954738,0.047906345,0.567976099,0.765004798,0.705896189,,
p10_hook_right_post_010,0.284100402,0.390313305,0.214645974,0.288605394,0.16653894,0.276062937,0.048974133,0.047907311,0.047621943,0.491041524,0.736437898,0.662818986,,
p10_hook_right_pre_001,0.258104224,0.424486862,0.258164341,0.307151014,0.200052825,0.244871538,0.075201473,0.053003009,0.04762184,0.493595437,0.76831144,0.685896639,,
p10_hook_right_pre_002,0.331879419,0.46884794,0.338423544,0.335105366,0.314961015,0.26923112,0.058041816,0.048402586,0.049483748,0.721241317,0.867975178,0.823955019,,
p10_hook_right_pre_003,0.281666613,0.453171952,0.253909697,0.345558667,0.168899062,0.260516316,0.049369307,0.04777465,0.047631149,0.550559352,0.791180528,0.718994175,,
p10_hook_right_pre_004,0.21747007,0.410880551,0.237268404,0.311704619,0.170460431,0.195806493,0.050900844,0.047938142,0.047627422,0.481277998,0.686690335,0.625066634,,
p10_hook_right_pre_005,0.291034884,0.447153516,0.296691011,0.328751954,0.29403124,0.270466076,0.054830054,0.048626472,0.049958916,0.633111245,0.860680528,0.792409743,,
p10_hook_right_pre_006,0.302944546,0.445221184,0.256303158,0.314661181,0.230503087,0.296514887,0.089505258,0.055779718,0.047730936,0.552923451,0.814217019,0.735828948,,
p10_hook_right_pre_007,0.250964403,0.441604802,0.278038048,0.317220145,0.223745508,0.277147726,0.077505774,0.053921006,0.047625505,0.572220007,0.777268489,0.715753945,,
p10_hook_right_pre_008,0.297152797,0.447203754,0.247241395,0.342266582,0.319961813,0.249435316,0.051459445,0.04793674,0.048209007,0.628049967,0.845185138,0.780044587,,
p10_hook_right_pre_009,0.325398773,0.437589517,0.253036527,0.329883517,0.320763931,0.254049746,0.04864176,0.047827733,0.04834694,0.631740211,0.852945404,0.786583846,,
p10_hook_right_pre_010,0.24269204,0.428140072,0.245593506,0.330954153,0.174027326,0.228819613,0.049403358,0.048033934,0.047627345,0.531550867,0.724914579,0.666905465,,
AVG,0.286139833,0.437772035,0.273179904,0.310607626,0.253224954,0.290520664,0.056718946,0.050432481,0.048245376,0.602120357,0.819356438,0.754185614,,
