jap,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall,,
p10_jap_main_001,0.249009369,0.468819213,0.289578141,0.312904349,0.21510799,0.152307997,0.0500155,0.047826149,0.047622286,0.595147475,0.679070534,0.653893617,0.765184734,-0.005304173
p10_jap_main_002,0.378457594,0.494302549,0.312200625,0.329937049,0.227173661,0.26141948,0.047817845,0.048447419,0.047673756,0.602532669,0.908853929,0.816957551,0.764220676,
p10_jap_main_003,0.382557028,0.505886924,0.314638747,0.329451621,0.209064695,0.264418127,0.048040151,0.051309782,0.047624942,0.604659594,0.897165804,0.809413941,0.769524849,
p10_jap_main_004,0.353502267,0.470264939,0.322306631,0.285507593,0.18718847,0.260407258,0.047908909,0.049549271,0.047649249,0.589792427,0.817717446,0.74933994,,
p10_jap_main_005,0.361235797,0.49309055,0.305979734,0.321297388,0.191628631,0.260029898,0.047795369,0.056718452,0.047661788,0.597567608,0.841746971,0.768493162,,
p10_jap_main_006,0.325574536,0.492603027,0.325428409,0.32393916,0.21944384,0.267143353,0.04864313,0.050256683,0.047789076,0.599410031,0.88300724,0.797928078,,
p10_jap_main_007,0.356273644,0.486245658,0.308782233,0.315655478,0.199278433,0.278789182,0.050216933,0.053299195,0.047637699,0.622287981,0.83415514,0.770594992,,
p10_jap_main_008,0.373449163,0.506264219,0.328229593,0.313287413,0.224341595,0.270638701,0.04969321,0.053265205,0.047707383,0.614039662,0.898204464,0.812955023,,
p10_jap_main_009,0.338176451,0.50874082,0.313879858,0.326673096,0.22162745,0.27818117,0.047819224,0.049559849,0.047674782,0.585080444,0.920214366,0.819674189,,
p10_jap_main_010,0.352518896,0.491304384,0.330695931,0.277233743,0.200960735,0.284148939,0.0480853,0.050453059,0.047692684,0.584925175,0.869533195,0.784150789,,
p10_jap_main_011,0.346388073,0.479006036,0.317379132,0.289590415,0.178984445,0.264298613,0.04992301,0.053377135,0.047626011,0.565285557,0.831398337,0.751564503,,
p10_jap_main_012,0.35509494,0.488718936,0.318725756,0.305669489,0.18956858,0.2642724,0.049159089,0.054192551,0.047648282,0.574425047,0.860041171,0.774356334,,
p10_jap_main_013,0.345473911,0.463572533,0.275070521,0.283504115,0.174202106,0.275093592,0.049167974,0.049109279,0.047619147,0.57449967,0.77795646,0.716919423,,
p10_jap_main_014,0.365933784,0.496678954,0.299990711,0.298352114,0.198546895,0.277083885,0.049586146,0.048715012,0.047620464,0.593750739,0.853626369,0.77566368,,
p10_jap_main_015,0.373326548,0.4754394,0.299500353,0.291237152,0.194797147,0.263954211,0.049444257,0.049172453,0.04762254,0.564473332,0.852589791,0.766154853,,
p10_jap_main_016,0.336666534,0.485191663,0.323383494,0.31186582,0.180854299,0.260390295,0.04898176,0.051191612,0.047620519,0.609753571,0.815174001,0.753547872,,
p10_jap_main_017,0.366990452,0.48529543,0.301722572,0.307688541,0.192994238,0.257694684,0.050761159,0.050491431,0.047620147,0.577618455,0.847307764,0.766400971,,
