jap|p05_Global_001,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p05_jap_main_001,0.24043658023888398,0.5021378161733223,0.30867841049599254,0.2798997147703596,0.2320095718037674,0.22989648610830704,0.04770872110574528,0.04817390815211789,0.04762037829203406,0.46966061467311304,0.8919638296184392,0.18851441464365873
p05_jap_main_002,0.2148716112552656,0.44433020682452684,0.2745641688956818,0.272758690406743,0.1724939920019927,0.18163203030123765,0.04776248524701793,0.04834937739578296,0.047619261095710165,0.4195821000863832,0.7496893097467721,0.17189798757639468
p05_jap_main_003,0.2795307056417583,0.47540443048707404,0.32119493417021655,0.25678474260376966,0.24793612388070416,0.22398089693314055,0.04773968710469201,0.047776115485843054,0.04761909942974586,0.5203529784568784,0.8440960611325332,0.20528959368247118
p05_jap_main_004,0.22317463735263243,0.47897221823278713,0.3102793209348083,0.23340847114735402,0.2549059222177825,0.24599270739675938,0.047860581451996086,0.047965568413312315,0.04761987335163943,0.4998563881099384,0.8307213901019784,0.19856084599174892
p05_jap_main_005,0.22420105568414966,0.47488018835853935,0.3381443288653527,0.26464926768125396,0.2618699265457261,0.22404271955874813,0.0477722839319389,0.047997986026093745,0.047621156240262315,0.5195905989659859,0.8530044155528367,0.2051202896413395
p05_jap_main_006,0.22739164349005056,0.49070424765660564,0.2926866105713046,0.2475019433311975,0.2562472072541282,0.236920295823222,0.04785173696577313,0.04801823977311318,0.04762066180571426,0.4601711749872101,0.8684598108824999,0.18534705057536546
p05_jap_main_007,0.22336192216635903,0.4809021125962304,0.318897268962618,0.24559790706932377,0.2542420057993572,0.24418613024749453,0.04784058763517341,0.04811685456585178,0.047620095864104525,0.5130459769399613,0.8360233798824926,0.20300113971366218
p05_jap_main_008,0.24195480443882814,0.48198824734353723,0.32012823387965755,0.24909130792636525,0.2511072651654659,0.25370518628369415,0.047886888865987944,0.048102830023835204,0.047619894559379074,0.5087996525568957,0.865361219239456,0.20159645714890628
p05_jap_main_009,0.24287720103345561,0.4970700736678267,0.3289961187225018,0.25680037058944927,0.2650933988142309,0.25965513694836373,0.04795969953982596,0.04842608573395906,0.047621129052287096,0.5109155394605115,0.9082241878497102,0.20243377491143216
p05_jap_main_010,0.24417878087220438,0.4957606017948458,0.3148850339984303,0.2523315534983975,0.25758537417772925,0.2598776388637812,0.04794504628808508,0.048699938635450184,0.047621350282355944,0.49453733633734204,0.8977319777893755,0.19706077375362574
p05_jap_main_011,0.22032039079462562,0.5009907800858863,0.3305819194805692,0.26002399133746035,0.24187421895007571,0.24810878690645222,0.04785578999579403,0.048102951175489114,0.04761934870675718,0.4935414198931321,0.8832709864960564,0.19650005368813842
p05_jap_main_012,0.23069293223436665,0.5017924172135678,0.31794733089764005,0.24550692556824366,0.24236260279803049,0.2513879062400767,0.04782405671979675,0.04827990385798793,0.047621268204607645,0.4657551115839378,0.8966232712773587,0.1872863573872408
p05_jap_main_013,0.22368819666439715,0.5002787191073713,0.3268777724985278,0.25047494403909504,0.23789260787483713,0.24245074758731971,0.04786933291348684,0.04808151907203166,0.04762087179147688,0.4756126570681284,0.881304130006188,0.19052116968454894
p05_jap_main_014,0.24192559247365786,0.49684118757829276,0.3052837766865629,0.2434808174656402,0.24798905524782106,0.24180512830360837,0.04785442813335168,0.04876146971140497,0.04762733890731194,0.44953323607486356,0.8966603526044704,0.18204971130654007
p05_jap_main_015,0.22865969047939333,0.4995905268552138,0.3180316066062286,0.23667662727760197,0.23415089665498265,0.2502442543553558,0.047840381222372365,0.048261316634617225,0.04762162261257416,0.46082612445875243,0.8802796536779942,0.18564260743858066
p05_jap_main_016,0.23167196116987285,0.5011571334437386,0.3091693989111047,0.24354272684495606,0.2414265369934157,0.2492464544743175,0.047820107732323563,0.0483086738631379,0.047624585087135074,0.4455972719199889,0.9032788491239763,0.18057535117181678
p05_jap_main_017,0.2450263294134844,0.48104740228197357,0.3154338120732311,0.2521770232234178,0.2229296536037893,0.22194281486322692,0.04773736109557041,0.04799199544943952,0.047619169482412724,0.4703556416236713,0.8437776916648743,0.18869499938956039
p05_jap_main_018,0.2706719694524884,0.4979285782866432,0.3399441674160203,0.26427885801267953,0.25456733731751513,0.2567510406564845,0.047769759827765323,0.0478978212043788,0.04761997041135462,0.5275824322039496,0.9106378279651459,0.20775000441203123
p05_jap_main_019,0.22471919443144756,0.49614168088020466,0.3163836315156404,0.2270684516472153,0.2446800637606234,0.25623790098992855,0.04778531128026022,0.04814880195332644,0.047619753086650174,0.4712425903984368,0.8711638177324774,0.18905890121067448
p05_jap_main_020,0.2308227694499844,0.4890692765837355,0.33380760483921357,0.22697567397141113,0.2490168164019845,0.24923468118013536,0.04786855334719062,0.047998125802868774,0.04761952465960481,0.49988064491380263,0.8567574883626705,0.19858244135462066
p05_jap_main_021,0.2312593922484638,0.49304538792760033,0.32408054096301864,0.2190447218329245,0.25213561410324326,0.25105072730258343,0.04782097900993812,0.04811653945914023,0.04761994128202721,0.48598696215686993,0.8601886268163911,0.1939748268753161
p05_jap_main_022,0.2279227719794296,0.48948823939668157,0.3361736131293013,0.21769635966842982,0.253177478790683,0.2569680787245148,0.04782147940138468,0.04798663399108337,0.04762011593053785,0.4835471917449123,0.8778969670155361,0.19311843504579343
p05_jap_main_023,0.24397923736076638,0.5057514057477903,0.3132785203609323,0.25858995977125276,0.25316026623546806,0.247445922333851,0.04780837226871421,0.04816744347940271,0.04762044172246607,0.46926568228132404,0.9170553141021869,0.1884138326764803
p05_jap_main_024,0.22179054646848648,0.49587654933790654,0.2993942681400334,0.22280889646242677,0.22988444205040787,0.2557312647433455,0.04779441146866884,0.04800627855631577,0.04761940230207256,0.444218449245001,0.8592854712062599,0.18000637975666184
p05_jap_main_025,0.2242237385085573,0.49650000761941887,0.32640577146177463,0.24910583394497499,0.243416587190827,0.2562344803658848,0.04779186115662103,0.0481255089413842,0.047619582084738626,0.5024081245919595,0.8694190925091146,0.19944183156332157
p05_jap_main_026,0.25805572407722116,0.5004322128757802,0.3175564932635671,0.24945716200101273,0.2631235113671637,0.24452428746419946,0.04777917959891028,0.04828535212219457,0.04762548829371198,0.47806872385903604,0.9158406012293918,0.19137775186004696
p05_jap_main_027,0.24442011627552707,0.501338954741247,0.3193182243725397,0.2398949860443434,0.2549647172666812,0.2565428607872867,0.04792247214699518,0.04838045837783253,0.04762396218249757,0.4712123263428672,0.9116910552966108,0.1891717522892316
p05_jap_main_028,0.23487730465510132,0.497585617806276,0.32728416149714395,0.24079355873252842,0.2685078384214249,0.2539302607780118,0.04788925800380436,0.048332961752885074,0.0476263751355709,0.49709877508168,0.8978909506591641,0.1977736649461231
p05_jap_main_029,0.2399794712885143,0.4995296647147322,0.3345442788080314,0.25181840665419497,0.26380076595855234,0.250182602965045,0.047825822543799607,0.048120734850266154,0.04762846592592154,0.4982331276709099,0.9098503213642429,0.19805989502165855
p05_jap_main_030,0.24006192354417005,0.4930715019439468,0.3358968905562519,0.25125576859464643,0.26258178420089606,0.24590111240470663,0.047938390563038266,0.04850792774079269,0.047652238798012204,0.4787654305485921,0.9220565436546624,0.19173724961747435
p05_jap_post_001,0.2189301393091688,0.4939308876294278,0.33459822044152865,0.2478335759010093,0.24541206222390882,0.2413752653192524,0.047707289862082045,0.047766786854768484,0.04762114309735693,0.49632172876626923,0.8645009490446701,0.19726526849437326
p05_jap_post_002,0.26227834313304016,0.49923767514366446,0.34509331129953325,0.2698385734580703,0.2420342835346167,0.24686407667272192,0.04781920553182775,0.048281238857441344,0.04762384665525411,0.506214904430349,0.9177987132163435,0.2007717829398727
