jap,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall,,
p06_jap_main_001,0.270162817,0.494768808,0.266380913,0.280301179,0.239690543,0.237203004,0.048114459,0.049029302,0.04771806,0.42488361,0.92012452,0.771552247,0.719726026,0.006854014
p06_jap_main_002,0.250807912,0.479867012,0.288002029,0.264341963,0.218776152,0.248956706,0.048029108,0.04900499,0.047633708,0.465985237,0.853631141,0.73733737,0.717209455,
p06_jap_main_003,0.255768394,0.494540381,0.351110646,0.304834794,0.231476406,0.249970864,0.047994799,0.050733562,0.04829594,0.545675659,0.900332436,0.793935403,0.710355441,
p06_jap_main_004,0.256777968,0.500087361,0.309817621,0.310150334,0.239026907,0.220955875,0.047919387,0.050825282,0.047626386,0.518255943,0.880513153,0.77183599,,
p06_jap_main_005,0.262312495,0.50029675,0.337206755,0.313964815,0.247152498,0.211173041,0.047970044,0.049320655,0.047625644,0.552602776,0.879677979,0.781555418,,
p06_jap_main_006,0.269444357,0.496397531,0.323373076,0.312481117,0.239897597,0.234709584,0.048030932,0.050186833,0.047802645,0.523037087,0.909342776,0.79345107,,
p06_jap_main_007,0.285138503,0.499028751,0.321827157,0.315282251,0.243037673,0.227312111,0.048093563,0.050136791,0.047645614,0.54689665,0.893486524,0.789509562,,
p06_jap_main_008,0.292560328,0.498767185,0.316349127,0.290098694,0.241729169,0.243361695,0.048103822,0.048902938,0.047684095,0.523421348,0.905192702,0.790661296,,
p06_jap_main_009,0.291464266,0.494563537,0.284542588,0.282967548,0.240459739,0.227117789,0.048297448,0.050073666,0.047620666,0.496042053,0.874294002,0.760818417,,
p06_jap_main_010,0.297466128,0.493284774,0.307658524,0.329272903,0.247486195,0.213071799,0.048130782,0.048858657,0.047631235,0.571986571,0.864492064,0.776740416,,
p06_jap_main_011,0.266393879,0.488582236,0.270253982,0.271915348,0.239395381,0.193777,0.048273421,0.049966591,0.04761972,0.490750645,0.806484849,0.711764588,,
p06_jap_main_012,0.333726388,0.485251073,0.304659446,0.321516713,0.239626352,0.218133673,0.048059761,0.048503077,0.047623869,0.600923474,0.837851944,0.766773403,,
p06_jap_main_013,0.359538627,0.498110616,0.320822946,0.301799388,0.215743405,0.215239632,0.047934621,0.048081267,0.047633963,0.531805191,0.892634828,0.784385937,,
p06_jap_main_014,0.350452833,0.490967439,0.311919879,0.291821828,0.22232891,0.20971482,0.047776053,0.048483069,0.047628015,0.514134822,0.88572789,0.77424997,,
p06_jap_main_015,0.340330637,0.491302198,0.277467018,0.278300663,0.206546699,0.169150379,0.047766009,0.047853163,0.047619876,0.507437633,0.789889016,0.705153601,,
p06_jap_main_016,0.370330697,0.495132605,0.314933444,0.334994457,0.21140171,0.194129378,0.04790109,0.048889203,0.047630972,0.544791287,0.886804937,0.784200842,,
p06_jap_main_017,0.302612316,0.471337699,0.255161898,0.271745143,0.212465217,0.134210048,0.047887152,0.047944418,0.047619201,0.514424576,0.69801477,0.642937712,,
p06_jap_main_018,0.341338315,0.476834357,0.286287072,0.290414508,0.22059271,0.167091295,0.04803369,0.048248422,0.047620159,0.565600824,0.755626893,0.698619072,,
p06_jap_main_019,0.311722421,0.482524504,0.281793796,0.289514751,0.217770048,0.135126643,0.048040516,0.048340383,0.047619695,0.54078774,0.729684522,0.673015487,,
p06_jap_main_020,0.311423746,0.449420044,0.247454745,0.25200296,0.223560564,0.140319849,0.047778706,0.047897321,0.047619113,0.511433979,0.682174906,0.630952628,,
p06_jap_main_021,0.276044167,0.499936368,0.274742364,0.303715812,0.209918193,0.158258579,0.047848587,0.048066572,0.047622121,0.504521006,0.779184507,0.696785457,,
p06_jap_main_022,0.272972422,0.501317149,0.278183765,0.283940952,0.203037855,0.156389228,0.050613135,0.048197314,0.047620683,0.479400885,0.776111501,0.687098316,,
p06_jap_main_023,0.321196362,0.5010876,0.27500173,0.282598615,0.205820595,0.175359757,0.047900203,0.048856151,0.047619488,0.508331379,0.791442636,0.706509259,,
p06_jap_main_024,0.173902475,0.346113898,0.136619565,0.133781243,0.106806699,0.065264061,0.047787255,0.047708231,0.047619088,0.493824997,0.151945312,0.254509218,,
p06_jap_main_025,0.36810118,0.50005883,0.328227369,0.326344806,0.218355624,0.210358025,0.047958512,0.049136291,0.047657238,0.55192058,0.906982818,0.800464147,,
p06_jap_main_026,0.340725432,0.48547552,0.298901452,0.290713507,0.223648617,0.200111273,0.047826678,0.048393715,0.04765161,0.491108554,0.87618323,0.760660827,,
p06_jap_main_027,0.276886314,0.490805142,0.271679552,0.276431614,0.222352121,0.156057191,0.047815767,0.048242406,0.047619921,0.440087038,0.8145839,0.702234842,,
p06_jap_main_028,0.309900409,0.496388812,0.306228315,0.290226893,0.211337845,0.197139669,0.047774839,0.048273912,0.047629128,0.474759968,0.875956523,0.755597556,,
p06_jap_main_029,0.29268894,0.477432272,0.308335621,0.280035075,0.185876257,0.19613474,0.047779665,0.04809987,0.047620186,0.505790471,0.786552354,0.702323789,,
p06_jap_main_030,0.213429906,0.454949965,0.29902926,0.273096305,0.139656394,0.117841279,0.048433229,0.048432078,0.047619438,0.464476503,0.638291432,0.586146953,,
p06_jap_post_001,0.340981679,0.492068946,0.335370654,0.296299826,0.220172499,0.214173191,0.047827516,0.048721242,0.047869165,0.521097751,0.901309302,0.787245837,,
p06_jap_post_002,0.336134394,0.496488445,0.326483345,0.30433224,0.203159813,0.17961491,0.048062495,0.047822068,0.047625686,0.531723061,0.843994107,0.750312793,,
p06_jap_post_003,0.324491666,0.490438088,0.319686886,0.318742912,0.21325847,0.203286912,0.047789104,0.048014513,0.047637494,0.545286771,0.857796178,0.764043356,,
p06_jap_post_004,0.3083915,0.507354908,0.325738962,0.296680656,0.219618276,0.167299711,0.047872284,0.048112382,0.047620432,0.514155822,0.847896919,0.74777459,,
p06_jap_post_005,0.32381909,0.500800193,0.326082908,0.317857391,0.212973065,0.200123333,0.047864558,0.048091485,0.047676714,0.539299774,0.872051843,0.772226222,,
p06_jap_post_006,0.288040592,0.500066657,0.306423489,0.308505194,0.180400531,0.146640899,0.050086907,0.047879607,0.047620585,0.519670155,0.763308027,0.690216665,,
p06_jap_post_007,0.283027907,0.484004835,0.306430621,0.274869514,0.147126627,0.134994272,0.049115817,0.047850785,0.047621411,0.465536078,0.724761368,0.646993781,,
