hook_left|p12_Global,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p12_hook_left_main_001,0.3576666586192878,0.41844303359414026,0.35054410670979674,0.2669138024641403,0.23940090649344142,0.23419546482072992,0.07232273971157951,0.07109763814608419,0.04764802877573774,0.5317909302644721,0.8403793043286543,0.22507043604071192
p12_hook_left_main_002,0.34683550117505313,0.43539226188107244,0.3413182768202968,0.2616643751341373,0.22787919045844385,0.22505817984290238,0.07195752330220712,0.07032764685931733,0.047659143927896705,0.49931079135194245,0.8434545736436434,0.21386532050448895
p12_hook_left_main_003,0.35067951345928855,0.44813390453766855,0.3213389953717224,0.283446205357177,0.22293906573984615,0.19477229587034434,0.07096354490757838,0.07010203049368513,0.04766592738948122,0.46425000311552844,0.854272436346695,0.2017718595055973
p12_hook_left_main_004,0.362094629565791,0.43794191606070737,0.3400718996873547,0.27893997723720343,0.23060295539433762,0.1992635859960314,0.07211087462348266,0.07030842258051122,0.04767038144159235,0.5015576613824131,0.8438393612260863,0.21465898619546897
p12_hook_left_main_005,0.35469092975233324,0.4488083457484356,0.3636306713809164,0.28757844895321194,0.21988835907377763,0.2188931419746753,0.0708718916641273,0.06760405783171988,0.04772049549914238,0.5355846069012948,0.8557186761143777,0.22468685213238065
p12_hook_left_main_006,0.3586346592878126,0.4503240299450971,0.3509695978624177,0.26886746903888376,0.23110283418613933,0.1919737768420513,0.07212979804528309,0.0706157905480527,0.04766344277631922,0.51529180645013,0.8285246460937636,0.21934579834782192
p12_hook_left_main_007,0.3395835692122911,0.4390679843856079,0.36351297428618456,0.2921639111863935,0.22028552455554454,0.19047156137159696,0.07064004395606752,0.06932719984688747,0.0476402946166315,0.4978333604120978,0.8548474858768473,0.21260020140501756
p12_hook_left_main_008,0.36340464533117,0.471217292660398,0.35203099933060356,0.2924356380657006,0.22828759792997558,0.20658085979136748,0.07143427208022327,0.0683566969386533,0.0476840877636857,0.5269164309723858,0.8695309653853007,0.22223579999708745
p12_hook_left_main_009,0.3676601421736603,0.45186193415134923,0.351976838623323,0.3064716540756397,0.2300733951007768,0.23401803659220893,0.0710643458699392,0.07041651977799016,0.047751674367981736,0.5427635165781435,0.8865594638359714,0.22808146074202426
p12_hook_left_main_010,0.3682108001519603,0.44393365640180393,0.3402415416546675,0.33974765629665205,0.2545382551333556,0.2848703721819726,0.07428019112300191,0.07589485027639209,0.04783424157614462,0.5916427386537516,0.9199032612856157,0.2472725933510485
p12_hook_left_main_011,0.3507390908618101,0.4740541654517013,0.32894895172226213,0.2922703143331251,0.2355138710732457,0.19141348943384012,0.07255333935374672,0.07106730102416968,0.04770075459687969,0.4928119271852445,0.8640549072005002,0.2121441891877203
p12_hook_left_main_012,0.36641132920369135,0.48531351025891817,0.34518535875733625,0.2817871965051272,0.24054894250493836,0.2956103850559372,0.07298772622732211,0.0745702168223821,0.047659807296588606,0.597162078026306,0.8814813204268532,0.24824000702533675
p12_hook_left_main_013,0.3406258633212196,0.43807052869020585,0.3654911146186469,0.2827789501063222,0.21430834413386993,0.15735091145491553,0.0700283234526477,0.06885943946198411,0.04763420573207715,0.4740312980262308,0.8312893785432636,0.2043063536469542
p12_hook_left_main_014,0.14955956242829052,0.2363735886950648,0.13671546017013708,0.1296723149149486,0.106675106075353,0.10598381580407831,0.07495219143209324,0.071658659172882,0.04761906500971716,0.5444013634595015,0.013349670881302553,0.2303374046881589
p12_hook_left_main_015,0.3499003183553814,0.43447022360111676,0.32886650808698203,0.27155976387190844,0.2197643490027259,0.17770526603437992,0.07263082264228855,0.07069872863654571,0.04763979914992307,0.5089001030835714,0.7772171945551867,0.21740988478746853
p12_hook_left_main_016,0.3443961824451994,0.4510791015680494,0.3487731843181634,0.2663254109086764,0.19827114656588168,0.28774779641120973,0.06543587375465562,0.06770499177167769,0.047764405769501736,0.5180249427046754,0.8845496131714728,0.2170552694103362
p12_hook_left_main_017,0.34578294410979876,0.4394828446614804,0.33036114737583333,0.2507193164100703,0.20038341930328846,0.2921675186131396,0.06594674692001677,0.06908940569511313,0.04786044046412431,0.48605643770344764,0.8828183390551597,0.20703086343952581
p12_hook_left_main_018,0.34233385849705833,0.4396034036879385,0.33456522846297265,0.23256006130868467,0.19397451107479352,0.27182707383266214,0.06521015843460483,0.0681555716370881,0.047674510393495385,0.4627873808456512,0.8659081396312299,0.1987177036391147
p12_hook_left_main_019,0.3329773609687243,0.4271542545833039,0.35196273670161765,0.26568325643069224,0.22355657777053212,0.18308094745054554,0.07231575141561808,0.07083775967402817,0.04764527523646861,0.5040301278157588,0.794817211395076,0.215727879635135
p12_hook_left_main_020,0.32626958094949143,0.41523403578287466,0.3289456088153216,0.3230691722624914,0.2508103395271359,0.2863520720868622,0.07501213800257983,0.07579555402788556,0.047715128949246004,0.5528342969864443,0.8919750918276781,0.2345473296723032
p12_hook_left_main_021,0.34498452212589176,0.4172975459029914,0.34653482060960733,0.25559759919369773,0.19966295117948962,0.2809174019922146,0.06579995072052862,0.06747888835119618,0.047721971269138054,0.484598635355401,0.8839758362259611,0.20595915814237525
p12_hook_left_main_022,0.36366505759630907,0.44598637708781785,0.3330608602344796,0.2517736334070938,0.2009504084404284,0.28828802856325364,0.06532071538518691,0.06879594597080789,0.04783167976802716,0.48886197404403947,0.8928935140501861,0.20765954513334473
p12_hook_left_main_023,0.37755429832758314,0.4312451641660596,0.3246752987423151,0.26372665208370727,0.2012211290073008,0.2829198615935135,0.06654344456016309,0.0680060892684952,0.04774031799992901,0.496005094503744,0.8832308972549014,0.21018487611080078
p12_hook_left_main_024,0.35883398785764326,0.42867169467725674,0.35701623603926136,0.26047130156784437,0.20019425805513064,0.28327463183299784,0.0660189886860457,0.0686465347682617,0.04782118130641887,0.5159747862142001,0.880959167974832,0.21688010322283582
p12_hook_left_main_025,0.3507432561191394,0.4413645305649821,0.3530029431425339,0.24998499028902987,0.2261011641336646,0.20541757331735874,0.07234003024879065,0.07116882810079465,0.04765380114171209,0.4976908653272578,0.8297027857359764,0.21373324122561435
p12_hook_left_main_026,0.33071322366158074,0.41946373815046406,0.3432895491060345,0.27410534953807897,0.20348550656918377,0.1951272393729155,0.06889650840605456,0.06818050064830161,0.04763587080400062,0.48156136328099663,0.8130159080609991,0.20621279077845092
p12_hook_left_main_027,0.3457154365802917,0.4306086441330651,0.3396597952612084,0.2608915941516425,0.201818982782223,0.2788040250864491,0.0662982701569117,0.06811936766323506,0.04787264978084619,0.49366235982255446,0.8781038328738208,0.20935999921423373
p12_hook_left_main_028,0.33348224903252577,0.41528148560507494,0.32266218933937785,0.2974384931772877,0.2306281622373839,0.18270328671957442,0.07180539785480525,0.07059676626622789,0.047652771513858626,0.45623884294371175,0.8469839562905224,0.19954700235491496
p12_hook_left_main_029,0.3346743958887923,0.4242094411078834,0.3449962306271116,0.2756534837826826,0.21505409287826863,0.18957857157609043,0.06979227205881976,0.06894871585875435,0.04763653946299083,0.45891295573967383,0.8460805976670016,0.19921798121908263
p12_hook_left_main_030,0.3518773906772412,0.429901347182191,0.3457199070876964,0.25899949412815043,0.19925788317040338,0.2758111151599906,0.06574399104779534,0.0673716921657473,0.04764655771996679,0.5080105466671012,0.8665998477096776,0.21370874329354794
p12_hook_left_post_001,0.3844906148001848,0.4640615873912181,0.3573452254636216,0.3128105960832775,0.2171976295045098,0.32055723402123737,0.06936729886085316,0.07378177007770932,0.04847253885290788,0.6249176955017169,0.9006476192118691,0.25602225481342644
p12_hook_left_post_002,0.38307990769809386,0.4702293161985687,0.3124222939456602,0.33716766306661605,0.24743215695910661,0.26816946938368436,0.07379591044599686,0.07522478798340085,0.04790513578780128,0.5721204882744655,0.9067666915821613,0.24038039556795437
p12_hook_left_post_003,0.33457189538282456,0.43318082235802446,0.3083825210819187,0.3200269840409652,0.2545217205902211,0.2569875936998523,0.07502824181631534,0.07281159414303577,0.04771124109142674,0.553872875452331,0.8569996662437638,0.23390423713722736
