jap|p18_Global|jap_003,LShoulder,LUArm,LFArm,LHand,RShoulder,RUArm,RFArm,RHand,LThigh,LShin,LFoot,LToe,RThigh,RShin,RFoot,RToe,Hip,Ab,Chest,Neck,Head,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p18_jap_main_001,0.25144041933334316,0.12312325953487036,0.27147601416672196,0.17451360542216357,0.3422150398789201,0.16859701616179004,0.171659229032922,0.15580574992021043,0.17757267865516066,0.32570735281874186,0.29316892196868316,0.18096253337625226,0.19036161452358194,0.3543934325885297,0.32485867523807066,0.18273148185506866,0.9492771522138339,0.34903304932805196,0.35098060531511255,0.2969215732095073,0.2864526901180516,0.0478736786785828,0.052366090436993036,0.04762360087008345,0.5818133543276554,0.8851267704533547,0.4663751856617191
p18_jap_main_002,0.33232505926132283,0.11489858216822613,0.17918430367971824,0.12339643501432851,0.36392998398813553,0.1698488261736541,0.13958381650802998,0.15790803503947864,0.18244392932961523,0.29349549782603856,0.29619339358853747,0.17830068579907304,0.1892706133355198,0.3059153721035807,0.3535411500662137,0.17627988507114306,0.940258317249277,0.340316734571809,0.3380861768884104,0.30047055145169815,0.2941512766588196,0.047681989377336954,0.0479674389062082,0.04761950457480405,0.5858576337740121,0.8568058181374179,0.45221266135611093
p18_jap_main_003,0.30457843482695496,0.1319374653380575,0.2007081322561378,0.12097320996784575,0.36034035108224666,0.15951499147334947,0.17556902808243663,0.1680885333801139,0.188035362620268,0.323105837948539,0.32745268502141955,0.1818201715313398,0.1969595423234117,0.37137595542786933,0.34408677433987567,0.18701740488458754,0.9690282009887952,0.36793005614025454,0.3689209029763203,0.35467684409727307,0.3465090094545438,0.04775560697345658,0.04881660578828968,0.04763000337815281,0.6696685746629552,0.8822163864600431,0.46492319491909795
p18_jap_main_004,0.2564897782239486,0.15647315977462053,0.29000804141587994,0.18989907967846298,0.34068658259852025,0.14960825308031794,0.20769509801550975,0.16682800320240934,0.19684458458607296,0.3192722122664803,0.29692491224569106,0.18189501951617615,0.19911796259992898,0.3383239355690285,0.31266230982477883,0.20370964612974768,0.9557112911105587,0.35059938695601056,0.3545972853334824,0.32210324953606373,0.31569364300382674,0.048006893071662095,0.054152611047896315,0.04779751092891038,0.5772091272046084,0.9239353467559449,0.48586642884242764
p18_jap_main_005,0.25432689210230314,0.14649853511718958,0.2903467398564613,0.18274962002063674,0.3389583055035546,0.15706852659437526,0.21301433311721646,0.16559598106870085,0.19237233807899742,0.3269142408729124,0.3004878298716898,0.18526772796244756,0.1981613503183404,0.36874033121978694,0.33041849968728254,0.19593336917937718,0.9392034429622734,0.33500478704529035,0.3388373454295615,0.3103271655388707,0.30197503334391634,0.04792978867018286,0.0517154269068388,0.04769039086599921,0.5939117300348672,0.9219496115252517,0.48482000119562546
p18_jap_main_006,0.3110479059730616,0.1346504981713055,0.2679451786174525,0.17630110046095543,0.36948063468665293,0.16818892365596766,0.1914687357484612,0.15247847379432494,0.18819339852616962,0.306012244529012,0.27503211265259647,0.19023525552310222,0.19574834190446472,0.34905746041153707,0.3083558368276397,0.1835541870815756,0.9500441459862085,0.34819441489839775,0.35053379187779443,0.32016454279589146,0.311521949148439,0.04776276425234723,0.05255856802125969,0.04762146351613781,0.5984137821655601,0.9050760809295655,0.47634877222285166
p18_jap_main_007,0.2602393622166744,0.1560011050560623,0.28364548839246917,0.18839953184921415,0.3408434561796231,0.16272114155068126,0.2038830855149997,0.16023826510339892,0.1913745645126345,0.2906358056595292,0.2981722578394055,0.18470751719628994,0.1978102438162425,0.3307622526740609,0.30310032587333874,0.19586864150120217,0.9419915699351782,0.33817258678941775,0.34129073632151863,0.29822162087101817,0.2920868382344679,0.04789722021877358,0.05182443515859346,0.047777115894762794,0.5372502698059414,0.923173528921441,0.4854753224081019
p18_jap_main_008,0.2558225538860571,0.13938975022793804,0.2695928174178566,0.1787868551998539,0.3464964183702805,0.16868643911212167,0.19370689330679886,0.15870733292064815,0.1833041407059817,0.29382149058932666,0.29181329657469146,0.1835223901933844,0.1952907872654775,0.30524629499628453,0.28475419021736387,0.1831270852565248,0.9274003983066581,0.3251547765701589,0.3278668767907594,0.31119135671682346,0.2992623276892684,0.04785078283446467,0.0512238021478974,0.04764299029091671,0.5158482648182526,0.9050663318808699,0.4763546610858933
p18_jap_main_009,0.25586980289775735,0.14121647841435506,0.26744772265109873,0.17918706244424198,0.340629901424987,0.16806487080629956,0.19672292966992155,0.1649985217031728,0.18531349460470176,0.2908701083105815,0.2689975884553847,0.1862497618359344,0.19620055818723955,0.3289177919356864,0.2831194818438773,0.1838210101889507,0.9335677306292525,0.33114575442235666,0.33323560291278154,0.30050937176233994,0.2913595286146422,0.04789484843470813,0.05127568629243902,0.04770818994804695,0.5063223371459644,0.9102284403442591,0.478968315146153
p18_jap_main_010,0.2423363291097851,0.1297826998515987,0.2750162236636311,0.17464884355236535,0.33633861895189554,0.174780627440545,0.1882457734809863,0.16185871259629406,0.178481229997109,0.28928338625062244,0.27709157131346673,0.180654450114961,0.19161413095833077,0.3373842435818817,0.27796075012925636,0.17707891526033165,0.9280151606337024,0.3274192685570133,0.3289831691896349,0.2918743716358102,0.2809089759102332,0.04786121151800928,0.05054184135113112,0.04763977935203463,0.5139104478794899,0.8918967406747204,0.4697682600133775
p18_jap_main_011,0.3055479843436001,0.1423644772035206,0.23919134612360185,0.13419549981015064,0.36994007147829583,0.17297833492454484,0.15195251162389237,0.158769828780507,0.18249316222588308,0.303814301421182,0.3218518537925067,0.19129589126401936,0.19230194921217159,0.33261424962373876,0.3350190970250423,0.17947691905401403,0.9282217118513433,0.32777717599249534,0.32776382462887427,0.30926648879354135,0.3015925986036925,0.04777541804312053,0.04821957258950122,0.04762647605858492,0.6025412300926273,0.8863292290325705,0.4669778525455777
p18_jap_main_012,0.24135098733459684,0.14410110812470964,0.28887122689647504,0.18480497828492728,0.3394760677453933,0.16953331485372947,0.18822652582287494,0.15996551808562304,0.1828892636144012,0.2888817900695678,0.2982167036597839,0.18657928456759948,0.19560581545056405,0.3421325145476462,0.2958109440690667,0.18981534666582364,0.9250244126814409,0.3230456687715897,0.3243555977075001,0.2826010895315657,0.2747139341198287,0.0478830548388563,0.050846161827505926,0.047714666077263136,0.5209454552842991,0.9108758825419279,0.4792952743095955
p18_jap_main_013,0.24299750167939252,0.13638128819035938,0.2761131884817242,0.17979837696838413,0.3399898141379054,0.17170808575747873,0.20062721607819906,0.16498832835116284,0.18008767105499926,0.2583767640593238,0.28778075101625394,0.18850487136905325,0.19472797818998147,0.3497291311739606,0.28929841366493364,0.18810994452356772,0.9284634211414671,0.3250964468774772,0.3291415173753799,0.29283055348362264,0.2808023193572319,0.04787911152345411,0.05115510394697985,0.0476293240053716,0.5079150145950933,0.9080964677932032,0.4778628958992874
p18_jap_main_014,0.2503009255960784,0.1344799939390216,0.2793366793718183,0.17924018511318968,0.3479004044868305,0.17278387517581278,0.2008781244385701,0.16355540544513292,0.17360947793330675,0.2650362565973462,0.27415902197904973,0.1861785401950053,0.18960034433563794,0.32622923143291843,0.2926509783908687,0.1837839434507299,0.9176870835311135,0.31694725674227175,0.3199921462238454,0.29830137388238354,0.2865342223546869,0.04785219924473222,0.050481892415200603,0.04762648918702385,0.5096359996349016,0.8996233599447221,0.47362492456587296
p18_jap_main_015,0.24399238734709666,0.13485549875641234,0.28300932670658235,0.17897840804223492,0.3426977835595976,0.17093409033061877,0.20257743666347214,0.16426296219780437,0.18225498292932257,0.2858373241459443,0.2914501767665697,0.18635613381700983,0.19425953185616365,0.336048482430665,0.29259661434159395,0.18734316333453888,0.9314490291300874,0.329694047646522,0.33087800273909246,0.28752162299113704,0.27783565018342654,0.047868884453961764,0.05019919607946882,0.047646345340507,0.5254340023194406,0.907277742700452,0.47746204402047954
p18_jap_main_016,0.2544962972958002,0.1375416469723229,0.2868618264668414,0.17890679045137406,0.3456222714252652,0.17006101003207913,0.2071566359231735,0.16877517656001134,0.18098250050248904,0.281212171748881,0.30239171886747646,0.18653086252070425,0.19300241758507805,0.32635525713857877,0.29005379465318737,0.18740701633015108,0.9223452495147217,0.3205262527414579,0.3229643904491146,0.2884136383077393,0.27764619946476266,0.047887700018590364,0.050576832445829355,0.047638036564432495,0.5252946340298323,0.9098311078115957,0.4787345721880141
p18_jap_main_017,0.2494191642796783,0.130170623940593,0.26139806338549076,0.17374487413905965,0.34120477469208116,0.17320506167375868,0.19733221497598383,0.17128451321803886,0.17551767598367068,0.2768328033930555,0.29627086118764945,0.18096784711311947,0.19233742088101657,0.30391610294399884,0.26569778072955025,0.1780232836766861,0.9171991071912414,0.3160766093322914,0.31768013399843953,0.2722113374275,0.26157430659259806,0.04782872022192164,0.050324168191925936,0.04762928690477739,0.48246538317474325,0.893716647634846,0.4706729672698117
p18_jap_main_018,0.3001542845919708,0.1106419072096975,0.17552200423525954,0.10351246362319229,0.36729605446615193,0.17111676590963773,0.18269322524035642,0.1623018044376893,0.17623936958884984,0.3144613407918003,0.3225475882336218,0.18455163170612301,0.18625084997705132,0.3440859376589855,0.3178430772948996,0.16775902596023118,0.9220148291692277,0.323171217470979,0.323351541003706,0.3048272472226583,0.29791062243354743,0.04772471923898799,0.047836861303129904,0.04761936031886519,0.6029135111859177,0.8535820830606538,0.45060072168975945
p18_jap_main_019,0.24467176330273804,0.12705176982715666,0.29003440657450313,0.17151397874264732,0.34719197951903974,0.1765056105778407,0.20832164111778678,0.16488649076302503,0.17335601856901348,0.28223987840825754,0.3065285948976052,0.18309111637551945,0.1905543357297452,0.31845315911262306,0.28175980782894394,0.1783189961180188,0.9273838982334093,0.3271995908355798,0.3292674670828409,0.29753040050153434,0.2871114572997893,0.047883316198842785,0.05063283520449474,0.04762576866650668,0.5427437512374522,0.8912110241213547,0.4694183963939307
p18_jap_main_020,0.24499666235582854,0.13207987625016163,0.27566461605793585,0.1772646597741333,0.33815338532744255,0.17798200150625704,0.20472148900888004,0.16962434398201148,0.1766549528076436,0.2711299398018328,0.28990783971485923,0.18807864819853712,0.1905478112596713,0.32465104333100225,0.2832153243919226,0.18030280452630393,0.942309441306754,0.3413883982020419,0.34303467635256035,0.290076437462417,0.279767413388948,0.04785918564030627,0.05031589453990694,0.047625374536340394,0.5163379513867936,0.9013145322417209,0.47446995338903064
