uppercut_left,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall,,
p24_uppercut_left_main_001,0.332562382,0.364353661,0.308551128,0.233310436,0.224511885,0.249019669,0.048931694,0.048093708,0.047621397,0.584925802,0.715841548,0.676566825,0.616299197,-0.036908098
p24_uppercut_left_main_002,0.302920315,0.339181542,0.281456321,0.203202128,0.207519133,0.21014021,0.049064098,0.048018723,0.047619526,0.563022823,0.596009461,0.586113469,0.591444861,
p24_uppercut_left_main_003,0.321081632,0.369886992,0.293322316,0.228078208,0.229216715,0.214707482,0.049317662,0.048834195,0.047620398,0.525606493,0.72087369,0.662293531,0.628352959,
p24_uppercut_left_main_004,0.320181079,0.375537115,0.272218981,0.24453337,0.200029228,0.20213597,0.048746708,0.048017828,0.047625307,0.495635483,0.708662821,0.64475462,,
p24_uppercut_left_main_005,0.323494004,0.3488101,0.29983688,0.232982223,0.201335957,0.211235842,0.048149887,0.047939223,0.047624226,0.568038119,0.652408222,0.627097191,,
p24_uppercut_left_main_006,0.332933134,0.374083202,0.289285694,0.243995947,0.231070301,0.269151942,0.048955104,0.047927362,0.047623968,0.544904259,0.78061382,0.709900952,,
p24_uppercut_left_main_007,0.348587581,0.393455303,0.294270636,0.285494956,0.233269987,0.257245197,0.049195935,0.048275779,0.047619545,0.594512463,0.782686495,0.726234286,,
p24_uppercut_left_main_008,0.293275449,0.369968754,0.310379563,0.286187186,0.208081609,0.253612971,0.049019746,0.048639977,0.047626598,0.592098162,0.729264622,0.688114684,,
p24_uppercut_left_main_009,0.277805249,0.308505161,0.247360428,0.197224757,0.184793378,0.18541907,0.048152277,0.047893466,0.047621188,0.560351405,0.484303556,0.507117911,,
p24_uppercut_left_main_010,0.315776378,0.373945249,0.263882552,0.245324598,0.174946489,0.218499462,0.048863383,0.048054187,0.047622906,0.541067865,0.646674151,0.614992266,,
p24_uppercut_left_main_011,0.286048563,0.384811371,0.280935178,0.274147144,0.216598433,0.265437414,0.048920447,0.04792885,0.04762394,0.595259384,0.71278502,0.67752733,,
p24_uppercut_left_main_012,0.117506982,0.255240697,0.117246827,0.121742494,0.090456861,0.146179824,0.049248949,0.048147584,0.047619207,0.511056041,0.087138953,0.214314079,,
p24_uppercut_left_main_013,0.294219066,0.379000587,0.29609864,0.27173042,0.205185488,0.264866172,0.049094923,0.04810586,0.047621405,0.584223165,0.725966283,0.683443348,,
p24_uppercut_left_main_014,0.307722498,0.329120732,0.250762937,0.216516678,0.206943617,0.23528481,0.048798306,0.047944562,0.047620428,0.50907017,0.654646402,0.610973532,,
p24_uppercut_left_main_015,0.323706088,0.35541734,0.291413072,0.234153802,0.215195999,0.249584498,0.048893487,0.048061351,0.04762086,0.551030296,0.715446924,0.666121936,,
p24_uppercut_left_main_016,0.257265894,0.342445507,0.233510615,0.236439533,0.132453441,0.175246445,0.049022808,0.048355883,0.047635649,0.461190863,0.55589759,0.527485572,,
p24_uppercut_left_main_017,0.262015896,0.374176209,0.247972627,0.237483285,0.160969238,0.204171764,0.049002377,0.047987036,0.047621501,0.436712773,0.675240609,0.603682258,,
p24_uppercut_left_main_018,0.275632448,0.383941554,0.265815166,0.26071528,0.175171419,0.214379605,0.048881578,0.048231745,0.047623772,0.473385922,0.715430804,0.642817339,,
p24_uppercut_left_main_019,0.266545699,0.365980042,0.286862271,0.263146269,0.162868558,0.205661902,0.048938455,0.047968463,0.047620195,0.531285501,0.640207716,0.607531051,,
p24_uppercut_left_main_020,0.319051497,0.383539019,0.305490571,0.273140697,0.240904745,0.273654017,0.048815177,0.047900844,0.047637166,0.544653091,0.837594882,0.749712345,,
p24_uppercut_left_main_021,0.308640323,0.372583981,0.293795372,0.26180446,0.243317977,0.291949436,0.049286102,0.048174064,0.0476208,0.559692221,0.805534478,0.731781801,,
p24_uppercut_left_main_022,0.277017351,0.367292837,0.246539567,0.286093719,0.233058457,0.282698885,0.049103921,0.049179264,0.047621327,0.542180571,0.76071516,0.695154784,,
p24_uppercut_left_main_023,0.265615561,0.362804653,0.23075331,0.240534342,0.14862125,0.197884537,0.048941463,0.048147134,0.047621423,0.45891461,0.613725212,0.567282031,,
p24_uppercut_left_main_024,0.302300181,0.370556712,0.25405972,0.251425196,0.171609487,0.215738488,0.048877394,0.047901892,0.047624789,0.462322282,0.708450827,0.634612263,,
p24_uppercut_left_main_025,0.252950432,0.356638588,0.276412587,0.278462748,0.150655876,0.20396361,0.048857174,0.048147991,0.047626882,0.530906729,0.618281576,0.592069122,,
p24_uppercut_left_main_026,0.261624346,0.370577649,0.235535756,0.234526258,0.180518901,0.224472224,0.049219839,0.048146972,0.047619439,0.513984546,0.615885034,0.585314887,,
p24_uppercut_left_main_027,0.296437827,0.354337979,0.255222733,0.242270887,0.214125998,0.281795867,0.049066512,0.048309107,0.047619375,0.527219022,0.727442419,0.6673754,,
p24_uppercut_left_main_028,0.253701561,0.336880784,0.274384634,0.257082064,0.163919423,0.239783862,0.06561225,0.048966993,0.047621183,0.498001819,0.652881433,0.606417549,,
p24_uppercut_left_main_029,0.176955228,0.300660344,0.148902676,0.189581919,0.118725134,0.155047622,0.049276447,0.048018912,0.047619618,0.402987785,0.382462447,0.388620048,,
p24_uppercut_left_main_030,0.264992199,0.364387352,0.232625752,0.237206092,0.171948737,0.202816379,0.049035759,0.04817049,0.047625067,0.438762749,0.659892405,0.593553508,,
p24_uppercut_left_post_001,0.251064844,0.354029365,0.251241609,0.258896907,0.159026112,0.175487038,0.049055204,0.048019952,0.04762006,0.449306935,0.636304318,0.580205103,,
p24_uppercut_left_post_002,0.284313608,0.362646156,0.237961518,0.231475737,0.192983693,0.255706213,0.048738463,0.047855752,0.047620275,0.499969522,0.67862186,0.625026159,,
p24_uppercut_left_post_003,0.29783537,0.345850723,0.251175087,0.235789465,0.195111735,0.231470208,0.048877019,0.047798989,0.047619173,0.55185802,0.614274772,0.595549746,,
p24_uppercut_left_post_004,0.297248499,0.375607433,0.239096906,0.221653881,0.131147742,0.175163593,0.04890681,0.048105557,0.047623372,0.46679311,0.576288331,0.543439765,,
p24_uppercut_left_post_005,0.257760302,0.365625934,0.226132372,0.231916189,0.14552349,0.19491443,0.048869964,0.047977494,0.047619589,0.436214134,0.620373843,0.565125931,,
p24_uppercut_left_post_006,0.250988833,0.346175472,0.212421874,0.222710907,0.14684711,0.178211967,0.049050343,0.047984676,0.047619205,0.434214765,0.561896017,0.523591642,,
p24_uppercut_left_post_007,0.283726502,0.380118413,0.266946912,0.269167426,0.189589396,0.228928305,0.048863261,0.048041839,0.047636266,0.464948829,0.763505694,0.673938634,,
p24_uppercut_left_post_008,0.269243209,0.34032427,0.283855556,0.2620435,0.207289573,0.252263825,0.050648738,0.048309709,0.047626976,0.508485164,0.731515068,0.664606097,,
p24_uppercut_left_post_009,0.242546472,0.388910108,0.224241141,0.224726243,0.140450734,0.195522925,0.049189239,0.048060252,0.047623165,0.417630784,0.621797124,0.560547222,,
p24_uppercut_left_post_010,0.218820974,0.366817124,0.24060516,0.279376661,0.132723285,0.179197805,0.049028357,0.047967795,0.047621211,0.404050212,0.658861782,0.582418311,,
p24_uppercut_left_pre_001,0.279113378,0.389176944,0.295404236,0.29588769,0.150308657,0.205727527,0.049391469,0.048265488,0.047620545,0.502756179,0.722718548,0.656729838,,
p24_uppercut_left_pre_002,0.327036003,0.425564433,0.279284513,0.258031821,0.228933728,0.262949541,0.048967892,0.048075094,0.047622332,0.54164867,0.800194509,0.722630758,,
p24_uppercut_left_pre_003,0.281009865,0.385122887,0.230153538,0.255158088,0.151744359,0.163913659,0.053130702,0.048767658,0.047620891,0.429493671,0.642066734,0.578294815,,
p24_uppercut_left_pre_004,0.220314985,0.348936116,0.210666879,0.244864394,0.130362994,0.16949881,0.06712688,0.049424554,0.047619195,0.412453211,0.551344863,0.509677367,,
p24_uppercut_left_pre_005,0.258586599,0.344912172,0.185742958,0.2392389,0.201969948,0.25488018,0.049260977,0.048346332,0.047619072,0.53246043,0.582380235,0.567404293,,
p24_uppercut_left_pre_006,0.31986985,0.385392813,0.291766696,0.267338573,0.214174368,0.285107985,0.048418316,0.047889213,0.047624149,0.568865457,0.779684159,0.716438548,,
p24_uppercut_left_pre_007,0.238872277,0.363161699,0.213034999,0.235981446,0.136339367,0.173383755,0.061366012,0.048450064,0.047631361,0.380482321,0.606308917,0.538560938,,
p24_uppercut_left_pre_008,0.28455528,0.387311122,0.263547557,0.289409822,0.163249647,0.212193955,0.057428365,0.04991936,0.047633784,0.454373491,0.748499918,0.66026199,,
p24_uppercut_left_pre_009,0.297248483,0.390818584,0.26012321,0.288460258,0.164358702,0.19799105,0.048806877,0.047875152,0.047625003,0.462882043,0.739181023,0.656291329,,
p24_uppercut_left_pre_010,0.296144692,0.364659617,0.291004414,0.261334893,0.218709775,0.235842362,0.06205107,0.04944977,0.04762421,0.518423174,0.74530394,0.67723971,,
AVG,0.279897337,0.362785648,0.256786233,0.246839998,0.181977363,0.220602806,0.050449316,0.048241483,0.047623178,0.502806251,0.661281724,0.613739082,,
