straight,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall,,
p17_straight_main_001,0.235684353,0.428080401,0.243910808,0.252772574,0.198531375,0.187061893,0.047735406,0.0479539,0.047621028,0.401132859,0.766084568,0.656599055,0.673479934,0.009283834
p17_straight_main_002,0.257302878,0.436210114,0.266703994,0.23734991,0.194027598,0.217279664,0.047715517,0.047881522,0.047621045,0.45000112,0.76042469,0.667297619,0.673408341,
p17_straight_main_003,0.264899793,0.44051449,0.256197698,0.265867395,0.19712837,0.19743739,0.047843372,0.048118379,0.047620838,0.442097955,0.774059497,0.674471035,0.664124508,
p17_straight_main_004,0.263721248,0.425880345,0.246822942,0.263158365,0.189875156,0.201256125,0.047685598,0.048044558,0.047619401,0.429983887,0.761995775,0.662392209,,
p17_straight_main_005,0.265802018,0.397481047,0.242436458,0.258449306,0.190550184,0.215698965,0.047795813,0.048103346,0.047620861,0.429390351,0.755718522,0.657820071,,
p17_straight_main_006,0.269220574,0.474622489,0.28771644,0.25577832,0.222203018,0.207030505,0.04780943,0.048111606,0.047631575,0.483034645,0.810135526,0.712005262,,
p17_straight_main_007,0.281356963,0.426536351,0.237035345,0.265119549,0.211725632,0.209296742,0.047681054,0.047989407,0.04762054,0.466968329,0.758708966,0.671186775,,
p17_straight_main_008,0.264936364,0.422995475,0.243349808,0.249139435,0.19417382,0.220372429,0.047690096,0.047864165,0.047619836,0.438690514,0.757231163,0.661668968,,
p17_straight_main_009,0.261701804,0.419489981,0.235953092,0.254790809,0.198488709,0.200857621,0.04768849,0.047958337,0.04761998,0.427969237,0.749423977,0.652987555,,
p17_straight_main_010,0.278346179,0.437948657,0.267711583,0.236977067,0.205270359,0.224241436,0.047799672,0.047945456,0.047637466,0.422865235,0.819447408,0.700472756,,
p17_straight_main_011,0.268961193,0.423050225,0.231648971,0.232128685,0.193736311,0.223167934,0.047713612,0.04777944,0.047620307,0.41655874,0.759105679,0.656341597,,
p17_straight_main_012,0.253571956,0.424630422,0.23664825,0.233430027,0.194469852,0.206326251,0.047685651,0.047769017,0.047619931,0.399886863,0.756909305,0.649802572,,
p17_straight_main_013,0.252454594,0.409983433,0.21968574,0.250390778,0.188856448,0.195147299,0.047699516,0.047784541,0.047620516,0.389934703,0.739392474,0.634555143,,
p17_straight_main_014,0.27149933,0.472980681,0.300985021,0.245778346,0.242002591,0.218682332,0.047695776,0.047954039,0.04767762,0.490298208,0.8376606,0.733451882,,
p17_straight_main_015,0.256424404,0.4300136,0.24290366,0.234288541,0.197327089,0.228136708,0.047725563,0.047848457,0.047620073,0.425612314,0.768689723,0.6657665,,
p17_straight_main_016,0.259349948,0.432760342,0.243025247,0.228060004,0.180184592,0.232713875,0.047670369,0.047730345,0.047619284,0.420791297,0.764837006,0.661623293,,
p17_straight_main_017,0.270955406,0.435087755,0.27778743,0.240247744,0.215019461,0.214613923,0.047668491,0.04783966,0.04762391,0.456345284,0.796371387,0.694363556,,
p17_straight_main_018,0.270968928,0.438598019,0.254970799,0.235060429,0.210931358,0.214053502,0.047690956,0.04778958,0.047621928,0.438314139,0.785708795,0.681490398,,
p17_straight_main_019,0.262875993,0.439948315,0.248856408,0.23352057,0.193754065,0.221485712,0.04767768,0.047781993,0.047620997,0.425762771,0.778895496,0.672955679,,
p17_straight_main_020,0.257360661,0.427822175,0.240559642,0.242913705,0.18266531,0.214756919,0.047706088,0.047760892,0.047619739,0.417043889,0.752457978,0.651833751,,
p17_straight_main_021,0.260146337,0.438152057,0.238093019,0.252872141,0.191378701,0.210977795,0.047703895,0.047779281,0.047620918,0.441413515,0.746482538,0.654961831,,
p17_straight_main_022,0.279842637,0.476906708,0.311876376,0.281920369,0.24062151,0.205418554,0.047705967,0.047908752,0.047645631,0.550569068,0.81692176,0.737015952,,
p17_straight_main_023,0.26260896,0.457532671,0.244342381,0.302999396,0.195144511,0.188075368,0.047749941,0.047884188,0.047620496,0.489562183,0.745523651,0.668735211,,
p17_straight_main_024,0.250575215,0.484229579,0.275963326,0.233898408,0.201551028,0.215548222,0.048855559,0.048309793,0.047684299,0.467689717,0.77655751,0.683897172,,
p17_straight_main_025,0.255698361,0.467634648,0.289500005,0.236802354,0.240408497,0.208324189,0.047721526,0.04800357,0.04765007,0.477224612,0.809314687,0.709687664,,
p17_straight_main_026,0.25203017,0.424121072,0.25054933,0.255179637,0.201862057,0.200425301,0.047687316,0.047775092,0.047621271,0.44146981,0.746955618,0.655309875,,
p17_straight_main_027,0.249459778,0.40471196,0.223732818,0.256980953,0.207051294,0.177230402,0.047677637,0.04788107,0.047621036,0.422194954,0.719395045,0.630235018,,
p17_straight_main_028,0.249795088,0.41873407,0.252624978,0.242428967,0.188844219,0.207247393,0.04770718,0.047719648,0.047620745,0.42768215,0.74086523,0.646910306,,
p17_straight_main_029,0.268795585,0.472625443,0.286495684,0.244420005,0.251855996,0.213376875,0.04768001,0.047901946,0.047714048,0.494676424,0.820040857,0.722431527,,
p17_straight_main_030,0.278069381,0.425875273,0.239672294,0.231268441,0.225378342,0.215963163,0.047703877,0.047950164,0.047626567,0.440734819,0.777010499,0.676127795,,
p17_straight_post_001,0.284415088,0.421263371,0.235253382,0.244325242,0.207228514,0.170213666,0.047756906,0.04797464,0.047621259,0.422359084,0.731397216,0.638685776,,
p17_straight_post_002,0.264580242,0.414651643,0.250517256,0.271016686,0.189923545,0.20214594,0.04777388,0.04797026,0.047619573,0.452014821,0.745599212,0.657523894,,
p17_straight_post_003,0.283373811,0.406126575,0.227823616,0.251433979,0.197764211,0.199900451,0.047685763,0.047796535,0.047619955,0.453598306,0.718037957,0.638706062,,
p17_straight_post_004,0.260399039,0.411967687,0.227299674,0.27784017,0.193102852,0.157067229,0.047716798,0.047942005,0.047620319,0.406706318,0.733193503,0.635247348,,
p17_straight_post_005,0.274798449,0.424305709,0.261289111,0.281679763,0.208207402,0.179926299,0.047794328,0.047945279,0.047632684,0.449809786,0.777098499,0.678911885,,
p17_straight_post_006,0.271470533,0.417057872,0.25461914,0.281862719,0.196562127,0.17506664,0.04771491,0.04772866,0.0476214,0.465051791,0.736712635,0.655214382,,
p17_straight_post_007,0.313520484,0.427254037,0.234586226,0.260922415,0.2001433,0.190366511,0.047718165,0.04788069,0.047620735,0.461165986,0.740781858,0.656897097,,
p17_straight_post_008,0.323791844,0.431720924,0.25294104,0.249210933,0.206814715,0.203908354,0.047785348,0.047878695,0.047624775,0.466367161,0.770300495,0.679120495,,
p17_straight_post_009,0.343492492,0.493220881,0.294039746,0.245986822,0.259237555,0.202618481,0.047991321,0.049138867,0.047815446,0.528857399,0.838084001,0.745316021,,
p17_straight_post_010,0.333636663,0.476436946,0.299869617,0.262976339,0.259865285,0.196954308,0.047771464,0.048043998,0.047831073,0.529841553,0.84215427,0.748460455,,
p17_straight_pre_001,0.266441845,0.479420304,0.267033338,0.229403865,0.302417313,0.176291048,0.047699909,0.048417297,0.047843268,0.499526194,0.799169836,0.709276744,,
p17_straight_pre_002,0.266807057,0.411581603,0.217837682,0.217669675,0.161706081,0.160942786,0.048009033,0.047775997,0.047625058,0.358641993,0.695242714,0.594262498,,
p17_straight_pre_003,0.266813862,0.391970665,0.213436518,0.227551576,0.173644427,0.153152548,0.048275612,0.047901692,0.047619498,0.352254771,0.68395661,0.584446058,,
p17_straight_pre_004,0.288168855,0.473534102,0.294237056,0.254274229,0.267150897,0.150921419,0.048012542,0.048104645,0.047848527,0.460539985,0.833255802,0.721441057,,
p17_straight_pre_005,0.296380752,0.45654613,0.225837379,0.21104521,0.180702031,0.169378473,0.047794887,0.047856002,0.047621277,0.387312863,0.727940607,0.625752284,,
p17_straight_pre_006,0.297152903,0.415082559,0.255594226,0.230548896,0.198466752,0.184066207,0.047785302,0.048106693,0.047619506,0.415691494,0.755919348,0.653850992,,
p17_straight_pre_007,0.305359822,0.476794831,0.290187612,0.250402791,0.253073956,0.164381179,0.04813531,0.047851337,0.047694497,0.481095883,0.815519785,0.715192615,,
p17_straight_pre_008,0.316623011,0.471938582,0.296483426,0.237644834,0.256527884,0.20786261,0.04892813,0.053655107,0.047692054,0.494891059,0.839057435,0.735807523,,
p17_straight_pre_009,0.309758091,0.455445382,0.238257907,0.230494635,0.19695889,0.189915856,0.047753281,0.048011579,0.047619456,0.454064279,0.730329646,0.647450036,,
p17_straight_pre_010,0.318754616,0.450644375,0.246386695,0.230300249,0.185485809,0.204737747,0.04778388,0.047747414,0.047619277,0.462949522,0.735543449,0.653765271,,
AVG,0.275203111,0.43844244,0.254425804,0.248011665,0.20880002,0.198640445,0.047809157,0.048056991,0.047647032,0.446572797,0.768032416,0.67159453,,
