straight,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall,,
p10_straight_main_001,0.286293403,0.463834936,0.32496905,0.277971196,0.320781283,0.248273338,0.049949413,0.0513747,0.048199009,0.611081048,0.875167349,0.795941459,0.747411769,0.03544298
p10_straight_main_002,0.295447037,0.434505424,0.23286123,0.257446579,0.246665388,0.286933571,0.048389916,0.048069448,0.047625671,0.571326224,0.775412507,0.714186622,0.792181089,
p10_straight_main_003,0.315276916,0.424849251,0.228942091,0.284162756,0.319743765,0.272074848,0.049237484,0.047972818,0.048195165,0.558954039,0.858559678,0.768677986,0.756738109,
p10_straight_main_004,0.315955339,0.460991029,0.220148821,0.284257818,0.320179845,0.276395039,0.048671447,0.052187675,0.050432029,0.562043054,0.865913778,0.774752561,,
p10_straight_main_005,0.301418244,0.455908113,0.202441666,0.250200962,0.313712755,0.282262913,0.048710992,0.050715466,0.047966722,0.531740443,0.83918093,0.746948784,,
p10_straight_main_006,0.304054995,0.405395664,0.239603393,0.251981834,0.208979104,0.197425555,0.049435167,0.0479627,0.047627417,0.518887832,0.683470635,0.634095794,,
p10_straight_main_007,0.313484195,0.460923664,0.241626008,0.298496519,0.212005987,0.294592594,0.081364239,0.050708064,0.047659577,0.513227405,0.842246425,0.743540719,,
p10_straight_main_008,0.330950983,0.456733207,0.296657307,0.229992591,0.298070622,0.29073579,0.049071317,0.050461212,0.047717969,0.634902272,0.81631933,0.761894213,,
p10_straight_main_009,0.266898918,0.417887404,0.249083152,0.270611759,0.225158057,0.217189134,0.051647559,0.048108656,0.04770386,0.485749472,0.770607375,0.685150004,,
p10_straight_main_010,0.287927655,0.432045407,0.207180315,0.272140842,0.326305962,0.30819779,0.048944171,0.050227559,0.049381494,0.542940783,0.87185753,0.773182506,,
p10_straight_main_011,0.225488151,0.404636462,0.189570342,0.29934956,0.236232341,0.269714359,0.049212621,0.047859158,0.04763412,0.495930775,0.768482442,0.686716942,,
p10_straight_main_012,0.325398494,0.431261376,0.235857938,0.203392645,0.236324933,0.27226367,0.05914848,0.048901709,0.047621757,0.492844025,0.768102519,0.685524971,,
p10_straight_main_013,0.336328941,0.467644985,0.314822218,0.233820364,0.308911283,0.331708347,0.048812989,0.050643771,0.048220264,0.634028659,0.897133247,0.81820187,,
