jap|p06_Global_001,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p06_jap_main_001,0.2783093070834706,0.5057444733982278,0.24018191650097936,0.26390059015698586,0.24729619665911473,0.22343996280797107,0.04813236886140263,0.049484635274309824,0.04768189094696041,0.39406418311959224,0.9138110365762541,0.16389372908510152
p06_jap_main_002,0.2599922085071925,0.4951366178535751,0.27051092780129476,0.25827824639402835,0.22731935837580525,0.24198237620124424,0.04805710522674306,0.04959593401763012,0.047669849156798824,0.43011994579165336,0.8817306468146614,0.17592432834534216
p06_jap_main_003,0.2644451073239633,0.5010099050201349,0.328678003778143,0.3012637548139718,0.23973745354135384,0.24220384321339455,0.04813319098933225,0.05274364700741184,0.04887684284395325,0.5200298101202205,0.9079840073453243,0.20696888270565486
p06_jap_main_004,0.26404297641959407,0.49524787427293776,0.2864178614474805,0.28850369774382145,0.2416419609580173,0.20801889052726047,0.04794363080315877,0.05123447724579745,0.047629504873501025,0.4896746534888557,0.8564174037757899,0.19628425384593728
p06_jap_main_005,0.2674477639756454,0.4961137204386227,0.3076674448077198,0.29792537752644765,0.2521531255455228,0.19648219898897323,0.04797561188866456,0.04962077311002692,0.047631229688644916,0.5283615578476629,0.8509958118916375,0.20865264761545144
p06_jap_main_006,0.2783218719305283,0.5040992740930363,0.2930813589050273,0.3060401272292887,0.24508432311509015,0.2241494489072211,0.04812300632611997,0.05099620314347717,0.047720234660411975,0.49984227398608827,0.8999093158503748,0.1996538278185618
p06_jap_main_007,0.2890912873235932,0.5045462185575763,0.2889123920937843,0.31286048255946924,0.2484789275500907,0.21357655957204208,0.048076198509314876,0.05001886547531588,0.04765383818427097,0.5321406616677737,0.8714377627873098,0.21007857521746814
p06_jap_main_008,0.2996907250577435,0.5019697864533315,0.28810197814347427,0.2753255262008808,0.24469050495047417,0.22770269460947565,0.04804325314866661,0.04886169637932601,0.047658119385198004,0.5034193669290419,0.8773479997494769,0.20010810548567814
p06_jap_main_009,0.3072010660754406,0.47908069097829065,0.2444697148055114,0.26159261829701325,0.23265032636532493,0.18493894527207005,0.04782380553422561,0.047792696721375275,0.04761910241951563,0.4511931387443046,0.8154179071084662,0.18226988033330183
p06_jap_main_010,0.3053680965750812,0.4911429023062232,0.28521130562019176,0.3056012387276178,0.24697536940619919,0.19395287252511867,0.04798137917170488,0.04869138465283816,0.04762502746405021,0.5542508995472212,0.8215623951333142,0.21697455445725472
p06_jap_main_011,0.2764811660399983,0.46788083221466614,0.22554529394974265,0.2422557153304663,0.2339889425324845,0.15758104027551054,0.047770153640949775,0.04773851056430197,0.04761906387362804,0.44958903909667935,0.7327041033069038,0.181699234433977
p06_jap_main_012,0.32898369289848817,0.4818476856584528,0.2828856698767201,0.29863469453863795,0.2398791128670475,0.2002004926955825,0.04799607447467797,0.04851378354794881,0.047623927770669795,0.5808817478310592,0.7922653426060432,0.22579720195122865
p06_jap_main_013,0.3546982892656879,0.4939549605257004,0.291991208579792,0.3016785420152631,0.21439880853719445,0.2056763925153743,0.047890321217682476,0.04822869322204145,0.04762322383323192,0.5019860470474088,0.8806311259973931,0.19936835382904422
p06_jap_main_014,0.3461104832949099,0.5035764723187739,0.2751892326582849,0.290913552314909,0.2196924709599528,0.19593646139408777,0.04784744642512375,0.04880779309432692,0.04762068909514373,0.4913596025101419,0.8601541418235825,0.1960049473431975
p06_jap_main_015,0.3252976854623181,0.4807464334533555,0.24267284240548434,0.25172575876244985,0.19565116579175187,0.15641962063005277,0.04776688700042537,0.04789259600083691,0.04761912458238073,0.4712133621723849,0.7306239574329633,0.1889576150578824
p06_jap_main_016,0.37022207829539483,0.4997383774221724,0.28533463674725923,0.31116296873806315,0.21131741745178578,0.18843483524149554,0.04806602254060835,0.04939509022196398,0.047622409426780025,0.5053325234346053,0.8703822401552492,0.20093121206572587
p06_jap_main_017,0.2883156729998408,0.4641968199312211,0.22309563353420625,0.23543784070121426,0.20246432572020928,0.12612385417696353,0.04788605720747219,0.04804363017801472,0.04761909381744916,0.48900203316518515,0.6260517547990379,0.19497724018355733
p06_jap_main_018,0.3321731829245936,0.46778870686550383,0.2594768846012228,0.26102687872109237,0.20902713680064178,0.14719350284235655,0.04793208239541429,0.04811807997828782,0.047619485599662545,0.5371790564165634,0.6883428534849436,0.21107640626342183
p06_jap_main_019,0.3031241415448215,0.47626461236199036,0.24566263698949725,0.24685770309580626,0.21035473598682883,0.12304076874168794,0.04786995318762864,0.048072104167940506,0.047619139258146564,0.5072057691077397,0.658956326927673,0.20104927548776963
p06_jap_main_020,0.30618518519657484,0.4451962871631567,0.20410526306183213,0.22991878380667746,0.20934137027982472,0.13070773254057708,0.04774925447227579,0.04796646914549406,0.047619064943230906,0.4930602979962275,0.6068149202969767,0.19625867387133245
p06_jap_main_021,0.26874866475888215,0.4986406084064553,0.23485966872886413,0.26239558501741744,0.20356671872625567,0.14886692240929827,0.047848525737856897,0.04821913609319538,0.04762239593079999,0.4597753647747195,0.7258158811781807,0.18528100886859056
p06_jap_main_022,0.26727191496073954,0.4888544543687619,0.23915120415805963,0.23827265267974154,0.18582920392107222,0.1443308922489152,0.049529074107661795,0.04777931305906295,0.047619273536426476,0.41977921636212756,0.7176884414663534,0.17236253450961742
p06_jap_main_023,0.31664808366403996,0.4930422493247396,0.23639951802270387,0.24367542078119464,0.19110166752737143,0.15025088041652945,0.047697342295511834,0.04772577549574083,0.04761908920136343,0.45639910480343604,0.7252381711614632,0.1839407408648962
p06_jap_main_024,0.16733921331707008,0.3309638782811488,0.1046608080519974,0.11539774623156285,0.10215028932660628,0.0637697528199899,0.04776142718008981,0.047722776473644965,0.0476190525916889,0.47020341274935706,0.10624377804456672,0.1885625388010306
p06_jap_main_025,0.3583579681798048,0.5051459352040945,0.3146477342448285,0.3118342607230433,0.22504935909019466,0.19400259568719969,0.04795927740912714,0.0489737845393612,0.04763982380147721,0.5395175435762364,0.8813918948697025,0.2121502018415749
p06_jap_main_026,0.34419769308220216,0.4988284156247402,0.2709736902303769,0.2811131260360165,0.22820627711130329,0.19036411275650128,0.047807675945306084,0.04885055404127205,0.04762572873355569,0.47619461486371806,0.8583161765393379,0.19095094828343206
p06_jap_main_027,0.2835780256085476,0.49396450482472964,0.2501850730981573,0.25178581367374797,0.2217851437424751,0.1508900484695978,0.04779368449742901,0.04837800745418671,0.0476194076684714,0.44269724431298385,0.7681168104213144,0.1796229787548665
p06_jap_main_028,0.31886189295576617,0.5080725618400082,0.2806155344182821,0.281183611452924,0.21362968124751158,0.1874854512918382,0.047778714268680904,0.048563765080727274,0.04762078103430254,0.46079007149821977,0.8604240284798014,0.18571085028254264
p06_jap_main_029,0.30674488014764834,0.47990281640182647,0.2724611077025486,0.2854805629303513,0.1927241404086349,0.19362485062079857,0.04780243366679221,0.04842310284493404,0.047621244584395775,0.47149221873636576,0.8062373772114422,0.189239251749364
p06_jap_main_030,0.2239383092496398,0.4697714953097054,0.26514124767297675,0.2779768063373466,0.14696378735282342,0.12020574009370863,0.048219387033150485,0.04857950424169342,0.04761928201396374,0.43991973701550446,0.6610372037497896,0.17890620943011612
p06_jap_post_001,0.3355725819817315,0.49932634908161433,0.31414844004666354,0.29728753338206104,0.22362372750101,0.21201438256551247,0.04789628886130822,0.049248163367020655,0.04767428917367454,0.507147878127115,0.8997298600068995,0.20143077678514798
p06_jap_post_002,0.3323594857380593,0.4908139151431879,0.30559553450840654,0.30246452980839306,0.20087164501763022,0.1741728092442051,0.04794549150826964,0.04795549296947658,0.04762040034781762,0.5096324286492055,0.8340356892997145,0.20184447104231723
p06_jap_post_003,0.3263594096164318,0.5074345904172135,0.29742072885389775,0.292743072386015,0.21979388437267872,0.20088308724553894,0.04786444704738898,0.048615475599688936,0.04762515122832866,0.5016340612645334,0.8692544691509437,0.19937132797053708
p06_jap_post_004,0.30398396593776633,0.5022159404666968,0.2947980983391284,0.28375147827236546,0.2166283557023395,0.15845773918721287,0.047841121193370674,0.04825940454249221,0.04761977045735545,0.48852564019010136,0.8149173658569777,0.19487538864198806
p06_jap_post_005,0.32391338000859915,0.5060141119020581,0.30865013024262705,0.2998046205646426,0.21527577593668573,0.19380387484432454,0.04784620306999273,0.04835231651581201,0.047643185177893344,0.5071174252619037,0.8704832679571586,0.20110531494923614
p06_jap_post_006,0.28919709804639826,0.49084568921692834,0.2732059365075652,0.273056772763005,0.17531280125123,0.13834812359051912,0.0495437376739393,0.04793471107601581,0.047619600328254644,0.4771607564654145,0.7233704274968933,0.19154640173845652
p06_jap_post_007,0.28091349891222855,0.49951038176781737,0.2902846704343478,0.2985026007715999,0.1530950327114778,0.1345896361683114,0.04906306541053325,0.04809665616727548,0.04762057070819613,0.4767588620792032,0.7383829838517764,0.1913061945523373
p06_jap_post_008,0.2642481735506783,0.5055032999099616,0.29248429019782557,0.28534033319094815,0.15597097729344822,0.14235309812357375,0.04800506357679589,0.04834263584113246,0.04762243278241329,0.48619553416422,0.7269075179259682,0.1941810778607161
p06_jap_post_009,0.3122182019419239,0.4818920571262585,0.3003507479133198,0.28829012038150503,0.21317733091805913,0.14644788465354655,0.05950270487509498,0.050819517671378926,0.047620130714907546,0.5030745235225191,0.7739515775453958,0.20446558202299767
p06_jap_post_010,0.23077426160343215,0.4807450679728921,0.28420527996614997,0.27249032203876067,0.15735371252911876,0.12470961158356719,0.04797190826236335,0.04839274208903471,0.04762045178007375,0.45582923636776196,0.6838691833759302,0.18406462890638667
p06_jap_pre_001,0.25532803913435803,0.5004115729105866,0.262114456984779,0.21580083287461135,0.22876858887564797,0.1995840091414853,0.047813259113460814,0.048919566578013045,0.04767342336888242,0.34952052079555174,0.8776732898332743,0.14875111549567518
p06_jap_pre_002,0.24173770244644857,0.4953952673967506,0.25576660701909415,0.22169414650689673,0.24810869183445972,0.19704266869373277,0.047859404723338085,0.04957631537488666,0.04779983011238284,0.34545686806824805,0.8863473345112796,0.14763086272215759
p06_jap_pre_003,0.24718890569911203,0.49860761306299484,0.2558801207361481,0.22140195260404805,0.24664976116949516,0.18067284503283892,0.047881882359053406,0.04967360858363102,0.047729095501074924,0.34304406455184644,0.8770088787475934,0.14686651849817695
p06_jap_pre_004,0.23457410788303196,0.48246849729199714,0.2536026612894743,0.21319300161099583,0.2325924736374485,0.19574456047997177,0.04791930985668383,0.04986663066376169,0.04773267621949542,0.35058735547795267,0.8410386989203994,0.1494577653327994
p06_jap_pre_005,0.25327745851049094,0.49361584045035156,0.24607537048441977,0.21688994580644233,0.23877732997657408,0.20242630464511127,0.04783802469605636,0.04893076826058308,0.04789246472598649,0.3268046764600958,0.8932842398945733,0.1411911564722451
p06_jap_pre_006,0.25364682715446973,0.499817025292267,0.2367927854083299,0.22781784388842508,0.24387883852887055,0.20524958521127515,0.047852813369501354,0.049002756318084296,0.0477717497540493,0.34194000514458345,0.8908081885678231,0.14626519161072302
p06_jap_pre_007,0.25711337607764206,0.5002650408365514,0.24624720922612992,0.21822250216228012,0.24483347774117523,0.19877117005030334,0.04787241688177025,0.049884352321333175,0.04775992925530988,0.3438407860428445,0.8840282120327194,0.14719918508198265
p06_jap_pre_008,0.2513340700026468,0.4970491122266313,0.23657664561582853,0.21847423407324457,0.24405181429047323,0.1856146715107416,0.04787693289053144,0.04885477774780448,0.04771082030734163,0.3484935259679419,0.8545636226661941,0.1484084122020926
p06_jap_pre_009,0.24148873719638284,0.5002742655775371,0.252392877668083,0.24666161352494642,0.22432834283742534,0.17530387025419986,0.04803254181675894,0.04967750240336425,0.04762116617207043,0.380989733828239,0.8308162931571234,0.1595665926827874
