straight|p09_Global|straight_005,LShoulder,LUArm,LFArm,LHand,RShoulder,RUArm,RFArm,RHand,LThigh,LShin,LFoot,LToe,RThigh,RShin,RFoot,RToe,Hip,Ab,Chest,Neck,Head,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p09_straight_main_001,0.365893584941755,0.16119446654922653,0.15136270689612402,0.13752120950197225,0.3558021110089781,0.16678572831258204,0.28886585584924684,0.13608861745905385,0.1891167280843076,0.3526876466097068,0.333883663668413,0.19386833738114592,0.17805000804313878,0.3414878307052492,0.30732613212093385,0.1445633997647658,0.9508739579160084,0.34858478989920283,0.34548427794369657,0.35306732470979024,0.35289800730619525,0.048478147311598885,0.049320149586596196,0.04817202903184191,0.7240578113717828,0.8589535774762626,0.45356280325405224
p09_straight_main_002,0.36492797897695983,0.1677727098802642,0.14946074683704108,0.14587135597958967,0.3489715305213824,0.16910642016514382,0.29388615540418594,0.15118731134370944,0.17935758548050892,0.34094472615563387,0.34688287908810816,0.18756050126117257,0.1705230529742102,0.3347584203749977,0.3387337820378339,0.1655821609444516,0.9351301882913973,0.33284713846406594,0.33093059209847675,0.3449164198848206,0.3497626716927232,0.04840202443903091,0.04978343988492738,0.04828821405470499,0.7213418081138032,0.8638242724885726,0.4560562432716388
p09_straight_main_003,0.36138150063019736,0.15954018242048598,0.13649234688735654,0.1419348505464545,0.3360463538952037,0.16506184307457483,0.2901385959156154,0.14497661352578992,0.1817732634470188,0.3522606226444049,0.3409411229390651,0.18877486896357504,0.1743300067076328,0.33030168003264004,0.3221376660536513,0.14706801631964703,0.9269358055713942,0.32479149221891,0.3229578047207584,0.34358434270499877,0.34675583744774086,0.0485477531973997,0.048817909635245495,0.04805157570950803,0.7070747890547636,0.8512114559764528,0.4496315158429804
p09_straight_main_004,0.34876742458613696,0.1648468039645202,0.1653788996601382,0.1492964184993811,0.34073419989870163,0.16443780821936188,0.28675022643585735,0.1456032957068077,0.17722407304193613,0.33993799761848287,0.3174646063958299,0.17795423106829916,0.16430216652498933,0.2981633690616635,0.3427215953785206,0.1664497577948743,0.9261501820649398,0.3247537440137013,0.32252532368999487,0.34771666333978374,0.35201242332950616,0.048460494183174836,0.04905951691249403,0.04805976096576052,0.6956551107860581,0.8491350701117787,0.4485974155387696
p09_straight_main_005,0.3052012445883824,0.1532742892077367,0.21817219151310696,0.15003709047044453,0.2877466881354489,0.1426846697908743,0.16999737976474744,0.1559230479399252,0.16763587028185156,0.3092230053410586,0.28572631641335644,0.17932134824497897,0.16078518983168064,0.27099584287122036,0.27116521679104394,0.13610835648042155,0.8971117748229649,0.28758765541980436,0.2845969764688755,0.3291918514329515,0.3429764951359061,0.04931574295369507,0.047835079320359034,0.0476274884633616,0.6049824003566546,0.7734084174452285,0.41051795295429505
p09_straight_main_006,0.3531796996936265,0.16315339696958392,0.17683802817190097,0.14530375470065388,0.3298905901756993,0.15940890500627342,0.28982932002308803,0.14180029147663634,0.18469590250216766,0.3396637039318854,0.3331109578108565,0.18787424094920438,0.16664407626760175,0.2841132765744108,0.28884500987198597,0.13942925522838626,0.9256464488058448,0.3248419987913205,0.32303734533477513,0.3386550942890382,0.3382353669077739,0.04859099132825213,0.048831481001113286,0.047969684086634094,0.6641585968846605,0.848631522758959,0.44830060342279654
p09_straight_main_007,0.35345579071363387,0.17809929041710268,0.2332654195250985,0.1440336069378712,0.3478697271107829,0.17799005021167066,0.30255778028111346,0.14610161338509525,0.17546752338875954,0.29990342823959276,0.25156456270905625,0.15568693930764343,0.17413806112226676,0.26530337694571615,0.3468186669120405,0.1631586785808447,0.9420505543846354,0.34098321920343233,0.3402468733769699,0.3191264413746685,0.3137888616147963,0.049222741062019466,0.04856244985059895,0.04780383354211557,0.668662297490904,0.8505427208370148,0.4491732771895652
p09_straight_main_008,0.346832560435664,0.12892106738924508,0.14732589383084368,0.13323282535577005,0.3133283458990024,0.16168275083650235,0.2432734019744623,0.09754717900312891,0.195630833990342,0.3088389681198848,0.32134563194014004,0.1978956828846583,0.1828569442307008,0.27333633403034086,0.29629716607820356,0.12146498293998242,0.931076837703387,0.33149831642472616,0.3242331382082725,0.3457058166669526,0.3422214521692064,0.04866090201991879,0.047713787063230984,0.04791238918228097,0.6358019332664371,0.8193862968625057,0.43364934302239333
p09_straight_main_009,0.34682108941720513,0.1681268263957405,0.19323495126485946,0.1546772131042137,0.328214598376853,0.16161515537153467,0.2907554336033248,0.1463955898051555,0.18834642707579669,0.32311655812334816,0.3468019609101418,0.19496985001287767,0.18240683997795493,0.30529048705499007,0.2664869490334695,0.1363316144493605,0.9454985688367122,0.3447648275322467,0.3399336905830089,0.3487746758702026,0.3470750807920722,0.04888709159581865,0.048394526505979404,0.04785252253615804,0.6601014265448083,0.8715805866523156,0.4597165545942368
p09_straight_main_010,0.35166830726448184,0.16884148367893978,0.1622373351139515,0.143833324359269,0.29542379010392394,0.15154959485380018,0.23625459729323825,0.11393236401188182,0.19459704471418907,0.34179567003026057,0.35599278414061764,0.1987038323331532,0.18748372632986995,0.32352824587980694,0.24975301026598357,0.09781440412197678,0.9394365039413521,0.3374334089980076,0.3320381064213437,0.3430268260441068,0.3375728061965832,0.048632174065144,0.04839667805974983,0.0477015071568828,0.6580258572893369,0.833199297679478,0.4404504024181804
p09_straight_main_011,0.28180995256751995,0.09417078855752892,0.11516934597286502,0.11393435469896702,0.2320646858056234,0.12058807307358121,0.25639431081646746,0.11557429164002256,0.19502822202919895,0.296703300202987,0.3418058837053616,0.1983248419152363,0.1401311995562578,0.20921532524607106,0.2628857554562267,0.08222437215503635,0.9285963271057371,0.26093995440881895,0.2570866055506031,0.31615990698471264,0.33783201597854173,0.04902343099313425,0.04772344688855202,0.047621948447883033,0.625329917166364,0.6837973199696565,0.3657096342087698
p09_straight_main_012,0.3280344340301169,0.11164345109049138,0.19774751148383243,0.11847861822415304,0.28435705128475086,0.12591838520563708,0.27953932054106134,0.12387246059010235,0.16523346416608162,0.2730883776921987,0.349998131393563,0.19526019442925696,0.1576285166570353,0.2456478294937125,0.3061776625280289,0.11291332004696467,0.9025651391135087,0.30014351346891577,0.2948764138105916,0.33784827912981025,0.34527534589176145,0.04957299496684521,0.04797382981370849,0.04763994332886028,0.70760426713263,0.7297915159466715,0.38871572963776585
p09_straight_main_013,0.2916435407011537,0.10653890655494788,0.16031928297984327,0.1152849624039997,0.24866342181999013,0.11994691541747149,0.1826668068777218,0.1380959600565878,0.15688589103395717,0.2812803859077184,0.35411068665756146,0.19707799366939857,0.14720857267071047,0.2316773667212806,0.27881987178547585,0.09983594151106388,0.8432346363672982,0.24371444980707252,0.23887639800120236,0.27759186695992366,0.2890145644096537,0.04908014196670464,0.04776480391631069,0.04762323280916307,0.5899842711120098,0.6856268436431037,0.36662503822613335
p09_straight_main_014,0.35277545333197996,0.15811182610175517,0.18823400428632833,0.1264195895448968,0.35216441197490084,0.1830763277598639,0.2966166936932568,0.13303030891080553,0.1934566993597438,0.28818083837763137,0.34421282254887353,0.19088847955877183,0.19271904644223858,0.34170704281584563,0.3480205435387494,0.16315357344699685,0.9702707358661723,0.3758350621036818,0.3722310370502955,0.35627099415958774,0.3520226459785227,0.049625232188375876,0.05624641587497076,0.04819365500406328,0.7227968872939761,0.871949373635763,0.4600715143199131
p09_straight_main_015,0.2862272689830018,0.09746649863234427,0.1559578403066674,0.1128275687803216,0.24156075964845267,0.11496411599546548,0.17978242862980823,0.12657447685681936,0.1476316641674718,0.2723294706237303,0.338963489943756,0.19379943145949735,0.13962537962420332,0.21435438455888822,0.2678094266737018,0.08431971365579274,0.8606505281547607,0.2531931700229408,0.2495994764096067,0.3162407184018734,0.3375554623141114,0.049269070782552514,0.04771038840145551,0.04762203685149426,0.6157504744597186,0.6490983797917854,0.34836020832163983
p09_straight_main_016,0.2870091000564316,0.12028144603098948,0.1764378565574914,0.12070328157341284,0.26446178517970786,0.1269545298924336,0.19296098090272884,0.13559221016999862,0.15415140407658623,0.27273382016351305,0.34184919908457284,0.19716633628634178,0.15523184017737726,0.2199194641812819,0.2841494062859117,0.11897420026238781,0.888127162763052,0.27564593071833304,0.27101223539269814,0.25266579791930177,0.2405999423060201,0.049215588197656854,0.047823655886538266,0.04762135618082519,0.5609274814262143,0.7150283945333572,0.3813248753570912
p09_straight_main_017,0.3392338942325882,0.16812154129256937,0.16914110071254643,0.13631519008255638,0.3100226387440413,0.15915884469111505,0.26551670029631885,0.12088059325704417,0.19696660197331525,0.3303730658640439,0.35658801150377484,0.19618711311023004,0.19421101472391655,0.34101266153557747,0.3238971157970772,0.16766973161003368,0.9479017306711285,0.3482832951066527,0.3438232975595453,0.35783374270127466,0.35538379631978406,0.04927595685637699,0.051851179112104816,0.04808219509141843,0.6698040933145479,0.8807546010484592,0.4644183980699388
p09_straight_main_018,0.33511145338880366,0.16135378346785556,0.16231830848646808,0.1392104338258754,0.3034682281639447,0.160237030847651,0.2599230761089078,0.11994401909475993,0.19592267731284704,0.31935857857959465,0.3575902883397327,0.19654785526545202,0.1914850866615236,0.3217283157180586,0.3152062381237071,0.15798525523130702,0.9482307733946659,0.34838152800467626,0.3438921665880306,0.35284028232470743,0.3486925076837162,0.049034970330469475,0.0490306554175916,0.047756025532192124,0.6507305240538506,0.8717912996804584,0.4597736626063253
p09_straight_main_019,0.34472661688642764,0.14878467588340957,0.14162322508668485,0.12715291400988885,0.28661078806300927,0.15076245697984708,0.23829668800799286,0.10680376591207981,0.19615093589033755,0.33556746811982785,0.3253965358467525,0.19613324223914047,0.19240516662590373,0.33069724950228246,0.31704699150346016,0.1609205898050839,0.9397083970369862,0.3391449096660753,0.33175386965974113,0.34644058355197566,0.3429346165518828,0.04870620691597889,0.05028749698758509,0.047702995180440286,0.6349215504369153,0.8505476643538773,0.4491253297671588
p09_straight_main_020,0.35136727516050165,0.16134710318575474,0.1442148374598679,0.13009319153783996,0.29658418295408345,0.15674564232237004,0.24828631957057432,0.11316859662415076,0.19477502806312696,0.31617442461501,0.35185510117323354,0.1992640791159467,0.1894739750596174,0.3339249740391285,0.32071076134846266,0.1653330379214101,0.9351798332738888,0.33388276429550523,0.3285078963213751,0.34547673847089266,0.34303086107547126,0.048505906704797125,0.04917102189974196,0.04787132741641496,0.6390356642209086,0.8660709908813735,0.45697115914889425
p09_straight_main_021,0.34312136026686985,0.16615861006931587,0.15636084413744203,0.13600638086778877,0.29925260158222694,0.16028072869269086,0.2626877344748392,0.12649289575912498,0.19443005454668472,0.32965852420216046,0.3564456629805694,0.19844903228796687,0.18613167197949765,0.34276943995493936,0.32376655609576643,0.16693928546946504,0.9383452243845014,0.33813242944766114,0.3333047593380275,0.35095822831895174,0.3488842379820426,0.04864695581527264,0.05034185882947496,0.04795760267686658,0.6568016192849803,0.8766808241711865,0.46231921342402654
p09_straight_main_022,0.34008725528967126,0.17310765555075408,0.16167091781192616,0.1404800181586001,0.30320807454889326,0.1579809084688062,0.25493499942990283,0.12520586007418688,0.19354562505749068,0.327276306555256,0.3546907459666348,0.19846562231556558,0.18923515114930262,0.34242494836859716,0.3185292459441914,0.16763020565008804,0.9461961656153909,0.3454449495388966,0.34054095551253033,0.34869348248742604,0.34572076986089784,0.04838192490653934,0.049424312133274265,0.047841009362354595,0.65006555916572,0.8816906777392367,0.46476584355079564
