hook_right,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation
p05_hook_right_main_001,0.23522705237842376,0.4797755961925974,0.27097588741055595,0.30867893664707374,0.25415979782396486,0.21438011054687917,0.05645783225573364,0.050172684548415426,0.04789277153017056,0.5924946207324296,0.7470990452501598
p05_hook_right_main_002,0.22142692884911322,0.48130651679522973,0.30192046458309296,0.31589068672104414,0.22927673291319417,0.21274257121069118,0.056303023415081,0.04932462595258521,0.047981645045827546,0.5895172661906413,0.7536229102586119
p05_hook_right_main_003,0.22971592541819988,0.47944678501955995,0.2665734194645727,0.3067298419070654,0.2689634364304033,0.28840883802246553,0.055765428972550775,0.05057379342867646,0.04851311287358586,0.5948926330977289,0.8197023661724858
p05_hook_right_main_004,0.17326390706162242,0.35492910875338335,0.2161109238991774,0.2549671299873636,0.11720260829493778,0.2337995153062815,0.05989142068400046,0.04820231839851633,0.047619967535714174,0.39010987988238954,0.6196220694984834
p05_hook_right_main_005,0.2309656097997356,0.484655377971092,0.29491189370108684,0.30311269401402136,0.23008086067121067,0.29096111172881417,0.05555189056549333,0.05185751885726307,0.04882892416710466,0.5828329072544788,0.8190443970611209
p05_hook_right_main_006,0.18744312535906774,0.3700106523377269,0.22327212780507488,0.25900727352288,0.12038940756084386,0.2390978977811896,0.058950254933342196,0.04801581304185618,0.04762088780585626,0.39356363563960495,0.6498437804019154
p05_hook_right_main_007,0.2198017756819708,0.47618588917245736,0.29589328868104925,0.29980504598378593,0.2323928914894235,0.29095846372313305,0.056190013009790284,0.05091116490685471,0.048388451622686915,0.5717480740284604,0.8212395747223521
p05_hook_right_main_008,0.19238938404092687,0.40023841538112903,0.20821589856817938,0.2482468891899682,0.17055375323869987,0.12386771792306024,0.07823652147496289,0.050393083236147704,0.047619737181549736,0.2885936765287272,0.6660876318810415
p05_hook_right_main_009,0.25060758598152266,0.4796448171447887,0.28702210163247294,0.30997226905957864,0.22315660676415092,0.219385290640815,0.0557295457478237,0.04903969365574894,0.047673421306806,0.5714565220151464,0.7655555553103577
p05_hook_right_main_010,0.19878428452073515,0.373978262829866,0.20705304298032176,0.25948835134665627,0.10903408940018458,0.17914627445751846,0.05796397319310568,0.047898782604099785,0.04762003808929582,0.3780486027028448,0.5979378123195627
p05_hook_right_main_011,0.234833189489604,0.48472132411278074,0.3081886846694108,0.29143645772806026,0.256984774533927,0.20176773992993216,0.056221840387682895,0.049717688473936573,0.04783937065813028,0.5873720697235308,0.7621009984656476
p05_hook_right_main_012,0.2314164737496458,0.511994450849556,0.27218767441031255,0.26579586602625443,0.26408593568765676,0.19415752998457866,0.06363059609530326,0.06275300742135219,0.04813843505911092,0.4976904919414564,0.7798697113583412
p05_hook_right_main_013,0.241117741413503,0.4835823914099926,0.301817997772326,0.31430371004252394,0.2616239975012906,0.19918968714178148,0.05613773454854038,0.05151309598360686,0.04787834715187157,0.6096839539470158,0.7609126917718971
p05_hook_right_main_014,0.2285531345279562,0.4838814561092775,0.2732963117324571,0.30611285947032635,0.24787351324792736,0.1984125578157192,0.05512547208148682,0.049363042763376476,0.04796222324296545,0.5973827268740377,0.7220734422418156
p05_hook_right_main_015,0.1846168681674747,0.37843544811740376,0.22273314645565515,0.25629653058360446,0.11477598449158641,0.17743664827212885,0.05863935797322658,0.04802626817129871,0.04762061517224215,0.3800374205179594,0.6057506836580169
p05_hook_right_main_016,0.24633483695785383,0.4750331828601306,0.30626827742985735,0.30105609451102744,0.2622802325778822,0.19693343812922054,0.05600048369083557,0.05029477510584392,0.0477326826087115,0.6228981914708321,0.7353569727586494
p05_hook_right_main_017,0.1839546369732298,0.35379765632010585,0.20037120813464293,0.2472308822607053,0.10804716657023258,0.15993450327870562,0.05853547861946857,0.04789980491538913,0.04761973321304327,0.3670566519419133,0.5464055215663051
p05_hook_right_main_018,0.24587816848216965,0.48365053950583325,0.3185930206727645,0.31585359031312576,0.24270789851385985,0.18370967601105814,0.05434296606853149,0.049603256412985935,0.047967819960694144,0.6159628374551778,0.7452188374340023
p05_hook_right_main_019,0.2342984689186259,0.4793905509750142,0.3158177552240137,0.3181912998764883,0.2387620783349113,0.21534542825182576,0.05820790386635285,0.04903412189326049,0.04771975950687618,0.61618372585836,0.7547232491438448
p05_hook_right_main_020,0.2574347411933625,0.48761424554645777,0.3094933947294075,0.31446511344313255,0.23101743053106408,0.22796480453476123,0.058671580769739266,0.04877123845571132,0.04897489604985371,0.6266079516049654,0.7548895183929446
p05_hook_right_main_021,0.24121555979899784,0.4835860080649429,0.3103728276595429,0.3077188107803955,0.22580097896312173,0.21523268478554658,0.056832501061033755,0.0486757178738762,0.048111480521938796,0.6253112215400649,0.7294985691685542
p05_hook_right_main_022,0.2525936614962677,0.4871789601989963,0.28270725674646213,0.3218795528317078,0.23309547901572775,0.21629328305320944,0.05677365225120651,0.04810980464303272,0.047894649000576925,0.6187532744318569,0.7401087510617441
p05_hook_right_main_023,0.24518281888532378,0.48604944583903575,0.2983388849314639,0.31829077308372894,0.27092056573065093,0.19295940130285816,0.05624447214230423,0.05056875026929032,0.04789473860578171,0.6182490741876037,0.7601942425133777
p05_hook_right_main_024,0.24618173684192063,0.49357171576542236,0.292784641914212,0.3125703607295651,0.26460898487706014,0.19017393490972131,0.05593562528143873,0.050365028795966035,0.048111468302827906,0.622584658403631,0.7416223105050845
p05_hook_right_main_025,0.1918643908385483,0.357368467728289,0.1913739877304121,0.2517784006982109,0.11305713938604427,0.16506237985322952,0.05799470620522832,0.04792267410539728,0.04761958620287912,0.3773971122299737,0.5458447109228273
p05_hook_right_main_026,0.2505476229838213,0.47473303265841393,0.3020400265291191,0.32311099042546293,0.23153936266701797,0.2256165832871083,0.05887876237561487,0.04826362765576776,0.047709930029865844,0.633739917843994,0.7405797136064833
p05_hook_right_main_027,0.20287401525567286,0.365934984245847,0.2292522663062282,0.2660882959432974,0.12048166827933185,0.1661299581756371,0.0609769480780285,0.04814622132614622,0.0476198196366951,0.3967765472098368,0.5948071031602824
