uppercut_right|p14_Global,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p14_uppercut_right_main_001,0.3249110503877112,0.47494676605765446,0.2521907336417256,0.31184380612109963,0.1513544551696746,0.14272734667845915,0.05100013686065329,0.0492698928729647,0.04765413570162748,0.4850346768383232,0.7217113636708447,0.19510156885731372
p14_uppercut_right_main_002,0.33110609516817774,0.469026001375404,0.24462573014855532,0.3333829761852156,0.17624261288024207,0.1615202266242443,0.05555724910160033,0.05229432705833702,0.04766265062852545,0.505828417735869,0.7516293818488534,0.20455999796526875
p14_uppercut_right_main_003,0.31527362316984664,0.42864683601000875,0.23629528648555867,0.32630660635454695,0.16931559062681778,0.1600666596339104,0.05197592180675078,0.0494216844353533,0.04775511617101406,0.46632574229068646,0.7341601341949934,0.18924111617759684
p14_uppercut_right_main_004,0.2876375675061909,0.47670466060871225,0.26601752817119895,0.3091912281741713,0.14411378005140338,0.13947487332158115,0.05362535999979255,0.048677405474376725,0.04763598460184776,0.4529596601724015,0.7378297353854135,0.1850874752155236
p14_uppercut_right_main_005,0.3318805636727423,0.4818347558604982,0.3273732542142146,0.33700521267202477,0.19131590490405195,0.14531546066115436,0.053918930348946695,0.04981477184241603,0.04791968899116479,0.5797689054591362,0.7687401824036219,0.2278342025501663
p14_uppercut_right_main_006,0.27868704886052714,0.4221970611017369,0.2384081574135723,0.3108743686121105,0.15020794324973916,0.12944549778554473,0.04983651596597771,0.04828647698155887,0.047620975561011934,0.45482808912436035,0.6718842947147593,0.184317027357299
p14_uppercut_right_main_007,0.35556867181043805,0.4641496470113339,0.35240888045510294,0.35719626493979595,0.24246271265520214,0.19563842009366816,0.05746453560260293,0.053088868774089255,0.04867087287746238,0.5985334910473912,0.8853332504747842,0.23636229847469445
p14_uppercut_right_main_008,0.33094428494972017,0.42257682580599143,0.2886875852781802,0.3300773489001481,0.1985387960537802,0.157152840317963,0.05014286068128641,0.04804120173182854,0.047633913421730636,0.5022131300614817,0.7968435785454913,0.20013239749153222
p14_uppercut_right_main_009,0.3633728622402438,0.43910541581558304,0.27046485737773396,0.3116799000721624,0.20434899549919186,0.22180408323836004,0.05265755947863622,0.04909637232088605,0.04789127500246717,0.4991605990841962,0.8525660596561215,0.20030484362790613
p14_uppercut_right_main_010,0.33907676346841026,0.4379668439680079,0.2629880638139991,0.3174078427614445,0.2154616272793115,0.21357375874762932,0.052606960855639005,0.04839157045639929,0.04763736849589076,0.4710279898474784,0.8681838372499007,0.1906755070531722
p14_uppercut_right_main_011,0.2819998486839238,0.4398454760944458,0.261774292325898,0.2978648146403305,0.13735520914137755,0.1393548289067214,0.05049919760395103,0.048428016707946615,0.0476481568512111,0.4242251167571802,0.7235374091797938,0.17438411035635926
p14_uppercut_right_main_012,0.2815986278069823,0.44288191622794404,0.27544869926070986,0.30559528543680814,0.1415068103483859,0.13937209955210786,0.05246574433397779,0.04808743950119735,0.04763758877972317,0.45042170377998564,0.7231054384385919,0.18365829587172022
p14_uppercut_right_main_013,0.30680694613368314,0.4812351533925397,0.281159138483041,0.313831691881112,0.14679791197586683,0.1232207821338116,0.05061409947282641,0.04814519763839751,0.04765213723998431,0.4630208646073652,0.7454567899565622,0.18726005390619635
p14_uppercut_right_main_014,0.2746350290125468,0.4596371777652302,0.2921925190130429,0.3194782372399459,0.13436845548381712,0.12043861242720673,0.04937556579000582,0.047882802090440324,0.047687511839582815,0.464166754009441,0.725206982551972,0.18714170729662905
p14_uppercut_right_main_015,0.30329684550214436,0.4535742369583364,0.27585880994219103,0.32880038450252974,0.1446316235258291,0.14679986411241822,0.05285212480908319,0.04800416916084501,0.0477177292715688,0.4888714313090469,0.7370397306202119,0.19657590842632502
p14_uppercut_right_main_016,0.2597222336032553,0.4404701702732021,0.25361063052744515,0.31074789236704903,0.14031704615623866,0.12081263647540923,0.05109937757823574,0.048019783002373174,0.047634988772945655,0.43103446102398896,0.6957810997163542,0.17671787386819926
p14_uppercut_right_main_017,0.28414583006670835,0.4507520181095631,0.28428040666371096,0.3244978693169125,0.14881157955424223,0.1525899045300979,0.05024849904297805,0.04814126257283061,0.04765343300645432,0.47043765469249416,0.7599229667769721,0.18960913876943425
p14_uppercut_right_main_018,0.30662924634750127,0.4812384057402147,0.32379553094443947,0.3384775132184735,0.16639705935722812,0.15248107109684902,0.05350789377948133,0.04857901302525057,0.04771152474015163,0.5179915203150574,0.7987180888462022,0.20669280903992976
p14_uppercut_right_main_019,0.29941258130688525,0.4589778640851231,0.3266680358986571,0.3298343306748607,0.17122816291573595,0.13595171655562957,0.053950266375025334,0.04896741589654531,0.04795460438973169,0.5078560395963143,0.7794460780585082,0.2035912406226283
p14_uppercut_right_main_020,0.30568502623192695,0.459985270200807,0.3432187555012466,0.33690860871764916,0.1681422903064751,0.13534718609408958,0.05500574785462921,0.048560216893194334,0.04776010617565054,0.5472210009254009,0.7621534605971783,0.21692898855774145
p14_uppercut_right_main_021,0.3086310070959591,0.459806949354258,0.3180685195300038,0.3284466781233536,0.17401588417076166,0.15823674469467847,0.05173469704039644,0.049317055427855326,0.04793037879003728,0.5019100907479114,0.8023229830217233,0.20098728107205438
