hook_right,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation
p07_hook_right_main_001,0.1804357990285163,0.40017974921929794,0.22289795739314652,0.29191541774654495,0.13104407988323247,0.20049189332975198,0.061883249092114165,0.04785699532788601,0.04761906483121704,0.49246816329743115,0.5822483013411471
p07_hook_right_main_002,0.18582633323757455,0.4633698889729718,0.25331132535842527,0.30068746764821286,0.19202907609470476,0.22059463880199043,0.06664743460630877,0.050549912731686006,0.04761926887493635,0.5791107360347406,0.6460530667263994
p07_hook_right_main_003,0.20816186050726465,0.40971502638949764,0.23434355897357229,0.30213431485700504,0.13822063432279588,0.2752426071117956,0.06356891975270834,0.04804770908738988,0.04761962738598232,0.4924472336821671,0.7007092903056238
p07_hook_right_main_004,0.18025665035834512,0.3924794483893147,0.22835085413367096,0.30403303871400955,0.09983320448042379,0.25045518439717485,0.0651569316578102,0.04844870743796977,0.04761923289246903,0.49599842595410903,0.6059913710609574
p07_hook_right_main_005,0.16335627759059507,0.4036034653190426,0.22993491590224252,0.2890045821139175,0.10709994546062318,0.22181853991140313,0.06366957589241873,0.04817028871119048,0.047619075343191784,0.47518620657367716,0.5912255475353392
p07_hook_right_main_006,0.2339901145658226,0.4803127820349212,0.2656345563953909,0.3398249585748889,0.19215624256015612,0.26834423520578354,0.060591556965671034,0.04803786285939572,0.047680322224054196,0.5948381459340815,0.7658090764313434
p07_hook_right_main_007,0.21743759128318016,0.4798881890042576,0.30140372646880664,0.3220076065827671,0.2200784797702115,0.23796758778456578,0.06673903094736595,0.05495360184222322,0.04762380736995119,0.6235475683079574,0.734726696293552
p07_hook_right_main_008,0.24797146554690208,0.4684221525813127,0.24936686405421798,0.3318148503436451,0.21628491264461558,0.2736658494352452,0.060485184958823934,0.048038540054932716,0.047667555323243314,0.5996778628942375,0.76770570548614
p07_hook_right_main_009,0.20339840328910458,0.42328389409414646,0.2543685407002908,0.3246827232614806,0.15839140948948702,0.2564966845778757,0.06626579684855131,0.04846801728789755,0.04762014293919674,0.5469030605542479,0.6920201950570423
p07_hook_right_main_010,0.2499966113720269,0.4551449212743856,0.30244242165048946,0.3382426124300578,0.21530823694586415,0.2492830542486087,0.059606849494207755,0.049117999151391936,0.0478286008964524,0.6082448978904542,0.7878777811942328
p07_hook_right_main_011,0.17128189720981163,0.33930398065511846,0.19423592993877342,0.3065790381827996,0.08994544090348904,0.21297338902981733,0.06129374140599125,0.04797797916551235,0.04761931922486349,0.44220959393244935,0.5520593473160961
p07_hook_right_main_012,0.1810177365606251,0.34796640891575314,0.21444341455850807,0.2986377362359739,0.084026706082765,0.19139019098044652,0.06129889511341781,0.047890857132909824,0.04761927032937145,0.4477215499041753,0.5365720662406113
p07_hook_right_main_013,0.1968914410708751,0.35554796214159906,0.21475026461984795,0.3044262683487934,0.09399560178597784,0.2088933393484818,0.06334610669163458,0.0480530096490167,0.04761926036859622,0.46259659109470697,0.5681608038579217
p07_hook_right_main_014,0.1924227110007698,0.3417380599796268,0.2039731721539443,0.3076844548605582,0.08772914648679836,0.24357400467877657,0.06218245442882823,0.04789844085985914,0.0476193479793827,0.4785035106779734,0.5642054394869375
p07_hook_right_main_015,0.17823534412762515,0.35749914571128105,0.19511322013747415,0.32726315029473774,0.1423934197801676,0.2102620639012432,0.0608787825824442,0.04788910299618047,0.04761945688728033,0.5333621085976941,0.5441947706026318
p07_hook_right_main_016,0.24204981689617955,0.4753831831107589,0.31180287160543296,0.34907531969490024,0.2088200637985981,0.2771821212201665,0.060309593213072756,0.05047074205396009,0.04776760052290528,0.6427357649738057,0.7980171191301755
p07_hook_right_main_017,0.26181932198830493,0.46239310820517493,0.3133052203540925,0.3470497384056963,0.2026715052856455,0.2580045549448219,0.06051043602299099,0.0496991770579007,0.04770539780429327,0.6387872040017293,0.7781654021593432
p07_hook_right_main_018,0.21622487881470934,0.49409015172650295,0.3094852472085119,0.30777347900346763,0.23528853114594436,0.24561635834839723,0.06789638675510096,0.05680522085988787,0.04762240403219018,0.622424914001482,0.7530412819956792
p07_hook_right_main_019,0.18753095225734104,0.3493104194933451,0.2067066254679002,0.30288684966908097,0.09785755489744553,0.20426783609063523,0.06294590401726782,0.047953869508500065,0.04761918204076381,0.4807552036503274,0.531748429800635
p07_hook_right_main_020,0.2387819961505718,0.46519129838283596,0.3192778064558831,0.3471769024506157,0.22208762843054597,0.24425919092400564,0.060132041472798346,0.051171555768788866,0.04790995105827775,0.6108639207967463,0.8070052262466099
p07_hook_right_main_021,0.24407668683880496,0.46522695544232356,0.33143645820449236,0.3557462720271418,0.22858298613915853,0.24955800003484763,0.060022340369297954,0.051946361222392205,0.04792985274821288,0.6328843943623613,0.8192075221779758
p07_hook_right_main_022,0.17754233590862406,0.3683937562941474,0.22534923691181943,0.2962387062163889,0.09996386680773535,0.2150824847395188,0.06275199845487324,0.04813180411828112,0.047619187781821226,0.460561296883633,0.5832925157481267
p07_hook_right_main_023,0.24962078116230257,0.44870235229353145,0.332503155231673,0.34625123797307567,0.21401373750655908,0.2558475704335753,0.058804498147412614,0.05135547265738031,0.04776844538976674,0.6214894052286308,0.8120189472555316
p07_hook_right_main_024,0.24785251647848172,0.4495661723218924,0.3243691196304566,0.349667902989356,0.19813230140783517,0.2561135737935275,0.05945125834930852,0.05075980469405818,0.04771470816074299,0.61972469585306,0.7944581716779434
p07_hook_right_main_025,0.23326235434364567,0.4343867225425898,0.3121869427013553,0.345353986142939,0.22165419742315984,0.2404955938352264,0.05993008935302425,0.05075697019630741,0.04773554026851694,0.6040351999418776,0.785905287169751
p07_hook_right_main_026,0.2371085834352309,0.4486843914222396,0.31268873211826753,0.3303005353382054,0.20987416182564714,0.24931838415680616,0.06060098590489185,0.05030617825004285,0.04767821968969231,0.624557511125299,0.7560573409974528
p07_hook_right_main_027,0.23834871733272048,0.44825966850736865,0.3138513274275696,0.3310917143184272,0.24010989468434302,0.2667797729050069,0.06770840987236995,0.06190001831772042,0.047669902481851295,0.6383318396424695,0.7746185444449716
p07_hook_right_main_028,0.24730419055670932,0.4356834636886136,0.3110900207277886,0.3546413783902867,0.24136848839608543,0.26487459396855484,0.05959681732287033,0.051540038698735205,0.047858507343699216,0.6312225497211565,0.8158435018534094
p07_hook_right_main_029,0.2324509043893738,0.45326877786295394,0.3179107495103497,0.3300181758128745,0.23311043166935513,0.21568958289167925,0.06719728883302922,0.055384225817134626,0.04762943169755461,0.5973655294737645,0.7679715133793185
p07_hook_right_main_030,0.19248067616778725,0.3798651569844629,0.21894619362452866,0.29680284658585765,0.10222209713674393,0.19928122243143798,0.061237686590537535,0.04792504810214124,0.04761924014809212,0.4597910184755998,0.5796204590590127
p07_hook_right_post_001,0.22550406459008993,0.45249368234016946,0.27287491814233633,0.296368121721621,0.1838927145476613,0.23619763285489476,0.061407170831750735,0.04843693235720646,0.04761925888020301,0.5863510768094461,0.6885264229246397
p07_hook_right_post_002,0.19159609258141885,0.32485003130705126,0.18717998303905925,0.30170748828552096,0.14371746177437844,0.23619118404254608,0.060926623688104975,0.0478860351147577,0.04762462713975799,0.5189921807310008,0.5416784149919971
p07_hook_right_post_003,0.21335715314991588,0.32934370973628,0.18065927741081347,0.3060132972324664,0.1424472159856719,0.21705976725905626,0.060190636153653415,0.04788669272531781,0.0476196958237664,0.5079389632460828,0.5433681971564155
p07_hook_right_post_004,0.22605815314365807,0.41445913485141916,0.21720377684538117,0.32730185426932645,0.1367496866207075,0.24423315107877558,0.059875013081675824,0.048008755018289176,0.0476217470361327,0.5477004731170829,0.6399431612649702
p07_hook_right_post_005,0.20909552390496566,0.35061428615550955,0.21014261938060583,0.3005803143214997,0.10617587224366806,0.22735640348630107,0.06188831892541848,0.0479518335502251,0.04761925817014629,0.48866306693883194,0.5702115798075711
p07_hook_right_post_006,0.18863709692028013,0.42939178027834624,0.21708681765702834,0.32399147508174203,0.13966242999994244,0.22550945002116202,0.06107130447586308,0.04797399367232031,0.047621586752518506,0.5409967611951092,0.6226536213452102
p07_hook_right_post_007,0.1848204322983955,0.3269478519164822,0.18241052389531257,0.3141610286402937,0.08481103295825562,0.22246145016681212,0.060072461057999745,0.04784803575792346,0.04761935418049586,0.45507450678402,0.5397468410498109
p07_hook_right_post_008,0.2380654729379267,0.38767588472244535,0.24934968052892295,0.32127267542980437,0.15707051827278606,0.2586523226343182,0.06028037178449334,0.04783373847204649,0.04762180667106904,0.5261086973233622,0.7166500508694565
p07_hook_right_post_009,0.2606744796985052,0.4410768911273209,0.3142851621354339,0.3311819966648513,0.2086004064287239,0.2653731861499379,0.06111589004815031,0.04780764909200858,0.047628087547103674,0.6476793226035268,0.7606750547043598
p07_hook_right_post_010,0.24754927040010122,0.462732382940586,0.31765874839835867,0.31622626315330943,0.21808828546290254,0.25630531171986515,0.06449309517701385,0.0536060788785181,0.04763309377344587,0.6720612698579386,0.7220068265297565
p07_hook_right_pre_001,0.21896180354289982,0.4593947762395386,0.1961904455778364,0.32140128623197006,0.1949357865709962,0.2762874800160725,0.06162696103280111,0.05056782639163119,0.04800545990859409,0.5567793975498663,0.7067213032984768
p07_hook_right_pre_002,0.21008323241409807,0.4634976054506855,0.18914473109905444,0.33682354667650843,0.19682636625834876,0.27557105612305355,0.06121888806838954,0.04992609517922821,0.04768233321261453,0.5652284957803725,0.708741861700394
p07_hook_right_pre_003,0.17132594526995107,0.3917828535966072,0.23134610932643387,0.31680662720559977,0.10879051891509524,0.24325659845904365,0.06397620880400606,0.04826921086254988,0.04761939900083072,0.4984849402360771,0.6156781886242824
p07_hook_right_pre_004,0.18452646787371335,0.3590973913966708,0.22303113040434122,0.32119495494208306,0.10141389429981232,0.22812319037062037,0.06213280120398707,0.047998199694778636,0.04761936262447462,0.48037237934268634,0.5972703657486194
p07_hook_right_pre_005,0.18094363279294565,0.3997965097359547,0.2014756105708623,0.33606116229606364,0.14729777627399898,0.22389078512738436,0.061459199099014664,0.04805418657242232,0.04763910811567714,0.5661719510344113,0.5781686914836925
p07_hook_right_pre_006,0.163270912376354,0.38770169702133433,0.2243225197905395,0.28148078038309643,0.11953738174127042,0.17820797147312778,0.0607170228120872,0.04794061305807277,0.04761905958930932,0.4614757001698743,0.5544490587634724
p07_hook_right_pre_007,0.2158022157445322,0.4797159520297968,0.22361145792944193,0.33022446830732805,0.20204693550466643,0.2832689268257032,0.06193948720647604,0.049923214139670664,0.04773592249067615,0.600762524282596,0.7228091136764965
p07_hook_right_pre_008,0.21304507945849763,0.47644252459669845,0.27516469348396966,0.31557592682827895,0.20988279464945273,0.2640583671698157,0.061285951649700916,0.04808978485179046,0.0476719053851177,0.6244191431600156,0.7233881268209833
