uppercut_left,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall,,
p06_uppercut_left_main_001,0.349547113,0.449514369,0.304214199,0.322288482,0.256377327,0.263287355,0.05009333,0.04856859,0.047636441,0.576955985,0.908318359,0.808909647,0.743925888,0.053297869
p06_uppercut_left_main_002,0.358016516,0.463500417,0.328443241,0.322654267,0.264446128,0.26587692,0.050727778,0.049995261,0.047655631,0.604678328,0.925523417,0.82926989,0.723979258,
p06_uppercut_left_main_003,0.345650995,0.458196637,0.300510778,0.321624265,0.272555268,0.278613812,0.051344696,0.048240782,0.047651711,0.58809627,0.926319491,0.824852525,0.670681389,
p06_uppercut_left_main_004,0.364818299,0.467526764,0.277760684,0.275387683,0.187355971,0.136358858,0.050126771,0.048041677,0.047621768,0.47958349,0.763234707,0.678139342,,
p06_uppercut_left_main_005,0.354277625,0.440492455,0.321391515,0.310191714,0.265793753,0.258391777,0.050722975,0.048648539,0.047629429,0.597863216,0.893946843,0.805121755,,
p06_uppercut_left_main_006,0.345600713,0.454961112,0.311890414,0.317328457,0.271740321,0.270805658,0.050870737,0.048249878,0.047631951,0.583813796,0.926069823,0.823393015,,
p06_uppercut_left_main_007,0.353835385,0.44522104,0.347453791,0.322612007,0.267171874,0.26917943,0.051510218,0.048163847,0.047622661,0.632495538,0.910192959,0.826883733,,
p06_uppercut_left_main_008,0.332956047,0.439957469,0.342028449,0.34165593,0.272136364,0.275816731,0.051484158,0.048007204,0.047625041,0.636174723,0.917992138,0.833446914,,
p06_uppercut_left_main_009,0.339489922,0.449062748,0.304391192,0.291763771,0.272225817,0.229827721,0.050538117,0.048409859,0.047633637,0.506071286,0.924455493,0.798940231,,
p06_uppercut_left_main_010,0.310210704,0.448382242,0.295690906,0.280419219,0.270120168,0.213502362,0.050944245,0.04799104,0.047624069,0.495949473,0.881179653,0.765610599,,
p06_uppercut_left_main_011,0.339904501,0.429222531,0.303901208,0.280957185,0.147929213,0.166533216,0.050341778,0.047955236,0.047621558,0.561014932,0.667473195,0.635535716,,
p06_uppercut_left_main_012,0.349435769,0.408488607,0.311668729,0.306403342,0.137100522,0.138524483,0.048931528,0.047922698,0.047625435,0.514406946,0.708516166,0.6502834,,
p06_uppercut_left_main_013,0.348014001,0.421771793,0.294936731,0.27267358,0.137456023,0.149234435,0.049590385,0.04789839,0.047624419,0.481307948,0.706121376,0.638677348,,
p06_uppercut_left_main_014,0.340392488,0.459454634,0.306965886,0.306949918,0.158018253,0.147002219,0.051123552,0.048407037,0.047637381,0.534708081,0.729982899,0.671400453,,
p06_uppercut_left_main_015,0.330737442,0.474974978,0.292728038,0.303296856,0.19075306,0.129790063,0.07226425,0.054278301,0.047625555,0.511397951,0.726672255,0.662089964,,
p06_uppercut_left_main_016,0.32876432,0.456964331,0.321291171,0.303944135,0.26657293,0.184124147,0.051044319,0.04907601,0.047634945,0.578647619,0.830544053,0.754975123,,
p06_uppercut_left_main_017,0.343847181,0.431023004,0.327041556,0.314415119,0.277103023,0.143470056,0.049016365,0.048166166,0.047633113,0.555295916,0.837075696,0.752541762,,
p06_uppercut_left_main_018,0.354893851,0.456198077,0.329663866,0.302296151,0.260384643,0.168120026,0.050953717,0.048215017,0.047634481,0.583707112,0.82438272,0.752180038,,
p06_uppercut_left_main_019,0.345193451,0.450507332,0.334926764,0.300271828,0.274834419,0.130665738,0.050172193,0.048149932,0.04763585,0.556568883,0.825582531,0.744878437,,
p06_uppercut_left_main_020,0.335115613,0.459389928,0.318407641,0.278141435,0.279589507,0.138575377,0.050547086,0.048613986,0.047632577,0.524879912,0.828785738,0.73761399,,
p06_uppercut_left_main_021,0.360057058,0.417455084,0.329339063,0.284441435,0.253941225,0.144888756,0.049731953,0.047929322,0.047623138,0.540074689,0.804738356,0.725339256,,
