uppercut_right,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall,,
p12_uppercut_right_main_001,0.319604719,0.41317156,0.260665143,0.278657037,0.203163059,0.185862437,0.048516025,0.047854406,0.047627697,0.529261349,0.711563219,0.656872658,0.761495577,
p12_uppercut_right_main_002,0.324649731,0.410483913,0.261777434,0.274437558,0.170371883,0.151015948,0.048600694,0.047830149,0.047629336,0.477902649,0.694983864,0.6298595,0.783971602,0.031144274
p12_uppercut_right_main_003,0.329034542,0.451330097,0.332458852,0.314572382,0.267440104,0.26436521,0.048700954,0.048000411,0.047662478,0.662017752,0.849704346,0.793398368,0.752827328,
p12_uppercut_right_main_004,0.332960194,0.434283081,0.318167963,0.274358405,0.259233536,0.229334995,0.048466559,0.047813841,0.047767696,0.592141749,0.814595001,0.747859025,,
p12_uppercut_right_main_005,0.334564259,0.467895543,0.319209704,0.276545148,0.270312891,0.207522277,0.048066211,0.047657109,0.047632976,0.59223386,0.829258283,0.758150956,,
p12_uppercut_right_main_006,0.329383595,0.458754515,0.316205893,0.246985983,0.263256199,0.212294557,0.048029491,0.04766228,0.047635585,0.568126902,0.810551036,0.737823796,,
p12_uppercut_right_main_007,0.350416247,0.460047477,0.327051268,0.262917582,0.270517382,0.213715798,0.048040268,0.047662396,0.047644747,0.587102297,0.838528428,0.763100589,,
p12_uppercut_right_main_008,0.336783213,0.409239455,0.33869569,0.294099125,0.257214914,0.233279786,0.04847126,0.047904185,0.04763178,0.610577304,0.82730192,0.762284535,,
p12_uppercut_right_main_009,0.329090223,0.424249771,0.322169988,0.286729088,0.266477595,0.244746036,0.048469571,0.047846482,0.04763995,0.60110554,0.84011696,0.768413534,,
p12_uppercut_right_main_010,0.312483349,0.430401116,0.349660822,0.284810926,0.247457731,0.252815376,0.048439716,0.047838402,0.047633228,0.604252019,0.852134352,0.777769652,,
p12_uppercut_right_main_011,0.348034158,0.468030278,0.319916032,0.254071826,0.251890586,0.215980854,0.04797448,0.047730568,0.047630948,0.551975662,0.843716438,0.756194205,,
p12_uppercut_right_main_012,0.344392184,0.465244571,0.314739115,0.260138095,0.263499501,0.208432484,0.0479887,0.047750862,0.04763,0.56382889,0.834008083,0.752954325,,
p12_uppercut_right_main_013,0.352018692,0.447462044,0.315624151,0.258283885,0.270007678,0.222190513,0.047993737,0.047716114,0.047673099,0.55447759,0.855969876,0.76552219,,
p12_uppercut_right_main_014,0.342275844,0.418861449,0.320728916,0.292690194,0.247965905,0.250543041,0.048690321,0.047832335,0.047627423,0.611361046,0.821596747,0.758526037,,
p12_uppercut_right_main_015,0.326575582,0.48458862,0.319104891,0.280374136,0.256585452,0.230121446,0.048505518,0.047808306,0.047742353,0.608697163,0.835996337,0.767806585,,
p12_uppercut_right_main_016,0.33800253,0.467094556,0.302079594,0.230018792,0.277618574,0.224914165,0.047994707,0.047816172,0.04766407,0.554603135,0.828331567,0.746213037,,
p12_uppercut_right_main_017,0.348741631,0.477040548,0.332207399,0.251155078,0.264287775,0.220614997,0.047967797,0.047742316,0.047673457,0.577540308,0.849068109,0.767609769,,
p12_uppercut_right_main_018,0.346445939,0.465224269,0.318668557,0.244813249,0.261102492,0.228854095,0.047955304,0.04776675,0.047641374,0.554683145,0.84995223,0.761371504,,
p12_uppercut_right_main_019,0.335257961,0.478324768,0.349497947,0.320340645,0.261242606,0.262866082,0.06753012,0.057369071,0.047623088,0.65771281,0.853495302,0.794760555,,
p12_uppercut_right_main_020,0.346055869,0.467359736,0.32248243,0.242074987,0.271901249,0.237333089,0.047953639,0.047794234,0.047709147,0.573532846,0.851732794,0.76827281,,
p12_uppercut_right_main_021,0.349495272,0.47457438,0.320265501,0.235888661,0.290038641,0.228827176,0.047959588,0.047778968,0.047693436,0.582353815,0.850222272,0.769861735,,
p12_uppercut_right_main_022,0.331348773,0.46023758,0.328204927,0.280845353,0.290325363,0.274525704,0.04865401,0.047935806,0.047819717,0.640141947,0.872376279,0.80270598,,
p12_uppercut_right_main_023,0.302603597,0.468212553,0.310889759,0.323277128,0.274557295,0.277183528,0.048684474,0.048030175,0.047624072,0.652543289,0.858445917,0.796675128,,
p12_uppercut_right_main_024,0.344195074,0.476756704,0.330006042,0.269480115,0.260895377,0.224886171,0.048001309,0.047685987,0.047686567,0.582120852,0.858433231,0.775539517,,
p12_uppercut_right_main_025,0.339252214,0.490206615,0.327169605,0.28294732,0.249323382,0.23690836,0.048480756,0.047759329,0.047628608,0.612264769,0.852210605,0.780226854,,
p12_uppercut_right_main_026,0.331694717,0.426749619,0.316665969,0.281084897,0.263250163,0.231703544,0.048569975,0.047869591,0.04762273,0.585467948,0.831546112,0.757722663,,
p12_uppercut_right_main_027,0.351081919,0.467589626,0.316855805,0.254165787,0.267124979,0.218576675,0.047949781,0.047668315,0.047697219,0.570793229,0.841363502,0.76019242,,
p12_uppercut_right_main_028,0.346613788,0.472291447,0.310870589,0.269614039,0.259861411,0.203147439,0.048021518,0.047671405,0.047665663,0.560712549,0.838557784,0.755204214,,
p12_uppercut_right_main_029,0.313732672,0.470852318,0.34877841,0.348427111,0.30604361,0.278557842,0.049136592,0.049021908,0.047914111,0.704971027,0.907595626,0.846808246,,
p12_uppercut_right_main_030,0.326608002,0.461600146,0.333883398,0.265720261,0.265786855,0.210944185,0.048259877,0.047747178,0.047723654,0.564269715,0.851265733,0.765166927,,
p12_uppercut_right_post_001,0.325698247,0.479662178,0.316553287,0.299267797,0.272967151,0.263068227,0.048799753,0.048134129,0.047642252,0.641699922,0.852502737,0.789261893,,
p12_uppercut_right_post_002,0.312313302,0.452453192,0.294736958,0.281434887,0.224369495,0.180699823,0.048471384,0.04789014,0.047657496,0.553212282,0.755687098,0.694944653,,
p12_uppercut_right_post_003,0.335568959,0.47557262,0.340872173,0.310071055,0.29941687,0.269664031,0.048847171,0.04843147,0.047984191,0.667691698,0.899048257,0.829641289,,
p12_uppercut_right_post_004,0.347971096,0.462932752,0.307781875,0.233900238,0.261949875,0.219139159,0.048003062,0.047687101,0.047658128,0.549362352,0.825438783,0.742615854,,
p12_uppercut_right_post_005,0.297180656,0.473100329,0.294874129,0.2836111,0.275148017,0.241038786,0.048664478,0.047884026,0.047692091,0.588823572,0.836306459,0.762061593,,
p12_uppercut_right_post_006,0.329845663,0.463952486,0.36025101,0.300024128,0.333286881,0.27179307,0.049095643,0.048218982,0.047739738,0.717355928,0.886053248,0.835444052,,
p12_uppercut_right_post_007,0.313499136,0.467066281,0.288871497,0.266675613,0.294361786,0.265572549,0.048800553,0.047935881,0.047642028,0.60549508,0.840388353,0.769920371,,
p12_uppercut_right_post_008,0.338313469,0.410316335,0.316070965,0.268752278,0.2371583,0.234808958,0.048470128,0.047766975,0.047628289,0.542232855,0.828442753,0.742579783,,
p12_uppercut_right_post_009,0.338312448,0.490021912,0.353227026,0.32834275,0.29908245,0.29114451,0.049183516,0.049315228,0.04811073,0.726227953,0.898903943,0.847101146,,
p12_uppercut_right_post_010,0.325498476,0.473194912,0.338105955,0.313654085,0.3026211,0.272330871,0.048619175,0.048527414,0.047939445,0.676715948,0.890186571,0.826145384,,
p12_uppercut_right_pre_001,0.333911384,0.482132142,0.341854014,0.319386912,0.232415916,0.2337773,0.048835256,0.048726479,0.047944183,0.673931711,0.806969785,0.767058363,,
p12_uppercut_right_pre_002,0.324076016,0.395940573,0.283791211,0.259102837,0.248837745,0.206122036,0.047986128,0.047677703,0.047625417,0.533416792,0.77470738,0.702320203,,
p12_uppercut_right_pre_003,0.308588838,0.439574788,0.307911183,0.287449798,0.263638862,0.23866078,0.048456633,0.047857348,0.047626411,0.585217528,0.835456291,0.760384662,,
p12_uppercut_right_pre_004,0.335913205,0.435246893,0.316505404,0.289620775,0.26394055,0.231824404,0.049012289,0.047870341,0.047634035,0.605152229,0.827761783,0.760978917,,
p12_uppercut_right_pre_005,0.283639228,0.435948886,0.267318693,0.272598484,0.273217028,0.21285263,0.048344585,0.047778555,0.047639628,0.536259828,0.795231931,0.7175403,,
p12_uppercut_right_pre_006,0.275838291,0.468459466,0.322155683,0.312689477,0.225598949,0.275821609,0.073026763,0.05438898,0.047810267,0.562916033,0.860021233,0.770889673,,
p12_uppercut_right_pre_007,0.320921775,0.444149208,0.323941626,0.3024459,0.279476355,0.24864186,0.049144222,0.048112092,0.04780096,0.622413463,0.856948055,0.786587677,,
p12_uppercut_right_pre_008,0.337943618,0.450782591,0.284378017,0.250739336,0.254365344,0.21145767,0.048176204,0.047685039,0.047697563,0.502574506,0.839131074,0.738164103,,
p12_uppercut_right_pre_009,0.312635396,0.461907937,0.289253986,0.284252257,0.254225476,0.23610397,0.048851809,0.047832464,0.048366642,0.5510868,0.846000334,0.757526274,,
p12_uppercut_right_pre_010,0.321056568,0.457028331,0.302424899,0.287762569,0.268467278,0.237074762,0.048216908,0.047846712,0.047726249,0.586344048,0.844171278,0.766823109,,
AVG,0.329642445,0.455752043,0.317111628,0.279826141,0.263865992,0.234473216,0.049301572,0.048242642,0.047715239,0.594338074,0.837079586,0.764257132,,
