uppercut_right|p25_Global,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p25_uppercut_right_post_001,0.2504902341636034,0.482542524578653,0.23349576116109336,0.25139020257499867,0.1914012269021032,0.2182021449739532,0.056344901905732235,0.05371466757916572,0.04765647577764395,0.4669487935124764,0.7345310566730425,0.19233612099912478
p25_uppercut_right_post_002,0.2677491841795726,0.49183356384460464,0.24308284797470545,0.2738426586674565,0.21243021253553698,0.27154587996836393,0.05326036373620227,0.0589115797449343,0.047784692860897614,0.4977177722207582,0.8173276569170853,0.20329657190063158
p25_uppercut_right_post_003,0.30492971150405257,0.4985613188220932,0.2709300760195882,0.2644244327367475,0.22185174362850102,0.22372610513342633,0.05460060562369215,0.052386762724627035,0.04780809389972188,0.4645417695281678,0.8524286623280839,0.19050971262549565
p25_uppercut_right_post_004,0.25399353265222924,0.48256121990282513,0.2844653172613356,0.26202965296340464,0.1777682906657589,0.15801745626055352,0.052901850431864496,0.050322253092007586,0.047628487893263495,0.48677272843529285,0.7089038790399319,0.196665610653055
p25_uppercut_right_post_005,0.2780394243927007,0.490059760655995,0.2749216455125748,0.27434333390052246,0.2409197861000724,0.2535846547282803,0.05949734005513111,0.0521660206523405,0.04764256748500164,0.5121202984560773,0.8404085228918512,0.20792788638784965
p25_uppercut_right_post_006,0.3194062790160272,0.49173690402585013,0.2762524216698819,0.2682514154174516,0.24309506448623627,0.2112513435475961,0.06487893598783966,0.05049957174013372,0.047784644872567096,0.5174815779053977,0.8147268132626129,0.21095336187779035
p25_uppercut_right_post_007,0.32343531847486207,0.48400306523090314,0.26190337289814936,0.25382473558165625,0.2288461997203593,0.19781434424622923,0.052939638099376775,0.04962329073706538,0.047761181881174,0.49659848433616754,0.7929523263591245,0.19972047105753654
p25_uppercut_right_post_008,0.2975652121502586,0.5066614873564317,0.28835017001193897,0.27888963665929445,0.2376713383632154,0.24305973003631104,0.05953768245020822,0.05835500565920675,0.04768531641216377,0.5222024881334514,0.8491364363267718,0.21336505874762213
p25_uppercut_right_post_009,0.2713773252607684,0.46506532470027945,0.23118018296939297,0.2506056939836353,0.15150125753986315,0.18320968529954051,0.055518540770327925,0.05073339543224517,0.04762030907814903,0.4729174225845686,0.650083324186791,0.19305645292904722
p25_uppercut_right_post_010,0.285482192945334,0.4905173404232029,0.2889334380462191,0.2803848423824179,0.21091599220320925,0.2304796055235184,0.05986157742606442,0.05595596486719704,0.04764251842184032,0.5159385480019135,0.8110309705783666,0.21058536343172496
p25_uppercut_right_pre_001,0.29012881912233224,0.47514353250882657,0.29998260675676475,0.24079668034061347,0.2696546414684403,0.2238741520176269,0.05418973068981589,0.04854171228711754,0.04765214538109584,0.515163192261318,0.8390391210668382,0.20596487841275046
p25_uppercut_right_pre_002,0.26572723554469274,0.44056928814914453,0.21002442726773735,0.2361457975314861,0.1326626119533108,0.15065175133139858,0.05276881777475861,0.04785373048378343,0.04762264558473347,0.42454060374291436,0.59744786876997,0.17505438400048545
p25_uppercut_right_pre_003,0.2900312358037872,0.4812399223469882,0.28830005751596666,0.23477756250859966,0.18620122905962164,0.20056144738537052,0.053590140362095834,0.04776126665025251,0.04763145873574242,0.4579694788450344,0.7804444490087502,0.18644029528579426
p25_uppercut_right_pre_004,0.25756811219919745,0.48985824116082216,0.3056977688850956,0.2700652404765682,0.20488326900030773,0.2076154159616228,0.05683031987547148,0.055515060723411204,0.04765056221678605,0.473635198792197,0.8172996126287831,0.19532685979702655
p25_uppercut_right_pre_005,0.27077610616347736,0.4807834683742926,0.3048993595950161,0.27271132227392353,0.22608698024908222,0.24461051571825337,0.05803281890486606,0.05371005080422934,0.047684222709738835,0.4969409936059616,0.8530481355635716,0.202894621105019
p25_uppercut_right_pre_006,0.2717602421844033,0.4916409894206074,0.3083542597468679,0.27211585006038874,0.2258732969291432,0.2489336754961994,0.059505662068282825,0.054899851154385185,0.047679955719485176,0.509869833920052,0.8510711426978131,0.20809178238090664
p25_uppercut_right_pre_007,0.24746073739742797,0.4816069365826328,0.28308222072914135,0.262859573003557,0.21756366041050504,0.22921453507645628,0.06005571478732536,0.05625695347767102,0.047628883970337536,0.4921891984073697,0.788719257404739,0.20283395555745534
p25_uppercut_right_pre_008,0.23392165040600718,0.4546204692235108,0.2618364163339889,0.2052637713183067,0.20992486772677182,0.21105798566171624,0.057537759440426155,0.05096679342206686,0.0476278757077725,0.4924360014557279,0.6766645053772222,0.20031351810607362
p25_uppercut_right_pre_009,0.25139183288789735,0.4838660828905616,0.2986860745935866,0.28288622931397495,0.21600389352298638,0.23732215334826084,0.05836561460700757,0.053685093706200844,0.047655186808468794,0.4751390249159714,0.8537741701636754,0.19572991107639326
p25_uppercut_right_pre_010,0.27719472725711414,0.5002748424584138,0.2744524509470048,0.27974263773436636,0.23372372590654605,0.22508760515505646,0.05714015417862816,0.055372275538112505,0.04764717640668364,0.4914799346931272,0.8382675787243228,0.20133078813662258
AVG,0.27542145568528725,0.48315731413283186,0.2744415437948025,0.2607675634714685,0.21194896441857852,0.2184910093434867,0.05686790845875585,0.05286156502380769,0.047674720091163345,0.4891301671876972,0.7883652744984673,0.19961988022342025
