uppercut_left|p25_Global,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p25_uppercut_left_post_001,0.2530758093641535,0.49219795288155305,0.31022449515440664,0.2616018008999863,0.19238897966941737,0.2196282403354391,0.050871989176711374,0.04939019924545916,0.04767075108654892,0.48697612225424364,0.8080047413180987,0.19574610355880473
p25_uppercut_left_post_002,0.2845075068624928,0.4841983241449153,0.306194882009559,0.24781656948025965,0.20740059558668894,0.21256652102503554,0.04870338439885235,0.049369588772327014,0.04764849477857317,0.483986629738443,0.8172912013245677,0.19401986763654075
p25_uppercut_left_post_003,0.30335056022848983,0.4856941865429065,0.3069647869856341,0.26255017397194985,0.2254488084942615,0.2332134493992531,0.05019263326974978,0.0493606109873506,0.04776187452400681,0.5084591381559352,0.8541725949544595,0.20267079413767852
p25_uppercut_left_post_004,0.27518408579342674,0.4953390239355054,0.3116619566793511,0.25729393695396585,0.18470388785972824,0.1790371328313224,0.05060180387409581,0.04948434913794225,0.04764588802963718,0.4800648494942113,0.7822284930545546,0.1933836675020831
p25_uppercut_left_post_005,0.25840213964278697,0.4822568920195279,0.3165689313693618,0.26336989569873664,0.2003427946931083,0.21625753141960558,0.05357458085875113,0.05046503316911993,0.04765136069839343,0.49501039949402215,0.8061211264116442,0.19968333784063105
p25_uppercut_left_post_006,0.25341706159723615,0.4874965010945641,0.33025889704416167,0.2501135628250493,0.1725566795282814,0.13983925509614006,0.050585682524166134,0.04920215960839729,0.04762503294798456,0.4798442167056998,0.7278707055816278,0.1932106862794211
p25_uppercut_left_post_007,0.2776374466665367,0.49925472728007464,0.31202512568243634,0.25538072050108057,0.2018024654053253,0.21349271948169962,0.05132218962331755,0.049184449502826466,0.04764710077632072,0.47882885120141766,0.834073483370609,0.19311183010918723
p25_uppercut_left_post_008,0.2579365662561445,0.4959997389415946,0.3264451425852063,0.26820955673350017,0.22972106801996448,0.22636794307909186,0.05109238758246269,0.048937984942593514,0.04763414909506961,0.5389429409049733,0.8268863521420897,0.21299110447667646
p25_uppercut_left_post_009,0.24751010926141795,0.4859581704104084,0.30070744886871914,0.25842353407975355,0.2268402664037228,0.22043425317182455,0.05166979904988903,0.04881208843280088,0.04762148391301607,0.5237628298773799,0.7905420159665734,0.2080815724533566
p25_uppercut_left_post_010,0.2989960947550151,0.49328870853376366,0.31386983859622414,0.25960997355793725,0.22287553169412355,0.22353879923096898,0.050345803719969634,0.04920891439093406,0.047632964398157465,0.5220224474787885,0.8360776773994415,0.20719238852989735
p25_uppercut_left_pre_001,0.28409514037295236,0.4900062274753344,0.3256918589082489,0.26494214377044906,0.22654354564953913,0.2092306780585583,0.05058350523791367,0.049007945244281696,0.047643520372067795,0.5192562699137737,0.8358668809182712,0.20628257346532303
p25_uppercut_left_pre_002,0.31452533597307725,0.4873693885876927,0.3298266119796768,0.27409900348523475,0.24131783417767486,0.19595660171759782,0.049874411972851175,0.048942625952578755,0.047643961340291675,0.5372365830751467,0.8482431933010414,0.21201787366685887
p25_uppercut_left_pre_003,0.24738701728440668,0.48207365640576827,0.30234594811897375,0.27023073313010704,0.22917942157436624,0.24948450516205015,0.05129386729988235,0.048109327869697495,0.04764566034408808,0.5356203330305916,0.8219320620661951,0.21167450940005716
p25_uppercut_left_pre_004,0.2534605257728847,0.492294639169829,0.328787511452186,0.27289706669971,0.18268374483293837,0.1653073944103293,0.050860892176764094,0.04809610180288267,0.04763251714847333,0.5032027828859611,0.7667361549563956,0.20071992562186927
p25_uppercut_left_pre_005,0.2515865851076244,0.48722534098466264,0.3201406534141591,0.2811995944815195,0.22338854668811897,0.244415851772748,0.05154392173866751,0.048228612131613696,0.04764602821759337,0.544588558004439,0.8345848210131428,0.21478703062490673
p25_uppercut_left_pre_006,0.29782631756910255,0.4859274414154712,0.3185613053306432,0.26866954712017266,0.2283632175656174,0.18928604315161532,0.05030403954275841,0.04897081597164752,0.047664374254876934,0.5169037736274749,0.8218525583155861,0.20539287638062692
p25_uppercut_left_pre_007,0.26669501627495185,0.49279326837880194,0.33150557430855976,0.2726652289358077,0.22110069371210614,0.21337192418335565,0.05089294915772445,0.048164955401926134,0.047641727472750854,0.5273009029438694,0.8339142317999106,0.20878626916784
p25_uppercut_left_pre_008,0.2496359621149345,0.4876118480270827,0.3179602469666535,0.28041896664974153,0.22990720192727987,0.20269737763219284,0.051904344575039944,0.048449989043276374,0.047639672124254705,0.5096033225361394,0.8297155008249756,0.2033192187181519
p25_uppercut_left_pre_009,0.2524688098166985,0.49165169441182693,0.31235443965005494,0.2824851953845916,0.23279161755647979,0.20738224377372375,0.051487681936013954,0.04836455143451551,0.04768787782737327,0.5110008682647897,0.8340704407852781,0.20361770054510642
p25_uppercut_left_pre_010,0.24600183764462047,0.48384177028378206,0.3164087073444678,0.27821794590281285,0.2156080066843833,0.22466953858804634,0.050990388411356606,0.048241208467275296,0.047661929959500735,0.5142087362204025,0.8267098866930616,0.20448011103301145
AVG,0.26868499641794763,0.48912397504625327,0.3169252181224342,0.26650975751311834,0.21474824538615628,0.2093089001760299,0.050934812806346874,0.048899575575472316,0.047652318465448935,0.510841027790385,0.8168447061098764,0.20355847205740144
