straight|p22_Global,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p22_straight_main_001,0.20294221725187836,0.3964170101668148,0.23705774287845055,0.2179342833986883,0.2395734381195031,0.23986726078256987,0.047834246523579704,0.04766129583743794,0.04762224908804017,0.5154027914518398,0.6654375705930033,0.2036327779376191
p22_straight_main_002,0.25638000873499267,0.46458045423495,0.2833774150597333,0.2516294135158583,0.35158837909620494,0.2810936386797492,0.05573644557425429,0.056232718174311434,0.05259191073846092,0.5234296532801366,0.9237365754170623,0.21179960567623407
p22_straight_main_003,0.21005858790552256,0.40603315266125534,0.22339807710262055,0.21390658106777236,0.2529174386491978,0.25048272435560526,0.04779544538017454,0.04766179765922784,0.04762039217582427,0.45406117009388014,0.7408090343246619,0.18317280437776085
p22_straight_main_004,0.18810584864071908,0.3718138067877835,0.2082692901712433,0.22176829720259078,0.21288879833393812,0.2468563139760164,0.04817781742530626,0.04818007120681812,0.04854525872491408,0.4511408611684625,0.6614492615481451,0.18249958326686228
p22_straight_main_005,0.17085229155701542,0.37593076591102287,0.2258416577332938,0.21897852521079816,0.23686082490456623,0.2564056577603959,0.04780694032781468,0.0478737429403517,0.04770393017263869,0.4197974964716843,0.733929480947165,0.17182605991328354
p22_straight_main_006,0.2401810086356166,0.47527774453986993,0.2658836535318055,0.22044139651221478,0.3432384472204732,0.2579355977620067,0.04792876934234037,0.04806936870017178,0.04920945233648118,0.516492532244243,0.8707502539514771,0.2041635567622517
p22_straight_main_007,0.12937355005510712,0.32647901441895577,0.2094064741246621,0.22832461710010432,0.1882585128357613,0.2344739962945764,0.0481154787846593,0.04799544002991599,0.04765555906220298,0.42796687367929465,0.598869638348347,0.17469259749795663
p22_straight_main_008,0.24787867027597388,0.4394845538570902,0.27719814733948145,0.23107417433092534,0.31914337014770877,0.254882611411962,0.04840636398243979,0.05234576514993041,0.049310600989874054,0.547558402798144,0.8176194334211576,0.21610351064350475
p22_straight_main_009,0.2436944991050712,0.4335920904990302,0.2625448715887598,0.2357782766232413,0.3244715393355856,0.2632731734372313,0.04828236000283336,0.04800492331355474,0.055128127703165365,0.4868140606708128,0.8737399125427239,0.19436711466240028
p22_straight_main_010,0.17926972710690997,0.36020379593085045,0.20226606146106327,0.21956698641678013,0.19037751215180057,0.24246313619895332,0.048116568118314766,0.0481702036203689,0.04833900416049834,0.4102205618195569,0.6572702154960505,0.16883577785274684
p22_straight_main_011,0.22495080452708377,0.4282823910165714,0.23831552885038657,0.22426054364119535,0.25409585489885134,0.26784595133679484,0.047766296916006784,0.04768318006066709,0.047625662644664404,0.4575001527707071,0.7994319285713132,0.184316543249127
p22_straight_main_012,0.25175452474507676,0.4793491361430456,0.25413576945855587,0.23201835447075964,0.3400885692115757,0.27187734397210767,0.04797698137396746,0.04803843703469614,0.04892735914387141,0.542799597736278,0.8646566324509843,0.21293833871498052
p22_straight_main_013,0.22898301421452558,0.48381734211269833,0.29049537045662277,0.2404268795688192,0.33366712595669673,0.2717328754745247,0.04799071015981267,0.04793427846207491,0.05133379778271937,0.5553820719315606,0.8754820612963611,0.21710235351781607
