jap|p17_Global,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p17_jap_main_001,0.34303022668563765,0.49188979751069517,0.272936223370949,0.27107735366860314,0.2378747740388143,0.168894612426651,0.04765998881620352,0.047767586655123984,0.047628166295673964,0.48259604070921747,0.8368719024231579,0.6001406076927477
p17_jap_main_002,0.32652588844869374,0.47229577580340915,0.266498108253189,0.27190931685665315,0.23274467549235106,0.16618058286396892,0.047647578306191055,0.047818824811496595,0.04761920614575009,0.4731739690894904,0.8146889436385962,0.5846279079904664
p17_jap_main_003,0.3229501049074298,0.46600149331070984,0.2596383261389361,0.2724915641087624,0.23200668608324188,0.15691918178035974,0.04764257602989514,0.04780883593853306,0.047619128201954096,0.44920498374919415,0.8177422693058004,0.5867622392956202
p17_jap_main_004,0.3225455961918587,0.46473760533014624,0.2524049933172189,0.25486368863782055,0.22432319656256042,0.16298175467125148,0.04764320237929013,0.047808212864832056,0.047619121712422566,0.4399254712698921,0.8006485979195759,0.5747964824031526
p17_jap_main_005,0.3383895963460093,0.4722634431761222,0.2604148847911018,0.2621565842388376,0.2429680287697301,0.158366487759127,0.0476410265014733,0.04785009279806355,0.04761928854908373,0.44857752502217274,0.8313174944965146,0.5962772739869793
p17_jap_main_006,0.3363267357937155,0.4856451193716856,0.27188046639997826,0.26576246801505493,0.23082725281621963,0.15906701898644,0.0476564476373755,0.047844914746141075,0.04761928536222652,0.4714484059656616,0.8183676829837859,0.5872108525124924
p17_jap_main_007,0.32082695912596204,0.4727629400374749,0.2509109662349379,0.2523698011349653,0.21967060659964285,0.15378138734823227,0.04764990249355228,0.04781707190369815,0.04761913469137241,0.4367857527610658,0.7886078162760091,0.5663705929643158
p17_jap_main_008,0.33185086854576085,0.48397609813477516,0.25811265534721356,0.2547217680962993,0.22516518213567,0.15608777475923677,0.047640636208693125,0.04783668334371609,0.047619091575827305,0.45461504903289773,0.7994382451436566,0.5739577766036744
p17_jap_main_009,0.33850345306156154,0.4872555770598789,0.26085686510682626,0.2600972011025767,0.22436989097625734,0.15346850944350293,0.0476464767416462,0.04783018863530806,0.04761910080732021,0.45750904573341744,0.8059752038591806,0.5785316992920188
p17_jap_main_010,0.3418999695452459,0.48339286624963573,0.2606999094944181,0.25876216875692704,0.2348045497487566,0.1519755907610931,0.04764012929588241,0.04784198520379832,0.047619144053060045,0.449161536420336,0.820862135988446,0.5889560907530518
p17_jap_main_011,0.30608975493265633,0.4467782162922259,0.2993202296753476,0.2680972269221954,0.236167969852982,0.15928772500602112,0.04764309938412461,0.04775496013083106,0.047619189691734704,0.46830836551141236,0.8224502712948085,0.5900416779456152
p17_jap_main_012,0.3268881646086804,0.4516802454992087,0.30305007473628287,0.28040150177618994,0.24214912659126653,0.1399735356771669,0.04767463162406363,0.04782222548767458,0.04761906065948566,0.4841460676775389,0.8220362238673554,0.5897720243534511
p17_jap_main_013,0.3238741832686694,0.4441906123615067,0.3057735025868432,0.282448260027169,0.2323536478354002,0.13117273242818533,0.050590808413591315,0.04795829013119568,0.04761910964668108,0.47879786575954836,0.8058695354423652,0.5784961618490142
p17_jap_main_014,0.33976205098946516,0.45362504941220816,0.2930102166606666,0.26593798116100326,0.1959996193135944,0.14284713459210494,0.04966861090488918,0.04795568152740711,0.04761907503327415,0.4722291343991296,0.7733366163528127,0.5557223359051909
p17_jap_main_015,0.3312175938177904,0.4657687365640947,0.31115481742036294,0.267229889121396,0.20412038809409463,0.13222293155439693,0.049603765536953635,0.04790681551443837,0.04761906025085576,0.48224345214265707,0.7812215064786756,0.5612270991894044
p17_jap_main_016,0.33105273732243823,0.45637456697958534,0.30392789537908477,0.26957576251078896,0.2002090552385256,0.13889397640122586,0.05008046084832946,0.04792584804407429,0.047619123834577615,0.4752746616863862,0.7817845826277265,0.5616269622526309
p17_jap_main_017,0.32310533197387237,0.4572456693713563,0.2609393687173086,0.25217508728746874,0.18157261171465566,0.1480517523000509,0.04875515518773445,0.04781225102898421,0.04761928907295852,0.43999752711013473,0.7458551195481127,0.5364422589923742
p17_jap_main_018,0.3359013844544531,0.4725809663972802,0.26836143619761477,0.25915995165756556,0.2149492859348742,0.177492718690243,0.047642278303648436,0.04773470479559875,0.047619513963526074,0.4539483764780933,0.8217207085995994,0.5895249074583991
p17_jap_main_019,0.325264667439506,0.47981197257824826,0.2792418166655124,0.25938865146322226,0.23048949576107347,0.16713497509080172,0.047637440137424894,0.04777344329797547,0.047620538798808454,0.459984311808315,0.8305942242847263,0.595747989988701
p17_jap_main_020,0.31827937222842706,0.472803373832027,0.2822420001524241,0.2558962094105227,0.22917167475786826,0.16626143299683305,0.04763802627308525,0.047797744095698376,0.04761989172805271,0.45893026010832827,0.8217402680712731,0.5895575108786006
p17_jap_main_021,0.332400344863297,0.4887547001199833,0.28775599848027966,0.2582173443451317,0.23630647340709557,0.169295978864017,0.04763786861779303,0.04777223981345925,0.04761926482839176,0.4749092171820505,0.8377192615954028,0.6007351550608196
p17_jap_main_022,0.3179065135291843,0.48277136700082046,0.29261122463966716,0.2708813803909785,0.22945660424136216,0.163661871593363,0.047648421111448035,0.047848493148639086,0.047619418026075375,0.48011714448791104,0.8281836643018979,0.5940831129559202
