uppercut_left,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall,,
p17_uppercut_left_main_001,0.264571051,0.434612889,0.279274858,0.244857663,0.199967671,0.198660932,0.048122514,0.047668695,0.047620261,0.412450501,0.802952746,0.685802073,0.682965409,0.00403977
p17_uppercut_left_main_002,0.240964283,0.438861753,0.285259397,0.304409175,0.205803763,0.199352959,0.047972953,0.04766758,0.047619858,0.460402441,0.819320308,0.711644948,0.682410598,
p17_uppercut_left_main_003,0.238192393,0.427741138,0.301570878,0.293876825,0.194387232,0.190227666,0.048067744,0.047698571,0.047623174,0.460734493,0.798928891,0.697470572,0.678370828,
p17_uppercut_left_main_004,0.241180441,0.437065419,0.293194809,0.309340872,0.190315104,0.189178551,0.048165502,0.047690202,0.047621203,0.476503454,0.792769727,0.697889845,,
p17_uppercut_left_main_005,0.239195874,0.43135546,0.292856233,0.312822435,0.200693047,0.193932347,0.048133075,0.047671672,0.04761935,0.472203768,0.808060589,0.707303543,,
p17_uppercut_left_main_006,0.249163133,0.445983779,0.287944166,0.263512161,0.202883571,0.191602795,0.048034491,0.047669898,0.047622935,0.437896585,0.801924011,0.692715784,,
p17_uppercut_left_main_007,0.250191686,0.38881209,0.295185518,0.304191637,0.153795436,0.167572638,0.048488873,0.048035125,0.047626221,0.420569489,0.766535082,0.662745404,,
p17_uppercut_left_main_008,0.257849475,0.437771282,0.280174254,0.289743102,0.205967549,0.187808296,0.048087769,0.047679204,0.047620883,0.460995328,0.796507434,0.695853802,,
p17_uppercut_left_main_009,0.242757673,0.412854306,0.281533321,0.268405477,0.196230204,0.195163002,0.048108678,0.047670139,0.047620974,0.425471972,0.789146348,0.680044035,,
p17_uppercut_left_main_010,0.255632229,0.436861697,0.258728781,0.248816246,0.172816846,0.186107896,0.048498336,0.047670471,0.047619993,0.396324322,0.762270746,0.652486819,,
p17_uppercut_left_main_011,0.235778036,0.422162051,0.265607008,0.242515524,0.168353491,0.186219122,0.048636944,0.047672718,0.047619495,0.393965783,0.743624881,0.638727152,,
p17_uppercut_left_main_012,0.227822791,0.416104614,0.267304696,0.272536657,0.164159255,0.181579981,0.048435245,0.0476696,0.047619214,0.413148621,0.743815043,0.644615117,,
p17_uppercut_left_main_013,0.23927132,0.445900456,0.271214871,0.269409633,0.200500717,0.183270628,0.047826806,0.047643319,0.047619714,0.425334121,0.786497299,0.678148346,,
