straight,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation
p06_straight_main_001,0.35694508429003613,0.4732752967615072,0.18503153878757478,0.2996624832439066,0.28756228178613685,0.16332942569773506,0.04848510410231948,0.05490425987630559,0.057006616701519096,0.4428658345563715,0.8384940306857048
p06_straight_main_002,0.334073540997626,0.4635913590429105,0.16646737219811353,0.2916862083849736,0.2672247540502074,0.14951028006546768,0.04826626605893282,0.05128022743638762,0.04952952584292577,0.45241599087268486,0.7658190975245611
p06_straight_main_003,0.28025660103445704,0.4097050083836734,0.2093618237431282,0.2641498696441479,0.19932157609177192,0.11449567921678061,0.04835283583702891,0.04792368016597496,0.04762131965245333,0.4173180507525238,0.6657073215771199
p06_straight_main_004,0.33748510032694845,0.47850848848510613,0.18640068347022187,0.30683584161843336,0.2817725149897771,0.17985938042900163,0.048370726813750424,0.051850194042491846,0.053920423458761836,0.47159801511558463,0.8262180293942852
p06_straight_main_005,0.344301230674864,0.48219634942386147,0.18562628240290985,0.3127220782468575,0.29412214159055494,0.1803158644476698,0.04840504788935297,0.053223242991183334,0.057040630557653106,0.47773314495747127,0.8398646929137256
p06_straight_main_006,0.3042960389118212,0.4309043094828263,0.20523935292752835,0.26995000497881055,0.2101892063078044,0.15556470221003899,0.04817230304402852,0.04788577922541069,0.047624355690646485,0.43425888913146504,0.7245959351088803
p06_straight_main_007,0.30885866536579254,0.4801071991471552,0.18261390936905295,0.3108991121700638,0.2793246801337047,0.17458229987302135,0.04887546340879295,0.05041744181803255,0.050898978524624876,0.4567274596454275,0.8262461796269148
p06_straight_main_008,0.3252002443900201,0.481274292948069,0.2045609596983377,0.3136170174371696,0.287717239641918,0.1912133542395675,0.0483977803997695,0.050612506863397314,0.05313371162121052,0.494909341331433,0.8433554777472194
p06_straight_main_009,0.3123066987032851,0.47815301641208785,0.21127452575819028,0.30703262051672475,0.2804567871253498,0.2048181023241551,0.04847981674400247,0.05162432401456908,0.05073711230030792,0.48023794371574197,0.8557124407882173
p06_straight_main_010,0.2863707336163158,0.42760159148650495,0.22636049581381945,0.29740243769663033,0.19949360853146791,0.16543379031651542,0.04828697346799119,0.04814606120392789,0.04762138621004372,0.44965580535599436,0.7432741266214162
p06_straight_main_011,0.35619799855012646,0.4875768665401673,0.21285145132479105,0.3180028245052431,0.26656626210249246,0.17119946378598622,0.048274304923208375,0.05218602581408947,0.051103612798331276,0.4695352721130498,0.859126242920746
p06_straight_main_012,0.31338221980915215,0.44791830158472995,0.25378913029367,0.2978580156289806,0.20566827434606355,0.16462826508797462,0.04867213820309287,0.04849683596692211,0.04762290841510057,0.4438847720550484,0.806652949276018
p06_straight_main_013,0.3291337268687591,0.4793037705436688,0.2225186320376494,0.3145694148850985,0.2518126770051209,0.16032336646829864,0.04846218584625409,0.05175370392742211,0.04967319050961816,0.48630146158917187,0.8068248438254442
p06_straight_main_014,0.336794073057176,0.4772484524405599,0.23386023044258603,0.3233617446572488,0.26104927090725427,0.16120786347268826,0.04899433239042595,0.0539370198167107,0.05006084037556554,0.4982022315512037,0.8251212190727515
p06_straight_main_015,0.3255131293959366,0.45374779963761125,0.23372082674519107,0.3280941117003707,0.24026527732875583,0.1639658216345706,0.04879891487334059,0.05317169315441828,0.048484092882939124,0.5354693867669799,0.7593445753636667
p06_straight_main_016,0.3439001981984641,0.4658566728425814,0.25027032212767863,0.3360033322597003,0.264144822599476,0.1829999749686067,0.04900972507480191,0.054695495498782734,0.05067130212456041,0.5213348147637464,0.8509005525448636
p06_straight_main_017,0.3122839857500792,0.4245634729682933,0.23550441523585527,0.3061889644416815,0.18671571531564035,0.19048073523826256,0.04996563481214428,0.04813057499375494,0.04761991497793855,0.4665477580153469,0.7645455626727327
p06_straight_main_018,0.31321046992102075,0.4207360229047693,0.264839128711592,0.32283915222522397,0.2304950066197279,0.1623161080276771,0.04840295141824892,0.048155573829981785,0.047619811521944846,0.47885490910614037,0.8123682506346677
p06_straight_main_019,0.3433950579258106,0.4740701055978809,0.2700850232785503,0.3272589172272737,0.2695811222979623,0.19078612317279575,0.048899202092920604,0.0554122746830615,0.05276985692548264,0.5074159913925468,0.8892709212202639
p06_straight_main_020,0.3447980495743793,0.4641380658290929,0.2582790272625835,0.3308011913609832,0.2787857461526129,0.17840382198321475,0.048927532326640974,0.054623743361688314,0.05094503576744819,0.528347671622188,0.8566605974139678
p06_straight_main_021,0.3381658296355615,0.470991930384754,0.27016090192233577,0.32847723840105786,0.2629883122088487,0.2031167606743575,0.048392976240981475,0.05367084842112748,0.0505673602182211,0.5145026807802813,0.8890100541002107
p06_straight_main_022,0.2785113446349742,0.38028529185951787,0.20879139791203133,0.30399412053174835,0.17671190131123657,0.1403718802244412,0.04915729121972644,0.04800054725383943,0.047620559199298584,0.45007917845840895,0.6537178822226151
p06_straight_main_023,0.33320613478896866,0.39391338587889013,0.20323205284596907,0.3026408098363361,0.19125071234838026,0.18523359959457392,0.048585289583776205,0.04820959137736183,0.04762043961955934,0.4819805984982358,0.7114050965433729
