hook_right|p19_Global|hook_right_003,LShoulder,LUArm,LFArm,LHand,RShoulder,RUArm,RFArm,RHand,LThigh,LShin,LFoot,LToe,RThigh,RShin,RFoot,RToe,Hip,Ab,Chest,Neck,Head,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p19_hook_right_main_001,0.16970388666263725,0.1142374367260548,0.10950303574128137,0.06368760314443478,0.2934192866229738,0.11611560296477538,0.09704461834780323,0.021828185795623883,0.17383734331895984,0.24978759114464708,0.329619546307046,0.19526842460203772,0.15504013259142876,0.2633170366973721,0.25640330215960033,0.14089120336840324,0.9030103439807519,0.2865248636285605,0.2917581846233187,0.3108605733166672,0.3156054801485479,0.05536044340034163,0.04773808432055767,0.04762390920062405,0.4908898712257915,0.6679740640112146,0.35779898660591936
p19_hook_right_main_002,0.14593589009447458,0.05950305447526769,0.2931456619992183,0.12915613845261517,0.2790653244382935,0.122579065141097,0.16578713716014645,0.07840137203348792,0.11591553284017742,0.18392102793077206,0.3189334868131391,0.17761534861051084,0.14374369160776054,0.32785219654870995,0.2909506503111573,0.11586811046626071,0.8309057984873796,0.22951941264066197,0.2389744747322824,0.2846014689029892,0.2743473303597417,0.05794378642253408,0.04819499067884584,0.04761961397770468,0.5911290757651712,0.6167698879249564,0.3321947509513305
p19_hook_right_main_003,0.2247767896547404,0.09343060274494908,0.3148440607822799,0.14305531758152276,0.30069624426399505,0.16861348652952088,0.3019438063945514,0.13760880760462305,0.17823940691456722,0.19639307225214672,0.3348305788985247,0.19468395928850227,0.1914063532364474,0.3180865043717046,0.32971541320953296,0.16680389113810082,0.888379733740434,0.28352210596037386,0.3027952301313916,0.36552691693468536,0.33868185515296306,0.053872213364650146,0.05210893045607328,0.048072186336299075,0.6129661613191388,0.8359055143074189,0.441988850321859
p19_hook_right_main_004,0.15287618454679558,0.07968381311055055,0.23602129100200558,0.1508187922590694,0.2538058798361972,0.1127745800627925,0.15318845167646156,0.069624435340262,0.13352609878571925,0.18620850099885958,0.3052816655033924,0.197377183579782,0.13876528889940337,0.2579723988388999,0.2384090383988937,0.11023308772338256,0.8608357491911963,0.2526998488175972,0.26159685896501683,0.2844770359359859,0.2884398410566479,0.056773683381628096,0.047886031070701406,0.0476201598100027,0.47762471836937054,0.6417919200550483,0.34470603993252547
p19_hook_right_main_005,0.05737752005262485,0.00431560911958919,0.09408697730995809,0.010954748719557315,0.1565016455879658,0.018034707369362624,0.052065464855578,0.005179673255011942,0.009094017892798897,0.06266691838431726,0.1488911120301672,0.02727197668907625,0.016975247942240347,0.11663772427543966,0.15524304467479028,0.012015677089926277,0.7505926611476402,0.15424615592538882,0.16018080587211297,0.17440711408083145,0.16642681647243254,0.056066705587329,0.04800947810836567,0.04761908873071261,0.48420779497792826,0.07414884023544782,0.060883964483080213
p19_hook_right_main_006,0.11805557822602789,0.024809708755529552,0.11690274859560049,0.05267535741053554,0.22103314269311441,0.060538432606172324,0.07369561512871575,0.025757415525153166,0.05794094286450532,0.0909365806028147,0.22731216365307114,0.11741043376098656,0.08670248996854399,0.1878731530896546,0.21551135517464445,0.060598623936932314,0.8109307190850334,0.21976369951559582,0.22951609482061705,0.25170752484707076,0.2329758959146727,0.05858574981863048,0.047934104391202374,0.0476190996484053,0.4703887810925151,0.3422980144893545,0.19495855706887988
p19_hook_right_main_007,0.21274281003143294,0.14033036594040682,0.0929138905680346,0.05377542756985913,0.3148094994062457,0.14407811373536972,0.1876044840837514,0.03398950277777854,0.20081504783145906,0.2429218471134959,0.2830807391272776,0.18266352141792513,0.1751563221528152,0.24359455526528273,0.3098005352085017,0.17261380873307144,0.8952318568403748,0.2770556074931062,0.29184965813736413,0.3572107554897676,0.351442410192435,0.05705884043179361,0.05096686999129194,0.04765230125050399,0.4819180991087489,0.756693153168959,0.4021727272097315
p19_hook_right_main_008,0.05821674590854468,0.0016119475574222042,0.11713926852560705,0.0007635272315505622,0.11222247197274882,0.001296998939035997,0.16916885168639534,0.00047362481257001867,0.001860662314703164,0.03781470899451651,0.12412829011024762,0.0011303149888190098,0.004878083245604946,0.11968397456543585,0.14661433733911144,0.0035136819877333177,0.6955966151124808,0.09773109945376826,0.10183551175973837,0.1829564493713438,0.17783684232384886,0.05268816703062077,0.04770665075179769,0.04761908217861008,0.5550465732921503,0.0157374909504148,0.03167828656451244
p19_hook_right_main_009,0.11372434309356186,0.03660452212523464,0.26311946677736486,0.08927296765314714,0.22001149794611208,0.1411425781348615,0.19102434189929327,0.07168870019149479,0.07912685536697686,0.12434368444317852,0.26029443875032693,0.1432504842615332,0.14282225160286346,0.31950092683186787,0.259662729011805,0.10662016793160256,0.8514833923642271,0.2595602317094121,0.2759391070372046,0.2517841273465851,0.24248222658152976,0.056474168885397844,0.04806675927758412,0.04761942220691621,0.5791697377837853,0.5257596163361734,0.2866895192715448
p19_hook_right_main_010,0.22198427148205563,0.07576185612669942,0.27212857641606714,0.10345266537454874,0.26597873041548004,0.12819355673899407,0.23771959449398689,0.09869541271526545,0.15030047749422543,0.1590589496406551,0.2949092873667764,0.1639314746426301,0.17311835808318365,0.3011809371746983,0.3130219471654806,0.1265003125273099,0.8651219003219921,0.26577182361097784,0.2806589835222376,0.33612028367376806,0.2988117497759269,0.05377529077438636,0.04795593594489008,0.04768870856089674,0.6050860768179407,0.6935709600938044,0.3706298343273505
p19_hook_right_main_011,0.2260811106421894,0.08347684241781692,0.2855639875785356,0.11826675492658875,0.24556821882362737,0.14763923910794027,0.22257024185319735,0.10324881179167392,0.1609704012649697,0.16532639564339757,0.3143570900855493,0.17081364401092144,0.17699012235540218,0.28347147077747453,0.2779577534572243,0.12744714445295044,0.8529789946111432,0.25122221416077545,0.2673631983109532,0.3434295373530515,0.3104145220332007,0.05755532352480969,0.048265222000267546,0.04788448089863939,0.5417071104571102,0.7316449432746337,0.38976471208663654
p19_hook_right_main_012,0.1330245874253279,0.026953637173891615,0.11409412274453531,0.03786748246233402,0.20364992587753356,0.04756404986905889,0.0747210087923669,0.01836228448025923,0.06020181552139607,0.12124303931334805,0.2476821311429144,0.13092789101511,0.09467581869012263,0.18504819766306485,0.22070072281196937,0.0735173817416831,0.7994513436433557,0.20372726546171913,0.21208818735803936,0.23861716037018138,0.22201053126954412,0.06156032935109639,0.04792894474097665,0.04761912220471907,0.4773614797758149,0.3389259918608453,0.1932725570327822
p19_hook_right_main_013,0.12799104738239117,0.03247132312953307,0.19794163259428027,0.08486967823410906,0.21286659246923412,0.10920080850765294,0.12152467843666537,0.04114738428014175,0.07710420189902331,0.11447427973113873,0.25668107911031257,0.15370975454868424,0.11065500887163157,0.30436197928740727,0.2472262581502024,0.08775257320317079,0.8132093520569207,0.21970300240227436,0.229808849278615,0.225825418446327,0.21232953005863706,0.05834555634728814,0.04841906753513327,0.04761912101793284,0.4957232466097475,0.46562963865138973,0.2566243798346613
p19_hook_right_main_014,0.18739385983256757,0.10074416448657408,0.23148888233776588,0.1569490615565056,0.2761358737124223,0.1289758285815668,0.19641856954526954,0.09932250293967797,0.16531515303311872,0.19679838667348834,0.30801884211941977,0.1987201705036485,0.16946439425119803,0.3235722897958659,0.3046941533829687,0.1506675427910314,0.9041328413937351,0.2903907167971765,0.30714474397217983,0.32471556293288517,0.32866319011279616,0.05832892926140796,0.04810488517467132,0.04762521504913954,0.5095897158700735,0.7711523854847823,0.4093888002669609
