jap,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall,,
p15_jap_main_001,0.285172487,0.44998774,0.251308309,0.31123585,0.230634173,0.213685316,0.047916658,0.05216105,0.04767331,0.428117985,0.887101574,0.749406498,0.722398643,0.030856294
p15_jap_main_002,0.284813485,0.423166124,0.185592572,0.283756042,0.241420297,0.18911338,0.04773373,0.047768092,0.047619053,0.428928778,0.778932143,0.673931134,0.727479985,
p15_jap_main_003,0.305617931,0.457013763,0.233493006,0.316253591,0.23501885,0.223969566,0.047670552,0.04871334,0.047623698,0.484467288,0.854270599,0.743329605,0.696623691,
p15_jap_main_004,0.301573879,0.467773044,0.231546623,0.304209474,0.235308427,0.207640796,0.047744238,0.049423725,0.04762178,0.456415961,0.854120431,0.73480909,,
p15_jap_main_005,0.290495689,0.443238494,0.203551597,0.279757336,0.243846178,0.197596083,0.047894015,0.050461266,0.047623121,0.398510451,0.840802575,0.708114938,,
p15_jap_main_006,0.312922392,0.479306317,0.239127836,0.306403633,0.241496165,0.21598197,0.047720732,0.047859683,0.0476196,0.481461613,0.865364686,0.750193764,,
p15_jap_main_007,0.284974296,0.476092646,0.227826161,0.281347747,0.244045301,0.202951188,0.047808572,0.050628412,0.047621581,0.426842901,0.855074918,0.726605313,,
p15_jap_main_008,0.295744789,0.473298838,0.235220531,0.278685687,0.235098308,0.206510705,0.047867706,0.051360872,0.047620219,0.434445392,0.850952304,0.726000231,,
p15_jap_main_009,0.295769247,0.488077984,0.213085746,0.31568641,0.240363267,0.215527639,0.047720838,0.05294941,0.047644847,0.443195868,0.874899143,0.74538816,,
p15_jap_main_010,0.300948322,0.494288035,0.236702653,0.327901962,0.238424833,0.214658113,0.047645218,0.048361232,0.047619209,0.504516439,0.858360588,0.752207343,,
p15_jap_main_011,0.284050572,0.494348816,0.228840279,0.308585341,0.234917136,0.20895649,0.047640536,0.048239292,0.047619153,0.465229906,0.852594545,0.736385153,,
p15_jap_main_012,0.293677114,0.488137011,0.220521782,0.305935223,0.238848356,0.200948168,0.047700802,0.04778849,0.047619653,0.469210924,0.838500684,0.727713756,,
p15_jap_main_013,0.282694881,0.480388446,0.226465297,0.329563975,0.243845886,0.215274184,0.047691538,0.054467313,0.047626785,0.479114093,0.858781099,0.744880998,,
p15_jap_main_014,0.279864446,0.462919397,0.219872015,0.290977937,0.249391651,0.197961289,0.047997255,0.051384202,0.047673093,0.4149338,0.859141466,0.725879166,,
p15_jap_main_015,0.282015776,0.470971498,0.221386135,0.276709784,0.243220003,0.192843128,0.04783233,0.050276396,0.047663399,0.415309846,0.841926179,0.71394128,,
p15_jap_main_016,0.279664498,0.48705692,0.2241428,0.27764994,0.236169036,0.173892834,0.047751129,0.048458141,0.047637561,0.419637105,0.82522436,0.703548183,,
p15_jap_main_017,0.273678952,0.492470549,0.220023947,0.31829805,0.244284666,0.206722088,0.047711411,0.053988326,0.047645334,0.451614996,0.862058583,0.738925507,,
p15_jap_main_018,0.269916085,0.48977115,0.197514622,0.312031316,0.243395388,0.190798645,0.047654119,0.049148885,0.047619732,0.453084408,0.819258575,0.709406325,,
p15_jap_main_019,0.293047999,0.491769221,0.221421364,0.282435695,0.245172403,0.174940289,0.047713607,0.047696983,0.047623225,0.44420605,0.822603476,0.709084248,,
p15_jap_main_020,0.284459724,0.488435236,0.232403624,0.301332032,0.243671282,0.210146389,0.047899201,0.052602708,0.047640265,0.431353586,0.883317748,0.747728499,,
p15_jap_main_021,0.275569932,0.490917545,0.223240723,0.288947754,0.245291871,0.194160408,0.047749979,0.04938611,0.047632557,0.434586648,0.846611694,0.72300418,,
p15_jap_main_022,0.273277659,0.495221712,0.206956209,0.297407277,0.246027593,0.198218488,0.047699743,0.048281927,0.047619192,0.450764925,0.830675159,0.716702089,,
p15_jap_main_023,0.276578853,0.497227011,0.232992789,0.306391835,0.237139065,0.197513904,0.047738283,0.048595675,0.047621012,0.450207189,0.856665701,0.734728147,,
p15_jap_main_024,0.282407736,0.48758237,0.224457951,0.289512536,0.245432031,0.203438999,0.047960471,0.051727053,0.047647034,0.407438121,0.882812806,0.7402004,,
p15_jap_main_025,0.284069868,0.481678379,0.214510481,0.272766383,0.249311794,0.19540904,0.047782667,0.049153968,0.047623724,0.401605424,0.85995442,0.722449721,,
