hook_left|p14_Global|hook_left_003,LShoulder,LUArm,LFArm,LHand,RShoulder,RUArm,RFArm,RHand,LThigh,LShin,LFoot,LToe,RThigh,RShin,RFoot,RToe,Hip,Ab,Chest,Neck,Head,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p14_hook_left_main_001,0.20954144718884732,0.15534921918993078,0.026243490663475144,0.01916767287233718,0.2007183032487901,0.2531607557284583,0.06267503655195764,0.009518815487881816,0.162234351242567,0.3021817292938104,0.3174735587724955,0.15191856928033695,0.15692726301627005,0.2509805487008249,0.3571256844791243,0.17701075442487163,0.9289917379216176,0.3249493506099486,0.32518185366060226,0.3082943390811588,0.32750557792656104,0.07418474307221042,0.062215655692687485,0.04761949238682521,0.5319957918867765,0.6416525418715346,0.3446360171291799
p14_hook_left_main_002,0.21583002106573837,0.1788961431822506,0.13784143132894874,0.13121975414977138,0.1769060571584007,0.22804297119303313,0.16207664789722587,0.10286397213009343,0.17279581006049596,0.3665946587107798,0.30712574444314117,0.13974402035846345,0.16247894449479616,0.2609414004834248,0.358865403687707,0.18531062827776557,0.9345735882339937,0.3273745398021969,0.3274502035975469,0.32690706730688646,0.35062089533973717,0.0715133240786386,0.06566737477177845,0.047623354418806975,0.5522502656307782,0.7473910796124235,0.3975072170156152
p14_hook_left_main_003,0.24785579046882686,0.16421320055223695,0.15255770316849443,0.13806616860712398,0.20046741559458545,0.25002055601845147,0.1678537279289261,0.11248473185775702,0.19460949506351993,0.3675111790467123,0.3510248177339976,0.17336829508561097,0.19231199569883145,0.35366026258761496,0.3583580399870375,0.1992082232544652,0.9641451419564886,0.35848911595153476,0.36093262540869836,0.3406533262679386,0.35400500630665566,0.07152928154745954,0.06537549051618931,0.047707042510120035,0.5616886843512698,0.8535113344716011,0.45060918849086057
p14_hook_left_main_004,0.2485004901718008,0.14994517531387544,0.06495669606731595,0.039884904704210904,0.20501935893992024,0.2803212131833012,0.078592892078874,0.021244300706406552,0.19531275317990834,0.3519673130738651,0.345871157097162,0.17462499061880937,0.1934265930748768,0.333044129557873,0.3685505374606429,0.19864925539358624,0.9637956352883267,0.36300823241624064,0.3658061895308207,0.3445065250060457,0.34568280422782316,0.0725780135657765,0.06533505283448171,0.04763669403974958,0.5500310585007381,0.772431618135102,0.41003415608742577
p14_hook_left_main_005,0.2513302374034435,0.16393037387160708,0.15800186868132737,0.14219371334770678,0.19759492641582066,0.24599089585813436,0.18159184091242725,0.1295005339993486,0.19279952783730384,0.3610117053402012,0.336629065989421,0.16118090183095732,0.1921301973027985,0.3332387790724999,0.3696475724842677,0.1995848536871781,0.9538713728052329,0.34819769885803875,0.3495172265858179,0.3606319833232699,0.37394373459510577,0.07836497066006366,0.06705712444944643,0.04765297696125756,0.5717218431603557,0.8363875302182016,0.4420202535897296
p14_hook_left_main_006,0.25354175755816194,0.15942502755425741,0.15627109241603304,0.14158093046334255,0.20364598094523673,0.25714237355037783,0.16471408233889898,0.11867659965087829,0.19391921383509172,0.37317364175641965,0.34005498566066633,0.17369976682602764,0.19319065217108486,0.3240616770390721,0.36173807397375246,0.19800555315121718,0.9620388606717485,0.3592561855549013,0.36152692579611295,0.3613492754813698,0.37027377323938965,0.07147865181180252,0.0663140486327778,0.047708059451294596,0.5529594487350584,0.8599451163852663,0.45382658791828046
p14_hook_left_main_007,0.25627873377977367,0.1405213193761195,0.05743400368532366,0.04952509202880153,0.21091782311446683,0.28111074861464114,0.08086771334174522,0.026286867682191534,0.17670826834892012,0.33855186968665973,0.3041243546054476,0.13208808206752692,0.19036842607985574,0.3214178564911211,0.36087596276756695,0.19560733264051494,0.9602344339799563,0.36177224190406687,0.36424954853210356,0.35281678908191594,0.359353217943835,0.07272829963760094,0.06488102645466648,0.047644270025462156,0.5575522492351013,0.7376215814568525,0.3926329257411573
p14_hook_left_main_008,0.2524389360442719,0.13864974742089764,0.07126150552665393,0.05845080275465444,0.21082722575974264,0.2570669425308493,0.08686932137766763,0.029266551919756585,0.1941046462844707,0.374983408505582,0.3435168226190616,0.1798819981692895,0.19566123978717828,0.3177488167943709,0.35876396685809886,0.19954234783334782,0.9453815631653301,0.3414451465684162,0.343166223616379,0.3573670412173028,0.3669270041240658,0.07345955039347159,0.0612695130546384,0.04763070546725009,0.5496440858544334,0.7786225799819746,0.41312664272461236
p14_hook_left_main_009,0.2587712057145448,0.15925996559105057,0.15848171092879842,0.14472552753040202,0.2060411167182786,0.2559832750260812,0.16988784140290603,0.12257780414323609,0.19550040072916403,0.36380092050149077,0.3358589799865415,0.16386229953641457,0.1962041374068036,0.3560155553468417,0.342806485061531,0.1988195782854011,0.9534402804810262,0.35107398111520405,0.35381866648328836,0.33165119974146096,0.34056628797058697,0.07536773563745637,0.06499607770518173,0.047745609815485146,0.5449236788004482,0.8556170131490903,0.45168131148228774
p14_hook_left_main_010,0.2102938764015833,0.16665455605937787,0.04636168176392902,0.028961228613801897,0.1882817820709068,0.24330821952268983,0.08002348511841822,0.017072721067256824,0.17691448772448254,0.3522281518373063,0.3164162867807724,0.1485582033463889,0.1650668395566963,0.3114722825628175,0.3452823069674033,0.18641477368215187,0.9193077261416244,0.31499304749249213,0.31592701544300433,0.309828508898606,0.33680285433703994,0.07334128892873375,0.061630148021690194,0.047619812995950535,0.5570875679526417,0.6677027889049325,0.3576613009504415
