hook_right,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall,,
p06_hook_right_main_001,0.364409556,0.488327459,0.120487447,0.29552641,0.253099083,0.207960604,0.060419109,0.055490349,0.048090456,0.419647641,0.807891254,0.691418171,0.650307133,-0.009147961
p06_hook_right_main_002,0.343765401,0.46683577,0.116609953,0.333808898,0.278745049,0.235327987,0.053091935,0.049025827,0.048189897,0.477156881,0.828836757,0.723332794,0.581659326,
p06_hook_right_main_003,0.331977525,0.401848279,0.121153694,0.3044646,0.187949241,0.179786909,0.055642354,0.04789222,0.047624468,0.417190549,0.682209351,0.60270371,0.590807287,
p06_hook_right_main_004,0.34344203,0.410984803,0.103178015,0.287996962,0.210442156,0.164500929,0.056363223,0.048022113,0.047622447,0.403313878,0.679778878,0.596839378,,
p06_hook_right_main_005,0.356522164,0.472119559,0.107532157,0.338384579,0.27455907,0.240383213,0.053407732,0.049240055,0.048439534,0.469196172,0.843437331,0.731164983,,
p06_hook_right_main_006,0.351846058,0.461607917,0.117039315,0.330893037,0.253665396,0.226024588,0.054381858,0.04849914,0.048219398,0.455109473,0.815410547,0.707320225,,
p06_hook_right_main_007,0.305975972,0.402949543,0.122539092,0.297566558,0.175041906,0.137318294,0.054717593,0.047860452,0.047622646,0.372477763,0.653208151,0.568989035,,
p06_hook_right_main_008,0.337427243,0.413622055,0.122627439,0.305312967,0.196220173,0.206775396,0.055827781,0.04784961,0.047620612,0.416410707,0.735081871,0.639480522,,
p06_hook_right_main_009,0.333168058,0.463382578,0.106881196,0.342506066,0.296999979,0.265965256,0.05376742,0.049508232,0.04813767,0.498657382,0.848973898,0.743878943,,
p06_hook_right_main_010,0.325760693,0.457125298,0.113739024,0.34065009,0.295840075,0.260785346,0.05324709,0.050208918,0.048071324,0.480285233,0.859020352,0.745399817,,
p06_hook_right_main_011,0.316285476,0.445641745,0.121642166,0.337361885,0.277604458,0.232629157,0.053085347,0.048585267,0.047832415,0.476714286,0.812842845,0.712004277,,
p06_hook_right_main_012,0.314413802,0.398486237,0.113481207,0.294695626,0.151712036,0.148126418,0.056224215,0.047863933,0.047624198,0.351698318,0.65259625,0.562326871,,
p06_hook_right_main_013,0.333368928,0.47525186,0.115574011,0.337372692,0.283584567,0.253495662,0.053192799,0.049335617,0.048421108,0.486333393,0.845803927,0.737962767,,
p06_hook_right_main_014,0.242693508,0.336416267,0.122122518,0.229789551,0.134801402,0.118636319,0.055514885,0.047947665,0.04761919,0.394129082,0.433386455,0.421609243,,
p06_hook_right_main_015,0.343772587,0.441744584,0.122469407,0.297945606,0.230820002,0.251483841,0.059040074,0.048821245,0.047624002,0.456612231,0.771535798,0.677058728,,
p06_hook_right_main_016,0.355757973,0.471977656,0.101974823,0.330332453,0.281456697,0.259764936,0.053172978,0.049517499,0.047939338,0.48753922,0.836972989,0.732142858,,
p06_hook_right_main_017,0.275519385,0.395504631,0.12483031,0.284166097,0.16393154,0.16336705,0.055548936,0.048080764,0.047622046,0.369675055,0.63949866,0.558551579,,
p06_hook_right_main_018,0.358202469,0.471320985,0.117852501,0.337603899,0.28979885,0.251481515,0.053772741,0.048943307,0.047956245,0.506765045,0.84246439,0.741754587,,
p06_hook_right_main_019,0.239251538,0.285802809,0.085613844,0.163812667,0.080897278,0.132830621,0.051885972,0.047701492,0.047619085,0.332426363,0.333283268,0.333026197,,
p06_hook_right_main_020,0.331169769,0.442584661,0.11505031,0.284344533,0.206727638,0.15028954,0.060321259,0.051555678,0.047620695,0.367204933,0.708077736,0.605815895,,
p06_hook_right_main_021,0.352994769,0.451845627,0.122523393,0.333143173,0.306059674,0.25652923,0.053416429,0.049498783,0.04799259,0.511098876,0.845390797,0.745103221,,
p06_hook_right_main_022,0.302733114,0.383527972,0.114870122,0.308830549,0.16956442,0.173770077,0.055108523,0.047920683,0.047620882,0.375941723,0.672188399,0.583314396,,
p06_hook_right_main_023,0.366366893,0.491458,0.128426147,0.327780691,0.281564265,0.25503412,0.058832654,0.057226059,0.050061582,0.488987572,0.853495338,0.744143008,,
p06_hook_right_main_024,0.331878651,0.380070735,0.110493835,0.280891126,0.189896836,0.240705184,0.05475411,0.047832609,0.047622059,0.403898804,0.709966772,0.618146381,,
p06_hook_right_main_025,0.360361191,0.473166892,0.108810613,0.343022072,0.286283982,0.264904484,0.052883573,0.048598207,0.048169329,0.509642151,0.848454711,0.746810943,,
p06_hook_right_main_026,0.336016762,0.409923912,0.11284099,0.285225459,0.196926183,0.207929871,0.057755966,0.048288925,0.047623788,0.386785834,0.724425848,0.623133844,,
p06_hook_right_main_027,0.36246257,0.469936025,0.130509964,0.333686385,0.303693025,0.301387523,0.052303219,0.049029081,0.048572919,0.542874848,0.878737111,0.777978432,,
p06_hook_right_main_028,0.30909704,0.419843219,0.124278246,0.292919109,0.203473527,0.18712644,0.058270103,0.04834072,0.047621468,0.406750117,0.700309887,0.612241956,,
p06_hook_right_main_029,0.341141105,0.498635981,0.128777925,0.332402776,0.295655803,0.170388834,0.071591718,0.062928447,0.049806527,0.428054959,0.831578745,0.710521609,,
p06_hook_right_main_030,0.307195901,0.414655367,0.115181301,0.281981092,0.11411059,0.106728113,0.054476993,0.047825329,0.047620151,0.336163983,0.591700622,0.51503963,,
p06_hook_right_post_001,0.325890651,0.474805185,0.100885356,0.325728668,0.27536652,0.254897302,0.054193683,0.049180392,0.048017338,0.45898296,0.834536492,0.721870433,,
p06_hook_right_post_002,0.329267432,0.454509829,0.126724678,0.304265125,0.289710243,0.270989773,0.052520179,0.048678109,0.048141197,0.514843004,0.80646871,0.718980998,,
p06_hook_right_post_003,0.271265366,0.400586608,0.104205856,0.258014925,0.17296853,0.210050414,0.055106829,0.047886052,0.04761943,0.386206253,0.635892727,0.560986785,,
p06_hook_right_post_004,0.346422327,0.431015151,0.109679621,0.266296291,0.195049968,0.14725023,0.055847466,0.047916859,0.047620489,0.383745011,0.666898761,0.581952636,,
p06_hook_right_post_005,0.32071926,0.495856781,0.126561505,0.323141204,0.260002106,0.25264162,0.064177218,0.061602265,0.048983474,0.431926433,0.851300017,0.725487942,,
p06_hook_right_post_006,0.309379192,0.395255103,0.11326174,0.261120224,0.147080712,0.144643382,0.06345007,0.048556083,0.047622718,0.32250709,0.627215327,0.535802856,,
p06_hook_right_post_007,0.194566581,0.292331476,0.109075486,0.122916964,0.109404543,0.071484367,0.063271294,0.049150113,0.047619074,0.322639034,0.257849781,0.277286557,,
p06_hook_right_post_008,0.270765857,0.435661777,0.102919777,0.244982975,0.160863769,0.079926741,0.055369939,0.048697325,0.047621961,0.298218761,0.588779168,0.501611046,,
p06_hook_right_post_009,0.328716254,0.462976068,0.138832685,0.303785896,0.260974295,0.238943309,0.056252856,0.049572999,0.047787368,0.433817958,0.837711962,0.716543761,,
p06_hook_right_post_010,0.272934607,0.410293668,0.112583935,0.266096331,0.109915279,0.066379385,0.056603911,0.048620241,0.04762319,0.298178865,0.552309407,0.476070245,,
p06_hook_right_pre_001,0.343969758,0.431954035,0.260081493,0.258530024,0.224479497,0.112353644,0.056703842,0.04799476,0.047622623,0.442186246,0.7417617,0.651889064,,
p06_hook_right_pre_002,0.312993509,0.381592,0.23316686,0.262873913,0.194728885,0.122432463,0.055956687,0.047799647,0.047622189,0.442971713,0.655102113,0.591462993,,
p06_hook_right_pre_003,0.323953609,0.405255516,0.230078603,0.301008592,0.206692782,0.139496788,0.05588555,0.04782532,0.047623829,0.468003423,0.712521865,0.639166333,,
p06_hook_right_pre_004,0.315074787,0.397857518,0.123050541,0.296586163,0.186713241,0.126662606,0.057302735,0.047940204,0.047623107,0.376849233,0.650566183,0.568451098,,
p06_hook_right_pre_005,0.35208336,0.452590592,0.115511405,0.322882739,0.261074755,0.190931626,0.054534367,0.049251402,0.047869182,0.422436393,0.808686931,0.69281177,,
p06_hook_right_pre_006,0.332282053,0.407939555,0.119664845,0.305859759,0.196427081,0.136937094,0.057438259,0.04807813,0.04762248,0.390364718,0.677889414,0.591632005,,
p06_hook_right_pre_007,0.354608298,0.436733426,0.109470015,0.319210017,0.265364892,0.197560073,0.054273597,0.0492213,0.047764811,0.419135682,0.806454017,0.690258516,,
p06_hook_right_pre_008,0.340494534,0.411906947,0.117149564,0.304729049,0.188113853,0.140178742,0.057743868,0.048201401,0.047622017,0.378410437,0.68458457,0.59273233,,
p06_hook_right_pre_009,0.269670715,0.339590979,0.11594536,0.184506576,0.153197215,0.065281887,0.05604172,0.048191953,0.047619059,0.355451421,0.40308104,0.388792155,,
p06_hook_right_pre_010,0.326435898,0.405119202,0.127004687,0.239060133,0.128147814,0.101833372,0.056406203,0.048045319,0.047623909,0.33549431,0.571754737,0.500876609,,
AVG,0.322329444,0.426408597,0.1236993,0.293320264,0.217148018,0.186446246,0.056221977,0.049436962,0.04790995,0.418222228,0.713158477,0.624677603,,
