jap|p15_Global,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p15_jap_main_001,0.2990881435619154,0.44999758225048464,0.24174962814118434,0.32079268994507393,0.24230859920844267,0.2061429541307694,0.04796225805178701,0.05210528603894575,0.047635604168946,0.44068869891263257,0.8871792799543683,0.6366570817797415
p15_jap_main_002,0.3045826636734697,0.3991659701513616,0.1654273795858377,0.2835855727034932,0.24813357627649024,0.1715634782300509,0.04768082550826819,0.04775830535664228,0.04761905517458257,0.45134859125183385,0.7213125479590691,0.519246275178341
p15_jap_main_003,0.34615488375555437,0.4389737028669839,0.2127385708820933,0.3188993248595168,0.24077338002674348,0.21278664204400677,0.047643070112462424,0.04788162148987223,0.04761909550720164,0.5000365692537478,0.8298182430392994,0.5952372565744712
p15_jap_main_004,0.33281422968014235,0.45231701292162557,0.21302290486260383,0.3024539377333556,0.2421072599253483,0.18981001481818258,0.04771222616562651,0.0481974787977548,0.047619491929700046,0.4616418391835098,0.8291498432421621,0.59486413390884
p15_jap_main_005,0.2969147303059645,0.43401344210028936,0.1952174435483192,0.2780478433597191,0.2489487250341683,0.18462714680469533,0.04793219054475689,0.05033229068763724,0.04762230830518346,0.4138644555048841,0.8059086561519486,0.5792357465126552
p15_jap_main_006,0.3532045163210046,0.4586658564625048,0.22159503838227135,0.31007152780629443,0.24887612775487175,0.20150826349474812,0.04768867779728277,0.04797727609864841,0.04761931294155536,0.49096619772640093,0.8466545667800958,0.6070513795756616
p15_jap_main_007,0.29044692646086323,0.4700452533586924,0.22162002578780293,0.27277544948957266,0.2441295046962904,0.18890648880609767,0.047928417483915124,0.05030972911729896,0.047621223679259236,0.4338903202970984,0.8190637852584415,0.5884375684160987
p15_jap_main_008,0.3023813930516635,0.468190802081695,0.22480401617988988,0.27584209129627946,0.23992019020634406,0.19197535878426014,0.0479097235189579,0.05109625801530428,0.047620036607098945,0.44787389036243025,0.8152201152203136,0.5859829580588107
p15_jap_main_009,0.3218549728992697,0.4746528933993508,0.19415758328988447,0.31811791237980236,0.2490449384311094,0.21103794841597825,0.047694481836322536,0.05009912361865813,0.047619920624871345,0.46469047436616995,0.8527180969044741,0.6119324049187292
p15_jap_main_010,0.34168868537318847,0.4866020149231092,0.21422685379817966,0.3261150371358804,0.24717107980156774,0.20803088165177921,0.04763491209442186,0.04784689347539327,0.0476191182544011,0.5165485806885675,0.8431361627333915,0.604549381955992
p15_jap_main_011,0.31726444764280287,0.4890856655471419,0.20824553141517316,0.309536310388573,0.24466283699050212,0.203528829271501,0.04763382652706927,0.04782417695663811,0.047619060533264236,0.4840457288541248,0.8349396534660387,0.5988050105132185
p15_jap_main_012,0.3250143848704277,0.4720936849782854,0.20271791416663681,0.30700952688364885,0.24667324305171978,0.1863200550217468,0.0476609991903255,0.04784373397932047,0.04761975862072215,0.479474048000543,0.8141428971885117,0.5842531482257542
p15_jap_main_013,0.30546523889312793,0.46544236494707825,0.1998438740576018,0.32841977749130324,0.25209402976698475,0.19929992022199466,0.047683189216787936,0.050614543950472504,0.047619347853003,0.48609308937343876,0.8266842990819505,0.593863372542507
p15_jap_main_014,0.2862358786801095,0.45686675627377155,0.21171084792617365,0.2826890674941205,0.2572097784033221,0.1826229708017992,0.0479329199871153,0.05046412286009879,0.047638793875312835,0.42602246375440045,0.8256048351226342,0.5930626214438736
p15_jap_main_015,0.2862666770673279,0.46582345138131276,0.21369248858806628,0.2747871427344208,0.25291501910401776,0.17725014092595698,0.04784390170461237,0.049628377014521864,0.047636192298963334,0.43783868125582365,0.8042695613803713,0.5778772060706164
p15_jap_main_016,0.2926065827993462,0.4797622349071403,0.21077855178499263,0.27215238935587516,0.23958169203217783,0.15419657883509694,0.047712933254421434,0.04818545866263085,0.047620876664768795,0.43047056616070484,0.7836836428695827,0.563034187607497
p15_jap_main_017,0.29127714956106665,0.48530786947200477,0.194519113072046,0.31722241113788235,0.25066533662420987,0.19628005310954588,0.04770715776728031,0.05004126396376022,0.04762014587349696,0.46586233928510945,0.8290234182211795,0.5953287719439536
p15_jap_main_018,0.2939387190322692,0.4775725800010928,0.1749364162153049,0.30440402465136984,0.25120706985303,0.17848462937728166,0.047643929398553386,0.047803491942420895,0.04761906819313667,0.46772509057474637,0.7792624802966446,0.5598247837903774
p15_jap_main_019,0.31110906414180467,0.4807488985618139,0.20854752385128697,0.2788363170727205,0.24858283959355837,0.15301687836833217,0.04769013029939207,0.047857937238414174,0.04761940460041782,0.4572488710710794,0.778674887997088,0.5594298027694858
p15_jap_main_020,0.2964465250710851,0.48423411382434517,0.21618133106942267,0.2919124962372808,0.2489548926277652,0.1946879445462983,0.04784355093901814,0.050165577793465976,0.0476208297640942,0.4301767604696359,0.8569031649635896,0.6148818888125525
p15_jap_main_021,0.2932431563651356,0.48732160309938666,0.20490153425430094,0.28468848266380364,0.2467194947907844,0.16265689783529824,0.0477003954203964,0.04818658460396185,0.04762050053493302,0.4399834917079244,0.7994868464377445,0.5740967678876097
p15_jap_main_022,0.2970125738878665,0.48985313799156066,0.18608292120516565,0.28595818774598997,0.2479013528662834,0.18304764311517552,0.047671471797118926,0.047894053693446986,0.047619104272181315,0.4565235463174437,0.790655204661267,0.5678268593709209
p15_jap_main_023,0.3015491539788341,0.4957392514504678,0.21725560848152417,0.30023475349202233,0.24603688091930245,0.18660983949517324,0.0476910925803813,0.04789537372225211,0.04761923132489261,0.4594468206797451,0.8380123456371517,0.6009772540626818
p15_jap_main_024,0.29217212866406655,0.4840240862200561,0.21679061889720294,0.28922334332966015,0.2501668879280168,0.1913067770841464,0.04795650196624529,0.050007069915298005,0.047631987258919345,0.417125730530418,0.8638894821544036,0.619724758482672
p15_jap_main_025,0.28814106005185847,0.47624938217694873,0.20537922337154013,0.26858014185047063,0.2513353067288619,0.1795605200567098,0.0477553894692251,0.048859425453390164,0.047620984202655064,0.4132989448916075,0.8219899923998869,0.5900508223159379
p15_jap_main_026,0.27750155754191985,0.4700662764488933,0.1478430502437785,0.27255453670769914,0.2532573286326105,0.16800330794739043,0.04771148031028885,0.04895159209434491,0.047619225814130944,0.43740104539980623,0.7275556986758519,0.5239744667013998
p15_jap_main_027,0.30050474331645505,0.4869687512336974,0.17604037626962804,0.3037704471929771,0.2479001995131605,0.18147016680797554,0.047640042673611806,0.04776728730329297,0.04761921017281729,0.4457359503180167,0.8089088166663151,0.5805663578574084
p15_jap_main_028,0.27043560120675086,0.48235674881348245,0.20215040370012435,0.2798957523828857,0.24674124207307316,0.20051802925409393,0.04788499472594872,0.05192214510206665,0.04763277032502942,0.3797546324931275,0.8694850075594093,0.6242161488222064
p15_jap_main_029,0.3355759445575003,0.48204127071116415,0.1517159450773377,0.27567770822741894,0.15597861818325115,0.12096064561835311,0.04778358566575304,0.04876138644499004,0.04761932564767599,0.4046278579773156,0.670692191235714,0.4841129497984968
p15_jap_main_030,0.30911028214553465,0.47849656057195256,0.18720413782818984,0.2960161296719882,0.24932820706932798,0.197732349842426,0.04769357719652115,0.047921010802701725,0.04761950582539981,0.4357897385615156,0.8378156191490066,0.6008472366451151
p15_jap_post_001,0.3274810950827939,0.48718149329908356,0.20129891519886045,0.294425686013873,0.23261131904566595,0.18943364598497298,0.047695761607324624,0.04821424702694331,0.04762086543656156,0.443684523395531,0.8303352423152204,0.5956989437287372
p15_jap_post_002,0.27747666327909065,0.47545423320819935,0.20760177815886188,0.274537123767077,0.24919819402036505,0.19950409294695925,0.047911677011461914,0.050252947525947285,0.047625332063787607,0.4189923818538516,0.8334705526723728,0.5985052711284451
p15_jap_post_003,0.31174323620520045,0.4866072273376355,0.22949517323943153,0.29456934611008656,0.25979328125620266,0.2010742696674698,0.047888222772335565,0.050222858940600974,0.047627299719603014,0.48780886964587883,0.8429018314138988,0.6050981396719095
p15_jap_post_004,0.27412482670611843,0.45915839342605846,0.20323530651250493,0.27255637332900096,0.24210642918987083,0.19954691754877352,0.047905602426284596,0.04975384579414469,0.04762135448492585,0.42180182384084947,0.807504005978886,0.5801789579234635
p15_jap_post_005,0.3145416599000493,0.4673782823809711,0.17484939266309335,0.2966013128755391,0.24608381438147076,0.2077245263992864,0.04778924111915882,0.04941459223547846,0.04761907440820786,0.44755879030902823,0.8166585477695698,0.5864853611093424
p15_jap_post_006,0.3491423670425012,0.4896602395333384,0.22400776382442494,0.3104547679903584,0.21428410161563063,0.21322587678272592,0.04764510433145741,0.047836579940585704,0.04761989302877058,0.4646711092569082,0.8636291445945139,0.6188913751983354
p15_jap_post_007,0.3178579424241529,0.4615623353621384,0.18060214042167586,0.27433362479996015,0.24773608999651833,0.20400471967033856,0.04768023761431163,0.048994393572830974,0.04761917305938111,0.40662563675526425,0.8380934036215579,0.6013637006069398
p15_jap_post_008,0.31133323232588817,0.46014477418181715,0.16904017332443072,0.28760463899476907,0.2497872516264817,0.18532387084142105,0.04767559888560522,0.04781495824619853,0.04761917152212464,0.4113628123164356,0.817762286973287,0.5867780883551604
p15_jap_post_009,0.30771255350994087,0.4870730333622798,0.18317408647859712,0.3056140891250153,0.2417080836477032,0.20698572417236347,0.04763190476033055,0.047788726943139063,0.04761907630236767,0.44878275334791623,0.8361548454259252,0.5996450098810894
p15_jap_post_010,0.30103666615561364,0.49185344671261816,0.19375617809752127,0.2975105045986754,0.24598509024061163,0.18606040498834947,0.047700123219828736,0.04940016159003326,0.04762186880992493,0.42085545635605204,0.845917629055967,0.6069623888161869
p15_jap_pre_001,0.354567837637558,0.5013583574059419,0.17426702045257114,0.2726990075050837,0.24099063658309436,0.18762444362747885,0.04766051481907599,0.04783835644236032,0.04761961998449783,0.4180723351405368,0.8354898871931129,0.5991944279678871
p15_jap_pre_002,0.31949903987480593,0.4752212849745311,0.20209238677862676,0.2530241371409736,0.23670328099023866,0.19038768431032294,0.04782231527637613,0.04902801651431609,0.047630134846061184,0.4078102260515027,0.8184261762395754,0.5876067283219976
p15_jap_pre_003,0.31016510769475547,0.47811525259041054,0.18596706231890064,0.2575803808694174,0.23456676284918446,0.18099656886827517,0.04780999195452017,0.048469144175924704,0.047626086892416986,0.3860366484755189,0.8160361287817324,0.58576603339999
p15_jap_pre_004,0.29231401907057036,0.4913377129668509,0.18248043594506277,0.25243769053132736,0.25011744747273656,0.1827108139874452,0.04782323131768526,0.04899811654112719,0.04762938143717383,0.37819287559494275,0.8301794463168048,0.5958250473841015
p15_jap_pre_005,0.2931320861473913,0.4743295677645471,0.15621329816204163,0.26173725402817816,0.23915576475745665,0.18136935233222218,0.04781101217015099,0.04884833087456855,0.047633060401950325,0.38860962276783584,0.7830543867686964,0.5627925700004581
p15_jap_pre_006,0.30463377552167376,0.48560865422819577,0.2164913522713424,0.2572420932951943,0.24783961675683094,0.1816570657116995,0.04782045863157512,0.0490264810973059,0.04763120146681488,0.4168417131132368,0.8299322290601063,0.5956605046712662
p15_jap_pre_007,0.29683784544101766,0.479924198491295,0.17940719703245706,0.24899649180193859,0.2444897968747625,0.17395611798315244,0.04777862871112706,0.0484577286040902,0.04763033251094843,0.40761472808704025,0.7792204637191428,0.559991643184627
p15_jap_pre_008,0.28709346605160596,0.47858993310288717,0.16339571256072072,0.2557325773469753,0.24223724826969723,0.17426914043472835,0.047808484887649605,0.04912114810702708,0.04762674202915237,0.3822170865859484,0.7862719736406658,0.5651267259805741
p15_jap_pre_009,0.28141124717206667,0.47913323583678497,0.14861061782022789,0.24786323100746585,0.24282572303324104,0.1677496983602676,0.04779662612282801,0.0492899622281754,0.04762596700410847,0.3775574550799323,0.7611695361403195,0.5476056639666762
p15_jap_pre_010,0.2927801307668855,0.47614006742204973,0.18504716370450608,0.2561159999518833,0.2431837137494996,0.17522322256851916,0.04781090450877774,0.048736217235008136,0.04762305895003908,0.40963633253138143,0.785520006869111,0.5644848699788801
AVG,0.3056977362513601,0.47417021885430655,0.19604260021798847,0.2860381332900779,0.24381458568941194,0.18705543023807272,0.04776186990703466,0.048994113796589,0.047623183704148656,0.43641856391458783,0.8153913813391677,0.585472201076394
