jap|p10_Global,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p10_jap_main_001,0.23715731881815455,0.47969437507512874,0.28315058097418017,0.28775137553951646,0.2061821531043509,0.13906298225536584,0.05001085457285461,0.0478039546892543,0.047619218980332875,0.5382792917376937,0.6841527733287109,0.49324812773687393
p10_jap_main_002,0.37006313359093673,0.4926663415737885,0.3085404354420404,0.3294721724201315,0.22992664170543117,0.24456246509801108,0.04787383625610365,0.048367373414422404,0.04765699469444703,0.5782227220293753,0.9097428831584163,0.6513302302352181
p10_jap_main_003,0.3791470905424396,0.49575088403560785,0.30708560875307755,0.31512131475073896,0.21472071959888836,0.23320010856024628,0.047960419059069205,0.04998839845024036,0.04762391189977914,0.546381593679681,0.9025064234267047,0.6467510159337654
p10_jap_main_004,0.361159978157079,0.4855979845953621,0.3318322444675125,0.2877014443647271,0.19809614133879938,0.2544646405685525,0.047958570529786027,0.04991280412567604,0.047752734965495224,0.571605930866579,0.8642230020026707,0.6199299426395722
p10_jap_main_005,0.36517145228255193,0.5016514036111763,0.2977907104154947,0.30807471247092355,0.20064382514182993,0.23118812969877361,0.047790833195494535,0.05173363850984728,0.04765615249377339,0.5398123213962573,0.8716664964043175,0.6256866390359764
p10_jap_main_006,0.3218308482071378,0.4968666257574773,0.3271231748202506,0.30963428265568343,0.22132155219259353,0.25923585657627285,0.04835801371371477,0.049953563040881596,0.04778773261792359,0.559581564505756,0.9070672015267304,0.6499331099809758
p10_jap_main_007,0.36204474734872044,0.49899171846974255,0.3062261923723079,0.3128837127451309,0.20539119042961218,0.27249092906745886,0.04996607947994608,0.052647544933674156,0.04765056870076253,0.5849754772553446,0.8780670739484768,0.630441215244036
p10_jap_main_008,0.3716465088465514,0.5085394524586825,0.320997810751447,0.29948351904287196,0.2265762508603874,0.2575504879973359,0.04963055208208883,0.05209218853885524,0.04772378777619092,0.5689197077157315,0.9137473029424503,0.6552507686213718
p10_jap_main_009,0.33067697180142297,0.5052032284965696,0.30648362298697723,0.30659501496544184,0.22415408924392333,0.2622067122253675,0.04778924847467821,0.04963076221773307,0.04762737272077352,0.5552424852638309,0.9038897118773163,0.6476120269794413
p10_jap_main_010,0.3529901805976391,0.49928429396337853,0.34216094547890324,0.30140077352132905,0.21024801772237459,0.2735373746579174,0.04816644618841316,0.050864691334119874,0.04789794539889706,0.5926589471361738,0.900323459191211,0.6454858288340837
