uppercut_right,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall,,
p22_uppercut_right_main_001,0.250267018,0.463741597,0.264856425,0.285214727,0.202360362,0.215797323,0.050330755,0.048516892,0.047641617,0.579925475,0.690157733,0.657088056,0.666321674,
p22_uppercut_right_main_002,0.235919132,0.446719008,0.237956651,0.251205471,0.186818946,0.194752198,0.04927374,0.047777202,0.047620444,0.511267437,0.647773953,0.606821998,0.647686245,0.108597647
p22_uppercut_right_main_003,0.210262172,0.421265928,0.25301678,0.197601014,0.135574944,0.19126677,0.048705475,0.047655665,0.047619632,0.518420475,0.531763976,0.527760926,0.539088598,
p22_uppercut_right_main_004,0.239998999,0.402323578,0.280592195,0.272721609,0.171256292,0.195948729,0.048771469,0.047677351,0.047622231,0.504430849,0.685645542,0.631281134,,
p22_uppercut_right_main_005,0.269988324,0.462717518,0.266490963,0.26704501,0.230591131,0.201667273,0.050580055,0.048973021,0.047639615,0.56149395,0.713749607,0.66807291,,
p22_uppercut_right_main_006,0.262551071,0.410365337,0.257955253,0.264191139,0.216318893,0.21471435,0.04883374,0.047657879,0.047625999,0.469844807,0.774172049,0.682873876,,
p22_uppercut_right_main_007,0.225616957,0.468264149,0.245544503,0.261711048,0.258771757,0.222949869,0.053090377,0.051323537,0.04818127,0.536311824,0.734377103,0.674957519,,
p22_uppercut_right_main_008,0.248977521,0.3909812,0.242534633,0.283509955,0.277409603,0.213434134,0.04986764,0.047835214,0.047622014,0.515711203,0.767415939,0.691904519,,
p22_uppercut_right_main_009,0.192304365,0.346266323,0.21312087,0.133550545,0.133581952,0.184931238,0.049815951,0.047764725,0.047619314,0.505006159,0.372566673,0.412298519,,
p22_uppercut_right_main_010,0.236379299,0.480732178,0.268231118,0.269603493,0.273676052,0.208321297,0.051179099,0.051198554,0.04781019,0.552899872,0.763392928,0.700245011,,
p22_uppercut_right_main_011,0.246583146,0.444830173,0.282731457,0.282925606,0.225862765,0.205594922,0.050936357,0.048421794,0.047625133,0.596600042,0.692048711,0.66341411,,
p22_uppercut_right_main_012,0.246080016,0.429171903,0.303509482,0.288324667,0.266722889,0.204256251,0.051704624,0.048854433,0.047772501,0.552313085,0.786235026,0.716058444,,
p22_uppercut_right_main_013,0.276012656,0.49636605,0.289383348,0.272034784,0.275000989,0.222206211,0.052083216,0.050160729,0.048165794,0.548038727,0.832123289,0.746897921,,
p22_uppercut_right_main_014,0.234366814,0.489580305,0.282885248,0.267554353,0.266300333,0.217503906,0.052828361,0.051378295,0.047780221,0.556279021,0.772821366,0.707858663,,
p22_uppercut_right_main_015,0.260627649,0.48925137,0.25041877,0.242447769,0.251928215,0.20650396,0.051239555,0.051766721,0.04765739,0.515135218,0.753838264,0.68222735,,
p22_uppercut_right_main_016,0.22532023,0.449423691,0.254602652,0.270854861,0.211770934,0.198198891,0.048812024,0.047678373,0.047637458,0.482573627,0.735601762,0.659693321,,
p22_uppercut_right_main_017,0.251400138,0.484232366,0.296371678,0.283880892,0.261278265,0.215720036,0.051461644,0.049490403,0.047773729,0.555471901,0.806215026,0.730992088,,
p22_uppercut_right_main_018,0.247980263,0.49029204,0.279985943,0.26855814,0.259540121,0.223331658,0.051543085,0.050234324,0.047780232,0.515164007,0.821162511,0.72936296,,
p22_uppercut_right_main_019,0.205140471,0.420990447,0.235281028,0.236283936,0.177294506,0.18452539,0.049426098,0.047811328,0.047625922,0.50384738,0.586582917,0.561762256,,
p22_uppercut_right_main_020,0.242100732,0.434311834,0.249064603,0.261109454,0.207901858,0.205254517,0.049957592,0.04780765,0.047640518,0.53691547,0.660193739,0.623210258,,
p22_uppercut_right_main_021,0.267033306,0.496266651,0.288591147,0.27671662,0.270354204,0.215740208,0.052507621,0.052742275,0.048143706,0.530178833,0.836042902,0.744283681,,
p22_uppercut_right_main_022,0.245023736,0.429579639,0.225738538,0.267190552,0.194883772,0.171447296,0.049268303,0.047709297,0.047639684,0.503134327,0.640821855,0.599515596,,
p22_uppercut_right_main_023,0.25159569,0.458025148,0.262115591,0.258493744,0.208773289,0.198398115,0.049624434,0.047721984,0.047650848,0.492595157,0.73593229,0.66293115,,
p22_uppercut_right_main_024,0.263984722,0.490904334,0.297114012,0.283098775,0.252289062,0.228379305,0.051566217,0.051922339,0.047907425,0.551892358,0.820605002,0.739991208,,
p22_uppercut_right_main_025,0.249462995,0.507124581,0.283307953,0.273558976,0.257294521,0.224394467,0.051382178,0.051863857,0.04790733,0.518443912,0.831992036,0.737927599,,
p22_uppercut_right_main_026,0.21338489,0.445373505,0.234212229,0.269114581,0.205295154,0.200716837,0.049274577,0.047757055,0.047635959,0.510345861,0.666103234,0.619376022,,
p22_uppercut_right_main_027,0.261650357,0.481490231,0.283115004,0.27208226,0.250298292,0.214679518,0.049529523,0.048873686,0.047839587,0.527126732,0.80744302,0.723348134,,
p22_uppercut_right_main_028,0.274393622,0.495516563,0.28249749,0.273691189,0.26763163,0.225105458,0.051409449,0.051678904,0.048017651,0.550155307,0.820243572,0.739217092,,
p22_uppercut_right_main_029,0.19333491,0.436784318,0.237210011,0.273057422,0.197015136,0.192605138,0.04915307,0.047724429,0.047619678,0.511583878,0.644599477,0.604694797,,
p22_uppercut_right_main_030,0.252710389,0.504530588,0.302954731,0.283522921,0.26351463,0.21893718,0.052701519,0.052689359,0.047954315,0.553103835,0.825217068,0.743583098,,
p22_uppercut_right_post_001,0.241226229,0.440073696,0.237251246,0.238333839,0.18856015,0.201737209,0.049234369,0.047741795,0.047619713,0.497652908,0.655637619,0.608242206,,
p22_uppercut_right_post_002,0.211926543,0.434708831,0.227152433,0.239247594,0.197758337,0.187832666,0.048829745,0.047689178,0.047619586,0.478236128,0.642501322,0.593221763,,
p22_uppercut_right_post_003,0.254151357,0.496343462,0.272109111,0.263653182,0.265130762,0.229205391,0.052690604,0.051387721,0.048229021,0.512321587,0.825001494,0.731197522,,
p22_uppercut_right_post_004,0.220123528,0.448627153,0.236460389,0.250675767,0.203596985,0.185141108,0.048866454,0.047663519,0.047619454,0.495029078,0.660739431,0.611026325,,
p22_uppercut_right_post_005,0.216340072,0.442020321,0.227693997,0.252015162,0.217098842,0.195420222,0.049197899,0.04773997,0.047630086,0.463435467,0.705313597,0.632750158,,
p22_uppercut_right_post_006,0.217466974,0.478343689,0.257642502,0.262253622,0.212972101,0.207874314,0.049202831,0.047722854,0.04762585,0.481941853,0.758310855,0.675400155,,
p22_uppercut_right_post_007,0.284189574,0.482084416,0.296790578,0.258929786,0.164087391,0.16537612,0.050814323,0.048581965,0.047633623,0.541249107,0.677657299,0.636734842,,
p22_uppercut_right_post_008,0.242708004,0.447741876,0.309124475,0.293271449,0.245048525,0.209821427,0.049450759,0.047838852,0.04770203,0.541449088,0.80179574,0.723691744,,
p22_uppercut_right_post_009,0.198971133,0.425400373,0.236560711,0.264545904,0.177716682,0.180183375,0.049508052,0.047811687,0.047623823,0.498743841,0.617055549,0.581562037,,
p22_uppercut_right_post_010,0.251152871,0.471460354,0.258566623,0.230473169,0.248013749,0.227038864,0.049799273,0.04795674,0.047733675,0.519417877,0.753157628,0.683035703,,
p22_uppercut_right_pre_001,0.241036018,0.470872485,0.298713781,0.275210782,0.239883169,0.216919233,0.049651893,0.047996558,0.04791817,0.557591094,0.775486117,0.71011761,,
p22_uppercut_right_pre_002,0.237352714,0.426714701,0.227678422,0.272938901,0.187078557,0.177281256,0.049364395,0.047713341,0.04762219,0.485902228,0.658606128,0.606794958,,
p22_uppercut_right_pre_003,0.212788847,0.444410281,0.230373813,0.277981736,0.193346836,0.175075145,0.049453087,0.047720893,0.047621344,0.504586132,0.645721532,0.603380912,,
p22_uppercut_right_pre_004,0.197421472,0.420080359,0.201157692,0.223908295,0.172427865,0.164591224,0.049035071,0.047705826,0.047619215,0.463255825,0.553053116,0.526113929,,
p22_uppercut_right_pre_005,0.22494704,0.442682667,0.226705979,0.252429136,0.207932421,0.193221567,0.048593368,0.047662914,0.047620209,0.475942113,0.686594606,0.623398858,,
p22_uppercut_right_pre_006,0.130095352,0.341921754,0.148005566,0.147309493,0.151261543,0.162471787,0.048530645,0.047686542,0.047619051,0.513426001,0.279669019,0.349796114,,
p22_uppercut_right_pre_007,0.168961656,0.42764389,0.223266879,0.229908975,0.143919036,0.166535043,0.048952718,0.047701591,0.047619111,0.513046434,0.495908482,0.501049868,,
p22_uppercut_right_pre_008,0.299355171,0.494450931,0.270818139,0.267720966,0.228260024,0.213197222,0.051761897,0.05003381,0.047645055,0.590280902,0.731898041,0.689412899,,
p22_uppercut_right_pre_009,0.093626734,0.282678249,0.10166311,0.089027162,0.092719568,0.122376056,0.048443727,0.047642011,0.04761905,0.461462863,0.074691966,0.190723235,,
p22_uppercut_right_pre_010,0.235778959,0.436041467,0.234316939,0.259211047,0.167391517,0.179209212,0.049192925,0.047727503,0.047621284,0.491991314,0.632143155,0.590097602,,
AVG,0.233201437,0.44843447,0.253468854,0.25479803,0.215230291,0.199555818,0.050148636,0.048847851,0.047726779,0.519063451,0.687755625,0.637147973,,
