straight|p24_Global|straight_001,LShoulder,LUArm,LFArm,LHand,RShoulder,RUArm,RFArm,RHand,LThigh,LShin,LFoot,LToe,RThigh,RShin,RFoot,RToe,Hip,Ab,Chest,Neck,Head,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p24_straight_main_001,0.293562297371514,0.08079956339785349,0.19503295677867263,0.09919770056765626,0.2577012262136513,0.14803813946882716,0.1922925691484835,0.11145593006818874,0.15719906420822968,0.3221367605998343,0.2539181244829674,0.15860383625663155,0.15871867260691258,0.292568372512263,0.2165192953891705,0.11134549560106186,0.8188885690326488,0.1868700649867567,0.1792869805516729,0.30716973409784964,0.33144537000098434,0.05236939668860397,0.04774793431723292,0.04762115830398894,0.5627653917521057,0.6653593726208068,0.35649026546239787
p24_straight_main_002,0.269214474818238,0.057414479395263854,0.20118278208795423,0.0775309751877806,0.2500572332765475,0.1453361907229324,0.17265166275400642,0.18042108093887135,0.1307699688099244,0.2836073666325782,0.23554462999076323,0.1394289750158138,0.14396784618700587,0.28057638486677705,0.21847308940413485,0.0878022078378923,0.8342335031089995,0.19953256192794636,0.193833547094521,0.2908026204164238,0.3166990605817099,0.052658375273828086,0.04775729932242554,0.0476196788169611,0.6137164800800889,0.5830074467595977,0.3153135627882794
p24_straight_main_003,0.22301713434341455,0.03497603137333473,0.10804986946841906,0.022778918775857988,0.17172345012489293,0.07319757742045763,0.06916217469071986,0.04223754968431097,0.09581004942676923,0.22598037470950133,0.15116501268543897,0.09491477123096362,0.11161758955282206,0.2489008876983371,0.14448746979938393,0.04763991301532135,0.772147444217861,0.13557033905809118,0.12980533260156807,0.22733637854805444,0.23524219393439277,0.052072502577789004,0.04772545945909433,0.04761907347012305,0.5084272600433737,0.33254143025802885,0.19008025186407596
p24_straight_main_004,0.3458238234083161,0.10743180304701513,0.22805818134550834,0.1181931191809161,0.257584091150768,0.1806154669250979,0.17298463299667016,0.13304589677625261,0.17397040529393348,0.26607412903047944,0.24376714755212142,0.18618936970753794,0.1934224221589617,0.22716902810233006,0.23994647994986423,0.15688812125357582,0.8276356129886194,0.2564375987770039,0.25168637420616213,0.3308395323447952,0.31831127606238285,0.05145390148980005,0.04769487198177562,0.04779121077681709,0.44790014300083625,0.8117150818375288,0.429753146307173
p24_straight_main_005,0.2917984956111142,0.06932772068364268,0.2696899704208503,0.06917782054555141,0.2080684711537022,0.11806587179360808,0.17298155719753222,0.15603721112853658,0.16421908192610885,0.24153031476756368,0.18131266932841225,0.1331263483133525,0.15887126706169277,0.25306404112358927,0.1986547814015191,0.12108925832033406,0.8219791111911265,0.1740772111516317,0.16340166312916543,0.27891440635329345,0.2819048206147413,0.050940843479439356,0.04772490958194096,0.04761961502643345,0.4981506265885927,0.6268120377724986,0.337215826399466
p24_straight_main_006,0.3204921888417953,0.067903702422262,0.2514109052687824,0.0812694086848266,0.24171956122597607,0.15763205390760043,0.1751883896992527,0.17020609472772252,0.1430269620262129,0.2621213474360579,0.18891730405991317,0.12450639031730741,0.16618827553920631,0.2743975660042194,0.20092928500034452,0.13004300410889819,0.8379235552687776,0.23328506489001416,0.2259596519437912,0.29276740353839037,0.29330171820765283,0.05114159670563789,0.04774242803877125,0.047632658323025136,0.5406615158819157,0.6660809455288559,0.3568568019259405
p24_straight_main_007,0.273059057597032,0.07830515626498732,0.14406492071197227,0.03307769092854469,0.21008420674108144,0.11596243488854874,0.09986021544295992,0.045936411159822214,0.1752560195789439,0.21496048465087805,0.18063358059016527,0.14281142151193707,0.18098853397464437,0.22149826684772095,0.17835340518002427,0.08163879543139287,0.8439954817768502,0.1779291285550582,0.1689109619486246,0.2861501230228046,0.29588827691776615,0.051674735832065825,0.04795288261048964,0.04762006370961724,0.4430359305717323,0.5553834101061236,0.3015017369078704
p24_straight_main_008,0.295918582011396,0.08012098406393878,0.30085773606131366,0.10481547141911969,0.24020718927359774,0.15519676896825768,0.20086461235556935,0.179364053645526,0.17204139266409882,0.22472533595150418,0.2035873116299681,0.1543701287753369,0.16073538255793246,0.2169528181559556,0.29942125552796045,0.17338608939365502,0.843109893356049,0.21982516962215332,0.21107099823286846,0.30175246311232234,0.31815436123908947,0.05236784457600856,0.04774463898058069,0.04761943043081392,0.49353288802668216,0.7408657240867951,0.3942425772588045
p24_straight_main_009,0.3406553643680613,0.08267313433254436,0.2968831798639019,0.07967479242992123,0.24964605147502583,0.16362099499693458,0.22744481936294889,0.1635067547286188,0.17054072331725675,0.26908966659965045,0.2069467177353602,0.15123378798257514,0.16973915864408914,0.3028165007793556,0.1526846413127581,0.10867711163723434,0.8485334542193053,0.24552733044915032,0.23653834887156672,0.3140656798984553,0.31877354029219973,0.051761105176512355,0.0486701336939564,0.04768128521863485,0.5550882511727191,0.7271985776671063,0.3874399314428706
p24_straight_main_010,0.3059706808310774,0.08520536269095161,0.11039419720106589,0.03662633740162323,0.23073013408963527,0.0915867485818352,0.13023467313096856,0.07418942602394768,0.16299998025969226,0.231574989865112,0.20426599444186352,0.146024675782203,0.1476726382693373,0.22429004892908475,0.23103049936877137,0.13730010387583613,0.8166424226833644,0.20526989698286374,0.1959252855405164,0.2600246195750831,0.2585013342555228,0.05040171358667538,0.047670632039313515,0.04762047281362205,0.4339397944473973,0.6010677076942023,0.32434409025391214
p24_straight_main_011,0.3366402398238263,0.09702976833016497,0.28941777072471675,0.12356983724892863,0.26813776970253933,0.18273405188622133,0.20717205957602963,0.16150822257339462,0.1728863395534615,0.2830053483065059,0.23040868395320874,0.1786799946894473,0.19556468643992278,0.2337093949086344,0.27308659165799387,0.17692589082589852,0.8731370946828487,0.26866720936255256,0.21223908168287822,0.3576625127942648,0.34388495958218,0.051777489138070114,0.04770425637115004,0.047621401601428213,0.514742313358935,0.8260674457148999,0.43684442365816406
p24_straight_main_012,0.31985884372993645,0.08248314101784641,0.23691589872174398,0.09558097803699642,0.29118475994552845,0.18114047314452855,0.18936259761955887,0.167539060182305,0.14828474318593368,0.2909484836806753,0.2170642726668673,0.1559168068183346,0.13167231003438867,0.24192680596985278,0.23413592050396947,0.14041793760261606,0.8383902701990736,0.2610218743341951,0.2564205209621129,0.32715140052758107,0.3412731491980402,0.051640063531274316,0.04787767736532897,0.0479764440784312,0.5256988967540123,0.7335994466500342,0.39078794536423267
p24_straight_main_013,0.2823291801539938,0.07689515605762234,0.08807071139302172,0.012494898084812479,0.2129973300248488,0.05715964260538366,0.029272997763112114,0.009512980259617474,0.16435906028255803,0.24754334819383456,0.20857052591386163,0.15363637111944098,0.15623930856162804,0.23036062484621772,0.2348803776313889,0.155701562364789,0.8283884547952443,0.20125045878572143,0.1923363824339232,0.267242506496481,0.2608076430577131,0.05062848968645348,0.04765862654136481,0.04762355370781716,0.44984744150482925,0.5306718833285504,0.28914771851818377
p24_straight_main_014,0.3298359231001433,0.12913188474842657,0.08379375932000503,0.014254425005511134,0.26881244581500785,0.12437742970569463,0.046721475696007736,0.018485229957181666,0.19141691906464905,0.3241261750166914,0.23564883785916724,0.17028294103889902,0.18764795204956225,0.202697837218654,0.24886084139914494,0.17956608891230236,0.8858502605061724,0.2923440175460333,0.28946500298721156,0.3196064274133919,0.30414901865413924,0.05135288504447745,0.04768560485237282,0.04765149199804305,0.47293110368696406,0.6987806031062708,0.3732160475521569
p24_straight_main_015,0.31103538390994007,0.07882943984526794,0.26373128327780526,0.12118638196412372,0.22375031398244677,0.15772249487093698,0.19157344916764485,0.17770314972019655,0.1621041315542487,0.29857442875298773,0.24271469863158765,0.15596612851566857,0.15736112069730743,0.2609696164274882,0.2539371164613292,0.14654184406498427,0.8539269009044504,0.22515223837742332,0.21793488484541337,0.2892245515441327,0.31036276755512876,0.05070639836206299,0.0477083242477643,0.04762057611302821,0.552302413051,0.7179776487337725,0.3827991124234003
p24_straight_main_016,0.2931859250052907,0.08498687075888132,0.22380095792632146,0.12608582092571605,0.23937607140911474,0.15720296152357466,0.19010550110757013,0.10207511621368928,0.153949366840432,0.21195295870181993,0.3140321353143059,0.16182854481279238,0.1585829378178765,0.31675408562479895,0.2469003138683441,0.11611688718639859,0.8712467561468522,0.2442651814188757,0.23994330734026023,0.30830286430869336,0.326185478654602,0.0505967769973158,0.04771776058989709,0.04762064106201506,0.5813914886078936,0.6882807708724622,0.3679507059672386
p24_straight_main_017,0.23658848461199639,0.028276406457852492,0.24716185641721222,0.03089408458532001,0.15909296498485054,0.09025342853897436,0.14030841037851285,0.14482626960564943,0.07583578195650495,0.18836655529358234,0.14839020587471233,0.07653221685523648,0.12449472903544112,0.2713593663763927,0.16187853790060913,0.03846401431182591,0.7808554609650177,0.13501104278625836,0.13039970401786222,0.21960762082762525,0.2271128085610839,0.05091586955430234,0.04777481185794619,0.0476191434054217,0.5997041177507672,0.3567783762696101,0.2021987598375159
