straight|p06_Global,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p06_straight_main_001,0.35694508429003624,0.4732752967615072,0.18503153878757478,0.29966248324390665,0.28756228178613685,0.16332942569773504,0.04848510410231951,0.054904259876305594,0.05700661670151915,0.4428658345563717,0.8384940306857048,0.18208506617833226
p06_straight_main_002,0.3340735409976262,0.4635913590429105,0.16646737219811358,0.2916862083849737,0.2672247540502074,0.14951028006546774,0.04826626605893282,0.05128022743638762,0.04952952584292577,0.452415990872685,0.7658190975245612,0.18398749478933513
p06_straight_main_003,0.2802566010344571,0.40970500838367335,0.2093618237431282,0.2641498696441479,0.1993215760917719,0.11449567921678061,0.04835283583702891,0.04792368016597496,0.04762131965245333,0.41731805075252393,0.6657073215771199,0.17119818891850924
p06_straight_main_004,0.33748510032694856,0.4785084884851062,0.18640068347022193,0.3068358416184334,0.28177251498977707,0.17985938042900168,0.048370726813750424,0.05185019404249184,0.05392042345876184,0.4715980151155847,0.8262180293942853,0.19060631199060898
p06_straight_main_005,0.3443012306748642,0.48219634942386147,0.18562628240290985,0.3127220782468575,0.29412214159055494,0.18031586444766984,0.048405047889352994,0.05322324299118334,0.057040630557653106,0.4777331449574714,0.8398646929137256,0.19312047861266923
p06_straight_main_006,0.3042960389118212,0.4309043094828263,0.2052393529275284,0.2699500049788105,0.21018920630780435,0.15556470221003899,0.04817230304402848,0.0478857792254107,0.047624355690646485,0.43425888913146515,0.7245959351088803,0.17677232380030145
p06_straight_main_007,0.3088586653657927,0.4801071991471554,0.182613909369053,0.3108991121700638,0.2793246801337047,0.17458229987302135,0.04887546340879295,0.05041744181803255,0.050898978524624876,0.45672745964542755,0.8262461796269143,0.18534012162408434
p06_straight_main_008,0.3252002443900201,0.48127429294806906,0.20456095969833776,0.3136170174371695,0.287717239641918,0.19121335423956753,0.04839778039976952,0.050612506863397314,0.0531337116212105,0.494909341331433,0.8433554777472196,0.19797320953153327
p06_straight_main_009,0.31230669870328504,0.4781530164120878,0.21127452575819022,0.30703262051672475,0.2804567871253497,0.2048181023241551,0.04847981674400249,0.05162432401456907,0.05073711230030791,0.48023794371574197,0.8557124407882174,0.19344736149143782
p06_straight_main_010,0.2863707336163158,0.42760159148650495,0.22636049581381945,0.2974024376966303,0.1994936085314679,0.16543379031651542,0.04828697346799118,0.04814606120392787,0.047621386210043734,0.44965580535599425,0.743274126621416,0.18202961334263773
p06_straight_main_011,0.35619799855012657,0.4875768665401674,0.21285145132479105,0.3180028245052431,0.2665662621024924,0.1711994637859862,0.04827430492320837,0.05218602581408946,0.051103612798331276,0.46953527211305,0.8591262429207462,0.18999853428344926
p06_straight_main_012,0.3133822198091522,0.44791830158472995,0.25378913029367,0.2978580156289806,0.20566827434606347,0.16462826508797462,0.04867213820309288,0.04849683596692212,0.047622908415100564,0.4438847720550484,0.806652949276018,0.1803512487416878
p06_straight_main_013,0.3291337268687592,0.47930377054366885,0.22251863203764946,0.31456941488509843,0.2518126770051209,0.16032336646829867,0.04846218584625409,0.0517537039274221,0.04967319050961816,0.486301461589172,0.8068248438254444,0.19550578378761604
p06_straight_main_014,0.33679407305717607,0.4772484524405599,0.23386023044258594,0.32336174465724865,0.26104927090725416,0.16120786347268823,0.04899433239042595,0.05393701981671063,0.05006084037556554,0.49820223155120347,0.8251212190727516,0.20037786125278
p06_straight_main_015,0.3255131293959365,0.45374779963761114,0.23372082674519107,0.3280941117003707,0.24026527732875583,0.16396582163457057,0.04879891487334059,0.05317169315441829,0.04848409288293913,0.5354693867669797,0.7593445753636668,0.21247999826491287
p06_straight_main_016,0.3439001981984641,0.4658566728425814,0.25027032212767863,0.33600333225970036,0.26414482259947597,0.1829999749686067,0.04900972507480192,0.05469549549878275,0.050671302124560426,0.5213348147637464,0.8509005525448636,0.20834667844577703
p06_straight_main_017,0.3122839857500792,0.42456347296829317,0.23550441523585527,0.3061889644416815,0.18671571531564035,0.19048073523826262,0.049965634812144256,0.04813057499375494,0.04761991497793856,0.46654775801534704,0.7645455626727327,0.1882146559404154
p06_straight_main_018,0.31321046992102075,0.4207360229047693,0.264839128711592,0.3228391522252239,0.23049500661972785,0.16231610802767713,0.048402951418248887,0.04815557382998178,0.04761981152194485,0.47885490910614037,0.8123682506346677,0.19180447811812365
p06_straight_main_019,0.3433950579258108,0.4740701055978809,0.2700850232785503,0.32725891722727374,0.2695811222979622,0.19078612317279572,0.048899202092920604,0.0554122746830615,0.05276985692548265,0.5074159913925469,0.8892709212202639,0.20390915605617632
p06_straight_main_020,0.3447980495743792,0.4641380658290929,0.2582790272625835,0.3308011913609832,0.2787857461526129,0.17840382198321475,0.048927532326640974,0.05462374336168831,0.050945035767448174,0.5283476716221879,0.8566605974139678,0.21063298243683903
p06_straight_main_021,0.33816582963556147,0.470991930384754,0.27016090192233577,0.32847723840105786,0.26298831220884866,0.2031167606743575,0.048392976240981475,0.05367084842112747,0.050567360218221113,0.5145026807802812,0.8890100541002107,0.20552216848079669
p06_straight_main_022,0.2785113446349743,0.3802852918595178,0.20879139791203133,0.30399412053174835,0.17671190131123657,0.14037188022444122,0.04915729121972645,0.04800054725383943,0.047620559199298584,0.4500791784584089,0.6537178822226151,0.1824123389773249
p06_straight_main_023,0.3332061347889686,0.39391338587889013,0.20323205284596907,0.3026408098363361,0.19125071234838023,0.18523359959457397,0.048585289583776226,0.04820959137736182,0.04762043961955934,0.4819805984982358,0.7114050965433728,0.19292515981979128
p06_straight_main_024,0.2862072120395715,0.41570109995731197,0.20330816224558487,0.2919094031826673,0.14864811313331608,0.13251545034112114,0.04825645644386532,0.047819180659722106,0.04762012167786081,0.41696844842053443,0.6558744334060864,0.1710146951747073
p06_straight_main_025,0.3549265673576477,0.46110022734303235,0.22267220398045473,0.30626687688192006,0.26240713425500883,0.1754341385022391,0.048451791969791665,0.05346221924628939,0.048766235410716986,0.5000266752370593,0.8140988866782166,0.2006468954843801
p06_straight_main_026,0.3307561714347991,0.45828626986951376,0.2730428186897691,0.3012042340967393,0.24646720403095382,0.23284079141072062,0.04832562453784234,0.049825381139864754,0.047741341953286866,0.5349878756634695,0.85252735333684,0.2110462937803922
p06_straight_main_027,0.3359425353105596,0.4841528652735553,0.24653220471941886,0.32817747259286634,0.26502803812064457,0.2050787951405594,0.04828978148050126,0.055333522657237906,0.05009537396173293,0.5254753628771482,0.8630225545321495,0.20969955567162912
p06_straight_main_028,0.342608824906509,0.4664313040253286,0.28796709973896367,0.32892011579731256,0.2625955140209683,0.2177451316897455,0.048402252505138695,0.05471677362485376,0.05174606525984828,0.5381379883304781,0.8951821818683499,0.21375233815349018
p06_straight_main_029,0.31128351757170225,0.4608459011023204,0.27066717022610487,0.3137717156232428,0.2654891760119636,0.20407542930872413,0.04919771624796471,0.05208183706695733,0.04804789733326732,0.4990600228960777,0.8772532679715129,0.20011319207033323
p06_straight_main_030,0.24108493316475701,0.42201274146173173,0.2112682274338394,0.29969520108722475,0.13618352168722142,0.11464947979773177,0.0480244984922201,0.04780701138072842,0.047619485109920076,0.41524150617061484,0.6333112975639852,0.17035767201452112
p06_straight_post_001,0.3199978286655697,0.42334742429611333,0.2470016307999993,0.2935940237425593,0.12709913267041434,0.21388016496007967,0.04849100098670573,0.04783916990033105,0.047767970199863216,0.3838409527509757,0.8277939375613729,0.1600570412126708
p06_straight_post_002,0.34666107126028745,0.4735113454428198,0.2629668739668654,0.3182084891542898,0.14482706544184126,0.22000751891193113,0.04835916865593144,0.052189996851044494,0.04800368858159158,0.4624271163015158,0.8461327412740767,0.18765876060283054
p06_straight_post_003,0.32620045442125745,0.47600912048788757,0.27052918436783413,0.33547961425579337,0.13908223108203713,0.20545104006545584,0.04957545160015947,0.05190385197023019,0.0479000714512324,0.47059798479912496,0.8327925321501736,0.19069242945650489
p06_straight_post_004,0.3015564404735714,0.38396829633505136,0.20969052064489585,0.3006007623060899,0.08357411548602889,0.18053926072108978,0.048647923909561866,0.04801562505665553,0.04761967594421141,0.40919355789799,0.6625597063185457,0.16861903562140246
p06_straight_post_005,0.268502499698205,0.41047913973747124,0.23228132668037088,0.2847563014125004,0.04991015526253095,0.12767462133905966,0.0483958402803924,0.047846075785001524,0.04762024120411064,0.3513648381101736,0.642651712648877,0.14920225139185583
p06_straight_post_006,0.31481520419865683,0.4536851744031475,0.23090084657169188,0.2513813935442827,0.0977012588810035,0.24223709063726032,0.0480488010089278,0.0476571241596704,0.04761961882318594,0.41047092413386943,0.7542283458420553,0.16872561643415587
p06_straight_post_007,0.2984219209670042,0.37890697434655535,0.18948870448632205,0.2571387462528165,0.03399801979702465,0.12264574796300172,0.048952519082217816,0.04792494918333251,0.047619339477161085,0.35324389761519426,0.5476466131170691,0.1500404552935815
p06_straight_post_008,0.30899354515686395,0.4550663748310077,0.19187749375138632,0.28180089456896196,0.10779927751291041,0.15803159450534832,0.04827661700491578,0.049206217417324796,0.047630834141829406,0.46281559919876586,0.6151189682117084,0.18676614454033547
