uppercut_left,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall,,
p19_uppercut_left_main_001,0.359916466,0.424503687,0.33869161,0.288764939,0.286355083,0.18701793,0.049323083,0.049201385,0.047674727,0.604421304,0.831934662,0.763680655,0.646556651,-0.012938004
p19_uppercut_left_main_002,0.327550681,0.396964182,0.335533371,0.271431522,0.279919257,0.185700142,0.049665862,0.05017867,0.047654921,0.548330194,0.824980142,0.741985158,0.696440219,
p19_uppercut_left_main_003,0.332045091,0.376764398,0.313183969,0.25799583,0.249726898,0.19283442,0.048348756,0.047870417,0.047648366,0.458409483,0.852755031,0.734451367,0.709378224,
p19_uppercut_left_main_004,0.310949834,0.410883975,0.293225814,0.287631022,0.254059613,0.167918245,0.048945481,0.047898973,0.04762633,0.497706306,0.807976215,0.714895242,,
p19_uppercut_left_main_005,0.27919907,0.388331696,0.315047705,0.293567721,0.268131628,0.183263598,0.049093659,0.047914234,0.047622541,0.590840374,0.7412829,0.696150142,,
p19_uppercut_left_main_006,0.178010403,0.244610536,0.205049746,0.133494129,0.146018526,0.068050097,0.049020105,0.048428711,0.04762031,0.532840642,0.166777082,0.27659615,,
p19_uppercut_left_main_007,0.167824835,0.242033898,0.151260386,0.119509708,0.136876104,0.070762824,0.048645896,0.047871356,0.047619747,0.520021248,0.099602583,0.225728183,,
p19_uppercut_left_main_008,0.307215047,0.409834833,0.335349952,0.304705821,0.282514351,0.185902001,0.049491097,0.047897101,0.047624998,0.576775455,0.830407066,0.754317583,,
p19_uppercut_left_main_009,0.174655209,0.264259123,0.218884156,0.143111878,0.14759789,0.064776905,0.048810824,0.048010532,0.047619818,0.562861601,0.16764033,0.286206711,,
p19_uppercut_left_main_010,0.333740141,0.409394621,0.294638629,0.273567368,0.241335347,0.200769621,0.048504505,0.047937378,0.04766912,0.461142441,0.865134172,0.743936653,,
p19_uppercut_left_main_011,0.29975378,0.398865592,0.319655286,0.262784578,0.247228403,0.196575568,0.048785137,0.047864976,0.047622487,0.547039173,0.770212377,0.703260416,,
p19_uppercut_left_main_012,0.311087687,0.401235004,0.307270422,0.292784907,0.218443429,0.13002406,0.049203539,0.047970495,0.047624798,0.512433318,0.736129546,0.669020677,,
p19_uppercut_left_main_013,0.192638283,0.277296745,0.236963656,0.155899342,0.172099465,0.083163163,0.048992244,0.048101739,0.047619961,0.528306705,0.290864865,0.362097417,,
p19_uppercut_left_main_014,0.300458854,0.398116554,0.311500422,0.283881539,0.279488268,0.178197346,0.049526068,0.047916248,0.047620988,0.573035285,0.769794492,0.71076673,,
