uppercut_left|p22_Global|uppercut_left_002,LShoulder,LUArm,LFArm,LHand,RShoulder,RUArm,RFArm,RHand,LThigh,LShin,LFoot,LToe,RThigh,RShin,RFoot,RToe,Hip,Ab,Chest,Neck,Head,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p22_uppercut_left_main_001,0.368446310873945,0.16774300944319606,0.24972827495244898,0.155430656262523,0.33369807545489094,0.18849728381829758,0.2506479115589323,0.16479134673197265,0.19391112645657954,0.306039026737854,0.21261572667513354,0.15570770092023606,0.1956772335223878,0.29569594386626713,0.32376808241642807,0.18830851924693712,0.9472681985867608,0.34425673103382,0.3428872618370596,0.30427626234815797,0.3013830654014006,0.04959251533949149,0.05172173094842471,0.04811488383454383,0.585757140517041,0.8980996604621861,0.473107272148365
p22_uppercut_left_main_002,0.37127300990343814,0.15120982451068096,0.23388641169847144,0.17487436604118353,0.36180295751941544,0.18894257733512754,0.2894243334865067,0.167470115979091,0.189422591338621,0.3204652116926768,0.24806415469980148,0.1728366957483833,0.18928221702998874,0.3203681391321755,0.2839939178507015,0.16246231873567196,0.9497765484856686,0.34642628257682206,0.3476418614166613,0.29325772516063464,0.2882385712892705,0.04989146365564082,0.050100074236298496,0.04797602670721154,0.62961853004295,0.8946215308375649,0.47129877877238824
p22_uppercut_left_main_003,0.37387701356944864,0.15398448290843741,0.2502808622047325,0.13711460561623492,0.32353855868767684,0.1927882106723297,0.2535164253127954,0.16289398343432043,0.1918719434371677,0.3023373738107326,0.21013461817261475,0.15699837767173194,0.1909167861982602,0.24316003659064833,0.285112765988237,0.1840599699534869,0.9535375843909266,0.3504054131173918,0.35069155396708085,0.2993228198417054,0.29537933638082026,0.049616555508506736,0.05252228861462959,0.04825497055595286,0.548480133980805,0.8826283513945031,0.465441660975228
p22_uppercut_left_main_004,0.370982352225735,0.15195057496121114,0.21289689618475532,0.17655721310320804,0.3571996459603407,0.1850948949213604,0.2497501549061294,0.16544395009395255,0.1909566666883036,0.33066205659298753,0.2522319152358955,0.17547934854154462,0.19236875384082866,0.3357583898621634,0.32246240393919534,0.17793390210943005,0.9605615805914057,0.35727431500131984,0.35927378963138684,0.2593551940950857,0.2579094960049651,0.0497932195714255,0.05033288897917278,0.04806443948916444,0.60119298101698,0.9083617978959864,0.4782131186925754
p22_uppercut_left_main_005,0.3683434284235599,0.14943526615040403,0.25277510191795594,0.13852241284158973,0.33313529013510124,0.1862405133020553,0.24817680128835962,0.14401566365465296,0.18802133239662824,0.28754051944083237,0.21880175545698383,0.15934357645481198,0.18562737004273056,0.2582354144282345,0.28809170185367855,0.17424744036325146,0.9527277705577626,0.3481092580528087,0.34794229634345425,0.2616443953081845,0.2619583217561203,0.04987827848817661,0.05261477227301058,0.04823293750341632,0.5612472020292404,0.855228541217915,0.45173073936066566
p22_uppercut_left_main_006,0.3698803993033749,0.17591836200258304,0.20715151517433134,0.17064214410667541,0.34491349939328386,0.1805144636187123,0.27469798416264063,0.17053676532492554,0.19346133984323247,0.3231553091193943,0.23721069106820555,0.1662979609280689,0.19344063155660474,0.31785030013483034,0.32750510970383057,0.1883189534737403,0.9518385621877539,0.34594922011518103,0.3476551512254381,0.23948802451187207,0.236709555571268,0.049637492292864835,0.05090880225759652,0.04790903388409676,0.5692589388009925,0.911654858088661,0.47978194598637885
p22_uppercut_left_main_007,0.36384492800810725,0.14318864493224565,0.1964863389969764,0.16699273354505448,0.34992193804181493,0.18861989775617133,0.2768840129994205,0.15932364455264328,0.19254762761324856,0.31942677948204606,0.24251952030721574,0.17247150282201762,0.190628656328268,0.2948405128754916,0.299750149015785,0.1823433200929531,0.9755084748888827,0.37132271300838127,0.37379068455670145,0.23760482673704572,0.23472874390024218,0.05018736178417848,0.050890099400777454,0.04826449616026296,0.5620930636739748,0.8964379305320407,0.4723512133461518
p22_uppercut_left_main_008,0.3632791263159761,0.18151787441047298,0.2981607560468885,0.16705762949338243,0.3327191852284649,0.18600051518064548,0.25463857877084684,0.16018264952838912,0.19182270176711474,0.30116401308482177,0.2016681548791583,0.14825299999545247,0.190063479132886,0.2750522656665354,0.31969890858443,0.18801280673942322,0.9513395900449542,0.34732440333640524,0.34754826408725065,0.2717450995238845,0.2735582625256062,0.04931751689834311,0.050756353594472454,0.04874165190442784,0.580949331219307,0.893646468924936,0.4711940604146819
p22_uppercut_left_main_009,0.36804446475811564,0.1848523652708131,0.24823460766701766,0.19044149811102862,0.3607643062338914,0.18573819800033614,0.2874070757373013,0.17598457115577518,0.1954050446608503,0.31842701974888427,0.24878624242989322,0.17395820204380605,0.19783926674314734,0.3078747172669717,0.309817508287067,0.19390707454774542,0.9592606338551735,0.35495945309951316,0.35575379992289935,0.2648559412519795,0.2682201876312585,0.049503548615667574,0.05031160044373608,0.04792474071038143,0.5864504153766934,0.9422064887232635,0.4950656147168225
p22_uppercut_left_main_010,0.3701635930128645,0.1884215680297207,0.25020707537767084,0.19176774559252666,0.3632890977879037,0.18829892848787827,0.2812704216001749,0.1823333414764101,0.19780679659741737,0.31349083480743517,0.25777933724593427,0.17082525993949457,0.19867075216546093,0.30743437866077494,0.3128419942930015,0.19084084684445052,0.9791543155974963,0.37525642163011363,0.3771481480032026,0.26087861986512306,0.26252989741730276,0.0499830360279009,0.05056746021650712,0.04847405542083677,0.5933395233686574,0.9459654370416776,0.4972197462312572
p22_uppercut_left_main_011,0.36535149128991395,0.18650204196964934,0.23224085357525354,0.1879309718862801,0.35765276319672307,0.18744249184834375,0.29034530041098067,0.18240810380815958,0.1971648502767792,0.3350569106337443,0.25069817713184656,0.1665268421488164,0.19906762275499607,0.3450607816675749,0.3342371169559339,0.19182179378188585,0.956705573172542,0.3518839099924441,0.353634287235315,0.2563339631923956,0.26017650886184357,0.0499530080734384,0.05091436684577063,0.04839535227057511,0.6151392845284833,0.9385021276498732,0.49344873996022415
p22_uppercut_left_main_012,0.3803686079348192,0.18054172952671665,0.2875126959542597,0.16615409105446832,0.3436117720785387,0.19483392975646663,0.2846673164158253,0.17378616706664388,0.19522755999394026,0.32171633894666607,0.22756808001646323,0.16075988452408263,0.19454946697850492,0.297972258122719,0.30594195036855804,0.18063424733673683,0.9551726567851269,0.3526457218380729,0.35469469426163597,0.27620780245442944,0.2765037143971722,0.05045606588293742,0.05416309529244273,0.0500134586162924,0.612704878481952,0.9125015514853155,0.48125750505080395
p22_uppercut_left_main_013,0.3682003596131504,0.17711190765713136,0.2820241134194852,0.16809004502323707,0.35204778691335475,0.19429086898215647,0.2987419495902604,0.16925047339467197,0.19287114930345423,0.32111305637677334,0.22307099942516767,0.16281351774346117,0.1950992313079268,0.2707197326578993,0.33442274283085177,0.18050122002626445,0.9660076978843083,0.3633325646477088,0.36510504862859816,0.28046162403130814,0.2810422011751621,0.05063080326791834,0.05269459984339687,0.049493899848371825,0.6207525663093768,0.9125428213470925,0.4810183605977322
p22_uppercut_left_main_014,0.3860211447678341,0.18866619793489708,0.3093434396003734,0.1581211127316148,0.34679700972631633,0.1988237593029099,0.3047010824384736,0.17752714951513945,0.2015862894307121,0.3397032031970837,0.21898127086325592,0.15097330636862472,0.19939819074452708,0.25698431017128065,0.33839989672579646,0.1837972782526157,0.9660015589282203,0.3639828325839803,0.36656545911350263,0.2829107776934862,0.2817314546526116,0.050441492105362765,0.05898003651009979,0.05195107241664107,0.6356341736780425,0.9157030550618589,0.48382706373925
p22_uppercut_left_main_015,0.3124444394446858,0.13970021834886842,0.2868596744451322,0.12501086229535543,0.27113129328865615,0.14565621547404328,0.2559164216372118,0.1257535121172134,0.16914899336561423,0.3340039627409582,0.2453699794161873,0.16835015898578076,0.17604254089391308,0.27857499894784893,0.34488756921627817,0.17938077244055778,0.9457800918653092,0.3289669098674762,0.32085271088542794,0.2177874957150038,0.241690077160119,0.04824062665824257,0.04817879197896743,0.04762947529557024,0.6655981937848688,0.7713278498316664,0.4094786625636183
p22_uppercut_left_main_016,0.37363035766302033,0.19182388082701737,0.32482383485265387,0.16537668809824216,0.3467385928931835,0.19774007893850032,0.30745034974032165,0.18061580791578868,0.20157353778974346,0.3293621093929646,0.21477436491170215,0.15031248699464592,0.19850904853073373,0.24282451650978198,0.33228793152129416,0.18942084933554384,0.9728601304174532,0.37092676273630165,0.3724390043663505,0.2754774096400657,0.27712340842755434,0.05018859811741229,0.05817428851469878,0.05147863527457591,0.611168687133471,0.9264635904316791,0.48897111285312755
p22_uppercut_left_main_017,0.3674605892640629,0.16861150684037465,0.2861322814110035,0.17081001802701629,0.34658982130553034,0.1930452458382125,0.288679357425355,0.16626202712846513,0.19339198518130238,0.31826340654523866,0.24102692121221433,0.1725365110276716,0.19207938057998247,0.2823772569344608,0.27655819098022505,0.16421075904011997,0.9722089840722348,0.36937072449736347,0.37235270896593337,0.2604987337316474,0.25587927146743966,0.05045160012200513,0.053881722407053016,0.04863104823887303,0.6024149257071334,0.9013897894776397,0.47501041885825634
p22_uppercut_left_main_018,0.3748293901087255,0.18269589361091837,0.304891695355846,0.15376256870285054,0.32809548564239127,0.19436957516080344,0.2961818623941196,0.17326969063677372,0.19261259424810112,0.3167686724081692,0.22374230037128714,0.15549162951674395,0.18970567448430148,0.22896956490884168,0.31748605138934005,0.1681815713335647,0.9630984561452234,0.36074688144622746,0.36304703356369816,0.2612448278730261,0.26341345546406164,0.049971240653070285,0.054632776860490395,0.05031550935615488,0.5924277618118918,0.8975992604566501,0.4739573849064025
p22_uppercut_left_main_019,0.3820005266808009,0.19016870427263746,0.31817935992305735,0.16155774483915894,0.33637442505942905,0.19517420999604562,0.30378872479249014,0.17654793024986434,0.1977613259092369,0.3309114815351971,0.22187852160090302,0.15095395892047928,0.19409959809372376,0.2624339365669363,0.30826700422708,0.18202879165702168,0.9583826900453183,0.355426196728709,0.35710300084008056,0.27000602046250743,0.2743570800959266,0.050203093687441816,0.05515407508228817,0.04983321875155812,0.6130197005685675,0.9159219555698974,0.48287758716072776
p22_uppercut_left_main_020,0.3564730377488174,0.18324478999540503,0.30668234872926253,0.15518497480357113,0.3226136531785214,0.1922968891494052,0.29471037367922837,0.16133345505559613,0.18779538761238634,0.3450253448369528,0.22398398319295804,0.15624811281550582,0.18404168941704796,0.29826806946625367,0.35102553445528384,0.17183188830004362,0.9648968525960449,0.3625742752722832,0.3625361744974613,0.25885902926780274,0.2613698302572065,0.04983415356245361,0.05255474031544806,0.04920151319771234,0.6553912626211488,0.890724778615847,0.4699631459067797
p22_uppercut_left_main_021,0.37376429426127833,0.18202334850448149,0.3179247046414382,0.15593673323340224,0.3306998059046148,0.19569362460864542,0.30868517422972774,0.16802401197143868,0.19337252184627235,0.3300226895163476,0.21455792347136096,0.15157025664966384,0.19059393519068607,0.24145609054634973,0.32241482861829696,0.17488374802977014,0.9658369757622752,0.36433096738822207,0.3665051634726784,0.26779217402249333,0.26918993089869003,0.0500543094806001,0.05515065445749,0.05052770405810828,0.6142179011271046,0.9022989885788898,0.476413346318499
